group,CD40,CD33,CD14,CD16,Podoplanin,CD32,HLA-DR,CD64,CD66b,CD35,CD24,CD66,CD54,CD71,CD36,CD49d,CD88,CD224,CD10,CD4,CD16,CD32,HLA-DR,CD66b,CD35,CD79b,CD66,CD54,CD71,CD85j,CD33,CD194,CD14,CD25,HLA-DR,CD35,CD58,CX3CR1,CD244,CD54,IgD,CD71,CD85j,Podocalyxin
progressive,-0.0446993416729871,0.447467823650838,0.100676211711249,-0.26509142044981,0.080348807891018,-0.0091561711220193,-0.217305402848331,0.583330241547189,0.0354295171290609,0.694673393653626,0.141135929294142,-0.0280291912175462,-0.112203911934925,0.457789207732836,0.369133324814545,-0.179123644311928,-0.0440441079068162,0.247900703462832,0.0506618328421905,-0.004122863268518,-0.410211144320763,-0.267655089980984,-0.250381380436732,-0.197637898119648,0.337408845054754,-0.0742713508430041,-0.128117261330796,-0.36806423336977,0.162413189599901,-0.287065753461706,-0.557701877558466,-0.108478965217512,-0.250856379639927,-0.153469302261388,0.125835542810821,-0.475491155723433,-0.337596666854777,0.0352704618084194,-0.204071532998086,-0.0934790420070049,-0.0357275356856628,-0.234373587107987,-0.170234448098568,-0.0947027532286334
progressive,-0.0542715506850987,-0.0287461704732683,0.105773243232999,-0.0220871738781024,-0.216362520238283,0.139249215067,0.177050417782796,0.166504890283592,-0.109671743035396,-0.220299242511644,-0.134089112649287,-0.10541216221979,0.345333560469621,-0.282357500578643,-0.0464748900149389,0.0658893313319383,-0.0065750208508304,-0.278214697277012,-0.15696447310488,-0.215059198619048,-0.212755274673776,-0.424753051491916,-0.381460704385263,-0.0389466382145482,0.314930587266797,-0.0852308501058448,-0.0330718171405192,-0.613325122593986,0.0036007839365467,-0.316742749811858,-0.271996592847565,0.0696667257472973,0.183682744334416,0.0448421479656268,0.334931321069871,-0.370889633294962,0.0642858545960739,0.0291349239069993,0.301085809410661,0.585257902732863,-0.0030985595681104,-0.0223349775395718,0.228674365757621,-0.0311593475169051
progressive,0.0308194806368845,-0.133342661323528,0.0930868184454711,0.152090427189016,-0.09511255409578,0.335668132109845,0.565244992470028,0.0285299100703053,-0.0410870882789243,-0.38852076019724,-0.0725723203648136,-0.0595062336666553,0.33217225077814,-0.386273789874547,-0.200538958592491,0.236268747066285,0.174432172260107,-0.153779454049003,-0.148002810102071,-0.466176895186696,-0.35531589121772,-0.474202894272546,-0.685129247817122,-0.13270471374284,0.071910972342458,-0.165543973093346,-0.0573033683502844,-0.511439730236612,0.0162381952592508,-0.450577906715163,-0.32381843366766,-0.140012001586808,-0.0378813249378159,-0.083428351374003,0.386438833240287,-0.564620661327393,-0.225338201424197,-0.222697735280877,-0.042626461260035,0.110794490828181,-0.0361578721409819,-0.43649572935733,0.0335028336816241,-0.182225640705418
progressive,0.140418654725381,0.124740983693289,0.417759399646392,0.553999894678625,0.469091822325727,0.580938262382852,0.0553394652424075,-0.126843445043163,0.591437472534073,0.478310093836244,0.450599004907012,0.530637828393909,0.126129570594022,-0.590993252311137,0.223976708877137,0.173886191478154,0.466584015755625,0.463686919696168,-0.48322818391336,-0.430433051294929,-0.56080427235297,-0.474298167492762,-0.0067150569428689,-0.582359456611519,-0.0886716414966947,-0.451850768757038,-0.532157438297175,-0.155178440507997,0.438136445482029,-0.139329825732444,-0.281816042549475,0.0858660515218245,-0.116989171968805,0.0259148816240217,-0.0742534671352164,-0.0974558338093249,0.0760955626636985,0.0797298769979308,0.168944589009333,-0.0321166182509064,-0.0907000128287352,-0.1648422060686,0.0443578460375168,0.0635192797886066
progressive,-0.0903539742916747,0.261777615142801,-0.0565087342100319,-0.410890669801427,-0.245996302859775,-0.283709561805996,-0.113345993823815,-0.130649263895528,-0.4246669193993,-0.0982959707480296,-0.281583525680485,-0.33736261326011,-0.040967091696434,-0.0448605224160658,0.29081043865418,-0.170377784574108,-0.332673982661291,-0.197354509663618,-0.0072549955360072,-0.109150990896604,-0.0085714709370534,0.0453236430923544,-0.124313682801803,-0.0496158213410841,0.0435584982092317,0.0866924674126329,-0.0134499760846026,-0.043141179017975,0.130697189010674,-0.0111620049805713,-0.193474729252384,0.46525019181805,0.057490305445687,0.278573330206919,0.357559340091628,0.02400516855151,0.45842321514645,0.49981560072068,0.546262997363182,0.0998892142050121,0.20594015857029,0.287711040580569,0.454536598569889,0.488175485339632
stable,0.175234828041319,0.0851060854987386,0.0684020526216482,-0.0148190176960575,0.0805751195357435,0.179590277006002,0.200670966503839,-0.0438807442076439,0.0353921032423499,0.0180226450912926,-0.0353483274196608,0.125953694794196,0.173888465261368,-0.147497361619494,0.0552992140022347,0.129827527721725,0.0954293494049513,0.176779712969843,0.022415828646073,-0.178249427363094,-0.0561834166929726,-0.0185054326877945,-0.146797429564427,-0.0291486147743981,0.352567596611599,0.0577585258670704,-0.073349840070762,-0.170548731302921,0.417059076557242,0.0319081008994981,-0.33645210020361,-0.249630740928789,-0.193187495724432,-0.31186993417272,0.0166436817540775,-0.506979571555708,-0.340108532324184,-0.252966966308747,-0.221423297065778,0.0346749134658364,-0.0026127105626452,-0.505881640719925,-0.255624145788742,-0.231536804028507
stable,0.0532570053880917,0.173520176135069,0.12246934566083,-0.0135211514298583,-0.0996032216675649,0.105542104634073,0.398772213347936,-0.0598076967220793,-0.0474542679540442,-0.124980331840577,-0.107768578200216,-0.038638742096954,0.343757595748052,-0.01948019672252,0.080095740556381,0.298472337364638,0.0750237143524137,-0.0582905990718034,-0.192348222745437,-0.365876976582901,-0.250524694335361,-0.347716376888518,-0.644608783982445,-0.240784148421696,0.304281579145348,-0.113494928407946,-0.15704054954073,-0.471816344364013,-0.0757663606517767,-0.267231211960934,-0.0201593301437959,0.153359124078802,0.0782619627220534,0.0381795441400406,0.624334529424859,-0.352347433055256,0.0800255740887077,0.219156652156979,0.0622217026779204,0.330226751893701,0.0506291835604926,0.113710235436114,0.182477421566911,0.124895643195856
stable,0.479919146036344,-0.0013184615961336,0.147158288793289,0.265520994962718,0.106274202424089,0.392859657427077,0.59741406565262,0.198998728879057,0.232004926420951,-0.117503647270917,0.114050577646127,0.119801501284757,0.425784626352006,-0.270904369153847,-0.124346526756164,0.117857443740277,0.217418235953406,0.0774561709007558,-0.0926664288073401,-0.135783502999841,-0.132587401649983,0.0916176252017619,-0.124046902374705,0.0038354428816937,0.35382256575317,0.0002128294011824,0.0038766854814051,-0.112004438360978,-0.272949337995531,-0.0574814842141967,-0.0148916605546562,0.0731272893824304,0.0350080434137561,-0.0057081854255696,0.609055294649549,-0.426381386612158,-0.0105208191451113,0.0573293514464303,0.0587697274959003,0.442719124358841,0.02634423383317,-0.0536972933213144,0.38791253553143,0.0335230930206381
stable,0.0034004754537887,0.0773006701722286,0.18189010276065,-0.176131690309735,0.11964072609144,0.362355713452579,0.142397715998031,-0.0344740946860288,-0.102880011952017,0.125633698427066,0.0184547317516681,-0.038622634940061,0.235549180954715,-0.300703375013196,0.0424145034729559,0.0901429794062893,0.131305972353991,0.149121420792788,-0.0810238567015134,-0.312064834557834,-0.173744605254785,-0.328186659863822,-0.65813145469569,-0.111049232666074,0.240204324481105,-0.125118641906921,0.0061523822333419,-0.484542151176359,-0.07779040065114,-0.355348497355467,-0.0824923356341218,0.0255844067024611,-0.0922765662084079,-0.0611838028032954,0.500562017128727,-0.426613284573105,-0.0151664206988501,0.0269764078351793,-0.0414607267653123,0.418083872453752,0.0467303965462366,0.0493220936865506,0.187175954517931,0.0255727526916325
stable,0.219358733166271,-0.128271887867091,-0.0018885024784792,0.314976808218588,0.14343770205321,0.351358595072251,0.568841241227052,-0.30348610158811,0.262416315340534,-0.404037556206157,0.173063810334417,0.260555078838424,0.466254868259715,-0.53511793227748,-0.129036515368622,0.357276100970542,0.311220521462389,0.003398419114961,-0.182876194511511,-0.275141483284095,-0.4074135557699,-0.404088173452245,-0.55526455933912,-0.334468787118035,0.456554665955077,-0.260842821584652,-0.290834189866639,-0.36079755532713,0.536256734818748,-0.29862308633611,-0.249431140431194,0.238787507673597,-0.0067079530386005,0.0936010396913088,0.407868941025824,-0.253909147925029,0.180095485803212,0.298653985285815,0.31299835656181,0.208119892354044,0.114886404926043,-0.343929023554902,0.307604033983535,0.241806144415147
