group,CD137L,CD52,CD19,CD33,CD269,CD49f,CD20,CD5,TCR,CD32,CD152,HLA-DR,CD66b,CD35,CD96,CX3CR1,IgA,XCR1,CD54,CD267,FCERIA,CD254,CD124,IgD,CD71,CD144,CD1a,CD257,TCR-Vb13,Podocalyxin,CD224,DR3
progressive,-0.0683002296780006,-0.172612963403699,-0.045037195470377,-0.0433970044979793,0.0816991205008216,-0.36127260314251,-0.0519692288048039,-0.310240554033858,-0.157255731884679,-0.118095518404133,-0.141323694948164,-0.0731428186662921,0.0626905988798363,0.143225457462816,0.0734260469876926,-0.0864999019477072,0.089837724537715,-0.0173998837012454,0.127804667761997,-0.00330256445708,-0.0702688091026115,-0.149495707360513,0.113853554228428,0.0080134332397353,0.145976239875193,0.0296006243684532,-0.194842811987293,-0.162832284382969,-0.141211539368744,-0.087718211231165,0.0222021248855497,0.0032927621891138
progressive,0.217647577740875,0.224384542344243,0.127563600937029,-0.14966890319633,0.189725849081973,0.0006161696803716,0.210313839534735,0.192875824004702,0.285595143107758,0.598120441914421,0.290182504404083,0.382665970319764,0.137435809674174,-0.127422523608064,0.203821298640879,0.225219642759937,0.334554470280936,0.237709193190825,0.520171874898645,0.213333535813148,0.197878055723491,0.274645976643738,0.285500834577111,0.0088187732183736,-0.0741726495756107,0.298278869684743,0.289047718758317,0.0305957816351747,0.232773003696653,0.215736771732673,0.0535609442421911,0.221040577185216
progressive,0.179313092507186,0.241746859791597,0.168151808975445,0.221233499107356,0.189403727681673,0.0511972989460796,0.102020687170121,-0.0124310297746635,0.196871078271539,0.631531615720949,0.222107119360972,0.466069976630034,0.175161022808558,0.236340818600583,0.194072041969689,0.176626256672876,0.302267321810304,0.231374310805225,0.547460476198391,0.161249914620007,0.167727435258199,0.164046928669258,0.173958690078121,0.0175311406354387,-0.384817666392208,0.232736953844768,0.176195981687308,0.144862704785569,0.202172172336765,0.226260000483434,0.245273677775724,0.218280342035814
progressive,-0.255601750027092,-0.238956358618112,0.0148479693234371,-0.0110891897943602,-0.234996415569608,-0.107325684993609,-0.0736539948070562,-0.328170867011134,-0.24719359379617,-0.471705437912982,-0.15893848330097,0.144529311554778,-0.501974144232223,-0.387045582432074,-0.238138742282952,-0.271513773396903,-0.184451842427935,-0.240563492477874,0.0197869767732091,-0.145987172977338,-0.231038608210877,-0.121707080064267,-0.254432889212445,-0.119503428789657,0.532658278956051,-0.139992546728972,-0.169127822996323,-0.159755878228117,-0.137221925934578,-0.147909437831856,-0.3439323675232,-0.215564340226607
progressive,-0.107525667579175,-0.0243277637865536,-0.128573117373168,0.0611062368267776,-0.137197731233325,-0.22524192497305,0.0521607791359052,0.106389909664168,-0.0793305246459384,-0.141892333197554,-0.0467219989227506,-0.188431870316904,-0.205579546115388,0.0826967588655361,-0.118953197150363,-0.0782674804105682,-0.231597737622058,-0.0231018722238905,0.243513620357382,-0.0576468987822744,-0.136568821205292,-0.208289840544944,-0.213342507294009,-0.10450734401731,0.0708615792434887,-0.164118151265523,-0.0554347554872564,-0.232844770026823,-0.254816248054211,-0.218018163576201,-0.0705252202904147,-0.12883844129142
stable,-0.0094984423603933,0.158282944325275,0.109220347176035,0.229382603488417,0.0006593936739231,0.227877666222549,0.0318232478528488,-0.0271485395125706,-0.0136868796155135,0.161260004186998,-0.0696096544094735,0.222487539697924,-0.136145199021187,0.168603794213507,-0.0313294862808642,0.0352471042006617,-0.102321217837504,-0.0392044359861218,0.278190582790896,-0.0406063918562037,-0.0983322186781436,-0.0154287788912749,-0.095035669590139,-0.036132412265753,-0.0805339836106138,-0.100491595523791,0.0617986375951419,-0.15251351215417,-0.0004204884196457,-0.0027204155742932,0.167864642186835,-0.0854334028358272
stable,0.236953649042805,0.203099854058036,0.262302285970392,0.0152789327713294,0.271208123611982,0.238710899617245,0.210962444926896,0.200859874963445,0.226834195815882,0.329115429013174,0.226929747134587,0.514908629690709,0.294996069997773,-0.122385273775357,0.21942424433449,0.251516679312198,0.230517391728122,0.102487596961562,0.365248280926483,0.20381305086082,0.129276094323085,0.16023440820393,0.216230524886975,0.154710350488211,0.0488543469609463,0.218937062596108,0.162729598613704,0.0497020949575617,0.18900029232579,0.293028156382126,0.233983789568595,0.271088399937459
stable,-0.0898833240272871,-0.0563348356724413,0.0528386843242398,-0.118425416599575,0.0465044714598269,-0.042634173294945,0.0398091348686988,-0.122748970156816,0.0367840844529679,0.279898468926636,-0.0186696125343226,0.017339630784376,0.169885789666804,0.188936041795156,0.0070356388715945,-0.03289480352343,0.0432148085957611,0.0300538147378749,-0.0593176283234679,0.0351624391202428,0.0260219412576483,0.0080058138107684,0.0240980014226784,0.0151433497220355,-0.524793528334092,0.0121523968104868,0.0116944246369563,-0.0629689214131882,0.0420943000972103,0.0357915776327618,0.0463455765405142,0.0181777556993095
stable,-0.108263847025109,-0.22561220667996,-0.0907790964732983,-0.100333258346486,-0.0643633136943106,-0.167240954849717,-0.0295468552688554,-0.0830826053573575,-0.10662798451266,-0.0436660203164172,-0.0983037963126767,-0.481774533925232,-0.162458230455382,0.390778864191166,-0.0821259529272842,-0.173285384913219,-0.0769377320064616,-0.0414301125989058,-0.392805617369476,-0.0626836502159158,-0.108905111880316,-0.0615482784222424,-0.121533363024381,-0.0431984922470516,-0.247770540229006,-0.121517091552975,-0.0752131857860987,-0.133459921062327,7.37982893998564e-05,-0.14792449821702,0.0085284347936061,-0.110948166259499
stable,0.280046715702452,0.108908078447149,0.126870089711032,0.255755691937405,0.243791089749144,0.170079190336697,0.103773200333235,0.0243328306631906,0.243845791348884,0.29807366568341,0.242817532202094,0.222655315868581,0.141279671566926,0.292922239540654,0.22866579756941,0.251113028078964,0.182144186263849,0.263605045232683,0.297490681886301,0.238344379255056,0.193927346900579,0.216605760808166,0.276366097594351,-0.0544729196262953,-0.217274590978847,0.257480688312631,0.215998863559881,0.242466509088172,0.223604630587167,0.326558200636414,0.28072935492039,0.27078748042317
