group,CD112,CD40,CD52,CD33,CD10,CD45RA,CD49f,CD4,CD14,CD16,CD335,CD326,CD32,CD62L,HLA-DR,CD1c,CD64,CD35,CD11a,CD244,CD169,CD54,CD62P,CD41,CD83,CD226,CD29,CD49b,CD81,CD18,CD38,CD71,CD36,CD49d,CLEC12A,CD85j,CD88,CD224
progressive,-0.102050568737975,0.107579855429853,0.211188617412718,-0.437762591572243,-0.0445344537392844,-0.0024749643145172,-0.153394932192462,0.041453998201466,-0.168252302321157,0.40521973172914,0.0483101353997415,-0.0594707012040435,0.163441933112681,0.121176315088296,0.200400344116887,0.0815537063767078,-0.581923907195589,-0.588370731718029,-0.0333778285974612,-0.0296366422771915,-0.243568386449678,0.254215703229535,-0.178310599128301,-0.195439449420382,-0.132947496972803,-0.0564292370276098,-0.230550677007807,-0.209292896181472,0.157800365654528,-0.185540969727861,-0.168627965250084,-0.41398377839011,-0.338382651405023,0.241654514914979,-0.275333645128697,0.0351501025769991,0.193501807805824,-0.183892799718713
progressive,0.0201188624733719,-0.0135068385434999,0.139956929050891,-0.246929247623457,0.136234224744887,0.0506786289840911,0.0351950787841094,0.176317252709324,0.136835422462169,0.198293155396839,-0.0625297911040434,-0.101416092298491,0.400534547709136,0.012349081843435,0.364253845741822,-0.0458126171204588,0.11594640288277,-0.216005630166135,0.212422175196513,0.286460206006432,0.0614405908128937,0.49901940023569,0.157260589655683,0.184746081606677,0.0191369637113949,0.14822516920346,0.0917030196486143,0.125188127924081,0.115617707292192,0.204769739481986,-0.316638643963772,0.0635826526684304,-0.243034806700619,0.321545663158628,0.0017686212146682,0.224851269451414,0.256244757761435,-0.152654323962133
progressive,0.026470654987613,0.0809036291444602,0.240657526130486,-0.093500261386232,0.0333686115717177,-0.0332884356903411,-0.22606943233126,0.351733870386901,0.19723911711833,0.175715018460969,-0.0376858865440814,-0.0244720216759865,0.461834753577767,-0.0416761990554621,0.596113655804104,0.0397360731003311,0.0421391337715364,-0.283888413159859,0.106541454678494,0.148226487168337,-0.0309819506247942,0.410495246532529,-0.15359026909118,-0.175549664205092,-0.007978249289143,-0.0759429960824378,-0.106908408765878,-0.0788050713280002,0.127952906752349,-0.0703130790825339,-0.208461780728921,-0.477290497500472,-0.116511837540816,0.21459540268463,-0.157324962788344,0.283478430352833,0.279477433807982,-0.0628765410954195
progressive,0.0087919961571177,0.0809466875200598,0.0865793078435513,-0.365118000207638,0.0527088966781309,-0.0127073935824784,-0.28202261106543,0.107589041611119,-0.0988269051949636,-0.0666819993692618,-0.145205908281475,-0.154041901720333,-0.0574864511523784,-0.340573508849439,0.080048529708478,0.022151846480962,-0.194182039688582,-0.375673029550937,-0.168375351739333,0.068754410754147,-0.199172403961102,-0.0138680270407763,-0.246098573196801,-0.260281266243238,0.042173966278497,0.0171814589194585,-0.217781338009742,-0.0571190293170998,0.0832410233079754,-0.238085006941025,-0.245676390479683,-0.0083490743381522,-0.225366579254986,-0.0399724860921859,-0.328470464451336,-0.0500683436054949,-0.0527656922068937,-0.0364721396938086
progressive,-0.0780202766535263,0.0105989338862639,0.0825255439421693,-0.136257610638667,0.237117106156836,-0.0514702077675142,-0.205842645013626,-0.104754520316836,-0.107321136986918,0.278284972363483,-0.0213651507471906,0.344234250424824,0.0847693638684406,0.0202296578837457,0.0796623507595543,0.298772983707115,0.081175878658461,0.112271663743791,0.137545177907018,0.0467416735048561,0.0038255282792401,0.0076231659270793,-0.156952738687519,-0.154535279088305,0.308393060166357,-0.0308219678897634,-0.0685635656435575,-0.0994950134897982,-0.343805915768078,0.0738205711166088,0.0154996577639997,-0.0612882053789256,-0.248263109293259,-0.0118404875347192,-0.0151786824149239,0.0037812526606749,0.0724852619478401,0.0702685208101326
stable,-0.0561963901828159,-0.0536514587402771,-0.177796420488203,-0.221813822167365,-0.0994694084383613,-0.212190858025523,-0.221369147055722,-0.10635821576075,-0.0465702509826963,-0.146353635120151,-0.0046929623802508,-0.0541230231780991,-0.0630359659492175,-0.309683747278528,0.0351537286312218,-0.0952697800261219,-0.221934829916699,-0.400311115932938,-0.0945537751764577,-0.176242415170761,-0.173769484013214,0.0876748559279162,-0.280686568104285,-0.208961007950796,-0.0599499087264856,-0.21415098767267,-0.228606993155185,-0.128717943801062,-0.146431098618769,-0.0831764584913658,-0.200387910367159,-0.450209049580297,-0.206849642657512,0.0183882991575776,-0.213677372340558,-0.144431152203431,-0.144127389227265,-0.141994614715146
stable,0.106205209204352,0.167886723288174,0.228617723621863,0.0264879179605129,0.0612443241483667,-0.0740683012395082,0.199470583864762,0.39137949780322,0.162829322260536,0.0578984531196124,0.0305457272238194,-0.0250110319846089,0.323494213180812,0.0900435178808261,0.58373938670553,-0.0212578166494812,-0.14276165758773,-0.197434364816578,0.391867268579253,0.121332097370165,0.11954742328684,0.572774994752633,0.106431092749295,0.15141943428499,1.16012238547387e-05,0.172374554499857,0.248115212817094,0.0994361949842049,0.0580877069897508,0.040084544679744,-0.0415916875685666,0.0081453174100247,-0.0659598077397667,0.398514795025795,0.066964712020204,0.185305316598866,0.217773705916284,0.0722495642042397
stable,0.0049744006907726,0.33749348162012,0.173019952555624,-0.124835701421983,0.0804172797568598,-0.0337229667775842,0.0537651320513843,0.271742886171794,0.116601428401393,0.268386858071809,0.118741565315654,0.109751748907745,0.31937933991017,0.018656722788644,0.487969311443557,0.118420091752251,0.0409336900168478,-0.226734416404948,0.0555968886181086,0.125150857939822,0.208444079506084,0.386970732489686,-0.0357726852599388,0.0737277326791846,0.140494434346056,0.044871927519295,-0.0039497090611678,0.0293066899426184,0.157222676962893,0.0623516092349113,-0.133674681767978,-0.334123676038757,-0.230842797073004,0.0521050699070503,-0.106073000694513,0.290313988935612,0.157923186553056,0.0059000585661113
stable,0.139988976319294,0.149289953386851,0.274157238917515,-0.0372671774371101,0.121354828398549,0.142389680325303,0.259004562124227,0.309214197785867,0.0119940326160644,0.139534950286128,0.161552692743378,0.123818703202159,0.344870456150269,0.104866475056209,0.620641293776557,0.352326913658913,-0.0037149563561273,-0.335079198837108,0.239119109352956,0.233428508002474,0.182923533305514,0.528768309366216,0.158552423382424,0.192456062087934,0.102295466628908,0.258798232529085,0.271391510293245,0.192911840152422,0.213483341812849,-0.0127178942134307,0.113981777432835,0.0264007011484693,0.007302321517365,0.384091933726365,0.0365913705643162,0.391593767953905,0.30523488589748,0.0548685137808536
stable,0.003174992616571,0.170573911116884,0.139417667652617,-0.202989350529464,0.0859657305176804,-0.0124661961915256,0.228394738009917,0.226855706296623,-0.0600006927592321,0.200098753890278,0.0505033300528489,0.0359456446054975,0.293914147584231,-0.188884829405574,0.496956304829152,0.0277769185594762,-0.313984076819384,-0.434574756776019,0.171075955440625,0.302261224596424,-0.141896791467614,0.489325598707853,0.171571171135517,0.225803697420784,0.0329709764287845,0.186660163618834,0.17543143045026,0.231336178538404,0.0322000173180572,0.0580918771121922,-0.181933785080458,-0.550255072181178,-0.0060325201409196,0.317860304725592,-0.368175721686623,0.200051148913854,0.254029211913941,-0.0790015723398384
stable,0.305173763143292,0.0725413559963349,0.244969144166203,-0.326227645715117,0.14204898674615,0.120061390152856,0.0101177499110692,0.0670531948588987,-0.0429902692698352,0.312868754888304,0.1627322898233,-0.0165116609025303,0.0812767582693459,0.114850370197166,0.293539529117354,0.0004823396087139,-0.186207016233843,-0.228974878026727,0.196608049407996,0.20707818895739,-0.0246342123498867,0.224432514181807,0.181889348921,0.190537565721718,0.0341375339677195,0.0663872316466582,0.14384041703423,-0.0220632828544236,0.0505342259377312,-0.0471165569037946,-0.013669727475051,-0.0789301319736203,-0.22105805360642,0.207962385107944,-0.294515430976238,0.146641685250203,0.0440665469003376,-0.188805390426223
stable,-0.132074585795271,-0.0219806644027374,0.380998530769284,-0.70277057828556,0.138517341704781,-0.0461869470895324,-0.530345259647854,0.0164617307621774,-0.484435971136353,0.331719441209936,0.338955076540258,0.0588405671820019,-0.112549475152251,-0.111358175618827,0.387835156613107,-0.233398058347728,-0.491291987496406,-0.774115020950335,0.055172867267717,0.0065433052802218,-0.416923560696152,-0.191075679020131,-0.467752433417319,-0.595827545933975,0.219735714875195,-0.464686921514098,-0.435384114286647,-0.458053914438186,0.160497385518743,-0.566879144479698,-0.417674389587138,0.206385886127526,-0.623849591070571,0.27116013062233,-0.36756308329191,0.164253844469014,0.156490590034623,-0.467704597312111
stable,-0.211914257223069,-0.0741282114525992,0.172370801992253,-0.134257771100707,0.328685486316936,-0.0362366452885304,-0.0679793726525652,0.244408946823974,-0.103045242271677,0.154304719793998,-0.109693491587097,-0.108961872066177,0.116086208688365,-0.0339182948058073,0.3612005279835,0.0395015063355133,0.100369481302389,-0.276852058046079,0.170979044466943,-0.0840333522520091,0.329459163224472,0.215941207406887,-0.173113716232293,-0.148497077167017,0.0145892956992758,-0.158474020176276,-0.0466900387309144,-0.126420879112375,0.0819307448262216,-0.114533380523894,-0.233569197162309,-0.326042587723591,-0.173701749637889,0.234873760758349,-0.123977918876438,0.0301293596133802,0.135369444154008,-0.0225450570468793
stable,0.0833431402325472,0.0291986503421286,-0.0401475599326611,-0.118431232819747,-0.0958191713568127,-0.446811055638441,-0.0462708239830793,0.016081216612644,0.149193785314231,-0.116568681940498,-0.0106378132049158,0.064930411243352,0.130424315497224,-0.182692480854829,-0.0487424270789856,-0.024235942187235,-0.142348443571492,0.0505016250183719,-0.0373387414338526,0.180189012840065,0.0515798681582805,0.214217915314497,-0.0237069970338922,0.0655577576746268,-0.0558161187753759,0.0069144287305489,-0.104015032643615,0.153985724209951,-0.109678337602774,0.137444382702032,-0.303127520684607,-0.301204248072384,-0.145111072108997,-0.201503043497643,-0.348262672255654,-0.11580936336037,0.195543551319447,0.0291170924789856
