group,CD47,CD52,CD33,HLA,CD49f,CD194,CD326,CD69,CD152,KLRG1,HLA-DR,CD35,CD272,CD58,CD178,CD66,CD54,CD122,CD41,CD124,CD184,CD226,CD29,CD49b,CD81,CD98,CD15,CD71,CD204,CD158,CD49d,TCR-Vr9,CD133,CD158f,CD337,CD319,Ig-light-chain-2,CD85j,GARP,CD82,CD101,CD88,CD258
progressive,0.370423945059331,0.0118755492156267,0.306248137340315,0.122708284019981,0.0713677761742371,0.0464434307939956,-0.0090483957354118,0.088609797256821,0.0380278904799393,0.149496261949333,0.0562642154258203,0.292100484102312,0.0379487843042623,0.33173984079874,0.29489647752321,0.217616081599851,0.167751056941561,0.10105154335717,0.193919006460219,-0.0035102036402076,-0.105047964201318,0.161569486382108,0.213791487089518,0.159306386140278,-0.143747443900114,0.502375599928225,0.0920701317816225,0.0427876206344004,0.0280420678956297,-0.0394811742937972,0.0458652710339994,0.170494660899106,-0.0885070842451528,0.163056525182186,0.0785091316116071,0.205791346592185,0.204366233463624,0.174236557156024,0.0169466961312089,0.179502293857818,0.0936925015440409,-0.0161602577957307,0.0806975407304251
progressive,0.150899529305334,0.101462256429053,-0.254161875235277,0.208154448370186,0.0185335605545722,-0.0509068046873315,0.0270153228592958,-0.019193598203488,-0.113234576999227,-0.0107830605918739,0.106491351862924,-0.309095617222503,-0.0282273048279928,-0.0262411362416166,-0.0228623853801491,-0.0172379755318931,0.226847962389606,-0.0490323595430395,0.178014690212793,-0.031118990460767,-0.038758800538163,-0.0836037778581519,0.087833090348676,-0.0563035644131811,-0.0048197948141855,0.0290952522855819,0.0314761356480951,0.193464374836825,-0.0466990643022849,0.110913789086659,0.30440633082472,-0.0981165342782049,-0.0690340917476012,-0.06108149132446,-0.0188333962065139,-0.006575731280829,0.0001303681289821,0.100810358787708,-0.117887006332722,-0.118314131267512,-0.119649888570581,0.0118000294423754,-0.10052245911522
progressive,0.0682278035494973,-0.130204819246219,0.294278478475705,-0.0665638281960985,0.319729290718384,0.0529792182305163,0.0157014203896915,0.0998474195004283,-0.0145819309496036,0.0835173518446024,-0.396880467134614,0.458979695856714,0.0119209708143285,0.10901342488053,0.0955452880750129,0.04588934839592,-0.121527612212614,0.0942726315420996,0.269735230897583,0.0273020468205641,0.0382178596698712,0.171725911405735,0.266873382662453,0.164392555901156,-0.0421534166935204,-0.0695407190465157,0.0830016712917169,0.480923626884454,0.0514133325435399,-0.0606652541898327,-0.083556747059759,0.0586609987113871,0.156253748119089,0.0974794091334952,0.0555479097933362,-0.061716388769456,0.0742748949602311,-0.118594302775426,0.0713677481946453,0.264767586658468,0.258679694301806,-0.132602202194618,0.107133551934974
progressive,0.365872138800156,0.410930813799107,0.404293190017971,0.285957275649815,0.413255093519258,0.472499204044194,0.0832070670451035,0.534102076041965,0.403748022659403,0.450270305031124,0.273711854287136,0.342664668294031,0.470574754347019,0.432586633193984,0.414183871756622,0.458252838805278,0.225425366029118,0.476222890331894,0.263776942204394,0.419030297782142,0.40881795489139,0.337350209941838,0.440680417973583,0.281491001723591,0.353485159597245,0.14844124950355,0.416745893174907,-0.0049841169667626,0.248656523378254,0.443817767397371,0.35901549231067,0.522032548845085,0.413728728937321,0.416391952694312,0.440543221275991,0.413398428956243,0.311137562295399,0.403789914524351,0.436722955728238,0.414058840334284,0.414247412635425,0.411207098267723,0.421900216073861
progressive,-0.0320219081467392,-0.322133697620445,-0.051606976572903,-0.151074399642164,-0.258605682539777,-0.142805179454767,-0.200905722778682,-0.215761693353523,-0.237321296155853,-0.421178085345384,-0.279561161792606,-0.161854167554644,-0.126031584829894,-0.228923087254695,-0.237151526239296,-0.221155296979634,-0.176227795803094,-0.0837066397988418,-0.245550940659871,-0.13762582694432,-0.122261398146839,-0.412610043625992,-0.297125890148574,-0.435772242417155,-0.443137322091221,-0.122492717587813,-0.0725370151040968,0.0148617929858582,-0.451527367259573,-0.105958821097879,-0.277828582511089,-0.13647032085354,-0.339762900370644,-0.249389744057679,-0.310926564197881,-0.0905988230417892,-0.156455099736526,-0.193776357614922,-0.236798063942236,-0.183643612841514,-0.261007818343752,-0.283101250804509,-0.198240556797754
stable,0.283964423014066,0.22415759616673,0.237421598450851,0.406573742376281,0.182459885012319,0.124649262798933,0.190460700716764,0.147170259026097,0.177956475366685,0.14559878018727,0.375308944385283,0.024878591205385,0.231424302413276,0.182821692212823,0.175715334684565,0.116187767053738,0.331493994998109,0.132645423709943,0.15055616797823,0.157462568751963,0.0511207237113335,0.22832350513542,0.36000542245986,0.1609225447207,0.154625721088595,0.164158052853922,0.132520725209906,0.327398388158609,0.215986989813299,0.145700967187433,0.352526952149165,0.0735990396544098,-0.0087830218985954,0.131348103291154,0.129828583610311,0.0683861327512337,0.296888743269733,0.243298315109734,0.0151915132866959,0.207692342566653,0.262598696908083,0.183922108359586,0.120101412058082
stable,-0.0284771925808069,0.0957414894589496,-0.131960104403414,0.169793770928162,0.0276475357233102,-0.0323681863343866,0.0390160116288823,-0.193233979921631,-0.0560760575151996,-0.0958625550751128,0.379063760177522,-0.415883230007789,-0.0435903616695232,-0.0708741424162666,-0.0794515337549942,-0.024936010836904,0.231705544378244,-0.0669097589638155,-0.059577527646549,-0.0530594304894041,-0.0909392508380896,-0.0052056121496616,0.0869144365657157,-0.0620546443502535,0.0034987690418517,0.142384466675819,-0.0678338869149624,0.083525110363851,0.0213229704578941,-0.127727592774207,0.241656645965866,-0.0546353041697632,-0.110935604476772,-0.0377195104224627,0.0019433479089453,-0.0081274720779146,-0.105285437839633,0.0291780108540248,-0.0165540381213844,-0.12858291181676,0.0159075249046893,-0.0776727678317727,0.0278744968796572
stable,-0.500535577684758,-0.16021052988657,-0.290401882096734,-0.543376918922094,-0.305915979954185,-0.0789198045050086,-0.0740980578530386,-0.151871459248965,-0.193447909878193,-0.118097174630018,-0.539777853218284,-0.0392100124414434,-0.161895489844213,-0.254516990801296,-0.0575781076551764,0.0393395793082365,-0.455088682779245,-0.106775679863461,-0.456518164418432,-0.0854778316192473,-0.0605165485239035,-0.218889258315858,-0.384472988438645,-0.189184002183813,-0.239259556402714,-0.283393981433665,-0.0375042019519393,-0.0348431130327641,-0.132194880132245,-0.0672053199885993,-0.442213933981659,-0.0036748261025228,0.0117707527025199,-0.170967098748149,-0.113218077243856,-0.219341469240518,-0.431497089918399,-0.427158720769313,-0.155541415514479,-0.171273345649761,-0.131437112113391,-0.223581562088861,-0.115093200799286
stable,0.150804140044543,0.266014595535565,-0.025628049806887,0.190415663833443,-0.0140257531467474,0.0223267554039439,-0.006329311759495,0.0028528868014512,0.0222291910741585,-0.0236392332039213,0.512532257313871,-0.403669455987587,0.010349037992898,-0.0114425320373296,0.0670280839006743,-0.019424889558815,0.294433197666994,0.0266752007679975,-0.0740420830621358,0.0409452761575331,-0.0339028617976714,0.0180491984408425,0.136711001859049,-0.061937305755632,0.168489853119796,0.0962966733659499,-0.0421899112542801,0.270487706127257,0.0007352295309286,0.0380533150030525,0.35578511561379,0.0149206614425853,-0.0068946575107725,-0.0108738551340202,0.0301696932763162,0.0114066660691764,0.097532233412528,0.22532554495795,-0.0133597399736306,-0.15020492401535,0.0238350186954234,0.0153753195599805,-0.0273403312001408
stable,-0.135364820515127,-0.138955092661715,0.0402012522113693,-0.0294790254852583,-0.0123028288321193,-0.102887210641527,-0.400870520820667,0.0649729031915328,-0.171180039600231,-0.217665375468526,-0.0162764480384909,-0.0348979943825024,-0.152661197626588,-0.150551369258259,-0.274488268098953,-0.151720651084004,0.212328985955659,-0.159994436923809,-0.0188525931639162,-0.127821730233736,-0.13806113497379,-0.0797460213567885,0.0523905701196566,-0.0391392207940551,-0.105559174317142,-0.156234695963172,-0.140619481438844,-0.104249730405448,-0.108767884595743,-0.242051687673916,0.012269103956638,-0.180342879855111,-0.0536203949145104,-0.195159694064837,-0.278778211239676,-0.19495580721031,-0.11266587942117,-0.184691309362289,-0.16162278409014,-0.270468921330776,-0.136811513965199,-0.127594284455996,-0.221007905079401
