group,CD137L,CD40,CD52,CD19,CD33,CD269,CD117,CD49f,CD16,TIGIT,CD31,Podoplanin,CD62L,CD27,HLA-DR,CD64,CD1d,CD66b,CD35,CD366,CD272,CD96,CD66,CD206,CD169,CD370,integrin,CD54,CD62P,TCR-A-B,CD41,CD29,CD18,CD28,TSLPR,CD71,B7-H4,CD193,CD304,CD36,CD158,TCR-Vr9,CD133,Ig-light-chain-1,HLA-A2,GARP,CD360,HLA-F,Podocalyxin,CD224,DR3
progressive,-0.266441457920272,-0.0019009440565668,-0.0038834106251993,-0.234741566522409,-0.401792657484478,-0.155851497038856,-0.0635887186527148,0.0084458127070407,0.0707094833889775,-0.142271516720368,-0.137707442699158,-0.336488632587221,0.0029760510597661,0.215357194756785,-0.0662710048861784,-0.481742485601847,-0.119407008528348,-0.345480644978448,-0.538169146705692,-0.0433381701282339,-0.0966850545854831,-0.206854683700011,-0.263864913518484,-0.180426173514362,-0.286025686321974,-0.274422195185978,-0.452081290667718,0.0322979237910163,0.0102573585804886,-0.0845700288001922,-0.02793402564039,-0.261424946033103,-0.137781571559263,-0.0893610101750936,-0.112611921143747,-0.142823676538368,-0.198458752930772,-0.189868519490275,-0.0465460129637408,-0.343431958121356,-0.0029237811645654,-0.17533382692385,-0.0914358790539455,-0.409143735093968,-0.105521373240108,-0.0867924250458176,0.0217961635396974,-0.20867038267791,-0.0697203433507894,-0.306915596010466,-0.246264298392238
progressive,0.167041101411673,0.0373652279575513,0.0138725090861031,0.01551443172567,0.327595123856169,0.193326477977991,0.150654113140702,0.0860527978421039,0.0165301148516424,0.192650285192713,-0.020722011795878,0.195082074446464,0.115022673394,0.0075191110759607,-0.0164578415514559,0.0461662021315587,0.162418278128374,0.13757819835253,0.468143780093497,0.19437674150275,0.122746101863123,0.132695131238038,0.195436430943922,0.186023990827918,0.125979042441721,0.17024632063164,0.081658949663163,-0.253133167002603,-0.0735782023418782,0.134439792873238,-0.116071914019736,0.099594688620176,0.117655436175789,0.0827279273464401,0.0406703964009286,-0.345101461040255,0.230469240071705,0.245988890288068,0.0596066074106461,0.110710289293519,0.192825691503424,0.193779482800925,0.0158507857263056,0.0736876897858148,0.145783064103712,0.161844615819944,0.116073978394316,0.203232929201288,0.256796727316895,0.311944203636257,0.142221301137658
progressive,0.187560974405272,0.0439622485275912,0.0010450593040121,0.0739398276795179,0.398033843340624,0.172860270635159,0.102428906888101,0.44497795073318,0.0596074125179304,0.144473744900357,0.422220270212651,0.268635985980044,0.170077204199187,0.0304926236732689,-0.235246874921791,0.178455202091964,0.19959657999573,0.19302729959572,0.648093775237376,0.171634494261871,0.0968890670832359,0.202094587628041,0.148667537318217,0.142525330378871,0.273817139250727,0.133994977820606,0.102431754657966,0.120000393414879,0.447304801219892,0.0497029645748924,0.47637966995556,0.413957998844053,0.454429668914496,0.192710772145703,0.0329534236859271,0.250382965176793,0.248128407075498,0.102214887108016,0.142810162553677,0.435760581203586,0.0535592818198097,0.180974297797527,0.160820590114338,0.241789029851246,0.22676622972667,0.216826071767768,0.134533503133727,0.188410182579843,0.221012902981666,0.327668035140237,0.131866217854169
progressive,-0.17773784176208,-0.210009528399943,-0.217184980152755,0.0342188585330904,0.158973614733952,-0.109104671307035,-0.168835043869672,0.0778335666698788,-0.402409723269655,-0.0834777701181276,0.100735504290685,-0.202240101060593,0.0702150832776646,-0.157822015566628,0.141625015603664,0.245415178581002,-0.0118340291885787,-0.459339488230324,-0.235707657275922,-0.138177519656535,-0.11037088979836,-0.29249767685505,-0.439737115757739,-0.0787551321270184,0.431575911546553,-0.106008022660869,0.0645759765208054,0.0752365279632486,-0.0674953320712357,-0.192283692754609,0.171017489119008,0.0057309691838419,-0.0158708278820459,-0.216239673082445,-0.012176387544058,0.485580535301757,0.0100543226099737,-0.111130333222816,-0.0429789419870167,0.0657841895074125,-0.0571383250935577,-0.0639731113619842,-0.155127394832675,0.121469125515724,0.046636990193216,-0.136739126828704,-0.0882931562177506,0.0458983360166135,-0.0715076794836515,-0.193001037021812,-0.16580794179979
progressive,-0.381239595138422,-0.0716559704946297,-0.318882558535966,-0.170127182285435,0.110917018416232,-0.313811669917408,-0.159205583085902,-0.158482789171365,-0.185122333637732,-0.225233893251358,-0.0765420578977785,-0.202419476257776,-0.237615538936405,-0.0881402422837446,-0.155766542305874,-0.12231460223722,-0.130049461697087,-0.305440841251322,0.0002449103916724,-0.0764482972176283,-0.18718871518836,-0.100334401358526,-0.378599134675865,-0.488379248702987,-0.0927669018955684,-0.0249384499929393,-0.273944540080521,0.101592051269243,-0.119469831791025,-0.134448640106188,0.0358891571430231,-0.175804419339137,-0.104739651301401,-0.309520825421226,-0.105489344843125,-0.10458283781799,-0.23948886065971,-0.267672708947471,-0.539981677157936,-0.0076421120407719,-0.0188713852295104,-0.213041957521429,-0.260498712510959,-0.268188387322389,-0.0452966353601454,-0.345305240198195,-0.248497278543898,-0.261775582929768,-0.315134160372434,-0.290398198208929,-0.232429289198481
stable,0.0498437465834617,-0.0470260041072983,-0.0075045583138336,-0.0577513666181691,0.452957413595377,0.0193955310489261,0.0249382876269785,0.246258057244105,0.0648879940101404,-0.0665002666812951,0.455701065474422,0.105759454558287,-0.147043640870842,-0.200349031645944,0.312793718005107,0.33708525154219,0.142464813594045,0.0724758644729468,0.397429270893374,0.0849467103199587,-0.0057502848565902,0.0077405798446713,0.101732080879962,0.0719333310021219,0.402839785607831,0.0602468398722525,-0.0400448348699534,0.430556679658287,0.282982808255131,-0.0506256830310848,0.415386650205958,0.375432905576682,0.451976286635543,0.0698214906012705,-0.0598570851656339,0.307965020469056,0.020571001068506,0.0852856219630216,0.118218432435245,0.429962146796524,0.0547680868608934,0.139970226492918,0.0705615190190747,0.230262557063035,0.0573594023104056,0.174696885407732,-0.0003124453661845,0.0965496242584235,-0.0095418036729968,0.22162207549643,0.0132925806929477
stable,-0.164493324912073,-0.177994118612582,-0.290552879681,-0.167219031561298,0.0082508065823668,-0.154348235681454,0.0165567471478801,-0.388341742396551,-0.224011300894803,-0.278410352397427,-0.113106987454145,-0.182107852901134,-0.197436089477191,-0.0821977301565658,-0.479625290604622,0.0557266155182238,-0.141873845357494,-0.200760548831323,0.228326923270504,-0.134522528197299,-0.161756563262848,-0.0930636077011807,-0.244325921653759,-0.154984403804281,-0.0703402253690735,-0.197463953361872,0.0130315066637513,-0.343356649026568,-0.266789686885467,-0.118152261829969,-0.35387772628437,-0.314196149634853,-0.0655209589396277,-0.151154688364737,-0.0258019844733289,-0.106397385660673,-0.135651062437048,-0.195782441139946,-0.131544641417488,0.125371941216488,-0.0290471091503153,-0.129211176640654,-0.0091914458283928,-0.0865925942922853,-0.106037511258317,-0.222300761530897,-0.223275557382345,-0.174949925369484,-0.252693310588688,-0.16039828111935,-0.236274339776364
stable,-0.0630354382902903,-0.429812057106418,-0.19036556082099,-0.125145410386244,0.0183800784308504,-0.0378390128899694,-0.0725823302340077,-0.0614132100528218,-0.302747689986941,-0.0717366840500396,0.240076851892779,-0.0920161084426048,-0.0636203484219448,-0.0219526126186092,-0.565711990911364,-0.184321104689736,-0.0661501000065289,-0.275920356820779,0.177186385221835,-0.0976160348930579,-0.0270445825788569,-0.0169778896531268,-0.0995698210670663,-0.0747194568756768,-0.309200821447909,0.0248024004644637,0.0628373973106301,-0.374759254772731,-0.01616467715187,-0.0130511921893778,-0.0770071364958938,-0.0299643665673028,0.0092193930557895,-0.0412157353247991,-0.0514038726097347,0.29917240345889,-0.010430133153354,-0.037646065581102,0.0394349909968771,0.160033436369223,-0.0698759415790318,-0.0042273004849325,-0.0633157613427312,-0.1119104867281,-0.0644518401760413,-0.10266595908489,-0.0557518092714245,-0.0325666400455812,-0.0150385509257512,-0.0472706914327036,0.0088766052664151
stable,0.0761021451416584,0.0979820909504024,0.0576970483047385,0.0212775512832307,0.280261514583119,0.023182440332407,0.026430580327652,0.207491019342053,0.0934954104781593,-0.0379690922988525,0.419586220199606,0.138033482139659,0.0185743485612728,-0.0757503290560045,0.304006348901473,0.173821262484526,0.118534076142861,0.0759172543376137,0.337373937898688,0.0530753914675295,0.0629284149784782,0.0384170124896598,0.0387844321751694,0.0345293908243362,-0.11950935651572,0.0732329514294812,-0.0623928960521706,0.411025662870615,0.260077677063922,-0.0063905946843919,0.316481797780219,0.279657006760202,0.514954004670192,0.0231408462855187,0.0014119476621389,-0.197847252482334,0.052405705904254,0.0600638158702292,0.204295089138644,0.33274712050544,-0.0296131867798627,0.0445542824894201,0.0136331745716221,0.166848979624753,0.0340358863453528,0.151047144534896,0.0996350381267035,0.0808724584858886,0.0714149461750606,0.119908480841912,-0.0142839136743495
stable,0.197852293299073,0.29085645037376,0.230442601260534,0.0577038562896518,-0.173769965325889,0.0767863527082463,0.308176537669926,0.304695052854765,0.281691257953324,0.149800494615696,-0.0180254382862724,0.164094487580405,-0.0597585382109799,0.0657297179030237,0.514871262610132,-0.308441373193472,0.0762257416916751,0.180984557733688,-0.358133636956457,0.253608319621862,0.20842076230958,0.172125292723769,0.258844423986745,0.133688608510886,-0.117567559516356,0.205500106967789,0.175041130325833,0.439723072587109,0.261533709965113,0.144194914037249,0.278947780115775,0.257738929351756,0.0600858540966033,0.183309802209695,0.0862702439677533,-0.560389123150972,0.191682653272362,0.15006541943677,0.19110169366707,0.0661201018148592,0.145224296718352,0.224242736358829,0.0259653418784219,-0.0087905109815891,0.207191189968585,0.135775909197485,0.17630704766876,0.199797531345846,0.124217960531361,0.024265646247462,0.183710261784855
