group,CD112,CD40,CD52,CD33,HLA,CD123,CD49f,CD4,CD14,CD16,CD335,CD5,CD32,CD62L,CD27,CD95,HLA-DR,CD64,CD35,CD39,CD206,CD169,integrin,CD54,CD267,CD41,CD357,CD2,CD226,CD49b,CD18,CD28,CD38,CD15,CD71,CD304,CD36,CD49d,CLEC12A,CD85j,CD88,CD224
progressive,0.0920352753184419,0.103662552856142,0.145786945979114,-0.486571876103198,0.177662920971054,0.364226735317254,0.0828572436945795,-0.0614386167779643,-0.223857847127146,0.41030991897627,0.0649580614115453,0.0122400305630402,0.108320598119303,0.0700598211619785,0.203673289166449,0.206399871274871,0.222378243242313,-0.349374581583736,-0.621327648067672,-0.229130276908429,-0.0073394595878519,-0.163341104389412,-0.0694519368906492,0.123121799056919,0.0012467512408254,-0.0564143576257735,0.0251129078182983,-0.0315293910729281,0.0821961321069149,-0.119909454132143,-0.321193098983382,0.0281055324636449,-0.16993242438846,0.19277287122401,-0.383125668914977,-0.0810192390266636,-0.317651490017467,0.181581305467986,-0.366723473590386,0.0117693601887031,0.195634566879477,-0.165611405627767
progressive,-0.0006006122292138,0.0484581126022383,0.206110289911768,-0.28270747747474,0.160803283921987,0.229049844718311,-0.002136242035366,0.14580705159447,0.250053626511976,0.0898675509899775,0.0019804263339414,0.0520543162986734,0.444493961844911,-0.0360138142840646,0.122759001801078,-0.101071157811387,0.380063986070977,0.132451266795632,-0.29744982421657,-0.0336847157416098,-0.0525594598848911,0.0320658869948633,0.0247393559370273,0.5785728534361,0.0088273358820107,0.252369329559065,0.0377716190743851,-0.0695509405741536,0.129720848213911,0.0925971601359107,0.155506570747848,-0.0243512081558611,-0.38124824065688,-0.0587394111661126,-0.168114567952361,-0.0253623623533396,-0.210023012029641,0.257606079269232,-0.0904848261448639,0.225834593970582,0.239250447392312,-0.136161219140005
progressive,-0.0224846021226913,0.0178939466591801,0.0869904438306656,-0.352456082961453,-0.0211244645096265,-0.130741762540961,-0.30994664455021,0.213972213172379,-0.0560641103868404,0.0941475904770607,-0.131550590874011,-0.0630760126615419,0.232917677700966,-0.152991930345022,-0.0239795944345669,-0.166169513914396,0.382695436016869,-0.207183210946861,-0.448776415448255,-0.0702461278822571,-0.113121544509132,-0.16536064699346,-0.103009131364092,0.200081107294675,-0.0952427053464604,-0.293622903289559,-0.136060417788255,-0.0822511504719722,-0.220274341187446,-0.216255710532763,-0.244874489262032,-0.164371580257737,-0.394335315144311,-0.132506922388734,-0.505557260355419,-0.101107425136294,-0.313314566379726,0.133071081607482,-0.319505748380084,0.0561037958553324,0.0405517038904402,-0.23021940490695
progressive,-0.0250187094890076,0.174714307954912,0.0138257518633025,-0.132091686973,0.102676312973689,0.257355708207388,-0.021244972492955,-0.0180724624943475,-0.145588948569894,-0.0707267487224013,0.151947528653239,0.0563430700741245,-0.0339985757070306,-0.0293627535632046,0.339170380839829,0.0562670875322285,0.143203437316226,0.0283865994726931,-0.141331701982781,-0.0250007296036015,-0.0247298724070348,0.101434400104221,-0.169647363102874,0.0978927517104114,-0.121547254954228,0.0250515926300138,-0.0492935269618224,0.018890040578046,0.0618018295236285,0.0156662622151672,0.0193043118531119,-0.0779288234600599,-0.129423736339464,-0.131514387386966,0.198206843876049,0.350343076676747,0.004733681903778,0.17271983755237,-0.139158862089549,0.0662706400226964,0.0184454428312987,-0.0942745723151488
progressive,-0.0095668953665457,0.052081179169479,0.250118576355794,-0.238878107292145,0.0527825493190738,0.148262244223538,0.0846682917707455,-0.104418178305269,0.174084072343199,0.111460883074467,0.0697074964470551,0.165146748773341,0.249710900177064,0.0811264841747683,-0.0100096308855335,-0.0421737609587149,0.0381016247154377,-0.170479874881656,-0.0394898255733826,-0.0227209220038819,0.376144284132579,-0.0460401896631345,0.374869770444195,0.0300253735372027,-0.0016222727158009,0.0070529033204619,0.27456465553502,-0.0049584668198926,0.0241963898576057,0.134262243123047,0.0404928438984046,0.149652125566129,-0.20473183134999,0.18812915235211,-0.0081410093894763,0.144261550188582,0.0725502851270366,0.124255995389245,-0.125433409363287,0.103994326049074,0.104792640209637,0.0368067562496732
stable,-0.118178085302777,-0.0330183258729463,-0.0643232701115476,-0.0672154958890732,0.0450296857777242,-0.233900507823203,0.0088650581892302,-0.0095581510154673,0.0775616791880896,-0.10394458328305,-0.140116357539559,-0.199534283565494,-0.0521486947500988,-0.322022776850237,-0.248041741729402,0.0097965695314542,0.152456473968153,-0.126220747849423,-0.254147410176422,0.0039245319201409,-0.0429614092610879,-0.128575473821594,-0.0422025624506455,0.340745724539453,-0.121595640943364,0.132605733168714,-0.177637060009508,-0.139047198491725,-0.0945113344487054,-0.0119529153336849,-0.0263397061312089,-0.113927563522487,-0.0931793153635628,-0.198715664007093,-0.377689527041916,-0.0777709695999387,0.046778452978613,0.136487943793015,0.0116946151363112,-0.0448759081878469,-0.0851019712285275,-0.084066185978006
stable,-0.0681106869150039,-0.0139114122945737,0.116544208805897,-0.292199965621317,0.159043553978331,0.153497410870999,0.0748611174774166,0.169105787699557,0.0277263297495995,0.150233457279621,0.0243364458842618,0.0076474864945859,0.20474499584443,0.027079813456724,-0.0254332569865391,-0.0261061143684618,0.387435672721664,-0.223590783816306,-0.394479787915296,0.0721540370549896,-0.0176494641906265,0.0718168077508502,0.0311794682574183,0.32654185356136,-0.0297120123207312,-0.0246900428079468,0.03725911417788,0.0679829007024381,0.134471624491839,-0.0135673145032973,-0.0096467145330902,0.0543763032935014,-0.133936571757037,0.0655020544735482,-0.18573200530978,0.0175505480359684,-0.3387992655444,0.231646457977021,-0.034003559623188,0.0874117284624557,0.160569139837285,0.0359614770801211
stable,0.0522627103693604,0.388694545215303,0.25131660879565,-0.0191965133806852,0.329399408732065,0.168155128477243,0.0655943312706754,0.405185141829398,0.142129113644408,0.341964396564106,0.089447890325711,0.0583458878502569,0.294702923164773,0.121901038342321,0.111111727131784,0.132740112913353,0.66351223180122,0.232158754563352,-0.336249781249995,0.182357347268574,0.110070251097232,0.217174728098491,0.0976050344399853,0.503277018980639,-0.0025072346996935,0.0893020903309928,0.0878477677230257,0.0611065084007997,0.0970323715833746,0.0390684173116356,-0.0077235981315551,0.12597593942702,-0.0127314458583286,0.0892527006328417,-0.123983763590998,-0.0377514831664566,-0.0852270769037701,0.315492427630725,0.0777299271371183,0.444350332409587,0.167707015642073,0.0475066157498994
stable,0.11029251930504,0.0727458637854351,0.0545728940037713,0.0961877932613029,0.145672205090502,0.083554536353635,0.174062023967298,0.234951734787216,0.216287258915217,0.196930482537337,-0.0404455748573729,0.0128369782868066,0.381191086256303,0.0870982348000084,0.0020260347707836,0.158499889620587,0.351748325619068,-0.0540873720228566,0.0572113019534573,0.376228743528005,0.0814171265706949,0.0707197149432314,-0.0600928235730522,0.428747768256449,0.0268295297179608,0.247916577432162,0.0050975260869565,-0.153918916609104,0.160990298479438,0.202958159882006,0.338042933872621,0.0619634117058397,-0.0581255542865702,0.0490877422934001,-0.199466154134426,0.12407315279842,0.0559799945377921,0.121204630874907,-0.0793013565699928,0.243459982665625,0.388588144120166,0.125171068757573
stable,0.0078584987986213,0.172336817387216,0.187275758083007,-0.207655751494593,0.219851698664557,0.148528054142253,0.129430293145041,0.288383560797822,-0.125670344046319,0.247753691903517,0.0535345972036081,0.0876244828746239,0.29191208206592,-0.177275859998498,0.0298238127380223,0.0832892654220396,0.588069723036682,-0.357393684188673,-0.530171450180782,0.114985912334043,0.0768650266666429,-0.13372331710982,0.102434221903989,0.48923050036035,-0.0182369345170169,0.111275308750893,-0.010081435611392,0.0448475085884998,0.116030870288893,0.120177555377658,-0.0147633862387999,0.0648580325628598,-0.160575709905861,0.220771827506742,-0.593279527321839,0.171028653152891,-0.120503738518317,0.32738976426017,-0.427894957228885,0.201569968348572,0.245941622185691,-0.106685402785611
