group,CD137L,CD30,CD33,CD10,CD49f,CD14,CD16,CD25,CD294,Podoplanin,CD152,CD107a,HLA-DR,CD64,CD66b,CD35,CX3CR1,CD54,CD41,CD254,CD124,CD184,CD71,CD36,CD207,CD257,CD94,CD150,CD88,HLA-F,Podocalyxin,CD224
progressive,-0.0497364422353462,-0.132637318319883,-0.0385180513295675,-0.193903395784074,-0.394456346204416,-0.0678486016470874,-0.2378362005069,-0.170230844824152,-0.132882416957673,-0.0710859000610105,-0.119978752780041,-0.207502117674273,-0.281942781166956,-0.0489696235071513,0.0089331960755261,0.199806649112382,-0.107589728037447,-0.181509047791599,-0.331160375128403,-0.33171618351483,0.0856529351528623,0.0476635539062697,0.239799697169903,-0.0146403527636762,-0.0202568318148888,-0.171772228171806,-0.0673136089255633,0.0146732147125236,-0.108790460525475,-0.110467110989614,-0.0798844647872561,0.0366680426998679
progressive,-0.028830554268644,-0.0188156069185557,0.143433847232395,-0.0129434470892812,-0.146561081527277,0.0626785316661871,-0.213178601253413,-0.0405548908396861,-0.0258971238258947,-0.0491887827985327,-0.0170418020391378,-0.117834633442628,-0.143201702522649,-0.0840078733401656,-0.0755612362406997,0.31952277502621,-0.0947210770955171,-0.331676856802704,-0.234473634658463,0.0549977821797252,-0.0525810304361608,0.0055908730779524,-0.140249924058457,-0.142992329122964,0.0961908891856676,0.17021884151404,-0.0065812631946641,-0.0053788241287923,-0.0238916686201694,-0.068573737351433,0.0178126242906348,0.109131404460633
progressive,-0.0624948470328923,-0.127133412457212,-0.0242028761461703,-0.0704751845840637,0.0840001492297262,-0.141845011568147,-0.303324465291533,-0.0546062422476938,-0.0782651549414819,-0.0647706101864949,-0.0891479987819822,-0.153854709108224,-0.62748578149514,-0.122876522784377,-0.0524611436636676,0.288385829552913,-0.0499290603273981,-0.383707522950349,0.108874980728666,-0.0816994152858668,-0.104430121756177,0.0136322689158218,0.0543765889884212,0.0421796489295384,-0.0880318990498904,-0.0056477919992522,-0.114328248902107,-0.0828091929442928,-0.231737701785631,-0.0638217267673439,-0.0674342610484379,0.0270170968182068
progressive,0.233343304645691,0.250834662977366,0.144899047288568,0.309299675909327,0.222271407901978,0.328933782709928,0.258156014734217,0.108972122869874,0.161847219804463,0.25231963351436,0.203358129913112,0.158709496386945,0.0447054126760644,0.066720022333066,0.244664479804427,0.259332084137251,0.226444941211687,0.166326096597053,0.130255652137115,0.111674463300546,0.279665492003948,0.227078671735172,-0.151952248395938,0.142281211083051,0.308544921715918,0.163267147746146,0.194033948952251,0.182382122830877,0.256432244349058,0.302515250602167,0.182528843624894,0.279576135869569
progressive,-0.29756192506347,-0.186760072974133,0.367867854088093,-0.293121696354793,-0.0238577941799272,0.040916233761674,-0.240747567217656,-0.175287905225328,-0.278029858753751,-0.409505217110434,-0.198425905394459,-0.255865922188454,-0.33419356628267,-0.187959175035813,-0.257068484504467,0.015761168754406,-0.363539592142654,-0.0037660419722869,-9.48821074501603e-05,-0.118966664910461,-0.124375208984626,-0.209421840060471,-0.0187057089500741,0.142316914018274,-0.290878169068403,-0.322652809188278,-0.288185521797341,-0.251661288692019,-0.370794398547017,-0.122151351482523,-0.290885777818015,-0.214723191421779
stable,-0.0118701477769363,0.0060930562867185,0.0524113367092777,0.0177077913280461,0.0349313659651671,-0.0912505918786194,0.031867330574126,0.0373771273819797,-0.0546146706579399,-0.0015497978332291,0.0599693719459747,0.0009408580026139,0.066956811826721,0.168943216644614,-0.0025958283295494,0.0622143198373754,0.0109290829599394,0.0251577382876158,0.0587364728746193,0.104344705253085,0.0105875382634632,0.164525363038385,0.200068379640633,0.0470404322343771,0.180686081022836,0.109748643213751,0.082192001774067,0.0161484821125345,0.059063961293455,-0.0107745960893554,-0.0142347955679603,0.059457282907254
stable,-0.207867269869683,-0.210648808144169,-0.169282091562756,-0.198500807537165,-0.278691506755987,-0.0830793611709912,-0.120427595321923,-0.157105528289628,-0.233179877565342,-0.141767733612065,-0.15870179916571,-0.25116883614563,-0.499927879503975,-0.0658991869442485,-0.127324451391933,0.043859297370007,-0.183601578369773,-0.488692301193516,-0.200612260600733,-0.13917346913284,-0.0874034028753272,-0.0554999738182118,-0.138725887855362,-0.150673325743264,0.0090619554658379,-0.0627808454096838,-0.151467269247152,-0.263397945440471,-0.225908524854347,-0.202624416637611,-0.202081194072961,-0.177365776169259
stable,-0.0266213327965941,-0.0433651885244009,-0.223221015080006,0.133333729428391,-0.13392106193372,0.0291670017288613,0.315742509073889,0.0120313875382525,0.0421889526795746,0.0476851749784704,-0.004776308692264,0.097570834738218,0.381531764820311,-0.0105199724595798,0.266427188559452,-0.237212269858575,-0.0039314272404381,0.252807639472097,-0.138760540780054,0.0414036516935935,0.054572262339853,-0.022657499731212,-0.402842864932185,-0.311797986584042,0.0914895902928601,-0.0212295692980976,0.0115448945955468,-0.0750618115172277,0.131082845634055,0.002473164846013,-0.0447322057008818,-0.0234669750113035
stable,0.0833739570718485,0.0177376625102003,-0.0193506001477501,-0.0234666355670885,-0.0233596731806588,0.0132524554728391,-0.0723680667167919,0.0639374611108558,0.0668172950627275,0.0807511962743067,-0.0299516604499032,-0.0517426837553846,0.0338747456313696,-0.139621633360748,0.0040959536074348,0.0381349972153645,0.0339029961959924,-0.0044431579519476,-0.0153956259211749,0.010080027519708,0.0705638929990819,0.0445249543122767,-0.219605147616982,0.0409120435336294,0.0039489149109833,-0.0035278319279836,0.0952845043244,-0.0345911386802016,-0.0367702271468735,-0.0632698776622964,-0.0044066434418362,0.011040122231284
stable,-0.0619553139614597,-0.0068459715883974,0.180340572562492,-0.0315419203224589,-0.190709084419979,0.0873852189335191,-0.131386370601058,-0.021441472310915,-0.0711629508470113,-0.0162957576741349,-0.04014699527731,-0.219583257578703,-0.570929640702385,0.377574477569227,-0.0173529002686879,0.5871222081194,-0.0544222356151438,-0.438417748595167,-0.173199852053653,-0.0659315656069046,-0.0568226024843706,0.0287965701590569,0.556339915891995,0.141058488412602,0.0811611395122228,-0.0739486965580213,-0.121926921543562,-0.0749311779695822,-0.210266639732159,-0.0558000201863548,-0.0039435002989998,0.0835094002412986
