group,CD47,CD30,CD33,CD31,Podoplanin,CD32,HLA-DR,CD64,CD66b,CD35,CD58,CD11a,IgA,CD169,CD54,CD226,CD29,CD18,CD71,CD36,CD305,CD158f,CLEC12A,CD150,Ig-light-chain-2,Mac-2,CD85j,Ig-light-chain-1,CD328,CD101,CD88,CD224
progressive,0.0700547877945504,-0.136809258059004,0.237988882958498,0.0436164876267092,0.0193822722872561,-0.206767539385241,-0.316903712487149,0.234764965580884,0.0323836598693613,0.526508278079087,0.0912743566261039,-0.0938274697118151,0.0408233576761824,0.0674364660064262,-0.445949124442094,-0.106916822815022,-0.0149898719873557,0.133569268502174,0.455026584095953,0.308956926624721,0.101233354888768,-0.0597511797306012,0.276333375530005,0.0463399368504227,0.112582312583308,-0.0655970445133462,-0.196399552544929,0.116980987136158,-0.0247813421387127,0.0072177536861087,-0.0452487218280458,0.0516273410671983
progressive,-0.0468712065856447,-0.0142714684610042,-0.29511971793594,0.0430204902807943,0.089305894635383,0.16996089386191,0.200525763188931,-0.0210575282139093,0.0413072214331296,-0.369107876937395,0.0013068198329124,0.145522259970136,-0.0278914043414519,-0.0410932641459045,0.222904147410896,0.0918215054807973,0.03559605967852,-0.194296447906564,0.0144431847174636,-0.222006201689759,-0.050031244254429,0.033839670306277,0.03659126773186,0.0930150801882807,-0.0438855850822459,0.0373728385257513,0.115597784756936,-0.0397400041416712,-0.0293855049932578,0.0486493624850255,-0.0202631463943092,-0.192288720748101
progressive,-0.478697644230807,-0.453915008750796,-0.548644502521336,-0.506115262150704,-0.472988791923619,-0.470269319121847,-0.342395478045129,-0.36112237279312,-0.332920942550971,-0.466732864330384,-0.527676793683751,-0.562403991823695,-0.496256206982386,-0.298720058353799,-0.501429147713912,-0.432905310974129,-0.546899324260748,-0.489787499720033,-0.205399309633262,-0.418822651756781,-0.4716623439247,-0.459242341311199,-0.539354811949672,-0.418961379473605,-0.500519487823062,-0.381820646417101,-0.498097835499609,-0.471440394822943,-0.485187770954086,-0.5040450366691,-0.457684758135538,-0.434758442723183
progressive,-0.127275796789126,-0.13372666188894,-0.152069365211721,-0.0374036719316837,-0.293420943483173,-0.390767184074627,0.0638449033849534,0.17086592712663,-0.513500924509445,-0.447209182963446,-0.202888429787827,-0.0492948856914309,-0.177558976003472,0.280547815305104,0.069024337580962,-0.259296136656905,-0.140875428962057,-0.122869031001424,0.505720528816271,-0.100666325938493,0.0835954403827109,-0.225573652572433,-0.295411047776334,-0.181321394254298,0.0234311246377219,-0.206793516990929,-0.0447367416107476,-0.0372824688943649,-0.26430763755337,-0.167437154395695,-0.309134798120832,-0.344072193930634
progressive,-0.286014867999952,0.0972828466979098,-0.244713762800044,-0.185600430363536,0.133958539225149,0.0027591054315771,-0.104878525852009,-0.0894497920539528,0.0469823692545791,-0.0105824990208154,0.157267287597789,-0.170783289745478,0.0033557451371179,0.0685659018897661,-0.116208729418256,0.0147436879452186,-0.0981458882259065,0.110728829194245,-0.0527911279843429,-0.233265613751025,-0.123947834383965,0.0505878145425967,-0.103356402760311,0.0286713249255687,0.0066789965624877,0.107279503024537,0.0348649670614374,-0.0544998033722605,0.154519925704473,-0.0028845009066829,-0.0888541756375048,0.114594597220683
stable,0.390079289742399,0.39632341471353,0.413039784319701,0.334277974754494,0.415642853870722,0.429410401314578,0.550016802617214,0.492000694037026,0.262826443102141,0.201931720548022,0.492581260869509,0.453549011583615,0.367447463887145,0.276184716570747,0.344473473130328,0.453847903516558,0.503011663041959,0.283598226035823,0.331872068810041,0.460000329815158,0.436406006595652,0.358121996722937,0.419702971425702,0.464621691565177,0.457807780396596,0.248772975465417,0.484572239933945,0.437833111818184,0.445197841114293,0.50731781519248,0.459315332107451,0.470434497887403
stable,-0.132803731962017,-0.110685132256849,-0.56483335773347,-0.355385450178781,-0.16104736156142,-0.233600944253928,-0.0541768847812898,-0.331128396962373,0.0918084682242935,-0.524275890540732,-0.343281134069586,-0.3192211238532,-0.0137136667758917,-0.0369790787873147,-0.276569177881173,-0.169462463231259,-0.329762487511678,-0.374015368535545,-0.0952975649366339,-0.507439215648511,-0.281222424740114,-0.177947715889089,-0.273472218365798,-0.133203948120461,-0.294963218836537,-0.109986307909462,-0.241231779908218,-0.133383110667996,-0.277450789954706,-0.277442385907377,-0.17722781502824,-0.163110147622876
stable,-0.0236448131754038,-0.023156770147649,-0.0022934096629183,0.119454048607012,-0.0699745514590693,-0.269077202280448,-0.288916750361959,-0.104254360145241,-0.205548552486489,-0.10503962775258,-0.0265321673615415,-0.145445977037686,-0.0328350196202178,-0.230203880563857,-0.170995999571129,0.0172977698427249,0.055987132356835,-0.115280100940462,0.168840407213199,0.147806923923738,-0.0113875352050782,-0.0532987616759786,0.076456653715162,-0.095134444808583,0.0243060822483221,-0.0122401330209009,-0.122896429273287,-0.0019351016387186,-0.15093700302538,0.126532959855997,-0.158975761022057,-0.10037157785543
stable,0.289742297492276,0.0809436385984619,0.261823074099796,0.271128297954713,0.0208040159933627,0.15604426189689,0.45970932356386,0.187776204608844,0.0638179688615845,-0.0923553316057413,0.0789603243546712,0.363002856897134,0.0242934740995257,-0.0750828962380632,0.525953279996411,0.120105769742439,0.347808107719336,0.176833750391324,0.135993532082038,0.257583394799652,0.4378769621582,0.0070612611906651,0.326747086267848,-0.0095583235192617,0.286461598720068,-0.001226400867859,0.216550540871134,0.149130224002983,0.228225230562261,0.157932985665236,0.0182476602841847,-0.0380456117680234
stable,-0.0637658286305323,-0.143208077167431,0.142211768029912,0.0070658433227662,-0.211623477791517,-0.388521127505285,-0.202585549882984,0.287212980201165,-0.298995272920367,0.0490415713947415,-0.220805411305829,-0.0983943677208117,-0.20465904061311,0.0305993092358706,-0.135030111455905,-0.312127975160125,-0.212282117807306,-0.0380793155496417,0.310228864042073,-0.081964667182413,0.0364589969656772,-0.248674706782837,0.134993335163527,-0.173256503393986,0.0239090289999206,-0.210368563001266,-0.218667007090221,-0.0354741039648524,-0.142332558998776,-0.245944617450225,-0.33224346420119,-0.0743021833873194
