group,CD33,CD7,CD49f,CD25,CD31,CD146,CD32,CD152,CD223,CD64,CD35,CD58,CD11a,IgA,CD244,CD169,XCR1,CD268,CD41,CD226,CD29,CD18,CD71,CD36,CD305,CD307d,CLEC12A,Ig-light-chain-2,Ig-light-chain-1,CD328,CD82,CD101
progressive,0.342435352743273,-0.213496915956132,0.190472181736319,-0.103897359495542,0.344879158367971,-0.218176397372164,0.0501647592529901,-0.0517567040709283,-0.281546591829617,0.432958604367549,0.358191893481191,-0.0903859616625477,0.212004446771226,-0.0996024083173567,-0.0706602733953512,0.252724545146604,-0.0559296147705939,-0.232551686067345,0.402700178305924,0.0342615481812925,0.266252750350224,0.252605093281314,0.239779869727533,0.322423941796351,0.160375955599371,-0.351878715688544,0.320722720782825,0.109721053762688,-0.0427534363095278,0.036559070437085,-0.146521709145992,-0.0166153216697558
progressive,0.321956969401813,0.0892179010543597,0.168623090736716,-0.0023946036385746,0.0075564577881097,0.103107205768474,-0.310898084472153,0.0527675801046927,0.0123639125962134,-0.104125847726209,0.283177919431988,0.067873301911004,-0.0209093742856578,0.0278088378067439,-0.325752528393215,0.125429153722658,0.0033711699794368,-0.0139796939135555,-0.0721092008125406,0.108574505175226,0.163390655143629,-0.155339130169895,0.180877698324769,0.400123866924964,0.175975907407085,0.11605347444286,0.21886362391619,0.0325340028138026,0.0747840722677992,0.112569321615163,0.0825550250380615,0.196170243745659
progressive,0.608947966712117,0.119618805625485,0.462096069542111,0.164561468514569,0.576629741503317,0.262876374481765,0.306335881729284,0.299853551286538,0.207475437430612,0.442181336318935,0.509673781377983,0.490010351215198,0.460852559607786,0.445002025384057,0.318136835650934,0.348778180383574,0.287978003156085,0.189211500180639,0.471224711593827,0.426714035247446,0.558023410979635,0.457139161595512,0.36456909180956,0.546172335800901,0.521258613339508,0.375141766483599,0.526009506367695,0.506045600277668,0.476746936140442,0.41666745517289,0.460933025195356,0.479985085267743
progressive,0.353952146636741,-0.173282640207294,0.246336110233136,0.0244817585472442,0.266480863849029,-0.0551884722319022,-0.143046527285125,-0.0443925394234035,0.0320817312771841,0.439375977077575,0.0832333786994503,0.0435856117781585,0.163898506898324,0.0411226245585134,0.0579313696941006,0.584869246918616,-0.0761706675375016,-0.025949667102711,0.318120044114082,0.0046415650375749,0.24663007195012,0.125028511709542,0.482871382794415,0.239066730122355,0.247677493036529,0.0001264355454381,0.265413189192212,0.311669575515959,0.225323243042036,0.177739350337229,0.0807073400793241,0.170174780058137
progressive,0.149262220573897,-0.0387428988945138,0.26890216263234,0.162841785295405,0.228168682370435,0.241595362314996,0.207454686618955,0.245611321905711,0.0666199385156044,0.202652154868825,0.0308982110268079,0.0325197969981808,0.288174113987864,0.12330981601499,0.258637525080748,0.194916278904894,0.0180503264724544,0.133690470986671,0.190155603593553,0.308085429998294,0.413493289055041,0.151213563169979,0.137660746246901,0.257920285790847,0.218007397457308,0.148595976637442,0.0536624073930323,0.251638695546968,0.174188980432087,0.0819197988880284,-0.0632139875656119,0.0674815157319597
stable,0.370285551897681,-0.056254911457435,0.266503162218166,0.110549411542537,0.368846090102401,0.0639159515597483,0.228201139267208,0.229872364304083,0.0768029729382897,0.310354843725453,0.231546925524658,0.191522659185999,0.365673964166712,0.183684541907216,0.166770179590841,0.168009298718199,0.117344996440452,0.111144485971917,0.357683787581621,0.282270357818875,0.404653341084222,0.239140787153306,0.437568082320275,0.311984335710557,0.290680234594855,0.140385705892519,0.418895112014349,0.424121146836681,0.258462038559643,0.290849906613498,0.192203674268769,0.309955728922559
stable,-0.0026922566828952,0.181655332734503,0.140281674219137,0.123245586251237,0.1662598084324,0.207229583520171,0.286236837139464,0.177463479138578,0.262625201027981,0.103592682060764,0.0651705906476169,0.236597529058202,0.282379356814059,0.284100944682226,0.1983688378202,0.17831615376205,0.223186501783471,0.221626968455117,-0.0399815575734297,0.224708973646971,0.288615614169131,0.127879572973463,0.220564872864801,0.0535404549140507,0.276350351428693,0.196374172619684,0.276495789085333,0.219144450867172,0.236988035818564,0.254109918046393,0.130750061132354,0.192116531261288
stable,0.183957346810673,0.0075646627743968,0.0286374647274237,0.0263435096618344,0.231844490347389,0.0594677137622961,0.168256063445075,0.0089371492201027,0.0546768230293923,0.0128526419057951,0.5591351766495,0.157503117035903,0.0312312176425854,0.0572985113286893,0.0483301782231291,-0.0313630060931564,0.046892660836857,-0.0508454277101939,0.0960846581778735,0.0823690319101313,0.059255283748395,0.384723315127253,-0.165962362165198,0.276537552180476,-0.05279272516288,0.049974687406441,0.0588859320985535,0.062001186818882,0.075334797136816,0.0557523146722372,0.193840654657142,0.101347671641449
stable,0.355675966227134,0.0010128347979971,0.103321157330765,0.0019212935986605,0.158861488375001,0.0257461626588687,0.177116403555502,0.105085965141652,0.108938269458212,0.297378278689976,0.474981302161341,0.198726911504354,0.111184887727682,0.124299523826175,0.065830578431172,-0.0050902222825884,0.122188518322855,0.0032146547107839,0.141582188546624,0.0912242313925656,0.19089072292266,0.203927147655505,0.0142329444444664,0.280693168601593,0.124591581335926,0.164018868608808,0.328306919598232,0.241399992953499,0.196057556013452,0.141722199518839,0.256877424634249,0.199505890639735
stable,0.444468572601614,0.0041241481415778,0.0510905027944341,0.0674779760091925,0.28120572417632,0.0508927450974343,-0.0868222271119097,0.13691773557455,0.12685025888353,0.435937816209584,0.275531835642388,0.100731920530168,0.318202073845469,0.0279462164068165,0.0358288197071082,0.372381892374542,-0.040161302938999,-0.0689713830452361,-0.0431669087190371,-0.0063059674914689,0.211869046919315,0.324230442076449,0.368209197887992,0.187606030474219,0.240205451378566,0.0178590273899348,0.459417863800673,0.329558705029129,0.160511577840495,0.172344512338594,0.114598679257458,0.0976034633769905
stable,0.0948598957868083,0.13354165325457,0.156606386617975,0.171135822157241,0.29784138167093,0.491785273572526,0.326698693259307,0.388291492304412,-0.0183173642276097,0.134691014324411,0.135192688144205,0.372623331580587,0.363087047053028,0.507363797634926,0.471212864069484,0.101621013683828,0.295223024348033,0.47356551098736,0.397096405730888,0.467441785837558,0.41347283375619,0.220767639988163,-0.0889388977905934,0.139882852009008,0.0801548800282153,0.481718763553061,0.138718214419956,0.392170892002759,0.471526073580294,0.378868862758136,0.312334816062555,0.322229512893361
stable,0.199422260959496,-0.0053162221359807,0.20146385991682,-0.0852160269844506,0.0257288304258564,0.0609952981885811,0.0598462724433692,0.402515115111481,0.0876833720376856,0.359840928858421,0.0046317947879401,0.306546968796271,0.0452609440082797,0.289518451974876,0.309304168500242,0.288185693708214,0.189125036013538,0.121353262469595,0.257503752029996,0.240510860798379,0.138233042658529,0.14125486977217,0.1523734587746,0.237111417865431,0.162190575762762,0.0905984961723899,0.11052145526737,0.197075915352965,0.189258784830845,0.313613553420069,0.167243446094148,-0.145309643488978
