group,CD33,CD10,CD4,CD16,CD20,CD32,CD185,CD107a,HLA-DR,CD66b,CD35,CD366,CX3CR1,CD11a,CD54,CD62P,CD267,CD184,CD226,CD98,IgG-Fc,CD15,CD71,CD36,CD207,CD337,CD336,CLEC12A,CD94,CD150,CD85j,Ig-light-chain-1,HLA-A2,CD328,CD88,HLA-F,CD258
progressive,0.124278328007792,-0.029788998730561,0.0132766802682342,-0.299135751714572,-0.0497272605197929,-0.245459109374623,-0.157650297871349,-0.0897619670655187,-0.331235974721516,-0.0012724035738572,0.481416955290591,0.0731654175996962,-0.0382738848867834,-0.178409622834184,-0.261342382119209,0.123259698417722,-0.0876771178454931,-0.0185009847399336,0.0153180111707411,0.0150093517530617,0.152968846519537,-0.0097100311283798,0.393376456620252,0.298014564811257,0.0502654449758395,-0.0085452116039844,0.0696739263126434,0.311080584149156,-0.0646878305905271,0.137101614018768,-0.0993681551502582,0.212022277709348,-0.0097075172828687,0.0210641408179058,-0.0856987357403737,-0.131523891676784,0.0581438830712031
progressive,0.203436671988949,-0.20661652952213,-0.225751904845205,-0.253626574590274,-0.192230843408702,-0.579326254721538,-0.0932783345106236,-0.190871807560889,-0.485228970066524,-0.0975222063537095,0.12204849246973,-0.161603255568017,-0.202952796782033,-0.338439760153321,-0.555562874631587,-0.148922612338521,-0.109676647140254,-0.142381696024263,-0.237413700016989,-0.0145168062948082,-0.145663344070344,-0.099341602348279,-0.0837729601187897,0.114600205183916,-0.203953972089346,-0.25203277670139,-0.221272878433411,-0.0544732630445532,-0.150105669049866,-0.17692013328648,-0.427234768036694,-0.236594011433193,-0.183610000910825,-0.0937468639810848,-0.428200640066166,-0.231005556398049,-0.182733860524519
progressive,0.193356333471178,-0.0923461084457138,0.0505101785829368,-0.355367092843137,0.0865781645738617,-0.182394228385363,0.0511767155421182,0.106297209203692,0.0301324576802068,-0.209625749472343,-0.153412700258776,0.134787605951326,0.0237479235548753,-0.0335198261649949,-0.182702703657942,-0.0879170680658829,0.0646278295233409,0.0307632926899315,0.010210216224147,-0.0360193784533368,0.0705451989610942,-0.0575243214111724,0.24884543806082,0.107043998240479,0.0140283330328026,0.0756072893295053,0.0548104238603214,0.0429178088935009,0.0678854726215544,0.0638743289862572,0.0399485326898274,0.206960228064615,0.0027639523700529,0.0069453757031063,-0.0516633072566068,0.0866547842902363,0.0211527017943828
progressive,0.0520817620720075,-0.250053031367362,-0.317774132192277,-0.23178172380165,-0.422979421100158,-0.210132841525072,-0.490336340500007,-0.295043940131082,-0.212757717524331,-0.186502944109854,-0.0298247679444232,-0.352164883452643,-0.414696415628574,-0.204104450797737,-0.244720600789496,-0.0712686718060697,-0.232226787325056,-0.34698697152913,-0.331247160869109,-0.395710278058104,0.0419852235886568,-0.294558639231403,-0.279155778060366,-0.0224680669198386,-0.145175952187571,-0.326151014254762,-0.185058002765822,0.0678322237395969,-0.373717437483191,-0.427067379885251,-0.250310143396372,-0.16248209674229,-0.353627337763124,-0.060016587780165,-0.364886036331227,-0.233931997404623,-0.323622591299832
progressive,0.0019940138142244,-0.146777504208472,-0.0936872665076572,0.0566812832646187,-0.254413229501274,-0.0872003808317929,-0.157071958362522,-0.215130596586852,-0.185761269749287,-0.0668461221356452,-0.0262409634174233,-0.123169802459593,-0.17810106963198,-0.0184498351088128,0.117804644155197,-0.456954672690485,-0.264848067434082,-0.0676381347834727,-0.349998726071806,0.0722384201935718,-0.100719334470875,-0.169976096348432,-0.0789823574963113,-0.266996040528168,-0.236542364295942,-0.216435095554838,-0.152472551897433,-0.18563876076296,-0.0885390923023577,-0.221047687202094,-0.0936857699448938,-0.14256319655806,-0.126968381518289,-0.174740885812271,-0.118642044385669,-0.0291532282619745,-0.231058567875827
stable,0.317251149067635,0.0617829249820237,0.108921657711839,0.183769306591701,0.061485553123862,0.0946117041775074,0.0814893971203916,0.170092908446985,0.0183282135103749,0.170755419725361,0.378081705174475,0.112913504530819,0.164025827046303,0.204182393010196,-0.0830107260086819,0.185328817395558,0.0797519181239346,0.0482432814731819,0.143204866460463,0.118212600003355,0.138070593342422,0.22342707589668,0.594634195081567,0.290208963984606,0.0210503778102571,0.146830863792941,0.0871058704729533,0.274136270516837,0.0772155632889513,0.180178522591325,0.184859569066509,0.305820756025293,0.107313767068061,0.0872117949107027,0.122407791679162,0.133759810712651,0.144380995254609
stable,0.274544106767949,0.159299290184815,-0.003923270225423,0.241467231275452,0.226266319695712,0.10835094190268,0.164839669481524,0.169604895854189,-0.002669035964628,0.272533703891078,0.21803780775778,0.117856990836387,0.227394342806082,0.194939432644162,0.0243627578432684,0.154814865412484,0.0954214275605425,0.312188007616025,0.224260096948766,0.0431102475327438,0.0877096812239371,0.342241470162761,0.415770208498395,0.176989737904933,0.0843623151460564,0.209594322360313,0.216138495445763,0.47198046563802,0.26597445547479,0.239768524523875,0.254812403524743,0.255382493994895,0.284931659225767,0.141098680263578,0.13636930750382,0.237219678052647,0.343793976795319
stable,0.120371668163421,-0.153519183556062,-0.284653704126061,-0.360397998612637,-0.109006404554045,-0.347883403902359,-0.124283432561922,-0.119034312239621,-0.547298489377144,-0.28154637200775,0.205992746409098,-0.0949621469047574,-0.0596234970385132,-0.117563019324938,-0.380552604604733,0.105380096796217,-0.0018568420000344,-0.0378154018236512,-0.0665391927835423,-0.0387162244565652,-0.0400470010475473,-0.089136287784485,0.366804578583359,0.211902842060362,-0.130918589173428,-0.041773966718773,-0.0376906265298739,0.0598728973337743,-0.0680451562150608,-0.0296944511565047,-0.327255439488231,-0.0969188126193846,-0.070948291790575,-0.148196654075096,-0.221852273929688,-0.0745629320493629,-0.0670677762105351
stable,0.499492645187367,0.0409055853915832,0.0189550147746175,-0.0533138598670654,0.0619649618537857,-0.0971645820562097,0.0191937751222783,0.0802107855212355,-0.0372177839000815,-0.0202286809790524,0.376859290898069,0.132034302916203,0.0374269005613237,0.10895783688089,-0.0674474286952473,0.308064298178201,0.0932376063281735,0.118858631936906,0.100798573620212,0.185617849906674,0.223232556351867,0.0587881940052068,0.304186512243374,0.523750705485863,0.129342692685579,0.0503820180255871,0.12840792125161,0.387567623823055,0.0471661253591843,0.146896684548112,0.113308366695837,0.325503078704664,0.0693758144292799,0.0757132702862403,-0.0566079411425498,0.149074016644864,0.138689851011331
stable,0.286398395171346,-0.0971005779682948,-0.235339304945571,-0.299187817418301,-0.128100241921516,-0.286109931288931,-0.0926133858535893,-0.203886694288871,-0.54058855098253,-0.204317267027804,0.54760693406016,-0.138553354995833,-0.105846966121299,-0.0614970939238928,-0.387274136062909,0.0497124720383667,-0.0424374115334801,0.0225086221749703,-0.0528322974118365,-0.0918287172126463,-0.0834734012983093,-0.268799619613276,0.629185497843952,0.23764705402681,0.115747704501686,-0.0426064214697167,-0.0476192921516821,0.508682980464636,-0.118858232667199,-0.110843357207048,-0.167644534325352,0.12699955938842,-0.114734357721653,-0.0393529197943011,-0.231220611315845,-0.0715815379762159,-0.0705199345142372
stable,0.317341201119102,0.0879570683072172,0.145704830699035,-0.0494162004873921,0.128417658769613,0.166312247580551,0.196467723361873,0.146699971707424,-0.22572643403494,0.0929090621990423,0.539662577782895,0.255172727803435,0.110048826482593,-0.153879660249846,-0.113786399446711,0.174523258659044,0.230023581371333,0.122466859287353,0.136456202619114,0.214475859269448,0.0510489845841058,0.242422695327093,0.142943724930439,0.300155439597396,0.219802806081866,0.283013825281228,0.253244586842201,0.492708813259092,0.207969841312664,0.184019953413946,0.069288196280721,0.0755772076972782,0.191417261429016,0.175985183618133,0.0539338534859801,0.0271444794525272,0.208715070901548
