group,CD47,CD40,CD52,CD33,HLA,CD49f,CD4,CD14,CD16,CD32,CD62L,KLRG1,HLA-DR,CD66b,CD35,CD366,CD24,CD11a,CD66,CD169,CD54,CD41,CD18,CD38,CD71,CD36,CD49d,TCR-Vr9,CD305,CLEC12A,Ig-light-chain-2,CD85j,NLRP2,CD224
progressive,-0.0570816789437077,-0.19958554776769,-0.225721585844565,0.32463145346205,-0.111940234806985,-0.207851318960323,-0.0676427968733548,0.205094465225722,-0.282462589864983,-0.090580927972759,-0.382253542689921,-0.368946314111109,-0.139043446678855,-0.037453495870896,0.477622075878549,-0.383976187336152,-0.110022960718128,0.109497163476147,-0.376081639840943,0.0348966829294986,0.0819865292470113,-0.0117159673986556,0.181834409217911,-0.041995597771166,0.271206365883939,0.269742402270326,-0.118492479359235,-0.407203921393616,0.167906802129206,0.420130123976059,0.239155194158478,-0.146169134424128,-0.392821033974446,-0.0484565487131732
progressive,0.0515274929825989,-0.13146160840034,-0.0558213680846405,-0.123952800643997,0.0772151742698657,-0.0557467470959202,-0.0027566537586675,0.080792823798593,-0.0539397243833871,0.111020160485265,-0.169422953896612,-0.231174486158026,0.0901404392487242,-0.129232766665975,-0.208906387865717,-0.218050529076677,-0.144769382864455,-0.0736651992636607,-0.183205155177385,-0.132000181999058,0.287351585070976,0.20240635250061,0.267346266065172,-0.378085929171784,-0.233371887425664,-0.105713737977147,-0.0802994349442093,-0.276050928123412,-0.086535371926284,-0.204371987043286,-0.0759822464036496,-0.0676909009612905,-0.186925336117462,-0.269109394086683
progressive,0.115715076642575,0.0237966381070624,-0.0314355263917253,0.325590619593745,0.0816870066247844,0.30204638237291,-0.119547000515131,0.240453467486451,0.0357046085252478,0.118781430864612,0.140423428412246,0.165965022686241,-0.207588725947552,0.232758569436826,0.570577596661266,0.131434430493086,0.179150359661378,0.111995424209369,0.161505930866071,0.13914719684458,0.028460652954792,0.385373741749902,0.319167489310126,0.206812994129013,0.034363589861329,0.379777742642285,-0.216942962465106,0.168187296543344,0.118854068040469,0.184624324869761,0.165329311343573,0.0411533633244614,0.116202354241118,0.304667653668483
progressive,0.0276153801565834,0.0543782822167461,0.103067160997303,-0.242789670658303,-0.204130181486616,-0.0992996059821489,0.187698533143246,0.208895603734556,0.588364481992199,0.429112527285845,-0.106029396951038,0.0249073202000256,-0.252741394391675,0.63324234466625,0.213151943750369,0.187470001831791,0.416862433222913,-0.0971335569985256,0.443861771209462,-0.525138947508784,-0.109951709511321,-0.211788347200156,-0.0612786533993939,-0.436060451328833,-0.615977156235272,-0.181716526771436,-0.0410348627300126,0.0916580970947995,-0.275846453705243,-0.00509959087008,-0.215226399236277,-0.091868644523704,0.0733912182730121,0.236563728731286
progressive,-0.0698297438688417,-0.0585816411220395,-0.455526021821856,0.145954689723318,-0.156561027592248,-0.272692690236474,-0.0738510959683404,-0.0141322120936742,-0.162052015149906,-0.205043434021159,-0.0979025905051538,-0.281007499192214,-0.371253102052584,-0.0675074552160157,0.213020688576153,-0.168599358593561,-0.161722640032478,-0.234000410813356,0.0142013936075083,-0.0047581627130051,-0.0956558820616107,-0.0351103331777031,0.0260612365046111,0.21089159184818,-0.27268335227415,-0.159636114260753,-0.289632475132411,-0.115308343757309,-0.111081758843065,0.163312988032997,-0.241675464268174,-0.316779676924715,-0.150561400694979,-0.106166955821885
stable,-0.166237182400093,-0.0675059123058739,-0.158658287414072,0.0570926241410449,-0.238455987557104,-0.0523716428966403,-0.316541820456427,-0.199030973824027,-0.135719069207057,-0.0725768572574736,-0.150898266362731,-0.0974709129589352,-0.314895665980718,-0.045108951047008,0.29837068357361,-0.076347321835518,-0.107647248870982,-0.193731155588787,-0.0782398943279494,0.113769016734104,-0.240549367060534,-0.0245831529616777,0.152148038734899,-0.0035051867337995,-0.0877680075564713,-0.0253614082512481,-0.32636577603241,-0.0542418000334004,-0.133315337959392,-0.0930245365713759,-0.11006120367381,-0.124574779610413,-0.0439761847424566,-0.0333240329015595
stable,0.176711656898525,0.0812653318543568,-0.0135372840033031,0.50451583488568,0.128680953144636,0.298014234038368,0.0397305693674504,0.197611321442495,-0.114786337823613,0.0711854919812275,0.167365280912498,0.0221583633092266,-0.119017959870658,-0.131548280671357,0.302612874686387,-0.0896430968240586,-0.170656986509805,0.180191199280147,0.0152286089647501,0.0425626554998235,0.0578540709065851,0.416165127680299,0.384197970315965,-0.0515319807294279,0.0185546440706144,0.335187356699523,-0.0614413915986309,0.0355627241509274,0.115183368244584,0.131404056152165,0.0947124528978665,0.0867941591488202,-0.0641160444621409,0.0302142319563197
stable,0.343259690779938,0.444066047834827,0.386512407428418,0.0902064885447207,0.444399732260097,0.181528548340736,0.423039575600603,0.160147586962962,0.340309485395488,0.323262460305465,0.151030069372171,0.174781632497834,0.665459886229626,0.251719826462537,-0.128748205469998,0.18341954091634,0.10161464746972,0.183714077264112,0.0973680767723113,0.455641462412831,0.452093258748492,0.212030640446388,0.0913297585727794,0.112872746392477,-0.250800161733122,0.0783476744964242,0.28706094282332,0.0826402979429375,0.239796445979728,0.100435362075795,0.280609424808934,0.437964361944282,0.178411701224681,0.119029361938726
stable,-0.269990007636821,-0.020395675502222,-0.243255642389654,-0.185953853837623,-0.331756354079616,-0.166216628787736,-0.174696981119877,0.133621008755028,-0.190852353417205,0.0092428244289873,-0.0446306169981798,-0.0029978134901044,-0.525997280809202,-0.0459088587560229,0.303637058624304,-0.155261655118594,-0.0328824011569991,-0.254924402837618,0.083169261808083,-0.0522104912775858,-0.389203147817329,-0.169159638982849,-0.0161465415679578,-0.186534942020915,-0.298360713091138,-0.211398439405835,-0.443638403345042,0.0234811006675259,-0.471554888325073,-0.155485520206271,-0.251211356535889,-0.278053015052152,-0.0441641785826895,0.0525228502881952
stable,-0.122521747761989,-0.130273151428439,-0.254494669447227,0.0415695230214254,-0.256947577480214,-0.0840193762305602,-0.314941827704218,0.0993485386431433,-0.112459078977976,-0.236303725752725,0.180419330552821,0.0446296231863824,-0.590546950434199,-0.0853858311875474,0.466952117901869,-0.113576144981909,-0.0049264204207687,-0.282012882186999,-0.155773838935095,0.0992188160418494,-0.559351218645852,-0.0235082369768556,-0.0880720656557538,0.0411217432485282,0.373390749450763,0.0326181831896363,-0.416305963805552,-0.0552124518528464,-0.275772238266551,0.277830544190076,0.0134931921761538,-0.188875174587259,-0.0201607219588506,0.0668232895244033
