group,CD80,CD252,CD52,CD269,HLA,CD117,CD123,CD4,CD16,TCR,CD32,KLRG1,HLA-DR,CD141,CD66b,CD35,CD58,CX3CR1,CD24,CD11a,CD66,CD206,integrin,CD54,FCERIA,CD83,CD357,CD309,CD28,CD127,CD15,CD71,B7-H4,CD49d,TCR-Va24-Jz18,CD305,CD307d,CD94,Ig-light-chain-2,CD85j,HLA-A2,GARP,TCR-Vb13,CD88,HLA-F,NLRP2,CD258,DR3
progressive,-0.146197393910325,-0.0363417317008133,-0.287975441498358,0.106850528138622,-0.1685367849571,-0.101755245969519,-0.369711848252381,-0.168858427275719,-0.068582535807059,0.0858470792566185,0.0424896366589753,0.177251928924023,-0.357023464546986,0.0499443164139838,0.0900505721000825,0.437279285040651,0.0995463008423269,-0.0337819231774758,0.0201233119397991,-0.0180500668833788,-0.0247171350988776,0.0314775378713652,0.0127317257968322,-0.119073000021358,-0.0633366086757356,0.0896658418953521,0.0383791031792589,-0.0520149760397142,0.0280525031571097,-0.112247942281892,-0.0479089895292699,0.416052441544044,0.113297564166907,-0.080478439369723,0.0466092237483412,0.0660916083513897,0.0918965140331237,-0.0184332278092741,0.196131070145425,0.0722354355205971,0.0256819964034534,0.0500745834281983,0.0972799397014902,0.0383172548386754,-0.0495181435940038,0.019922071649809,0.0377783651965695,0.215613235529646
progressive,0.0212824200872931,0.0443358200431946,-0.19090967510531,-0.0031636200466929,-0.339599329017185,0.0297536408568583,-0.267269423729845,-0.174084595683914,-0.189642566741986,-0.0020636108699543,-0.309060412788623,-0.0314901510430808,-0.334848902527682,-0.157129794866297,-0.0253783450325008,0.29674079501353,-0.0709451655956062,-0.0496758516323117,-0.0274105363393746,-0.210619720851448,-0.044340905239748,0.0236238251570043,-0.143371811223691,-0.572439205343566,-0.0072472331866806,-0.003118065973232,-0.0414171758702854,-0.0065429053633514,0.0397950394731254,-0.0096498514855592,0.0209892964586706,0.104937887891575,0.0136526098959241,-0.300123740494283,0.0051720395139919,-0.102706819990024,0.0365311226159399,0.0454138686487432,-0.12391716718185,-0.219540169307203,-0.0374871753036032,0.0378441298416916,0.048121066402707,-0.166229579139236,-0.0329815557128934,-0.0359362052731675,0.0410383298143338,-0.0024007823243577
progressive,-0.165363282031475,-0.229528864325223,-0.436458735020009,-0.255808851191053,-0.539039341610275,-0.190167085324377,-0.165900593402896,-0.54606089615888,-0.312690468747662,-0.247670497411668,-0.543948890646457,-0.263587308176783,-0.791252379337567,-0.397885019595387,-0.147502180423773,0.141684664186722,-0.321559926398777,-0.222223025602268,-0.141547497561855,-0.395247118998147,-0.136940992242073,-0.244209946447962,-0.135162846366084,-0.51323264987842,-0.22164540029683,-0.173184297289862,-0.207691627941104,-0.150196110479324,-0.146692662345986,-0.219768424865676,-0.210647295913236,-0.0022573965798112,-0.250759566193666,-0.472174231270263,-0.254248635669787,-0.417844787973543,-0.285505709051731,-0.283689583843316,-0.445296063245039,-0.565391941559389,-0.216857401691879,-0.235841940192821,-0.230305116199114,-0.460869203638521,-0.249841846670444,-0.262279938104395,-0.208898315779309,-0.260936934153629
progressive,-0.261370764606431,-0.250779584652686,-0.271272189223739,-0.295778911883705,0.0897301299390487,-0.299228469448297,0.0793655888231161,-0.301813741766213,-0.592291992233654,-0.34725383621807,-0.499219935123102,-0.204116212038345,0.0773607030208018,-0.130791023728064,-0.64991919656968,-0.419593991114089,-0.271759558921406,-0.351685767066921,-0.463803222223435,-0.0861871528958373,-0.567144647260477,-0.223375063620905,-0.0689824015364645,-0.0060813599385056,-0.320664134257413,-0.0797245711572708,-0.184748954739919,-0.201311183465986,-0.3203821146301,-0.0959312966678226,-0.431549218712714,0.601947454936817,-0.0999563100964604,-0.0830100418032932,-0.265986022707371,0.126040645093682,-0.274220635834604,-0.324033034840643,0.0393419268017628,-0.0747281304965976,-0.146075344707056,-0.310769510471806,-0.147045419513788,-0.406327399210641,-0.093196975562914,-0.288382987751381,-0.349041474643976,-0.278197269568425
progressive,-0.433016047954596,-0.518194308353249,-0.504133738526074,-0.445520065070361,-0.256956415418223,-0.211141818785093,-0.191905084180372,-0.209336865556322,-0.373206370526526,-0.466112784626794,-0.430558797884922,-0.538824443017077,-0.450531108220063,-0.544337677196769,-0.223843427352923,-0.184595282471716,-0.499199436054353,-0.447395068152443,-0.29510661957827,-0.401875760337449,-0.287999650485524,-0.50046211248889,-0.467540169990307,-0.295877840125574,-0.424322405360227,-0.409702970515693,-0.44856659161702,-0.114033273435154,-0.515694318169353,-0.424637567036124,-0.291949115907376,-0.387766150015446,-0.43861242927373,-0.266313383095455,-0.40053777811186,-0.435708554476704,-0.410626411884461,-0.43534029592573,-0.429922903433942,-0.38662419446155,-0.268501062787833,-0.404049901267579,-0.444834229426854,-0.477040298162636,-0.35199853162286,-0.542231479580372,-0.522296669318917,-0.453663853366749
stable,-0.0758894945391998,0.0312410200327091,-0.0358871516200382,0.100803609633722,-0.0346131872609115,0.0540493084210725,0.0202130575476178,-0.167331988987516,0.13910374440926,0.0196267956088035,0.174261039501318,0.0158438495347065,-0.174974860156786,-0.124144786650577,0.198373538456096,0.514166522551148,0.0801621333075722,0.0319848529001539,0.0801304385922708,-0.0644810908870113,-0.0075057071354672,0.0355416136777185,-0.129865322241888,-0.107504639293839,-0.0188096979766917,0.0277961425915155,0.012396105823274,-0.0290885885617677,-0.024756595283471,0.0487554209600241,0.189994724800622,0.041091404026729,0.0010880206058828,-0.043039715575826,0.0045433386604203,-0.0589815162878911,0.0655090751947523,-0.0267993182782028,0.105661617183267,0.0080108221676275,0.0508661399314984,0.060547226855409,0.0645326086482448,0.0408439265418881,0.0673844253053636,0.0443738267706264,0.0155337335085505,-0.0221014852719863
stable,-0.0825015311732923,-0.104773959789328,0.0136230815963381,-0.0226950051487102,-0.273442644334074,-0.174514338742838,0.0858741082959091,-0.156468057456219,-0.115352752265794,-0.121783573143517,-0.117320599851898,-0.0927161021152761,-0.073987607216521,-0.0975551248739779,-0.13478306960974,-0.247236597275097,-0.272848639430158,-0.105103991981322,-0.0935348517658923,-0.0989467211535679,0.007017812796697,-0.118603811629311,-0.0652321992878297,0.0513674207050689,-0.142986409681568,-0.0202127972555867,-0.173762514854187,-0.259572240140452,-0.139838414014311,-0.107376450456408,-0.155226731162908,-0.0513252622581432,-0.069464596790437,-0.140255817038677,-0.0663925967666251,-0.0879030734459703,-0.104402637205361,-0.0484700646446822,-0.320986804845271,-0.147997550124229,-0.0651759555686258,-0.126092104819232,-0.113958209721116,-0.135503157304593,-0.13916400656072,-0.206476491285847,-0.131570076491181,-0.0258942787900134
stable,0.0554399416534363,-0.0134878351205575,-0.217729904998721,-0.0064731538346044,-0.256417020113894,-0.0689574380264836,-0.203727805500402,-0.348020795530336,-0.244739328192398,0.0489114528368615,0.0286931653356095,-0.0519107611696101,-0.416815239053148,-0.159568573544784,-0.109728830296214,0.545562485956173,0.0856594296682587,-0.0778352963563928,0.0493782968167433,-0.083167962622507,-0.0247458352105916,-0.0569563929604167,-0.203772471352775,-0.334109623079152,0.0163228985622637,-0.0062959181320673,-0.028823237907122,0.0632722810125368,-0.136862650778292,0.0821252988195549,-0.0385679887414355,-0.0730478929052544,-0.0024233429754132,-0.266895088582864,0.0084406426416243,-0.140747511216925,-0.0239695909153555,-0.0834641986170374,-0.0629744132902549,-0.245817904989652,-0.0357953531892401,-0.0298302565462133,0.0033116708328192,0.084557791138067,-0.0374086836848251,-0.0364802027976648,-0.0074894325179344,0.0424979448211178
stable,-0.0284634818143505,-0.110591893446386,-0.265487537113086,-0.0629940937397607,-0.28832585962918,-0.0221884895494444,-0.0529318487812709,-0.388828927336759,-0.190212130878982,-0.134423875657839,-0.4186752200766,-0.0308347593246575,-0.672300403322728,-0.333853020550308,-0.0964911366794695,0.153539781498908,-0.112829170160629,-0.196184303811243,-0.0627728693533929,-0.312253326005263,-0.0481763978038901,-0.11302900875524,0.0637801464267086,-0.568771032731928,-0.109833792665663,0.0151111584535599,-0.0195976670881319,0.0493950561441318,-0.132764461948098,-0.0811093094911259,-0.0455601023103625,0.0046570625848798,-0.070673147799484,-0.38849788114248,-0.0997442217380228,-0.364956381333528,-0.138128022306972,-0.120544579281517,-0.216971098203658,-0.347857456747933,-0.101800008397582,-0.13530101038106,-0.0989444373996913,-0.229477165295309,-0.0029634778740075,-0.0605678179014514,-0.0727722365102329,-0.0962527581141851
stable,-0.303923674739098,-0.166645771336061,-0.273998442643032,-0.171163560289172,-0.36048949159194,-0.205211560143099,-0.404073712020368,-0.372161268491939,-0.220047997054864,-0.206285203399264,-0.329114076182425,-0.176683692062371,-0.654010596941011,-0.319256067601466,-0.271032709158535,0.245213732326696,-0.203903101726431,-0.328073447712892,-0.205710449740174,-0.318937923910916,-0.332649005333653,-0.212216982845073,-0.308808674191661,-0.516142796636438,-0.169594078448388,-0.104352955154655,-0.168224415961578,0.0043261124196025,-0.157599476904922,-0.0840107807092894,-0.245922230030497,0.209969032748131,-0.258557339028829,-0.490843112102182,-0.196891247234478,-0.319732905792821,-0.2827148458993,-0.321528971232421,-0.221910125094287,-0.353090333978581,-0.297068505713689,-0.15172795807817,-0.143833387973662,-0.34832892769003,-0.212797096960518,-0.168629218586446,-0.298763776869051,-0.1285448821368
stable,-0.0494885897912621,-0.0237490553537873,-0.257481109532336,-0.041753082637292,-0.198237591552825,-0.0837817482008204,-0.0903022136805639,-0.24145038157115,-0.182309223315202,-0.103527138342149,-0.235844131446259,-0.0654843291522652,-0.636188774340737,0.0279141072904004,-0.12225267840312,0.350183234880232,-0.176938442162459,-0.140629546133459,-0.042886596721967,-0.435203077903075,-0.0146875303923225,-0.105010555499182,-0.104551568504131,-0.334538164485823,-0.194226715900236,-0.0953711169179628,-0.0134723471335334,-0.409726802604988,-0.129818286405705,-0.175689137699876,-0.0029421811930468,-0.0302098558973697,-0.159494194873561,-0.536911269114085,-0.0938609104075069,-0.286679813919096,-0.104285316145727,-0.0091561098944001,-0.0691643643276105,-0.360952011459851,-0.0806183099345364,-0.251702894222644,-0.186302799932394,-0.273914018499888,-0.218776401557682,-0.141493316434396,-0.0925270992549092,-0.133891730939912
stable,-0.147641652602657,-0.193708552773024,-0.355751236962641,-0.0350715998239302,0.216114806433863,-0.351896676114288,-0.234665180993866,-0.109330740156348,-0.389379879103143,-0.180760977729203,-0.0815258844604011,-0.0222922716699097,-0.274067541694964,0.0174406467001366,-0.104222020154149,0.400005482268728,-0.0735443997589094,-0.182734075425121,-0.0667657152953188,-0.0243065598232091,-0.0877028843837786,-0.0518749205019502,-0.0367436082311156,0.128809428385385,-0.254662132080761,-0.0094176337602895,-0.401090506795429,-0.193316316056789,-0.180083881731864,-0.124288829772968,-0.33105371923839,0.0048453710059938,-0.341659873728935,-0.0966827225606744,-0.217806378123968,0.0078918681274322,-0.195876509719645,-0.098321897873224,-0.177769713828905,-0.211253277185298,-0.407482016743765,-0.101283339715164,-0.166736574340655,-0.297818182317748,-0.0746812819120946,-0.10665688537054,-0.166931993909644,-0.361645082982804
stable,-0.104044109530976,-0.109253487162413,-0.349447974004772,-0.155549440372597,-0.13515560453753,-0.454840240196653,-0.319634238559749,-0.114436561275052,-0.143447910849263,-0.162497779592385,-0.137091780634254,-0.0303891381061015,-0.0615682718153694,-0.0693748819680141,-0.147328176058325,-0.080942687590557,-0.0897137566640656,-0.108564521011396,-0.128452850888929,-0.03932042052619,-0.314810544140302,-0.181127131732816,-0.130700265708535,0.0219839446076764,0.0109444667764939,-0.230992720346882,-0.109642360251166,-0.175999906708013,-0.298618029389107,-0.262577003180897,-0.0002925973402285,0.234096874301213,-0.227527309095337,0.0782467446301264,-0.261948721710819,0.094060003899487,-0.0865105785619341,-0.241717411544995,0.0311123507610482,-0.0746350305361324,-0.277297022716576,-0.147881558107494,-0.0689218189747167,-0.107051691417979,-0.407962331797716,-0.237465536204703,-0.0463860612959927,-0.114379910504506
stable,0.149553057951208,-0.0517538212022822,-0.178153944594151,0.081320623420763,-0.228304675926433,-0.0558455223961469,-0.0647587929227285,-0.184382518333456,-0.0531271257355658,0.0400170055563662,0.0503719397954169,0.0014478208661702,-0.393110152590359,-0.0397670967117172,0.0264345406924734,0.412621000435534,0.0039829692645378,0.0555718142788594,0.0610028211044557,0.141202165153487,-0.133114398368259,0.0676834470877726,-0.0385269398584854,-0.032849552928345,0.0066184415378825,0.0364158996924418,-0.204161965116639,0.0755814778097006,-0.0499419966696449,-0.0101066453474427,-0.122168230513632,-0.058685991636483,-0.0238785960794383,-0.142610529535178,-0.114735596531845,-0.0055309556586467,-0.0180402690409195,-0.107825996095168,0.0398852284860192,-0.0371054204706759,-0.0210227257816703,0.0198533715065746,-0.0620722031537879,-0.0559112725775089,-0.138108298935546,-0.11456210865828,0.0167359845287684,-0.0252252013373362
