group,CD80,CD52,CD33,CD34,CD269,HLA,CD117,CD4,CD31,CD185,CD62L,CD223,CD27,HLA-DR,CD64,CD35,CD24,CD11a,CD79b,CD206,CD54,CD309,CD29,CD38,CD71,CD49d,TCR-Vr9,CD305,CD85j,CD101,CD88
progressive,-0.229862038414395,-0.0641624260634474,0.443194624452054,0.0559079025590013,-0.081580170070585,0.32058190360575,-0.0048597337517129,-0.0185926550935581,0.456052357686473,0.0825132249480922,0.0991177450951965,0.0433601978139482,0.0898485426343237,0.134142566976195,0.0085375108986323,0.244391549518335,-0.121398452756825,0.215450069739128,-0.0949766240299994,-0.241407279079132,0.405877242307105,-0.111362370566676,0.268725849019485,0.0614160659639176,0.0128151369184588,0.148223537020087,-0.0364127410714338,0.428286316783675,0.127007720828314,0.0157723723341518,-0.0704534579175988
progressive,-0.0494848435310128,0.130302765187998,-0.251361148066226,-0.130041870865029,-0.120578106951637,0.20278781273678,-0.151224965797765,0.115467995910614,0.12524553134456,-0.195511983781448,-0.125736615583614,-0.186792775795334,0.0891829774910407,0.17634929886743,0.0609689481059088,-0.436283009778619,-0.104373066776054,0.029591262829445,-0.162642588342292,-0.192518102913883,0.50061257624947,-0.104446553670381,0.034229579891387,-0.449852920337019,-0.0675674299557656,0.149828386602526,-0.184829471124668,-0.0749571907226726,0.0320440341138155,-0.192502662760012,-0.0376890429020692
progressive,0.0593048214324431,0.335397688229131,0.139685924948908,0.0175874675077457,0.067333058168069,0.408270151411937,0.0135771223799391,0.40773020390789,0.103803439174556,0.0377909301930215,0.0499166331733135,0.0847707971143956,0.121106178367665,0.647276156211556,0.288556391427428,-0.267858041043394,-0.0190229228412079,0.277418040600007,0.0692979234207874,0.055743571433103,0.422778558477908,-0.0245878415502806,0.120630977967702,0.0443212846046287,0.0129502304503002,0.434673651654315,-0.0037228028012642,0.330251091450827,0.341343095692836,0.0837094756930097,0.206814037589921
progressive,-0.242956318124007,0.0885498955560063,0.341135767053345,-0.208430403661111,-0.259374518822033,0.425194150817149,-0.196697855005788,0.0364479417522389,0.423849641306898,0.066964772030094,0.206536004734733,-0.0835274536352223,-0.0215855535397386,0.394276214468908,0.437628623173339,-0.062941353336598,-0.17397992538779,0.155945682830309,-0.11806892476168,-0.0186425191991493,0.193944854418664,-0.0270235140057258,0.29170678235993,0.416719661785054,0.491532529792011,0.3871255260724,-0.103446074983326,0.504090386978813,0.178473346976452,0.0813214634588221,-0.0655376956538956
progressive,0.171533667506046,0.282733557416509,-0.188877419625145,0.403805822586164,0.17119990757521,0.112414470281249,0.0697038952804936,0.150641180466325,-0.0735557849155305,0.429837904136505,0.1454888535176,0.265967572199624,0.0165404348321716,0.281756284514357,0.272476208149135,-0.0933069090596049,0.18560546102541,0.0916257636648526,0.179387055817688,0.121795426104002,0.0642999195625905,0.132448225958922,0.040639179474951,0.110286180638488,-0.0015335201583556,0.0780040909567487,0.445172201122713,0.0955112222920234,0.277793658112928,0.127692508630636,0.152244719074537
stable,-0.118636791261447,-0.200506556500568,-0.181308876466375,-0.221458061449318,-0.224268488373917,-0.0892001454438968,-0.121728704868264,-0.162083431138877,-0.164899852960242,-0.167017146210883,-0.266018223096618,-0.0439101419691701,-0.27119838934748,0.0199376885939278,-0.0640722025430377,-0.375369027057937,-0.0909070784073382,0.0005615308766048,-0.265498013913267,-0.0121749815931039,0.169080132979127,-0.0025875306694505,-0.120867690277125,-0.194057914207804,-0.229322872025699,0.151676964308115,-0.118017932584695,-0.139364563543315,-0.120983437428607,-0.0710477186050682,-0.130735187756349
stable,0.172751357383062,0.259247018247351,-0.112448839114699,0.199368685315626,0.165717198903693,0.212853053371196,-0.0054009054072201,0.236878506466775,0.0307516226267829,0.10028736504771,0.148654081839758,0.0189718117516686,0.140337595705854,0.460755209286196,-0.175932141607385,-0.331787779230887,0.24681775364752,0.28278588137124,0.127179401893746,0.0358569766612169,0.333369027783886,0.0465913187036012,0.203676418590608,0.0381161959593313,0.0997161517832539,0.284375717058216,0.0474150848437997,0.150514559176602,0.245414609621594,0.27224056343546,0.230200032799384
stable,0.0901990366823665,0.167587406056453,0.0339526575400214,0.0841978009082611,0.052879014321349,0.264109660116706,0.0794457006229994,0.297934019536326,0.0112718321396599,0.0745523323770641,0.103176173662738,0.100297069987776,0.180908243474325,0.311450742099176,0.131462262355994,-0.315265235037008,-0.111641930630695,0.0630137992940917,0.133446451888394,0.118312839322162,0.294528011307028,0.0302216652068279,0.139490186286269,0.0375580119995785,0.119552421535665,0.332038235772728,0.0487891498752345,0.209843086674824,0.265989016862616,0.0501625171291754,-0.0323848649827126
stable,-0.130837093621615,-0.191079636472076,-0.107250333065675,-0.179766299366356,-0.208440361880478,-0.18407064334591,-0.0694300682750653,-0.245934749897708,-0.137191990202896,-0.172222223137798,-0.210247983114745,-0.233706439927854,-0.112366354505872,-0.136036116933985,-0.0770795416301938,-0.167222430305847,-0.14375280970695,-0.113709452542056,-0.164425040369234,-0.147303690916825,-0.0899493533930384,0.0925685159360413,-0.086018572363371,-0.116122526701159,0.181647203491225,0.0236130345154444,-0.202618514895975,-0.0916084787704431,-0.183422640170843,-0.101839238768897,-0.238539432200019
stable,-0.111136461914891,-0.122070890042007,0.0468467878002775,-0.131614313189456,-0.242960698002403,-0.230740648320485,-0.222131738756814,-0.135034971880191,-0.245980794921508,-0.286465187000205,-0.114856791762246,-0.0152930662126432,-0.344077276457093,-0.134287968126876,0.142877426815359,0.0560347369954153,-0.231443893877764,-0.056404883311335,-0.197057540288467,-0.146060591045587,-0.0802738338532171,-0.0168530512125357,-0.245419546770684,-0.0342410827447864,0.186025547862025,-0.0173838086896996,-0.253921050569446,-0.149253908133866,-0.232630050371061,-0.235310348354476,-0.227699446716245
