group,CD47,CD40,CD33,HLA,CD14,CD31,CD32,CD95,HLA-DR,CD64,CD1d,CD58,CD39,CD11a,IgA,CD244,CD54,CD29,IgD,CD15,CD71,CD36,CD49d,CD305,CLEC12A,Ig-light-chain-2,CD85j,Ig-light-chain-1,CD328,CD88
progressive,-0.0376253506568655,-0.0366339076044104,0.0247766542142158,0.212169474266586,0.0646183488649082,0.155997589069256,0.150395541190437,0.0769251259853213,0.146444370278419,-0.0113369122966299,-0.0205038346047078,-0.127836744904015,0.116827912065694,0.197090948887254,0.0035358295277596,-0.165717451910706,0.204335555894207,0.0922939375719946,0.0197555020827103,-0.118919788992977,0.0516967514059747,0.156376897169154,0.0955565226785106,0.150762390318966,0.0521043699944947,0.086166644942822,0.101112495446682,0.0648445773565733,-0.050518347737562,0.105940199170871
progressive,-0.0274952106974222,0.0039357976221399,-0.253352327562909,0.0771324429071144,0.207664444912749,0.0415011849279939,0.411820284291704,-0.12140797220569,0.339037934857024,0.132484535898356,-0.0523645170264616,-0.0087347029933922,0.003265190794538,0.114651863045944,0.0636118971114712,0.286065606132301,0.460831146218521,-0.0715510201436458,-0.156809998681568,-0.0121716278599986,-0.217009927887928,-0.211811624079241,0.1497973440525,-0.0186784797892381,-0.113708904987274,0.0442071007610872,0.172960932243263,0.0621957593736652,-0.060068127812533,0.210791454113772
progressive,0.403815304222446,0.112532535834206,0.567991862846933,0.506725814623494,0.471619749865475,0.498079726583009,0.458953841088525,0.449639778392735,0.462653619522171,0.473876813729121,0.402568205304823,0.468474677334516,0.415761382118452,0.471926441458317,0.411780929995297,0.351165984202493,0.527658198519128,0.453618396912506,0.0737389652449708,0.287558024776514,0.183715085930631,0.475006696932271,0.333930771344265,0.54876727493348,0.431669881139258,0.528596932644025,0.491834946200792,0.465094221826476,0.446175450537855,0.431110673683457
progressive,0.0659640465757289,0.427426808355852,-0.0482891599503902,0.0104922723827784,0.0488704476238831,0.0417250320029033,0.242174470036233,0.212910956185947,0.043113461634538,-0.0429478820079938,0.0807989434762698,0.207181601273891,0.174010527791389,0.123268773054244,0.282634589632416,0.102556018888915,0.216632657928119,0.0245426162609376,0.410612333215637,0.246306750439672,-0.161839072070478,-0.058934114073728,0.0527074434911554,-0.0932016741266949,-0.0067092760518824,0.0249865870198682,0.108891881349572,0.0425286287641951,0.15302876126323,0.199711380170758
progressive,-0.0019850120352499,0.131571144275695,-0.0582576456635998,0.109617676539184,0.0507440146170244,0.0756034018012364,0.152810168730528,0.0141875610833256,-0.0036651417285544,0.106264911201325,0.0563196667345812,0.0469062895933895,-0.18501322203161,0.116743738494344,0.134364035290202,0.0097236037925563,0.0650958968879634,0.0742794988033175,-0.159058027200905,0.143918188002988,0.259949874864269,-0.291690535976228,0.210310967293365,-0.0115297536300052,0.203320899122489,0.114814003555862,0.0175391646402675,0.216559700505405,0.0075798945104909,0.140456731773295
stable,0.313798264042838,0.0607697642308762,0.14277695345331,0.268084928835345,0.203700545690418,0.245515791358746,0.0046896303902577,0.171099281072678,0.101182112890112,-0.0172570720799105,-0.0345865590132191,0.12439331582634,0.130135008778307,0.162362607713636,-0.0737713364591408,0.0472801833334589,0.194905251613714,0.184833527444454,-0.0356519629275769,-0.0680773080031024,0.0449289559337442,0.202522353990963,0.200170668631183,0.0992626815081121,0.223521829607376,0.145968504232194,0.052838461889435,0.005900750311332,0.0513091563949541,0.049641478658699
stable,0.0435967431904634,0.0596385463710217,0.192832479318754,0.252453153710404,0.142861883817834,0.175671326547027,0.142366114681626,0.0349095292414036,0.355192667537117,-0.0368576970663439,-0.056589813354946,0.005302133497223,0.0676292023815545,0.361472703908182,-0.126597983946746,0.0988267418030657,0.444584616243952,0.256386663450504,0.0039595461327007,-0.185721530941522,-0.0308627537268142,0.0137107764298841,0.161122103419948,0.278816289002217,0.0720098450421498,-0.0703669850608649,0.0380508855937922,-0.161059464672174,0.259119039114719,0.0878712401486102
stable,-0.206894922111726,-0.0716024484238497,-0.0461284976677108,-0.345625219968414,-0.0155761283235539,-0.174553436835656,0.138126548963645,-0.0987963486430633,-0.31701453799076,-0.114166844131213,-0.12561736139809,-0.0434684080893965,-0.0028150475460149,-0.0707588087577006,-0.0500582057570943,-0.0611934481750336,-0.254295343131249,-0.172543346963656,-0.0856268676337148,-0.0002996858193535,-0.319739694742071,-0.0794519003307294,-0.399903780995481,-0.267778523287824,-0.150231740539933,-0.209028068776752,-0.232087937611314,-0.154560841306623,-0.0366721023886181,0.0805584496806138
stable,0.265942300691568,0.161989968726792,0.177526112087536,0.304236875972902,0.151828677959456,0.264652710326575,0.539181364761772,0.139319036696359,0.644399942076906,0.0938093434838847,0.185617581534916,0.1715075452448,0.328541101873348,0.392743122853425,0.217356471127321,0.249748228581656,0.649470933213905,0.387277561423358,0.0663200721833257,0.101422614395215,0.0355501956672756,0.133175950724754,0.393371053852081,0.337562714518792,0.21956662791517,0.222372916319088,0.397118581747199,0.168138870068033,0.274748916303235,0.354107831860878
stable,0.267189511269115,0.310433534998626,-0.0366654035748055,0.412538880559933,0.0598291087581321,0.006405535167664,0.387876800559725,0.228408795614891,0.609164814137211,-0.178404359058735,0.176520726050227,0.176045229266675,0.160825429377331,0.301371719692537,0.103976948673574,0.425713976824614,0.540608695964014,0.333632132757512,0.179582342152696,0.120137839535843,-0.521493957413967,0.0772357344799972,0.420824593926866,0.235395009291011,-0.276568042723569,-0.0569716119189894,0.356097814625189,-0.0312930555532583,0.300218092536952,0.381073331109378
