group,CD275,CD52,CD33,CD34,HLA,CD117,CD10,CD123,CD7,CD4,CD16,CD25,CD326,Podoplanin,CD5,TCR,CD32,CD103,KLRG1,HLA-DR,CD1c,CD64,CD1d,CD35,CD278,CD96,CX3CR1,CD11a,CD169,CD54,CD62P,TCR-A-B,CD41,CD137,CD2,CD226,CD29,CD49b,IgD,CD28,CD38,CD71,CD1a,CD36,CD49d,CD305,CD133,CD158f,CD337,CLEC12A,CD360,DR3
progressive,0.173832221153662,-0.113772002753281,0.145585065461208,0.0760670341105229,0.0006330267755343,0.228055139013354,0.0080020258987141,-0.354059884573862,-0.0395089979000484,0.203564716783694,-0.290647716318,-0.128330350138575,0.175176116982382,-0.062185339265605,0.0447473373258854,0.0768008420529531,-0.174967781879508,0.0266008680826698,-0.0592424669117177,-0.140055369208554,0.034992141270726,0.360611989091338,-0.118188502456433,0.302353893120291,0.109770557098056,0.109864920148656,-0.0310880634427151,0.0048922585651125,0.255624326425891,-0.112098233656673,0.138560038562526,0.192464920939821,0.1576126715327,-0.0244288522516293,0.0769727031234295,0.0711024178311977,0.18389067179574,0.199476714296895,0.0174916876093149,-0.0640262589779118,0.0154671583550222,0.164356278952158,-0.0487982913686242,0.260836901782381,-0.133557278013125,-0.0672883451572722,0.290901860085487,0.018455378158113,0.0071407902524036,0.276353107051083,-0.0737921522041654,0.115259874062627
progressive,0.184842906677168,-0.0762383266324933,0.159634920025652,0.213471669761244,0.0771999662987718,0.152097699464072,0.253800521571915,0.0389678138176547,0.173738404110911,0.188786196574074,0.181355802054343,0.204233808417174,-0.0976874607680027,0.240899037431713,0.104353087172091,0.194810584771384,0.0518562352932275,0.242022019705686,0.191324097734083,0.0095786998124387,0.182530461275414,0.16183461469257,0.217348258005542,0.214525945421698,0.120993669816351,0.207108475675897,0.20644307410893,0.147677135466679,0.0425763652605088,-0.0230472786483235,0.0686503969584475,0.135314345906152,-0.107163600919559,0.206237679931485,0.154057677130268,0.137460976673151,0.193714135993467,0.114004641952049,0.181823152864883,0.193906923012034,0.161557718414134,0.280398152336279,0.210576373283211,0.201705522913466,0.115109572750623,0.20369125856354,0.109257890775049,0.243670451606343,0.238278435988754,0.248263682730404,0.0519837546576766,0.187914587639539
progressive,0.0160502356356978,-0.285674173656044,0.0624093569166644,0.0027469532161876,-0.282954128370897,-0.0226829576499465,0.0042938841269963,-0.0135510224386909,-0.122400790815554,-0.427708761795618,-0.191940829938048,-0.0210131823622636,0.0152956615589116,0.0051190942076691,-0.112841342764805,-0.005370407528176,-0.35615696809447,-0.0672433190042419,-0.0169449608914521,-0.634267428767258,-0.0494298178177148,-0.0869089795227094,-0.0314356314129194,0.383000176536209,-0.0716034987217453,-0.028536595777193,0.0189270334548732,-0.147716124076519,0.0357982435655625,-0.366546392856651,0.141161223061453,-0.0983154431542979,0.15653820094783,-0.0442030372237515,-0.107429671420144,0.0577427762412948,0.0128135985076361,0.0668182843092713,-0.0706064847763099,0.0269333877297936,0.127697649952719,0.214764399464781,0.0031815963642598,0.0858770498248466,-0.376293134523297,-0.133084724920606,0.042715049132665,0.0027854453546085,-0.0204844003353645,0.0483375614951593,-0.0590132061970439,-0.0510601072298236
progressive,0.370029356499808,0.387654376369879,-0.0125007052094211,0.0889856032386572,0.0285312221930667,0.377126546631122,0.361669477781243,0.0312756758456446,0.461354289647803,0.443254730767271,0.244375909914602,0.248884186304954,0.355751252567535,0.427688230494355,0.451721898438166,0.362514816341296,0.342082486208737,0.359223967611621,0.387093736867742,0.124668256634432,0.0803659361143955,-0.112932340704788,0.351312308370661,0.205747609162413,0.432268848997283,0.439898187625205,0.422992870322129,0.262280891712519,-0.125941826271841,0.176855691624109,0.177337929597717,0.363557410256249,-0.0655743704816601,0.35085065818653,0.387689216665466,0.313005674948843,0.186669074147815,0.153286194605587,0.302232537690503,0.365752535970637,-0.0809971836000279,-0.248563611850581,0.363090291443449,0.0732615116375937,0.288026129145595,0.0660885418732427,0.373734766219879,0.37916857768236,0.386562563931942,0.202603904647371,0.354078732760607,0.371362226041211
progressive,0.171827969694502,0.130475861199158,0.0584831591306847,0.352969009356003,-0.061315543257327,0.155357122407361,-0.048546852320943,0.0687221543556003,0.0644991682536374,0.060853879664218,0.0985818410551058,0.104703337378671,0.0062480463277136,0.259809394327776,0.214510001964789,0.160404273237707,0.15582621091433,0.198646563612779,0.124575364038508,0.182242733689875,0.0145013430587406,0.170394827313714,0.141422653693183,0.253924674153064,0.248147230826013,0.232264815861351,0.312153727310811,0.172925774874666,-0.0666272312380971,0.245307539404118,0.0259606771655211,0.118939927387333,0.0260807192853628,-0.152604056977132,0.116233418533378,0.0754597269204802,0.139152182192472,0.0861479765812818,0.0288614789021531,0.133352552021775,0.147369061710598,0.142504080361813,0.174731364991323,-0.111278549637984,0.190903464888415,0.0163142633288311,0.118443918003391,0.211939979014229,0.0205653711598079,0.174207364927579,0.186498866327485,0.234526318072767
stable,0.270300648583667,0.293214602145581,0.228991399678164,0.239998209731828,0.429363012608458,0.0821526726645937,0.185974123490766,0.243873742315745,0.191016028249596,0.400368272088929,0.222233363956814,0.0486699571059096,0.289279879285013,0.259403333790817,0.263041362305115,0.267345523586243,0.33806943036844,0.0960073932924293,0.202693124242415,0.518602665868607,0.0072363325386635,0.177812058911989,0.244770804261291,0.0495083580516882,0.237480198420348,0.240918262488228,0.330062694338656,0.373733965385384,0.145974855698507,0.446425869497831,0.138120495398096,0.287374471554512,0.247484825128482,0.0784033493516942,0.196817280218819,0.266246092145212,0.3919446093872,0.267995336947411,0.339347403842696,0.264342978660414,0.232132477104768,0.0731318515747637,0.238662037263491,0.338305312149527,0.438030596697802,0.379988089195389,0.162295759278535,0.162534539015675,0.256321028386633,0.332583450957705,0.269768833223912,0.174210383046458
stable,0.153650528574331,0.110068051839774,0.187785714819175,0.0001851820096318,0.216530070336249,-0.0592159862324509,-0.0440408189775897,0.140763612365571,0.126526317719536,0.175967009553947,0.0331879586204065,0.0451134406383172,0.016367987215059,-0.0585406641351287,0.161722003539768,0.083813208980075,0.154064488096716,0.158100642584479,0.0953204612323075,0.464922718721178,-0.0734754199695437,0.135044103436012,0.0868389129568447,-0.0818333079500929,-0.0186804473706918,0.123508891287724,0.05933394573111,0.217399693330988,0.0296240416969654,0.160228148907046,0.0684057213870287,0.0591242069877986,0.0312866168777882,0.0804309383051041,0.0960414951349191,0.0647229438264326,0.21118080109024,-0.0030091846971727,0.0258490411899243,-0.0063196577128026,0.13925329960227,0.0916693682696135,0.0736418622694373,0.210044095846711,0.191821502531286,0.368511937273529,-0.03353387499264,0.0423251521192535,-0.0187266592832409,0.120500358613678,0.107306251962268,0.0383047188470993
stable,-0.149028737750122,-0.169064707287084,-0.159595656821549,-0.0211620457383836,-0.428791443693471,-0.104900866691448,-0.0915753956225447,-0.325922326600189,-0.0319944942075952,-0.368972180429183,-0.12515824769588,-0.0957004579328316,-0.0112951192545352,-0.0083508905699233,-0.202303421723768,-0.0493625754942204,0.0596411781691607,-0.0571212776327682,-0.0666844797153878,-0.443927216823185,-0.126047518120522,-0.226922293295168,-0.171251898568183,0.308011893067896,-0.050904320300092,-0.111030177562986,-0.0958087308816846,-0.0614585371492444,-0.0910199479391621,-0.240443367516776,-0.236747729837892,-0.0188975816862662,-0.252785388387219,-0.138724404387488,-0.239617931256887,-0.11043910588159,-0.189732753810945,-0.0624472802104203,-0.0012145933281358,-0.148124042647799,-0.193699252736364,-0.247561928880357,-0.055540615735073,-0.17646746452801,-0.414013042384019,-0.276053943130829,-0.068059354108219,0.0017620804667443,-0.0448043179856677,-0.119956048232893,-0.0362557825744486,0.0126959147619173
stable,-0.135746532064636,-0.291581864772944,-0.0017575711114787,-0.213469298737816,-0.225972778449295,-0.0563416103374594,-0.16690160076665,-0.27124352645759,-0.162222440612165,-0.25239395640443,-0.149364368644954,-0.115085682410287,-0.0423535612694694,-0.202751109035538,-0.0720833487559346,-0.167127044425832,-0.345727178397905,-0.136422392839642,-0.0508353598876967,-0.623434976542538,-0.356140163689286,0.0112709922929578,-0.138680159679945,0.329479489348878,-0.227139065714343,-0.110471599525647,-0.227944981172014,-0.262402174503364,-0.0731337446113202,-0.465424754441787,-0.174897471029488,-0.135355070130002,-0.194565029570576,-0.0853683198708153,-0.0818823448631625,-0.236654553515188,-0.252945643620016,-0.156727665211361,-0.123386373204017,-0.0894236833452782,0.0105576531267298,-0.0260673089673158,-0.124247629757475,-0.0094749498525532,-0.333947666199122,-0.288472062982304,-0.0479245263204788,-0.114022790012027,-0.152821911376997,-0.0600212763444623,-0.179204311055711,-0.104210155358461
stable,-0.155210844047018,-0.0436895292175491,-0.257268902612975,-0.144617750306237,-0.0396250266128348,0.0342749737491839,-0.0484948794216975,-0.106283901445452,-0.136437181817898,-0.122289131110467,0.0144567084241909,-0.114174559962835,-0.154891938742492,-0.220966016677789,-0.142478527297524,-0.155198155049315,0.0206154678754332,-0.0402540950634945,-0.18505739638416,0.042003360864409,-0.0629932093901623,-0.387828538245518,-0.303123947416954,-0.383444230332378,-0.158491176270636,-0.170693949939728,-0.144382788277947,-0.142183320599478,-0.376548651767744,0.0250327369411608,-0.0931311144530992,-0.187981197155591,-0.0697161728395263,-0.160970149858346,-0.0827446460951414,-0.136057071658404,-0.123779837419591,-0.0695793744415167,-0.0299815760477347,-0.194501488851459,-0.348258279404815,-0.533760087848548,-0.182354581213681,-0.121176101664607,0.0255387195250653,-0.0896159116281553,-0.180911491752412,-0.171030682638074,-0.140198118796265,-0.425361622363018,-0.177181075028301,-0.0487280801127718
