group,HSF1,ATF1,TP63,ZNF76,ARNT,TFAP2A,E2F3,ELK3,ESR2,BCL11A,XBP1,ESRRA,FOS,AR,GFI1B,KLF1,RXRA,SP4,MAX,TCF7L2,MEIS1,E2F2,POU2F1,NR3C1,PBX1,STAT2,VEZF1,AHR,FOXP2,GTF2B,CTCFL,EGR1,RBPJ,BACH2,ESR1,SETDB1,MAF,ZNF143,MYB,ELK4,ETV7
healthy,0.0291645699109827,0.100148460688947,-0.0297594213649964,-0.12699727529351,-0.0521501261936296,0.0347309473840835,0.0220202682229277,-0.133924182410055,0.0309463161623044,0.0531245406131861,0.0659672009781436,0.0209024061474662,-0.0766799093626006,0.0319389833015357,-0.0575690778539732,0.0825582211347573,-0.0231676154609406,0.175674236545963,-0.0761557286950197,0.0034790151718412,-0.116191431236867,0.0168727672654384,0.091488949258666,0.0183594278820193,-0.0222231542223886,0.0495610481105428,-0.0404959986905664,-0.0717088513619667,-0.0685012868929797,-0.0423921754536948,0.150398431962596,-0.0066645827735279,-0.037708480783324,-0.102286837001605,-0.0562876433291193,0.0330605895246227,-0.0917126620792942,-0.0092443004875508,-0.112794553303562,0.0015269102035558,0.0489004400638549
healthy,-0.0960509334653727,0.0849338557457054,-0.008758315528777,-0.0238100019352021,-0.0272328722222473,0.0133247446027729,-0.0279959314497173,0.0297925074030187,-0.0023160087341906,0.025629177030637,0.059313266637285,0.001699527468137,0.0360453586765668,-0.0144193323766215,0.0558981527828776,-0.0036327903799551,-0.0181811649750854,0.125945912651256,-0.0935852193761261,0.047145322603262,-0.0069301429714821,0.0379016033148644,-0.180444755345103,-0.0594935261317878,0.0192604756792105,0.0405942271870707,-0.0722568042939207,-0.0166447707981869,-0.0158986516195979,-0.0172154208550701,0.0748194303551172,-0.0031338594018141,-0.0273087735694679,0.0717528595577226,-0.0219700396002978,-0.0037653447111623,0.132407405757615,0.0280177239228565,-0.0698325157601061,-0.0085011990945525,-0.0858005781440933
healthy,-0.0224218198216985,-0.0748453283729632,-0.0400941012775743,0.0881397349219022,-0.0943568121216493,0.106010334519568,0.0711320851553609,0.109238226264627,-0.102416560062081,0.0225634095715892,-0.0915663301918487,0.10281604818058,0.0931773086145302,0.0592477182822525,0.0780406937846232,0.107015876096637,-0.108783628363236,-0.0632857623741277,-0.0919586501847414,-0.115873444124776,0.0722641865415313,0.105509259416662,0.129997580481866,-0.125401424588707,0.115275869094344,0.0067775783762333,0.105241341087527,-0.102184713590839,-0.0999107991644503,-0.114776412600446,0.055635445436102,0.116208958649149,-0.0288655022825662,-0.0168431682606802,0.0221211439293067,-0.0801144402303553,-0.001183819797807,0.135192082171651,0.117590479975791,-0.0975540273721756,-0.116125561746927
healthy,-0.132176500295971,-0.185902942242935,0.0656611228913751,-0.0585509153641933,-0.111019624395081,0.0580743990048409,0.152842488198492,-0.176259894215536,0.0041813961967303,0.0038044088001235,0.103869841235084,0.017331660399503,0.0886760157649012,0.104734820852049,0.0599901170356203,-0.0751970271323705,-0.0503434224729479,0.0729055014663962,0.0601166732598012,-0.006439245036948,0.020583726356803,-0.0156063129601822,0.0164158437907903,-0.105928846651885,-0.0215558497601725,0.0878051373408765,0.138067799782631,0.114583040114074,0.0527701916971359,-0.0318800491263626,0.0272920642466917,-0.0091711434626569,-0.030887977030029,-0.0798831467113003,-0.121159780981022,0.0677845861816786,0.0039146628666134,-0.10429294657779,-0.0282371603886258,-0.0130477322109786,-0.0144090696292231
healthy,0.0849674027203286,0.0102852327118655,0.0748144589459866,-0.111832078599554,0.0129931062697438,0.0337283875109835,0.116517202012691,-0.01649052340315,-0.0629780223513664,-0.127092325682832,0.0923789093435006,-0.103359668692928,0.026429515468903,-0.0943382974924196,-0.101181361250827,-0.105316465058581,-0.105628926129463,0.127918499795183,0.117972358727255,0.101215162424252,-0.0473648823782598,-0.122800332594724,-0.0871350406546519,-0.0808487135399245,-0.111891948792993,0.107730970348969,-0.0180504529562328,0.107393239391246,0.156279390555541,0.0446324300757445,0.0179694165327899,-0.0733211814192217,0.134202062341094,-0.106841405537576,-0.126617726970483,-0.0619806609543119,-0.0403692921746617,-0.0974684805352606,-0.0563315021572791,0.103546946632074,0.0971785679787908
healthy,-0.0516599980034662,-0.0181033221457091,-0.007989762703392,0.0181272365871544,0.0214915972253472,0.0811645526011468,0.02418552576469,-0.0442605747135417,0.082286246071379,-0.0171752654733652,-0.0833932561825297,-0.0624850525659864,0.10016305581008,-0.0314374496742325,-0.0264525392375983,-0.0323834826648637,-0.0417492704527761,0.0350214488920206,0.0470251309298393,-0.0568877956715749,-0.064175816172193,-0.0456010250420519,-0.0045629078175395,-0.0560913853902125,-0.0785980957722622,0.0896416012897462,-0.0174233890498063,-0.0505750849081883,-0.0266447005018534,0.0322913697786644,0.0139696326666168,-0.0007146081362829,0.0530991471365873,-0.0175719141060065,-0.0459003064492147,0.0263848266392845,0.017128984101358,-0.0609933060571356,-0.0554033188650145,-0.0896741170126144,0.0230295711232674
healthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mild,-0.0024441194355498,0.0352771578337795,0.0079358141906764,-0.030496470906982,-0.0638430082866342,-0.0251979913281771,0.0547223812198653,0.0055615044342172,0.0484691754621169,-0.0386799968621734,0.0749931003079889,-0.0026804814973997,-0.024720463097529,0.0106819918505924,-0.0472455994480865,-0.0494060363683469,0.0652628320694973,0.0227451043974468,0.0252793608896117,-0.0154775114575924,0.0311039802562465,-0.0448420446905803,0.0052233253307344,0.0130871980198621,-0.0179729147348139,0.0506444450625798,-0.112000667438831,0.0249208544086045,0.0904556890083735,0.0358179201221328,0.132974197347803,-0.0498810424428472,-0.0304593892064758,-0.0138648328064286,-0.0572627929740575,0.046747743839914,-0.0255449679525086,-0.0908870677866508,-0.0633347037458494,0.071154889087417,0.0394679004273417
mild,-0.0795324423944919,-0.0960354574881539,0.0887433006156729,-0.111566086562575,-0.0268430414227416,0.089306639302004,0.0877532109872966,-0.129301031235869,-0.112869218357889,-0.100862040024413,0.0417080177765669,0.0050360280148573,0.139921600857154,-0.0231177367255657,0.067664551344689,-0.0057026501833001,-0.107770370122577,0.112430550664623,0.068335289937834,-0.0545727845896719,-0.0600076732777588,-0.0171854318047122,0.052106464524337,-0.100167274039256,-0.0856980113818043,0.151321561803307,-0.106141518765409,0.0077324353406309,0.111507621400138,-0.0452706192959295,-0.0106372590388276,-0.0225845105808062,0.0445097817113856,-0.0272337289048957,-0.0941701801730891,0.0500398403488378,0.0400541546649583,0.0509652603485591,-0.122092768888569,0.10739653611837,0.0905032809800215
mild,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
