group,TFAP2C,EPAS1,DUX4,MAFF,ETS2,STAT1,EBF1,SPI1,ELK3,SRF,ESRRA,ZNF263,FOS,GMEB1,STAT3,GFI1B,STAT5A,OTX2,BATF,MNT,MAX,TCF7L2,TBX21,USF2,HINFP,FOXP1,NR3C1,HNF4G,NANOG,GMEB2,STAT2,TAL1,IRF2,HIF1A,NR5A2,HOXA1,PAX6,MEF2C,GTF2B,USF1,ATF2,RARG,HOXC6,ESR1
healthy,-0.252701709704746,-0.044837750989191,0.0915042819737429,0.066948072919658,0.0639005941695847,0.0980535802058889,0.0167687445036454,0.0241844225014823,-0.0824460100021633,0.0828169183188149,-0.0850411972374563,-0.145528527383364,0.485137832094163,-0.0495619285424386,0.119457946804387,0.127204719755762,-0.349325229037041,-0.0565100922690106,0.117689765089647,-0.0917888304218765,0.126277595336791,-0.162597921327578,0.169421375549104,0.115940758193171,-0.0841653032489626,0.473627086229332,-0.0084940053730429,-0.0787285835941128,0.239167361836085,0.0206420577930037,0.0292164217555659,0.0406406613792197,0.0455576117237184,0.0566694920941225,-0.136377308773634,0.161867521761639,0.0273334838765581,0.356316719070531,0.149941809409947,-0.027878136538855,0.238525371355882,-0.11074789538739,0.190562417734951,0.023600834712023
healthy,0.092963936454913,-0.065876420783749,0.0741045809655111,-0.0989029304351625,0.153745063473104,-0.0213673545830143,0.0116941233127291,-0.0661082063400387,0.0400004530923052,0.051924269000342,-0.0417468513274794,0.0189554737352507,0.108214118945406,0.178795101373288,0.0514233997434717,-0.018170435662798,0.0696341347776291,0.141968169477014,0.0570489037094771,-0.0283353153146841,-0.063194370265084,-0.0409976305306984,0.0289436166536544,0.0076866558899787,0.0377023226994172,0.0367127667981845,0.0199059741947642,-0.0813170034888517,-0.0796090683479489,-0.227699425125875,0.216284100011869,-0.0225545373377185,0.095412760038499,-0.0158000586262041,0.176922138233453,0.08163199411663,0.0860771075786648,0.0547365372329291,0.0652952687027989,0.168579260095984,0.123340954952371,-0.256691239116858,0.118280886115036,-0.0623562973511462
healthy,0.13598321531566,-0.158745246607906,-0.203775651378106,-0.0076591594363981,0.107365629038579,-0.234158536418428,-0.264303764336132,-0.0674800558717623,0.218948660409755,0.258040874214913,0.125294129884652,0.260280947706655,0.167078712046013,-0.248536117940927,-0.182958218244675,0.0167948862623228,-0.213343081513032,-0.16264954939417,-0.283343669660284,0.121035364602224,0.0159964014916635,0.0074851652887375,-0.458463069395163,0.111154655082052,-0.0290493795055387,-0.163618611373156,-0.133656459468185,0.0456233336640879,-0.100537954813249,0.105277699266652,0.107600408738601,-0.0548579718917835,-0.0497928089265541,0.133836837897232,-0.100080714378699,0.278165927535949,0.392928241118408,-0.190667282979239,-0.0482733499564414,-0.132657094632475,0.0695796751729891,-0.524599908430877,0.117053551244754,-0.202656963424077
healthy,0.0955164731297585,-0.151267634884716,0.187874933645803,-0.175048835352019,-0.0722508330313211,-0.0740229691220914,0.0605619633075115,0.311197263790597,-0.147625179135272,-0.0283550471886556,0.066334789878258,-0.0105221667559902,0.21787590852003,-0.0699490275156673,-0.0303724489244458,0.0588059656575285,-0.154347081316633,-0.114730011667388,0.0369773232507563,-0.076252683159737,0.063134933283341,0.146651460995311,0.0909030050867125,0.102807762695067,0.15216162719444,-0.143679475318817,-0.364933826293494,-0.0447436821269069,0.0593016187281775,-0.237783689923626,0.185614875473982,-0.1025426863892,0.151329386164136,0.0193221589414919,-0.241450691565046,-0.0601765734760145,-0.0349937445944605,0.0872191885429146,-0.130583758762777,0.152707821609591,-0.0360301803875411,-0.246344504618417,0.0989327974334401,0.017577661138537
healthy,0.0734455316406248,0.0127648662443198,0.0180719751558825,-0.0656069437790148,0.130436533188183,-0.0235024888890312,-0.0741389914100397,-0.0958152034084637,0.0024159946354123,0.109668576245579,-0.121735643981245,0.0644042267992759,0.0322704346956103,0.0915658052724602,0.0031768433334311,-0.0354906100332697,0.0655413826597072,0.118871780680059,0.0691699533674267,-0.0910764877999149,-0.0148717395560017,0.0744605196817212,-0.140427578817563,0.0977924130364236,0.0251302730751395,-0.0257850349830876,-0.102648865411467,0.142992069111267,0.060715356847496,-0.130983952841089,0.11809418629485,-0.0575457693630899,-0.0167297907880137,0.039701384158687,0.128856493596422,-0.0664377846491808,0.0644428692725822,0.0451434370919392,0.0028643617946306,0.0147840416352158,0.0666817879588876,-0.0350730571540076,0.090209736939027,-0.0570014145217313
healthy,0.137248552082187,-0.23861201515736,0.0920133917260803,-0.121226364381557,0.143387125692745,-0.0681003738465643,0.103245194756937,0.122893486628722,-0.0890861442122792,0.24269928645372,0.087742692584526,-0.0723288719966603,0.127363610629044,0.0019364739656943,0.144868050940721,0.0778945053571328,-0.0256552620108791,0.060898742614406,0.223211925911617,-0.222854705046285,0.139908404593711,-0.0401923364041854,-0.0273190200792237,-0.071687641205082,0.0770890705993326,-0.112557676556968,-0.160916236649103,-0.084181606318323,0.0171304557661693,0.0655966695805501,0.199860474153795,-0.0278142180473229,0.187907432377923,0.122043814063715,-0.0301333959607729,-0.270573910963599,0.0376310062723946,0.124263233776641,0.0609759356427079,0.221476902177654,0.170621297520433,0.0877192806462061,0.0355727009737131,-0.0303939252919884
healthy,0.155779352381019,0.132763698488911,-0.142948093599194,0.259571953716854,0.102569140969674,-0.0884112766546308,-0.124308968487729,-0.0796042662367326,0.0474229741151152,-0.168413841921074,0.234582260012159,0.0226681340215633,0.0380383507617007,0.132969988823024,-0.104533659689918,0.209068906228561,0.157163084468299,0.158838796720786,-0.0137659126802283,0.156982183713769,0.0498095945959294,0.0751896530867158,0.147737203048062,-0.0870878448188601,-0.175561008573725,0.258442117425405,-0.0902837581488867,-0.15567144666779,-0.174869142530085,0.0119822947145135,0.134398152674575,0.160603372501813,-0.0807658395026608,-0.170610040555014,-0.142640244946749,0.0886588250555663,0.221157519807579,0.0263337545738777,-0.0921467185507988,-0.0940001578603673,-0.106628300005527,0.0061204755282583,-0.120310109703386,0.284003076670721
mild,-0.0995666007472559,0.038571778728653,0.173128203535826,0.0014335989614385,0.0208272187259275,-0.03567616388204,0.0625002794287764,0.126005842137112,0.0025581817750427,0.0086514594084017,0.0113938691404829,0.0830246579389008,0.266063218286551,-0.081925952948692,-0.0293181134470058,0.0946945253773012,0.118880315214938,-0.0123890151096602,-0.0413649227400947,-0.0155186662801419,-0.0410624070709517,0.199592969565947,0.0265940596921985,0.137606581136918,0.206496134298525,-0.0753900891259008,-0.0593657600583936,-0.0243976424427411,-0.0853435151886137,-0.0318113858900351,0.120605462077507,-0.0925060404300354,0.142016712063717,0.0001077017636924,0.081642747805823,0.10870749561002,-0.0389179554690651,-0.0649779068136924,-0.0054607361928872,0.105130781415295,-0.030408723861693,-0.0752987196956018,0.11399372115469,0.0370179161386794
mild,0.187162977219809,-0.185968328809527,0.122914843270228,-0.157072389302167,-0.0504538033347779,-0.152159830620433,0.12401321326614,-0.0718106754975652,-0.137119878724342,0.161572975162723,-0.0504980283370727,-0.0435888723315924,0.168424355298838,0.162510686343268,-0.119644695986358,0.171267369108788,0.189432036281701,0.180473104895614,0.229377180793957,-0.189039127292229,0.190770484861499,-0.0197705937708284,0.0518053727704044,0.0985033366370469,-0.0314054961384515,-0.159120367456303,-0.15235243155289,0.148939333096057,0.151724339492126,-0.0054231584402157,0.177281649668931,-0.116403447663099,0.0799211947042511,0.12837453061411,0.180783804556463,-0.143582120738794,-0.0751171421924454,-0.167339988233098,-0.0634559319575884,-0.0207581200998064,0.121383529135672,-0.199415011874503,0.149045612028273,-0.196846576781119
mild,-0.190289008585928,0.0875726401747715,0.233072187885128,-0.140430167984094,-0.151651985505196,-0.16282370562665,-0.139969749025426,0.0583753985419559,0.0513880040863209,-0.0158427062409942,-0.184546892350109,0.139683478170296,-0.191825328841793,0.174928191617736,0.116216424821002,0.163610950478258,-0.0405812793051578,0.0721808105306073,-0.0789057900357063,-0.165457397493847,0.237607195348482,-0.122688531737403,0.0158307782886972,-0.0944574542406516,-0.0290541062052505,-0.102096114891708,-0.156618784841704,-0.0458367350872554,0.0864800397443581,0.244093615807639,-0.0800961996749558,0.132574418601231,-0.0908456702850929,0.0732972668656148,0.0402759237263523,0.0526953076580819,0.0002838852646707,-0.119498997293161,-0.0496322095081893,0.220464342307105,-0.103913934821784,-0.17175535630671,0.18597824662576,0.120033369556071
