group,NR2F2,KLF5,EBF1,KLF10,E2F3,KMT2A,MEF2A,E2F6,BCL11A,RUNX3,XBP1,TFDP1,IRF4,ZNF263,MZF1,SMAD3,PBX3,EHF,BHLHE40,BACH1,BATF,PAX5,POU2F1,SP1,PRDM14,ONECUT1,ASCL1,HSF2,ATF3,NANOG,IRF3,STAT6,FOXA1,TCF12,IRF2,TBP,ZKSCAN1,YY1,TCF4,RBPJ,ETV1,ZNF143,ELK4
healthy,0.465419406036472,-0.447256189378747,-0.200406537566806,-0.195220362339352,0.418847204393094,-0.0640443590016257,0.26906705665533,-0.24626064935234,-0.402279977386367,-0.388095131494499,0.38542055663653,0.100645581017728,0.205749885601925,-0.355562470009727,-0.130944067961313,-0.241203429666747,-0.2168661697656,0.201489869603538,0.20962936408108,0.409385717826911,0.420220093045292,-0.141199593661528,0.22659057795803,-0.205406267869729,-0.147620208339795,-0.147667149211884,0.24202832319423,-0.090996330963192,-0.0282999397575151,0.236445260256143,0.0208690414782933,-0.205759115548684,0.271330239600616,-0.366559028578301,-0.268806508443964,0.371382598754511,0.0842107378188009,0.168767598641061,-0.0795124312057476,0.035566017558899,0.276113989149381,-0.397537367028871,0.160920561619395
healthy,0.637628071318281,-0.628829290445264,0.0390561375387105,0.0968357288708361,0.640640401279724,0.0696992757764023,-0.35575492227821,-0.656086248234445,-0.63007559138498,0.0116450926248679,0.493450033261617,-0.167098403890029,0.176864678577251,-0.564569668220472,0.66554946304723,-0.521608182226876,-0.616880025164104,0.16252182689358,-0.350552696579789,0.687661779756676,-0.425637659672502,-0.0621598618181374,0.339315781182946,-0.417082718044825,0.634294132661665,-0.0252482538898838,-0.417339549571037,0.306230919515707,0.0533808604583726,0.543096552569508,-0.248422233728172,0.110353176455287,0.608492745125846,-0.0032548206036069,0.0990594502284647,-0.126768352208861,0.186797664199194,-0.158288686803276,0.659273542876825,0.172327152117584,-0.150384729930686,-0.608610464181245,0.56120936916188
healthy,-0.442439865098686,-0.34765928653428,0.308686114170433,-0.186066582179032,0.222009360838501,-0.234656494550683,-0.436305778743634,-0.57157564616699,-0.410896930624412,0.162031680572648,0.522226653722328,-0.307884730523398,0.0540359695839755,-0.521424384493229,-0.384040155829084,-0.497532470329477,-0.416224796691921,0.231482772795185,-0.486780414114477,0.0432747169398393,-0.0921749917643879,-0.440128904639489,-0.40616676432901,-0.542555190022028,0.532027935408116,-0.491083661732901,0.0730562968087313,0.449362596343376,-0.332213713497025,0.47711707886572,0.0272490195283798,0.242591718582339,0.538060179825705,0.348650116621505,-0.115205983917665,-0.318317977195036,-0.149543270415174,0.25101701010437,0.408000464176924,0.600501890004586,-0.482358702864448,-0.529475074801809,0.411142032491296
healthy,0.23821778906639,-0.221192874306882,0.352348476620985,0.128846938568743,0.490757153530772,0.265874031509016,-0.208149191707411,-0.518845091618453,-0.269044068865188,-0.470532638027085,0.359611025536861,-0.0788688029898738,0.253660141453048,-0.317707730242571,0.43484664604598,-0.386433878703317,-0.0433772100230845,-0.0940887281649817,-0.01017870958097,0.309855141719168,0.326679823739429,-0.415281034421588,0.119780979121832,-0.182942762835974,0.377461302717931,0.142050456458864,-0.155641237186842,0.0224390062608419,-0.274385523911714,0.257182176121918,0.0673203523396304,-0.0175859611927442,0.43409712204855,0.0406287799154671,-0.0549534695575958,0.156626215586086,0.455145684095995,0.0319027994306396,0.196891813227518,0.0647074576458742,-0.485540750738265,-0.594990860942336,-0.0839085711184268
healthy,0.274646957336217,-0.621012853404347,-0.162495501119896,-0.107099513698721,0.642417754916228,0.695708630147273,-0.384670115983222,-0.627756492151326,-0.579974078769857,0.0540619916669415,0.579031019352813,-0.459042486746482,0.324519609761531,-0.642083749532662,0.642960572477491,-0.633719643596075,-0.376677106809078,0.436867566640784,-0.414696711164696,0.565219277245752,0.144610764892687,-0.076659790086564,-0.505199296605752,-0.575011871772822,0.604666690575328,-0.374205668241737,0.496999788564009,-0.236359401095567,-0.553908733068154,0.0019806639485315,0.237912939126884,-0.13872916743109,0.61037991304254,0.292432469550591,0.0913405918265962,-0.123106051238283,0.635941048629491,0.305252219850715,0.600973523676074,0.405063120765677,0.0778993452827433,-0.550034918868398,0.467059452403177
healthy,0.275329333747884,-0.488138837909094,-0.367288932639065,0.379444947650758,0.242612437462605,0.0089378100219009,-0.338041903449695,-0.463506799837478,-0.343417073472967,-0.435832034511743,-0.299944267992316,0.0485396210482572,0.322536620169919,-0.414308215695323,0.299888388223203,-0.385358680130451,-0.246777873410012,0.0343642941105064,-0.345546093667132,0.0167201802142524,0.293901662237695,-0.319961275308108,0.199131615182307,-0.318240021849045,0.388104904711821,-0.31464111301641,-0.317542025165763,0.367917176228751,-0.207355285916938,0.388550347432411,-0.0664243875767004,-0.421566303045952,0.532830652773978,0.312243693541091,-0.140319144187652,-0.105027864263757,0.13697412710257,0.0896947885788821,0.370397250989436,0.0288905739358195,-0.138362093759968,-0.321353552605613,-0.110947294716006
healthy,0.681023463305829,-0.0577520520942841,0.738481998466505,0.655595081498137,0.0221114517010546,0.300064909444903,0.59136489360873,0.151489657762613,-0.0539018838285201,0.690255561841361,0.862147477842767,0.549031446480198,-0.756312916237085,-0.232856610031383,-0.090999215369735,-0.184059655765191,-0.0298174509386973,0.657702080064951,-0.283140496544838,-0.403503202579749,-0.681059327111222,0.199306020086624,-0.666559496212566,-0.798221188514844,0.660703786197875,-0.6844210869746,0.407841307355722,-0.69917243640318,0.348841572347518,0.39600389211529,0.47720237887715,-0.430668147595924,0.61493685159518,0.685470575174509,0.670757449012203,0.659497157903285,0.612132868284091,0.0357118561118384,0.191390028830564,-0.482083159655774,-0.663303440196661,-0.671661122529661,0.597792065048821
mild,0.0637441557644828,-0.497180212134512,-0.385469832793595,0.227103420527265,0.470088331182181,-0.27758761762461,-0.266960226115753,-0.52439741668365,-0.312795337069787,0.395837856286985,0.383213119953995,-0.407433812262021,0.25631839211061,-0.435963071010087,0.304773738777003,-0.565742439984238,-0.0819144175793383,0.126789335473811,-0.390621494513326,0.539623476629527,-0.157103043256498,-0.245820371591674,0.235525259410181,-0.412384079776983,0.476505414726237,-0.400577193473118,-0.0702498743059097,0.322340895341186,-0.436605980479355,0.412380600183624,-0.231771418770047,-0.259088133865676,0.524178901132477,0.399712332536222,-0.343136037179202,0.216816519603742,0.549765617733921,-0.149453222771345,0.455551958669855,0.11542873977596,-0.497189515315083,-0.467446752022689,0.337779035774367
mild,0.0419904814339152,-0.406798751120854,0.0645132887432063,0.166670038113923,0.255182348649594,-0.434481006637474,-0.135174590742147,-0.42541346905957,-0.318633604141499,0.0042636507832398,0.413739318589509,-0.332876325040593,-0.245476321879681,-0.373732322151981,0.312459501893114,-0.332811811073762,-0.295857870090397,0.104046501771716,-0.0211249119646669,0.381279013161316,0.0095825626334175,-0.33695209334827,-0.110663064989759,-0.324583128933323,0.346231455116418,-0.418804164858143,-0.261070871621548,0.356328634213995,0.0399528015757539,0.370246603227233,0.0782353599355885,-0.125966045679808,0.407721715523294,0.358215222205357,-0.014407617937613,-0.148394190196372,0.227622861794824,0.0799380992043327,0.221102161063271,0.412530131596589,-0.0193766278000559,-0.282182899918402,0.239613235892897
mild,0.308861184042565,-0.284244989426952,0.452056579295108,-0.011325738878071,0.406545330018352,0.141768301487855,-0.231946365861077,-0.500532730804876,0.506456905709701,-0.364680159880043,-0.353398519231387,0.595032421660775,-0.0405300258732527,-0.436111785450858,-0.0473080175603693,-0.0515677188698252,-0.304261832540593,-0.121593830660559,-0.390335946797612,-0.170370225434431,-0.219925376174568,0.450829334953088,-0.279007620988762,-0.308164994973927,0.328061740781928,-0.427701221015183,0.0921737438193039,0.266845892272205,-0.0754089105599739,-0.399301961271877,0.113076304562048,0.26247359973871,0.324560153714331,0.0110986799095934,0.576775754682935,-0.212314209429566,-0.707329031996357,-0.398891003304136,0.206159222515463,-0.0980040927040967,-0.297035352477723,0.229904711665179,0.145755907339218
