group,VDR,RXRG,RUNX1,ATF1,NR2F2,ARNT,FOXO3,MITF,STAT1,ELK3,XBP1,TFDP1,MZF1,FOXH1,CEBPD,STAT3,KLF1,CEBPA,ZNF384,STAT4,BACH1,CDX2,STAT5B,GATA3,ONECUT1,ASCL1,NFATC1,IRF3,GMEB2,STAT6,TAL1,MAFK,HIF1A,TBP,TP73,ZEB1,NR5A2,PAX6,ZKSCAN1,YY1,GTF2I,USF1,RARG,THAP1,GLIS1,MYC,RBPJ,JUND,RARA,SETDB1,ASCL2,ETV7
healthy,-0.0828589391856541,0.0754974196474059,-0.0445038722723828,0.160059060769572,-0.114013018827289,-0.164563459265604,-0.124174247593009,-0.0193471191248033,-0.0223113352829845,-0.129053810216928,-0.0352961212607621,-0.0045165433029974,-0.0751695098593473,0.0862349747072894,-0.155558857752309,0.0534276556156915,0.113607161459981,-0.0899437779397693,0.0495682567768439,-0.163245416487879,-0.0460197649963037,-0.0999888581879681,-0.191950440601326,0.090044690244916,-0.0018939274425446,-0.112128586415644,0.0530096534414188,-0.070445400764582,0.090323799990442,-0.0094736118768211,-0.0952203653441121,-0.0564037957661657,0.0691549598208685,-0.115922624111552,0.131365739833745,0.0678532573288782,-0.045762736717987,-0.168761587811443,-0.130972910532091,-0.0411271743067312,-0.0512248084468882,0.13965092714536,-0.110030405401413,-0.107599015046993,-0.0175565329487983,0.0475522188206315,0.129980348581031,-0.0844178907706332,-0.0820885167947204,-0.0087524311577642,0.118501960296275,0.0750467369016633
healthy,-0.0045117872816566,0.0199578754380995,0.0355684563194176,0.13793426272197,-0.001682362252283,0.026267161976214,-0.02081965767104,-0.0183624356306797,-0.0383815479904596,-0.079896558572398,0.132021349908787,-0.0885985767295892,0.0462766982460689,-0.105200697838142,-0.085403956248809,0.0515510162646751,-0.0878581091984506,-0.156144600539218,0.0586229784324339,-0.034802988212381,0.013486730587744,0.0395151357469266,-0.0037919340293801,-0.063603296001071,-0.14256076550178,0.0614941589020585,0.108248278577748,-0.016568492831278,-0.0310260835070786,-0.0659515323907572,-0.0247309701089358,0.0964574247791001,-0.0222826128670893,-0.0997182348773129,-0.0154255265658334,0.0579824341725079,0.031054205861948,0.088185711581568,-0.162825128505734,0.07607854385794,0.0028550315201774,-0.0519716924461564,-0.0723682502760916,0.0583203897972775,-0.086300973750731,0.0588155013077363,-0.0704632669841612,0.101258207126721,0.127176322600976,0.118811601465396,0.0621019442408791,-0.0331574155325336
healthy,-0.0385182697077403,-0.172596409966055,0.214709969508009,0.108903571574085,0.246723420586935,-0.240142230627588,0.210160889314922,-0.250893076335335,-0.247976980579192,0.239757820156544,-0.0743505305341292,-0.155066027738293,0.24065518329031,-0.245895740211761,-0.224900434497447,-0.199598296504732,0.204320428295508,0.23313856614233,0.239180413982385,-0.229876245580409,-0.248159274567201,0.206804199083425,-0.214319600127417,0.22550033859541,0.204713229884079,-0.192459279645455,0.201005450430848,-0.229255546104228,0.217834140656735,-0.230591801167762,0.17894410795944,-0.0999264135348549,0.22848319846057,-0.109677986594525,-0.184370972012065,0.229317445797287,-0.121863591788946,0.237490029437142,0.186031562009568,-0.216652330799852,0.0130318919606332,-0.192389840107661,-0.203981256892869,0.244614817879743,0.225552023014959,-0.206218766622936,-0.0596129311179866,-0.221122850675225,-0.188489673003309,-0.0418953904862585,-0.152354359062766,-0.223090871761245
healthy,-0.021750499321746,0.0512175345114248,-0.0467773470308847,-0.112862656358048,0.0399062360297271,-0.0542468725841306,-0.0293751481183409,0.0437433507941458,-0.101139525127451,-0.10855079172505,0.038397373745799,0.0152801180483676,0.0488706493748017,-0.0848319947626865,-0.0074411298957838,0.0777097895770047,-0.0021318438655059,0.0319305658585281,-0.05878800822221,0.0502441058494388,0.0839749563910618,-0.029924492421916,0.0207997871857296,-0.0011568837523308,-0.0044816004731083,-0.0857030076264105,0.0076399633084844,0.045847819969649,-0.0098139858921531,0.0630303194470426,0.0465824698670889,0.023663983771892,0.111035762710545,0.0332964288876866,0.0190000129863643,0.0049016647721483,-0.0208927590349931,0.101385514474679,0.0743227300307431,0.0184160834101051,-0.0590285098693438,-0.0984129677168971,0.0165338660884005,0.100240435658596,0.0069329433429121,-0.0194703599327753,-0.0683722764360184,0.0716611316747876,0.0429870053381956,-0.0591329037920583,-0.15408300512884,-0.0548156152694326
healthy,-0.157316957401979,0.0870554546197984,-0.134046367720789,-0.125192570237436,0.125804097678349,0.0562866392306345,-0.0972454345483956,-0.196875633302808,-0.0899703018251086,0.0014016465002123,0.0047830407853021,-0.0864871482632447,0.0699242950287233,-0.106984169080184,-0.149709151899825,0.0809043014661175,-0.0505798518864589,0.0273466063327622,-0.0978708137144178,-0.0745013029718441,0.0912469897227521,-0.0907381779137984,-0.0910690768080467,0.0722568761767854,-0.0231149814374277,0.0312626957171539,0.180835906354858,0.0671034791332834,-0.178282900761578,-0.18173409355014,-0.086071565659812,-0.0984773280031481,0.169101921829134,-0.161298911893514,-0.1331754366483,0.054558289458924,0.173016175628572,0.0419395221356012,-0.0214351744039327,0.11016091878062,0.0101108029742723,0.0706235294952145,-0.147108235996759,0.137913143112783,-0.0337483553952608,0.0675981769907064,0.136452865869655,0.0716271625622603,0.0644767416402038,-0.0409226389217085,0.173804181451413,0.0824627130913646
healthy,-0.0721856635311898,-0.0382960925114752,-0.0514329610615757,0.0141615452819023,0.0475196956135504,-0.0133309278521962,0.0425808740640383,-0.0884551282977198,-0.0839409367817222,-0.0759986808351199,-0.0864646574282267,-0.106150086498495,0.0456477637776014,0.0330444967523863,-0.0839506450230451,0.0480052483788449,-0.0542646721465703,0.0038570913125445,0.0252289403900052,-0.0271537751062065,0.0940146441457242,0.0030306948573266,-0.0149156223742221,0.0546228218318954,-0.0549376361791416,-0.0824380588151929,0.103064202399735,0.0338068047449581,-0.0859024939759711,-0.0854644271736691,0.0370833361914359,-0.0310618346856963,0.0697704922786073,-0.053032921441334,-0.0690404747408703,0.0499065159874871,0.10150806980508,0.0176398393089169,-0.0313231130065169,0.116050593209331,-0.0338134879545644,0.0678519186745634,-0.0237411172324838,-0.0234804720578364,0.0957625496812945,0.0885672655199568,-0.0103214433916728,0.0461727826543607,0.0441820303865683,0.0080848897095166,0.0458761888469887,0.0610761290277796
healthy,-0.125305559117674,-0.0150156921716357,0.0770914163279892,-0.0905217376061771,-0.172577545634515,-0.0252899737113989,-0.0566065621251702,0.232890249145063,-0.184625874356436,0.0875568244978744,-0.147020484709227,-0.156765492504037,-0.0454060515317389,-0.134395100584822,-0.0564656674939905,-0.151692060610863,0.148139065563723,0.165975100700364,0.0688521433307429,0.147827872204422,0.118912618374235,0.124360952503418,0.0405482496828049,0.126856625231357,-0.0169820911546217,-0.0913058468579597,0.160177592919997,-0.0664728618198653,0.0725533840332977,0.147682076890419,-0.0732370292871956,0.0025728584824114,-1.47020484709227e-05,-0.0781291359158952,0.0195243203693854,0.056077288380217,-0.033204576471579,0.0404808652939798,-0.230104210959823,-0.166982191020623,0.0584577950618006,-0.140530755480021,-0.128631897584221,0.159290569328918,-0.0211317443355396,0.252466026684097,0.0436920377141705,-0.131125119970748,0.0212750893081311,0.140322476460016,-0.0015449402601528,-0.0355471028612793
mild,0.0392429658817169,0.0587299078788768,0.0108389149973018,0.106456803017187,-0.068764927059046,0.0435097975264978,0.0444697961233553,-0.0701224852674432,-0.0012496038683128,-0.0309100699726596,0.141616240775723,-0.111287011603902,0.144314451641122,0.0162051434579735,0.0560074441352541,0.0844275742759498,-0.0501778874383945,-0.0974326330818633,0.0451332217710359,-0.0010819329569859,-0.0450635449938197,0.0865746016354279,0.105425899366592,0.0448412939403401,-0.100232835563143,-0.0146822815620908,0.107132243442478,-0.167712494070154,0.0982558240065328,-0.102809089736114,0.0900954451179869,0.104179913330942,-0.0174052812809229,-0.0575359784354358,-0.0984866506633621,0.105289583005013,0.113083913157869,0.0045821637262852,0.0376041770145105,-0.0493895349023332,0.0445308303003207,-0.0448337902874091,-0.108547709305786,0.160151112142664,0.0472211801959829,0.128412268170237,0.0071678644623207,0.0510700181743674,0.0814451848880898,-0.0180099283139775,0.102154284356384,0.0764454071445148
mild,-0.178948962252363,-0.0853590735996102,-0.086909292772095,-0.153803867757407,0.0224617575020641,-0.108631930436364,-0.0512689334416843,-0.159013818560738,-0.136742489970542,-0.139279160984125,-0.0114687081072522,-0.020988123461559,0.075870149429415,0.0111705637299332,-0.159994931624839,-0.0619670342059708,0.0312083660876709,-0.0703588585019722,0.0225134346075654,0.0859716230658736,-0.0586282683442516,-0.0999733928726829,-0.0243028460282851,0.0822622821656872,0.0634819497756431,0.146443198160591,0.154876867941076,-0.0751270819044047,-0.0564971563972691,-0.148420726276382,-0.119928632172086,-0.161439202391866,0.0802855247888287,-0.12817623429515,0.0792842785199282,-0.153366764790105,0.0784258633341846,-0.022724165910828,-0.135202515986307,0.156983429033281,-0.0611639430367751,0.119511869193198,-0.120203466396323,-0.163030684295007,0.0890908975184141,0.005132181365186,-0.0167046196536517,0.0145345383942996,0.0565180603410004,0.0396171278416777,0.113066931440792,0.0796399087425083
mild,-0.0933297286735892,-0.237088429505988,-0.160157423042443,-0.167722863720197,-0.0039349050355788,0.101490769890953,0.220858314801641,-0.106640962792278,0.0770383021489892,0.0446700404706776,0.0410592121992978,-0.166761581966931,-0.186473332178551,0.0634511648391581,-0.0871897878167373,0.0742770805296988,-0.014734544231725,0.123094427698978,-0.0949106977529926,0.0803009668696416,0.064828491087004,-0.116792448460026,-0.117598260954791,0.0192409630203845,0.13667499588521,0.122049937046795,-0.165025143629027,-0.0518150572381198,-0.0987295482716623,-0.0990514353279952,0.0198453223914584,-0.108053324365983,-0.181154531771527,0.0730771206190159,0.0003941474159177,-0.203235545894386,0.07658722232855,0.100030234744191,0.0342360824881884,0.107891285983884,0.149110346857415,0.188124371909673,-0.160779300076446,0.152992698904205,-0.0714173220564289,-0.0012590820230705,-0.0627898730635627,-0.131091240826375,-0.141908397685451,-0.0762237308227592,0.0792805630039879,-0.0673028609758209
