group,RXRG,KLF5,ZNF76,HEY1,E2F6,GATA1,SRF,E2F1,TFDP1,ZNF263,IRF1,AR,ZNF384,PPARG,MBD2,USF2,BCL6,ONECUT1,JUNB,NFATC1,NANOG,IRF3,ARNTL,FOXA1,TCF12,VEZF1,MAFK,TCF3,GTF2I,USF1,ATF2,RARG,HOXC6,NRF1,CEBPB,SREBF1,ASCL2
healthy,0.0077054214152647,0.0029893321635123,-0.0590441516976764,0.0387355397737598,-0.0034489222683948,0.0172841416811431,0.0524066483845039,-0.0009489277882304,-0.141428572896437,0.0068649025874823,-0.0829296603718427,-0.0231026881697162,-0.0149246995180235,-0.0204206145515618,-0.0271507546191502,-0.0619047107866236,0.0418536450118374,-0.0465074440321722,0.0371571212814918,0.0303427296829475,0.0184836279322873,0.0233131173489282,-0.009796137131307,-0.0425931418617439,0.0384708062902349,0.0178219938716528,0.120570129891354,-0.03552280129949,-0.0165162947900145,0.0758517331788393,0.0270465382704323,0.0016944140834655,-0.0503554630076305,-0.0241101128739894,-0.0573028202924701,0.0318233205681814,-0.0291392504682508
healthy,0.0422415937177179,0.0267718403044021,-0.0410497788654159,-0.0796659110578539,0.0412026939000951,-0.0344024289995284,0.0195163051628638,0.0382084781053584,-0.0223913647441017,0.0832908671485061,-0.0491292145697858,0.0320810941127981,0.0451584990741807,-0.0551465612319234,0.01834110647395,-0.0310526610039255,-0.0877750410466058,-0.0351420904577301,0.011435268915506,-0.0015326252098579,-0.0812304839481427,0.0796205061804585,-0.0527263296363578,-0.0246154245247608,-0.123277632752599,0.0184325059024733,-0.0232581851307421,0.0387003923568439,-0.034122818351486,0.0350702766210332,-0.0060095966645117,-0.0716786539937253,0.0621810319031371,-0.0210356627137425,0.0733641099991577,0.0113386256027195,0.0349829627890845
healthy,0.0024900664433332,0.193920702219771,0.120025133776876,0.139502764260354,0.111330460992298,0.185946299077828,0.19008709641795,0.209976223485216,-0.04838669639414,0.150099102534908,0.145990387468706,0.041261795716532,0.198137035993557,-0.0760087058229312,-0.125230520375495,0.0456601549740324,-0.196591137315772,0.0364709181217871,-0.0337621499801887,0.140254363071885,-0.123478798095313,-0.161260269575644,-0.0477958855047149,-0.118954293746699,-0.168112320303935,0.143131148943797,-0.127544134312273,-0.167769958761128,0.0803851497243038,-0.0667772950894778,0.0318775799742012,-0.182679856667753,-0.0086939196795558,0.0248001249129524,0.157172566139543,-0.166183994896194,-0.0446698218706622
healthy,0.0710483522913538,-0.093113846989542,-0.0824208765918933,-0.22123237338796,-0.0631860115788686,-0.0070859748644227,0.0359866783565456,-0.135559461989113,0.0259290148161804,-0.165496501179018,0.0573167074234673,0.0228064727533791,-0.0897170618365033,-0.0109755805599142,0.105074527235583,-0.0629741770023464,-0.0929025538117981,-0.0916209152493823,0.0156364826421805,0.0105122416418426,0.133777423301349,0.0553504947149439,-0.0047970392659699,0.10501940299634,0.0894449843413791,0.0426113814618684,0.063771460530479,0.0815758515351299,-0.141207580134549,0.0046067622044377,0.136072511158646,-0.146351262272835,-0.0384234650395413,-0.0922302349653081,0.0844092866503264,-0.0363152089788238,-0.0438417840126301
healthy,0.12394882753893,-0.0747924812965248,-0.1022509702618,0.0388772198307548,-0.0976695835493798,0.029349083510104,0.111085780937,0.070011236922282,-0.130418689521842,-0.078199063417547,-0.0573179341030142,-0.0853154857255255,-0.0696515657918363,0.020386309032041,0.097645484372626,-0.0652833982613477,-0.0357463048421471,-0.0907222389664149,-0.0212538592116114,0.104767235141796,-0.0437077524710217,-0.008290419556772,-0.0172015039245618,0.0369178800631262,0.147970580136894,-0.0410817091803358,0.006177281022926,-0.0403321723060244,-0.0036590785206784,0.0162387075011882,0.137273997047858,-0.0248085887006174,0.0047094918002398,0.0290170840474385,-0.0786403972524698,0.0522943254788055,0.0918187313251461
healthy,-0.0510118431561313,-0.104379665074492,-0.0148601729893499,-0.0439675362192562,-0.107118272209131,-0.126928312679278,-0.018190567291513,-0.0378507312092741,-0.0905461973238543,-0.0711362030174083,0.0145256024644455,-0.0808824289362539,0.112076113006276,-0.0562880717336124,0.105640357179951,-0.14252395599247,0.0141740318846412,-0.0275122095742536,-0.0709036146594513,0.0606032160107928,0.0138220798933488,0.0302076808858294,-0.035681298989648,0.07021574812182,0.0539598451977582,-0.005350803604638,-0.0738711776616841,0.0762403242014801,-0.0336910756820914,0.119188837899142,0.105318064472474,0.0093777097714968,0.0734642116038407,0.0171054152828564,-0.0744768591048475,0.14895836779736,0.0750528449392915
healthy,0.107167487479307,-0.106197645963658,0.0664341438220141,-0.101348438385408,-0.100378596869759,0.108137328994957,-0.107167487479307,0.105227804448008,-0.107167487479307,-0.0751627174628627,0.0130928604612728,-0.109107170510607,-0.110077012026257,0.107167487479307,0.109107170510607,-0.102318279901058,-0.0964992308071591,0.107167487479307,-0.101348438385408,0.101348438385408,-0.109107170510607,-0.109107170510607,-0.108137328994957,-0.102318279901058,-0.108137328994957,-0.109107170510607,-0.110077012026257,-0.110077012026257,-0.110077012026257,-0.109107170510607,-0.0916500232289099,0.012123018945623,-0.106197645963658,0.104257962932358,0.0324896907742697,0.105227804448008,0.107167487479307
mild,-0.0055328956203433,0.0130783951783844,0.045786759566115,0.0255686629096674,0.0452738499771737,-0.0306152403057325,0.110652929856574,0.0197498168629076,-0.006553092776238,0.0437883305843298,0.0995470384116608,-0.10093610415713,-0.0421141403967174,-0.0286386066508955,-0.0066208767759402,0.146398571639764,-0.0122224623142207,0.0286963989053586,0.045180833490161,0.0685143030228571,0.0038952086086711,-0.0379385767389636,-0.0379591997011371,0.0121349346259261,0.0192153783935577,-0.0120030435887697,-0.0206006339535088,0.0456309682743467,-0.0762758907246028,-0.0091660274125559,0.0141128738688076,-0.0667368914457611,0.0117692900394824,-0.0526800246396005,-0.0075188549040701,-0.0221286782140904,-0.0001057792762647
mild,-0.0373339627978737,0.0321665194728256,-0.0518791907465583,0.072708204780263,0.0051887886486272,-0.0375021166645932,0.0557120961802791,-0.0521994928840864,-0.0234132791799609,0.0471093872941198,-0.0283136817732291,-0.0338760611393193,-0.10604256209668,0.0136685343403932,0.0015272164614588,-0.0733071238530652,-0.0450545024771404,0.0176403270418587,-0.0157867621863518,0.0374827958179162,0.0052993740010214,-0.0577386926690014,-0.0299994732006289,-0.0457653112632939,0.0166909288973022,-0.0973497979561072,-0.0899552805806491,-0.0337684377732652,-0.0772185898602648,0.120305667640018,0.0057267016724983,-0.0116195055606274,-0.0050853093460305,-0.0695603470037929,-0.0351858705208347,0.0918996887419808,0.112568510945642
mild,0.12118290579401,-0.110228518829579,-0.0102697377791534,-0.117075010682348,0.08147325304795,-0.118444309052902,0.062303075860197,-0.0896890432712727,-0.0979048334945953,-0.0143776328908147,0.108859220459026,-0.0828425514185037,-0.0267013182257987,0.123921502535117,-0.122552204164563,-0.10338202697681,0.0718881644540735,0.12118290579401,0.0458714954135517,-0.049979390525213,0.037655705190229,-0.117075010682348,0.123921502535117,0.108859220459026,0.104751325347364,0.0486100921546592,-0.119813607423456,-0.104751325347364,-0.125290800905671,-0.0540872856368743,0.0759960595657348,0.125290800905671,0.110228518829579,-0.08147325304795,0.0540872856368743,0.12118290579401,0.107489922088472
