group,VDR,RXRG,RUNX1,EPAS1,NR2F2,ARID3A,RFX5,KLF10,PGR,CLOCK,IRF4,MZF1,FOXH1,HOXA4,CEBPA,GATA2,PBX3,STAT4,TFAP4,EHF,BACH1,CDX2,NFE2,STAT5B,FOXP1,CTCF,HSF2,GMEB2,MAFK,HIF1A,ZEB1,ZBTB7B,PAX6,ZKSCAN1,EGR2,GTF2I,USF1,RBPJ,ETV1,HES1,ZNF143,ETV7
healthy,-0.117471173468963,0.0992090361279949,-0.0231432877664265,0.0660988647068489,-0.0997426316762029,0.0849777022643839,-0.0969484074990761,0.131830116140273,0.101269396129884,0.0928213297611064,-0.129758857165484,-0.0635053632806225,0.0806953141625953,0.0504211463146911,-0.116512517977672,0.0154418010412692,0.076272147660854,-0.2448788042933,0.0644326842248274,-0.0168395943156388,-0.0034320411536868,-0.0082162361327264,0.0316749129274341,-0.189171883184254,-0.0405198835593044,-0.0297203637874449,-0.0500060770967659,0.083770186891886,0.0080836319624483,-0.0308951822412442,0.105624444051003,0.0579668685521587,-0.200612625861705,-0.146069170109688,-0.160818205186028,-0.0046527261184385,0.0934466583312191,0.0963103634605806,0.0217168846881955,-0.0138033221153675,0.0270096984025482,0.0671715052897147
healthy,-0.0939500314120688,0.0283938788259166,-0.0253495564217666,-0.13447877058323,-0.0028331521614743,-0.0608419398153802,0.0489732036689881,0.114948616276512,-0.0054041733181432,-0.0589127073413829,0.0358123966968977,0.022876197382373,-0.071620749492522,0.0897695502253631,-0.0758518998748079,-0.0210243314584447,-0.0513170944835979,-0.12910530049043,0.0370679329662631,0.0511575061665703,0.0276880849472269,-0.0317444728751048,-0.057402696858338,0.0073811719990323,-0.0147449007123207,-0.0250945497822141,0.050965059567095,-0.0061671649477606,0.025448815816661,0.039810775558232,0.0054483519887955,-0.0303007367364416,0.0691798050473487,-0.176308771264803,-0.0905151365996561,0.0299223340624189,-0.0484129268521109,-0.0382740043366658,0.10223272718215,-0.0419926060785468,0.0053389257950881,-0.0615004111754057
healthy,-0.091783996709848,-0.010663967105492,0.0275893999813571,-0.0932159505978694,0.100759728288477,0.0204454457467033,-0.0614768666371358,0.155964284442929,0.0590972053899653,0.0606650194238787,-0.0419265615190756,0.114610158050752,-0.0865116590748107,-0.0159845034619101,0.0368005521897302,0.110061027167932,-0.0293582930560308,-0.0858956944776651,0.0725850150843523,0.0215456568727212,-0.14768216258917,0.0006057976793543,0.0224106733005015,-0.07238107424451,-0.0418149513548783,0.0423226194499216,-0.0299597980367622,0.0157226488459088,-0.118045295985659,0.0095679733675949,0.0656845397031735,0.0117051347978185,0.123604114770903,-0.0139243846753937,-0.0331192242232707,-0.0102435838824493,-0.0634345631407181,-0.0108316835937966,0.0871972105759498,0.0597436707404847,0.0410332283424842,-0.110682263500229
healthy,0.068405840437907,0.078240027139278,-0.033577323871525,-0.0391693321233065,0.0168807008692508,-0.0593948597989995,0.061501019257548,0.0022041255651533,0.0010920536883516,-0.0813072833103399,0.0321157724477598,0.0041540536870272,-0.0222876247529604,-0.0404603375281535,0.0058268585073409,-0.0393604554979499,0.043178449652617,-0.0412999831085062,-0.115265288262781,-0.0598372729470916,0.106436931655935,0.0247240284042075,-0.0473425683505967,-0.044224875291317,-0.105854167521783,-0.070403297778168,-0.0188793883775171,-0.0018865185528728,0.0685673279469679,0.13118847109008,0.0585572272208374,-0.147122613595971,0.123564672627344,0.0848423388237853,0.0144763934195968,-0.0837094659243484,-0.127109569484831,0.0262053743495127,-0.146005956547513,-0.0432039476803634,-0.0583406058184475,-0.0616018930339836
healthy,-0.110661835757311,0.0433620521515335,-0.0787215069349659,-0.136429127921173,0.0787305844153826,-0.0342988113487233,-0.0046831268305763,0.148197414141257,-0.050866919237993,-0.0468460547557913,0.0610915525714139,0.0568945412222352,-0.0493930645200278,0.02537236708212,0.0570127234552262,-0.0969910190091275,-0.108885318156152,0.0295324560531219,0.0595663171269457,0.0933568114457823,0.0680575235493782,-0.0557035539181215,-0.0324201010041747,-0.0965144622239758,-0.0548442118141946,-0.0186463478154107,0.0875125108190632,-0.104883308585081,-0.0944921089543759,0.121732971481395,0.0423196511714449,-0.0335130515197884,0.0018959466206168,-0.0222559914980139,-0.0858035384215829,-0.008407715476046,0.0657075716672472,0.0920032169382529,0.103755951137671,-0.0748336330092301,-0.0200534447737815,0.033648841877443
healthy,-0.0387208869153502,-0.0052979985848043,0.0048915251505198,-0.0365305812098869,-0.003190055268691,0.0167879251425847,0.004441031609211,-0.0203945201084718,0.0054756624699883,0.0141258849500287,0.0238431086778718,-0.0167959329112829,-0.053807251692844,0.0249600340655524,0.0323622887735384,-0.0389763211643312,0.022653479989073,0.0144314016845964,0.03661626885912,0.0286707978869618,0.0200211635481253,-0.0087906525028595,0.0801220464005747,-0.0164043213528025,-0.0027475468752649,-0.073639712397806,-0.046459648875182,-0.0251784606603241,-0.0610354844669466,0.0110319455265307,0.018956989902264,-0.0235842360649299,-0.0312549319908276,-0.0423420949280706,-0.0389561207760617,0.0250225127580503,0.0154951681557781,-0.0390729799090971,-0.0066554058623998,0.0035656739105907,0.030170105540386,-0.020688862160167
healthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mild,0.0189668199809501,0.026987495821436,0.0560040742592623,-0.0241665810380771,-0.0245573878720437,-0.0192349371543139,-0.0266014260400023,0.0516288987037601,-0.0637802843529595,0.0280728222289089,0.0296023488196124,0.0860288666565434,0.001574765442393,-0.0802048974199345,-0.0063499174121219,-0.0406668854373105,-0.0394940589023364,0.0112481989116175,-0.0256843665057169,-0.0241601521810681,-0.0313545168793636,0.0477689452833929,-0.0119837616617128,0.0131112140006393,-0.0171765186483089,0.0047750504614604,0.0365710944729825,0.0094116098085116,0.0428095558062225,0.012514717578475,0.0499581741114858,-0.0223726254077676,-0.0132128576135601,0.0406306808215231,0.006540888301378,-0.0140565266696746,-0.0348940763680572,-0.0328814042550845,-0.0332225397096344,-0.0239899904868674,-0.035921644570718,0.0330256475047122
mild,-0.145072602509268,0.0082578883371491,-0.11614042068852,-0.162475950695466,0.0608601324993268,-0.183897918994634,0.163262462234111,0.173000793177381,-0.0592424788754722,-0.142968931587937,0.10271960192314,0.149751627971502,-0.024719015978433,0.0822174634551946,-0.134227892688892,-0.168286220193947,-0.0838680392739794,0.118632398488276,0.117855784731425,0.129887986957754,0.0549110828225833,-0.0648936898134792,0.0543389125768708,0.0915516752100997,-0.139326578063954,0.0251573549367801,0.0847524422886591,-0.175683092043521,-0.128727441866258,0.168575488902106,-0.0731770166568852,-0.105585039928631,-0.117041601650387,-0.103710134506628,-0.147622005549127,-0.0714383566153677,0.121774732974684,0.101925335110346,0.0971240660077238,0.0268449267326359,-0.0906975388879178,0.193372600792986
mild,-0.0993663339463524,-0.0810767066863839,-0.0275075158847128,-0.0152831131898366,-0.126393642722641,0.0497953892865578,0.0459693913466158,0.0027403123035055,0.0773603212385821,-0.0824390333744124,0.0941832289608647,0.0125219223163996,0.0555996317275067,0.0657935934965473,0.118344954014059,-0.0336614743720138,0.0968504662696101,0.117379320154729,0.117337563014866,-0.0056998495912915,0.085335934952404,-0.121408884151503,-0.140669364913284,0.0007672874449815,-0.0279407462107908,0.135956027751255,-0.143733295050728,-0.0150638882055562,-0.0409585345630628,-0.124044803605351,-0.069436903949589,0.151489683780269,-0.0288541836452926,0.103902203263964,0.113464588292578,-0.0080330297811333,0.0460633449113074,-0.0723703430249606,0.143691537910865,-0.133857731473142,-0.134969515321993,-0.0718796966315711
