group,LHX2,EPAS1,ARNT,TFAP2A,ETS2,PGR,SPI1,MYBL2,GATA1,FOXD2,REST,ESR2,RUNX3,IRF4,IRF1,FOS,GMEB1,STAT3,PPARG,PRDM1,SP4,TEAD4,BATF,MNT,MEIS1,NFE2,PAX5,TBX21,HINFP,ASCL1,NR3C1,CTCF,KLF4,NFYA,ARNTL,TCF12,IRF2,HIF1A,TP73,NR5A2,TCF3,FOXP2,GTF2I,USF1,MYC,RBPJ,ESR1,MAF,MYB,ASCL2
healthy,0.244829409887706,-0.104184272974399,-0.0140039354770501,0.0090430405265019,0.132339093863883,-0.0399809189876432,-0.0768656337440016,0.123773570383624,-0.139331438207978,-0.236695183062923,0.119163613232874,0.127757796165158,0.205241996415369,-0.343612078592916,0.0750643028917154,-0.0243396015823919,-0.139438489690543,0.097886498879384,0.0526298524314458,-0.0865410085526857,0.0051990212798747,0.152102314810398,-0.12189019482554,0.22682481159046,0.0046460624408014,-0.145346270458,-0.250786642258658,0.292118629629271,-0.0882392215726853,0.0619750815918011,-0.0858500909788639,-0.129922708693136,-0.0630107555149842,0.137545280006764,0.0736715097182975,0.267227614570415,-0.0911759724802029,0.229712391869503,-0.0363178476538022,0.0455498438811562,0.0414540710167395,0.0763716796590977,-0.23378990135763,0.174138061717494,-0.231284166130569,0.0761662869195841,-0.0361492626418896,-0.158631050371733,0.0279633364134533,-0.0111663687515412
healthy,-0.0015264939452314,-0.0465692176676463,0.171669852206703,-0.301699522585894,0.0787263112333273,0.216871044775844,-0.196290792369688,0.31938418460963,-0.411084124568662,0.100357412969276,0.15473915966019,-0.153539379373883,0.519311606376256,-0.528378866432399,-0.209120489719394,0.302185538354964,-0.0775781932790236,-0.123122824294292,0.0524557178157834,-0.0939766388163946,0.0725860228551668,0.572600870325815,0.16454217643596,0.232524240342488,0.169172546859054,-0.0663502216575574,-0.17958723850348,0.191517160157273,0.119205533922055,0.226158167337077,-0.255863889201103,-0.103882578504165,-0.324536966557577,-0.280542116224171,-0.0956775080118397,0.182803932896448,-0.305576697276368,0.354554403338978,-0.186227008782756,0.234091117804152,0.443128563895981,-0.257447670006418,-0.385797287895945,-0.281299954424413,-0.206902535933099,-0.561083458703738,0.156578365462959,0.361038308719714,-0.509792345554199,0.515555254881595
healthy,0.174793657839184,-0.14090579296461,0.249767081421359,-0.142559324118173,0.194827561568916,-0.286424255537319,0.267445960055227,-0.0176321101034828,-0.31116446797635,-0.26403189135058,0.241554629526139,0.276871434567996,0.213630789686722,0.137739172302547,0.036904009915964,-0.132927319775223,0.251276123326139,0.134401633920349,-0.117496085691455,-0.0722734678196655,0.307307373738418,0.0729792474600248,0.0482419941934614,-0.243281833870112,-0.313083100166875,-0.237554780726732,-0.20438970223084,0.0161314015004808,0.0558061152103737,0.329878580785349,0.100114382803024,0.0241572894763096,-0.20442953201199,0.265786204435438,0.118112035739998,0.296335884671757,0.0569262470232079,-0.255403148514716,0.0156406890729404,0.198709893806519,0.279143908956046,0.262662644834807,0.104192938787384,0.340709254058704,0.22717699689489,0.132502593492372,-0.218568253983293,-0.250948539532582,-0.29454497308603,0.303448238691887
healthy,0.404721403511344,-0.125902402778718,0.164240409425095,-0.218634666508005,0.332367365885062,0.109433721547739,-0.175058181034634,0.111234504663489,-0.362085818143612,-0.225189443596168,-0.0430995208240955,0.403076314878688,0.181494427444991,0.226936798276551,0.0490767723780864,0.152167769138422,-0.0218981382950278,0.349725442559764,0.116338144460474,-0.535803959803816,0.31014883186633,0.32499704002039,0.137123904480053,-0.0940468131055017,0.286610501816519,-0.305038152807403,-0.305252740991347,-0.10490222946369,-0.176969887178637,-0.443043189249767,0.044581001269238,0.0263488318941684,-0.0671563515408569,-0.239571267854928,0.358503839423604,0.406511299818251,0.12687465164717,0.246527370318075,0.0195056636769722,0.0645596071600901,0.500369626847758,0.31764708866544,-0.570780172345985,-0.35728967604379,-0.541353652708502,0.405159848969492,-0.383623729860091,0.294997498227494,-0.288587091592343,-0.126644935608368
healthy,0.276465509962617,-0.092414405854023,0.338473914639298,-0.178801004136981,0.16589245311215,0.456240350012028,-0.34020990517596,0.358735812976066,-0.649586282140339,-0.291318973940704,0.266730236590446,-0.0434639431381676,0.444981741495346,-0.123803421748842,0.273166684039211,0.206161394118192,0.351570421964066,0.0507266595566779,-0.0053630175790056,0.126543582710341,0.15707919855212,0.157557568582694,0.179657058459856,0.131811007349601,-0.0337723736917378,-0.333988649712194,-0.27998703958541,0.340333269884824,0.231714206728504,-0.308302750966306,-0.184343832153324,0.315735628309156,-0.0940996383832863,-0.0203762542184548,-0.106509356656888,0.289138406281794,-0.53325054397229,-0.046615849342322,0.0366993468713483,-0.0677990996549664,0.533956422845919,0.0458762560116924,-0.527699367427424,0.261395396112405,-0.217562489854252,-0.22445989767701,-0.0007271522579763,0.218859322947715,-0.563390993951471,0.227940998716888
healthy,0.0616924198340335,-0.195742635233841,0.138128720431742,0.0168894524982526,0.151040704143321,-0.0929159134168864,0.180328972660096,0.20473263874081,-0.432322515571619,-0.107631330611468,0.0333540348862082,0.122570805402568,0.0040350705580782,0.154196281171738,0.0827393094505606,0.0409556233912938,0.131943226732573,0.11442421246925,0.119645754512688,-0.159147592927627,0.195423136879329,-0.034361083699187,0.148997160761674,0.0117789074610959,-0.268436130272403,0.152561625045802,-0.339963958323475,0.0397643004994205,0.179362798683181,-0.104727788615904,-0.247632326877534,0.0543435806793257,-0.180785600136956,0.208858040702373,0.0431839964321304,0.0890343318366577,-0.204808217503221,0.236108579588457,-0.189353977725713,0.132263498931069,0.255100913428185,0.191688843604003,-0.120208438299626,0.146487406143062,0.0984904870541322,0.0197499767051817,-0.146159018503813,-0.115016322169723,-0.212583583588037,0.1047462815029
healthy,-0.0253050720073655,0.0751342978445875,-0.138391162514871,-0.223006139340025,-0.0519593047809805,0.0971503751022103,-0.0857365082502998,0.225056464937995,0.0565708758483766,-0.225818275543076,-0.0512332170287009,0.0637320616889377,-0.0703549124454288,0.049422151468095,0.192862697688178,0.0476218858397312,0.123682485565087,0.192822821015284,0.0947286979879139,0.124930293121064,0.0767044418397917,0.0023685082171043,0.116551207229197,-0.02515719601205,-0.258118380587277,-0.0513570008674763,-0.0743226413983893,-0.0776224360803741,0.148828881644895,0.085842846044684,-0.253078966050288,-0.261801157481849,0.0519543201968688,-0.0663547836957418,-0.171574369710872,-0.100288170800563,-0.104903895688052,0.0610744475933513,0.235377877105412,-0.0693181189501828,0.264737077523675,0.0936013512146376,-0.275551963518156,0.274290032973862,0.0575387159300766,-0.0169583859122243,0.150659885541948,-0.171826921972535,0.0357062375205702,-0.0600418079181985
mild,0.0359495449983783,-0.465848370192796,0.313058741221129,-0.417895486332322,0.546527471279938,-0.319966201117899,0.130524483111775,-0.136158974282464,0.0222602911192666,-0.537949775271675,0.532809220959086,0.568484084439559,0.416117873918363,0.457336147181966,0.0914783469390935,-0.535625146524321,0.420550222775292,0.453704331853913,0.5968845370997,-0.406311561859699,0.386949154887579,-0.0643188891846037,-0.510287081850757,-0.321684045954676,-0.0834164561220788,-0.433937368052,-0.535759729907934,0.311852712181491,0.178419652759681,-0.179619976379068,-0.107935257648101,0.4055245512035,-0.15642846974008,0.507123917662263,0.602980727304035,0.460527779804156,-0.529910632801214,0.105372409271646,-0.333414052652755,0.236605625847124,0.511542171637799,0.331697043828714,-0.0484779585262688,0.506496262767065,-0.0207647816696065,0.0126360391674885,-0.5115615906003,-0.0389213209378795,-0.608978825347342,0.228409532985639
mild,0.210667409619286,-0.22152596116737,0.138516210755806,-0.0485808730527406,0.114789891056487,-0.245711115091877,0.112267155766732,0.287982752089715,-0.519504794326188,-0.103175992434022,-0.369246394487746,-0.210268273105516,0.13094114648202,0.0348200588196363,0.067846270604434,0.303882222255935,0.198792874217969,-0.12684840228868,-0.0805354417242776,0.094643588887778,0.387603271029606,-0.0643896782444956,0.105598889198091,-0.106226511543639,-0.232655045440928,-0.144232516851472,-0.300440895938543,-0.115996430631226,0.109163866978688,-0.126146538584565,-0.142098482508205,0.0033681903108232,0.0691974285160927,0.110145071410019,0.188934666227534,0.255018170206442,0.0058400184837849,0.26330223510275,0.062258359411647,0.192812023445444,0.344791804486202,0.183437298159385,-0.0927167166566535,0.301461240274853,-0.0219706116601695,0.0847758069824051,-0.340608699942964,0.0863249621585434,-0.324615161710698,0.12009212533108
mild,0.181341273873725,0.0329592581316612,-0.156594650278187,0.0340733326068872,0.304502695739124,0.202301021511805,-0.250680194227654,-0.291793451396742,-0.0282586456528564,-0.226160783189564,0.237025452468797,0.15393650767063,0.372632258932446,-0.241596578221314,0.0910963550888539,0.161703268102086,-0.218474646568815,0.0760587928190808,0.044603290914397,0.0061261880408539,-0.188409294612385,0.265532077418222,0.0914286229147986,0.0139149367843205,0.258576441385396,-0.0411071493046414,0.075120624839943,0.358000258861987,0.195787594864979,0.0609186184265895,0.112161157995431,0.279238125238438,0.0423531536519337,-0.26509475432378,0.0870456193872644,0.318328457702511,-0.085230362073464,-0.0959044659819349,0.213202337977723,0.0815998474458632,-0.196217588522084,-0.062274564333937,-0.0634619331825332,-0.0652405433096486,-0.150125200255383,-0.149001353197041,0.0347549702792295,-0.0571830485304915,0.116055532367165,-0.201340865220656
