group,VDR,RXRG,ATF1,NR2F2,HOXA6,ARID3A,MITF,SRF,FOXP3,RXRA,RELA,PRDM1,ZFX,CDX2,SPDEF,BARX2,SP2,GATA3,HINFP,NR3C1,PBX1,ARNTL,RFX2,MEF2C,EGR2,GTF2I,HOXC6,RBPJ,NR2C2,ETV1,MAF
healthy,-0.157345964241442,0.206648026087235,0.226981939347031,-0.0421838387716846,-0.0710370290826415,0.0374728887622618,-0.0314526174690966,-0.011845882135136,0.0078601049653562,0.220678950900715,0.123447642888969,-0.0534063061914501,-0.0166383723163896,-0.0304383780366927,-0.0267717437525622,0.0200767609556001,-0.173169436111072,-0.0325600934094546,0.0975820310049283,-0.113375426581669,-0.176335133028094,-0.0006247514394988,0.0169892624000878,0.0707366003347894,-0.0184803781652892,-0.0785467452358477,0.0705654996463575,0.0936794649121398,0.130994453136737,0.130390588011744,0.0561800087578265
healthy,-0.069722341757029,0.009775760155218,0.0618640342920387,-0.0641341106021426,-0.0137165492125968,-0.0799308516196092,-0.111782309235646,0.0962024870899135,-0.0125203867434732,0.0523603497776596,-0.0777373264212161,0.0187904390546151,0.0907266789309929,-0.0152296632607079,0.0785736820116851,0.112505697812097,0.0096549437378667,0.0855331828342305,0.0362652870239105,-0.0898095977229387,-0.0184799268729869,-0.027146567447524,-0.0245250665777419,-0.0033923744505527,-0.0566523413465318,-0.0196969285642541,0.0910053494029204,0.0685357273598519,0.0653858739367408,0.0890004208302895,0.161118873447116
healthy,-0.20384446650142,-0.129994752825442,-0.109525664855132,0.218644167323396,-0.0052120114577936,0.133103261486486,-0.211171724935644,0.177578839831119,-0.156586164889551,-0.206665104049513,-0.192233356699567,0.197980699308299,-0.186735138658227,-0.0176391105627863,0.207142084197473,-0.0185650512804133,0.0452028852201088,0.104153581153035,0.186891049579022,-0.22139276773786,0.152323767456457,-0.214405165775806,0.0903550022934108,-0.176278934840838,-0.136564465433361,-0.140539361648928,0.09089726898353,-0.15408012339872,0.0085333024609183,0.209361549209334,0.0021972712864808
healthy,-0.149610190449055,-0.027603181610963,-0.232110799929635,0.137640604746026,-0.0363249291068635,-0.0515423530170193,-0.0992536282213905,0.0098880271040649,-0.0170707366196897,-0.179165987200676,-0.118741156471348,0.0375722474829407,0.0848719415556955,-0.167571754707156,0.13298726288309,0.137970348698224,-0.0894961912993625,-0.155088540901833,0.204102823684861,-0.102427513562726,0.0280621684257797,-0.182509534987149,-0.0985605571330029,-0.066312317178484,-0.128278381519731,0.0470540827330583,0.131602468025732,-0.0472902628368338,0.159324712752607,0.126487045503392,0.0040716491797096
healthy,-0.0775450937004953,-0.0492636591883731,-0.0983478913790409,-0.0287372190123802,0.0592902910827389,-0.0454017091548739,-0.14750284082179,0.095462656759333,0.0331744809618628,0.0177691571672774,0.007387235360114,0.10672187593391,0.115323658672211,0.0264932370629239,0.0776690317991024,0.0656475901825355,-0.0259033134534127,0.0332796475285844,-0.0402507840825213,0.0334717317229006,0.041378549707231,-0.213752645995516,-0.0743573928440197,-0.100044206569439,0.0014832332190449,0.113601830503342,0.123939572318702,0.0685608357740993,0.178501600900312,0.0555437713377384,-0.107637343476404
healthy,-0.12354918727501,-0.164711176824351,-0.0742834652797284,0.0704687030596835,-0.176283752520574,-0.0024926960425378,-0.0309761102620097,0.053464698646289,-0.0311220367637784,0.0514285883224637,-0.0802943803693286,0.0709804627781808,-0.004539127774851,-0.100549142743072,0.0770340902846706,0.0108509119218735,-0.0232055164535574,0.0450187811518899,0.033013495583354,-0.0443911484445741,-0.0190990530153941,-0.112129945209001,0.0158808378488662,-0.0538681746469146,-0.0723506297549498,0.109442068296248,-0.148779657824101,0.0937963308827779,0.111430700141029,0.0743728668914839,0.0721939264884364
healthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mild,-0.144064737260211,-0.0399325141121702,-0.0828641168478335,0.0102932449788513,-0.295030506406963,0.0241024550041495,-0.0279966967923751,0.262139647738449,-0.125355831043147,-0.178775346966577,-0.157968335128088,0.208152210733366,0.0924049366918396,-0.101958777401416,0.183159483150272,0.237194087211034,0.202048523281326,0.25465064407011,0.0283357228781747,-0.340459831755247,0.0158126949688595,-0.117153088718135,-0.212983184695156,-0.249893595311402,-0.250849061770229,0.153100492594391,-0.0781030203372423,-0.0007927235496081,-0.104510634217869,0.23681325823632,0.0008852845307171
mild,-0.263583709743243,-0.132055432496773,-0.208671222328149,0.16847198947769,-0.182913308713828,-0.0270995660888777,-0.262985043319671,0.0891300844282794,0.0299749604505964,-0.219725100108313,-0.0644373072956831,0.179256365766045,-0.0590741874274273,-0.222401803849425,0.20123737813278,0.10613161617497,-0.0302812450214147,0.0157481976949878,0.244754963622271,-0.238824495757266,-0.0892779629678315,-0.0090948229316787,-0.233374435109566,-0.260439870082995,-0.272477580423053,-0.0929714938284743,0.111648549929796,-0.0120209949333663,-0.0852422599255762,0.227700094114944,0.131067271840503
mild,-0.0225934231141374,-0.0445021970429979,-0.110228518829579,-0.108859220459026,0.0540872856368743,0.110228518829579,-0.117075010682348,0.122552204164563,0.108859220459026,0.0335478100785676,0.0581951807485357,0.110228518829579,-0.125290800905671,-0.112967115570687,0.117075010682348,0.0869504465301651,0.118444309052902,0.117075010682348,0.125290800905671,0.126660099276225,0.114336413941241,-0.0335478100785676,-0.118444309052902,-0.115705712311794,0.118444309052902,-0.123921502535117,0.0924276400123802,-0.126660099276225,-0.117075010682348,0.110228518829579,0.125290800905671
