group,RXRG,LHX2,EPAS1,DUX4,MAFF,STAT1,FOXD2,ELK3,E2F1,XBP1,IRF4,IRF1,FOS,KLF1,STAT5A,KLF3,STAT4,TFAP4,OTX2,SP4,BATF,MNT,MAX,TCF7L2,TBX21,PRDM14,HINFP,HNF4G,STAT2,TAL1,KLF9,IRF2,HIF1A,NR5A2,PAX6,MEF2C,ZKSCAN1,GTF2B,HOXC6,NRF1,ESR1,HES1,CEBPB,MECOM,SREBF1
healthy,-0.0508613809362544,-0.0442311806866726,-0.173777029410074,0.207137780744968,0.0698636900666202,0.160957366281187,0.356929232239336,-0.0572993976686366,-0.16657499798585,-0.115714272518618,0.0391612588966471,-0.151995531627163,0.523494398189859,-0.197047752810575,-0.419681476700549,-0.15076508517939,0.29278319845011,-0.11728163004361,0.0271994736235266,-0.290523665638069,0.23023074094675,-0.134632157238972,0.169780765877801,-0.235934632374686,0.114598926431078,-0.283415497377771,-0.11622606273086,0.014401572066164,0.103988980468573,0.0789878188504484,-0.107191077734,0.0320884859635279,0.142280169785647,-0.215991069728977,0.179565345248021,0.343298360649036,0.266889288024258,0.201994708612106,0.26035321312621,-0.0348705586797693,-0.0330331479177846,-0.0699664676092426,-0.501685895083248,0.0526390129234485,-0.144366134400708
healthy,0.0848868710767868,-0.0509544523302628,0.0171167660606366,0.056439150104728,-0.163906094841247,-0.0234734125610443,0.025685325773942,0.0003378563046252,-0.0831246938777179,-0.135777894598431,0.105133972063541,0.0597914659223674,0.114846347877136,-0.208191334540264,-0.0486480857814584,1.23061299758465e-05,0.098774621883249,-0.0089963711961533,0.0617683105189929,-0.0790795660712633,0.0305130373119261,-0.0661699013709889,-0.0213695428625877,-0.128428742365785,0.109628484963722,-0.0529262325117654,0.0917631504951765,-0.173919153354919,0.221392286852403,-0.0606899968461126,0.0544240711677886,0.180224844661279,-0.0232315568309616,0.0877212846505885,0.0767670344942856,0.0206308719966752,0.0216207936808826,0.0830635779515967,0.0568035886071559,0.141103593664408,-0.118364864240833,-0.0045459625725551,-0.044175282074923,0.027526890670859,-0.0835763918539408
healthy,-0.0075685699636441,-0.0384055928819686,-0.137995479410536,-0.147077331041892,-0.0103167880423128,-0.122250274346888,-0.184199711219342,0.128786740386701,0.272979815077919,-0.0676739965304097,-0.288398902970437,0.348061268448984,0.132587309610828,0.0332525668964395,-0.130263850861327,0.154073862953923,-0.36140764610184,0.108779242980808,-0.0412917946952181,-0.054565613799393,-0.200579569407893,0.0045780337129674,0.0564678438740332,0.0534896288863398,-0.441538943887719,-0.241041804449727,-0.0732986170552767,-0.0414500977055963,0.0653422515514161,-0.113375578452827,-0.168221915296568,0.04097115364097,0.0564359959311168,-0.0865671762050785,0.401079663066834,-0.0375986582378058,-0.0605039581782366,0.0253297065813936,0.132817306519853,-0.524959226294319,-0.193608328509354,0.0690024592533696,0.159815427395879,0.0543859827548445,-0.177467834271862
healthy,0.0248530467275498,-0.0978045167499743,-0.261393404532838,0.167168803778467,-0.260985839747093,-0.184658805224216,0.0494332745781112,-0.258780437085841,-0.105336191414664,0.0005615726177803,0.24616921814408,0.0473934369028624,0.272632211440969,-0.0750217765581329,-0.175932978870424,0.0874197134766778,-0.193854622506016,-0.0326641068339816,-0.212659512878149,0.220309911033594,0.109727559705494,-0.158986864094717,0.19532098019273,0.254049796282709,0.0809374634139086,0.0745446937401901,0.163075294864887,-0.0278330413672085,0.273534457438198,0.0927930020837554,0.101950820844178,0.139960374050679,0.121579596207472,-0.269970126089611,-0.0187852782320665,0.0765984525327179,0.0220110375019263,-0.112373447530459,0.0788245179843962,-0.0621570006626618,-0.0457369990550629,0.117527850645729,0.16428546897199,-0.138427912945439,0.0572559793927072
healthy,0.0810080725138994,0.0303834767653907,0.0199739507348053,0.0734348278702586,-0.0826362172379673,-0.0487281480025755,0.115964679604316,-0.148954348234173,0.162300079555352,0.0531220195679491,0.132627056141965,-0.0962340101345391,0.0009438620871234,-0.028564980870193,0.128948893348611,-0.0671107774150979,-0.0452418399553084,-0.0300722083798865,0.0650148152015968,0.0433232924944365,0.03012106038133,-0.0909072908778379,-0.0340115322140588,0.0613268649863505,-0.219545915860138,0.0053906495617261,0.0485074912852539,0.227699100712553,0.0683767307904843,-0.0312618482338542,-0.0661431560067149,0.0100143836948676,0.0192571497432415,0.047437222516695,0.112705226974902,0.104437727871723,0.108966112657099,0.037636991868225,0.0428915891733178,0.0971529426651768,-0.0707863089522768,-0.104297377660258,-0.0046596851777577,0.0017661757420838,0.0027935429780161
healthy,-0.175826201199359,-0.11629746707664,-0.226954304559402,0.0760926278595297,-0.112801220006458,0.0355514161694253,-0.137120131883425,-0.0521553730615491,-0.0137604979349657,-0.0055009958300113,0.125604473339209,0.120345650313702,0.0993080411262001,-0.188507631360744,-0.0648952749282894,-0.0004520452239285,-0.0037751515522658,-0.0523671140982918,0.0443700192539504,0.134566009631896,0.191220788962815,-0.175360669897296,0.155783358449831,-0.0619791854854065,-0.0984860844178601,0.123566548613613,0.119477736297135,-0.0875629163752472,0.181759616432546,-0.0238181331133663,0.22099560426444,0.144873559029407,0.0926052360593018,-0.0462572373233394,0.0337331340623767,0.0803524026439492,-0.121284977545284,0.0770292749599854,0.129596822290789,0.076671333304227,-0.048200738146368,-0.185165326324184,-0.289242335115245,0.142926406394247,0.137226034435236
healthy,0.06605575709583,0.0753706618830052,0.0110240250055641,-0.0083095064071219,0.315240580554587,0.0694283753712895,0.26313779122096,-0.172808192918682,-0.0083733774329676,-0.0231412710517192,0.294189374768265,-0.190612241373171,-0.218558096288729,-0.276518771135633,0.244843304532299,-0.0236408337181552,0.0899754562750437,-0.0136541426055672,0.0874536913081716,-0.0352938742728961,-0.157887465059514,0.0415954353049939,0.024200845748338,-0.0939434437557076,0.0443761060373476,-0.0907419085851921,-0.143525608676496,-0.0259082551356775,0.0007761470194285,0.152127667193072,-0.277825846057404,0.0647429794038944,-0.220757084464274,0.0625017907291302,0.285266820568428,0.133670081277698,0.0045513808685224,-0.0051364850874303,-0.0069134682707802,0.128380191672835,0.435428742885695,0.116799006022171,0.0452292404540009,0.0138149607242144,0.225958010854566
mild,-0.0584234056761576,0.0275679483487344,0.0701881938291411,0.172944579882162,-0.0228811803208019,-0.0941373456172461,0.153499347294197,-0.0053937275316484,-0.220239650217902,-0.0704068721747334,-0.126244424538885,-0.0118528547419954,0.273328838177065,0.0839852597048471,0.0597852020836804,0.0020473039890799,-0.0180099608668368,0.117793336398688,-0.023259630079527,-0.0423822825359901,-0.0209316500872177,-0.0409068695446537,-0.0281405414371356,0.144546813796046,-0.0474774689097404,-0.151137170908009,0.201426528164413,-0.0045186020525888,0.0831149572833487,-0.0706818627699201,-0.0801368794991715,0.116375105638848,0.0831690869467682,0.127982984161271,-0.0790309264535745,-0.153172089102118,-0.0215485283069911,-0.0022629373980157,0.0963442607596348,0.0337721555989988,0.0421763257678573,0.173853268347225,0.0652186206317457,0.09825122293139,-0.0999331268902725
mild,0.0044363252251784,0.0406954370735454,-0.124939064835122,0.0884445541142455,-0.100351949627248,-0.190178431573802,0.207560073779666,-0.078627094765172,0.145982152613893,0.105211014497335,0.126432060276577,-0.256141806940132,0.0968200320765459,0.0611380655903693,0.146931938958692,-0.0282838892055652,0.0791172969216449,0.121664010201245,0.0775975643943345,0.148908204366386,0.157873280841421,-0.13257743261629,0.129209608685591,-0.0560317303528053,0.0907648068158907,0.0757988183615959,-0.031607249858324,0.0975867590154055,0.100314094338073,-0.0660235910215289,0.0134647830874043,0.0302973519641584,0.0618435565929362,0.102546459835606,-0.0486741401144702,-0.124001264409338,-0.097785151243762,-0.0594613432693618,0.0986480992715548,-0.116309079184315,-0.129222700703737,0.108306661759467,0.251822280061831,0.0488426390603169,0.102196255501719
mild,0.427556212897039,0.0647530353598642,0.0972798120561404,0.362860852715165,-0.418123791682496,-0.288534749654079,0.560445894058886,-0.166340272551202,-0.133426970977865,0.121594452882729,0.346450746808981,0.0879445279834769,0.125542672962019,0.219069551067855,0.0005494319587531,0.065263005354729,0.0552801403362054,-0.0504617333609155,0.177148803275697,-0.209821285684792,-0.266138567379601,-0.623392785686937,0.394058064781972,-0.126070856170987,-0.03276658401529,0.167665789799759,-0.50382708248616,-0.398554704974788,-0.206799915834263,0.0439454500931989,0.161054393080619,0.0792021852143663,0.244938386164508,0.0134646244477493,0.22574165850067,-0.084097492426977,-0.116559511028667,-0.0915345548520884,0.131783734327746,-0.0238340143433331,0.589763097692243,-0.0166883633438588,0.207204653925426,-0.0560106925907537,0.282500104714846
moderate,-0.0575034171659357,0.009901328094066,-0.0925688457438135,0.178789005024698,-0.0540840359562453,-0.135017774316507,0.008214938367823,-0.0656035782539864,0.0038440086644763,-0.192881279442531,-0.0730417398677853,0.312403575585593,0.215966965795217,0.0672339125505624,0.0782230795829563,0.129829344346989,-0.331896745201499,0.223299197797062,0.0928139140222715,-0.0956913452778943,0.187877014284643,0.104813715001214,-0.218611570066212,-0.121240682914564,0.183694915628694,-0.162909259305827,-0.0056076033824986,0.0600477882686394,-0.0052712708044963,-0.249668520318947,-0.0685125217511518,0.0516061435631035,0.361516131235248,-0.221825818703553,-0.0869717868421387,0.254753262893697,0.0083481987892693,0.0379920068102142,0.18716441342253,-0.14977107860116,0.12998890537003,0.203080943623355,0.113955295071782,0.107787925198651,-0.0446947817872458
moderate,0.0638394158145508,-0.0506655970159347,-0.132700145163782,0.129768612610722,-0.170175716265084,-0.165716994027433,-0.0479519540984362,0.0341865721703477,-0.0855154184200287,0.0332421664778138,0.284607216550488,0.115190423784667,0.246890263303605,-0.101948558183907,0.0836996103493343,-0.0561016076704044,-0.0762270706658696,-0.0862697520531722,0.108147613711507,-0.0167196669092048,-0.0464194548349906,-0.145733097168936,0.060936189699142,0.0232965173045839,-0.0549856523367847,-0.0768692241687977,-0.0912204183142238,0.0159757351620007,0.171400422908815,0.162427248224773,-0.235186131857974,-0.0326672246386675,-0.0307546627333544,-0.014511866618578,0.0843326248584801,-0.0539106595213582,0.0113631709324346,0.0999970163652923,0.0840298362791947,0.058287755471305,-0.0860513396074169,-0.0724393651277055,-0.0946932766899247,-0.0097667530304557,-0.124243045248981
moderate,0.189281526278985,-0.115010738148502,-0.0898298793055,0.066209761123203,-0.103010182537016,-0.047259736259397,0.0946605459301947,-0.0901340999773428,-0.0715465324961356,0.0644393109277059,0.096671991556273,-0.111535931802255,0.182587284910093,-0.0566486128666471,0.0390915195974404,-0.109166539190169,-0.003407971193933,-0.025415678377191,0.03126084954115,0.0421771249374848,0.0449894129943444,-0.122151190023973,0.114623306237782,0.0647134251007478,0.114083572737575,0.0801730883282962,-0.0419611677862133,0.0783106132921023,0.140190242278748,-0.0194639152259477,0.196959528176454,0.141915269752391,0.0349055049915374,-0.0623038373642701,0.165960688051417,0.119279661175137,0.117311693859661,0.0493350127630282,-0.0308841437679063,-0.0962323474221164,-0.0773484644164488,-0.023540596543458,-0.0016236232393282,-0.055572875310764,-0.0792390377890037
moderate,-0.0594181213750683,0.122154394495593,-0.0976246960977994,0.155647025120975,-0.271304793494827,0.025949554909002,0.230325620860678,0.0487500329696788,-0.131986665811936,0.0032647042804982,-0.0395788006963819,-0.0495230869765379,0.114352173952444,0.019921440333467,0.200689954436825,0.0870813231847501,-0.142660613811674,0.0257429330966269,-0.0435006186606059,0.108271792364211,0.0459669247664551,0.0309831171223689,0.0001912332660514,0.19854858559332,0.213344388437173,-0.059203606177102,-0.115120278593203,-0.0586920721238466,0.10689894060864,-0.154464624404053,-0.169376893796746,0.128700172942743,0.081926259722545,0.0773405866966311,0.19240080444776,0.151095115874148,0.188593874355257,0.105397334222876,0.0953685958280531,0.199757439818708,-0.0957640046680623,0.213938995040406,0.0530032309055671,0.106524225238964,0.158771212915634
moderate,0.109403601774798,-0.126522081531533,-0.197224237537881,0.0763342950819916,-0.125163701226254,-0.0212883225295438,0.333394168725047,-0.239038094584748,-0.125903427759969,0.066304502752142,0.263311328375596,0.113777218140533,0.112260473059899,-0.0804380015754321,0.0036089820417905,-0.0961563325786585,-0.101675585368657,-0.0519246780761168,-0.0487358887136772,0.0176084316667601,0.0169921815840443,-0.220605145389285,0.0450054332949262,0.0189571101264742,-0.0039893222567759,0.0676982765047942,0.303250639064295,0.127461871616692,0.243860312445122,0.113621988611501,0.112225776333931,0.106024293944163,-0.0330203794321411,0.114622062516227,0.23778096531765,0.101205925469552,-0.0768372756822907,0.179341071203098,0.117130120229918,-0.18402481568423,-0.0600919250740001,0.19029792103443,-0.0420364072816564,0.0779628813661614,-0.0835329774006895
moderate,0.176625854037386,-0.0317960256339515,-0.253598679878095,0.242078401528078,-0.326737956954985,-0.184898234539724,0.157934895790343,-0.194665005868027,0.035337558256294,-0.0584845400882627,0.145552670744402,0.137708357407717,0.221105881707358,-0.0522873454284749,-0.0729959789904989,0.287569228835159,-0.170366305212846,0.04363332310321,0.165992549885802,0.191718737861955,0.239139711668283,-0.170391173304512,0.101680231375181,0.129925392721229,-0.0265345358413722,0.163637916833706,0.222066601814703,0.222961154159412,0.314609624334058,-0.269233707720762,0.122879139119137,0.155513604480707,-0.0376840981424628,0.0154887009502403,0.227517925397751,-0.243119893883845,-0.26218154365507,0.102863317347544,0.331193220272808,-0.236987677536549,-0.22527717300014,0.233530228003235,-0.0090247751613093,0.333435529991741,-0.0293882229341932
