group,TFAP2C,ARNT,HEY1,MEF2A,E2F6,GATA1,TFDP1,ESRRA,CEBPA,RXRA,RELA,PRDM1,ZFX,BHLHE40,MXI1,IKZF1,ZBTB7A,STAT5B,PAX5,TBX21,ASCL1,ATF3,STAT2,KLF9,IRF2,ZEB1,HOXA1,E2F8,YY1,TCF4,GTF2I,USF1,ETV1,SETDB1,HES1,ELK4,MECOM,SREBF1,ETV7
healthy,0.093426644717588,-0.115103372633652,0.14681630459336,0.0304254115009922,0.0355640168303701,0.0341201289844687,0.0703634114830299,0.0249056905520802,-0.116101350422822,-0.0343247933322236,0.154077346155237,-0.136441065450282,-0.0434990639954266,-0.165429044639706,0.0949410652534282,-0.102638692211334,0.0888970114603264,-0.119211005220602,0.0724447235708875,-0.0620902855939952,-0.120012447853399,0.143361637349539,-4.87751482967193e-05,-0.12579684570998,0.0201766530120762,0.0329892150068046,-0.141125870625409,-0.100344825678203,-0.0492234492920935,-0.0471636556520139,-0.0250410176792172,0.0445324276764973,-0.0949128521774527,0.14358997198985,0.0194141826791437,-0.141108655867187,0.10712241944667,-0.0209360151247741,-0.060283692356103
healthy,-0.0247521658146551,0.0144217880181634,0.114305998648377,-0.0163872646529453,0.0726436172962999,-0.0144795320805463,0.0241039907315499,0.03450254794031,-0.0248582137131067,0.0072321277944805,-0.0218925572031997,-0.0875524510646688,0.082071929022777,0.0140396874619114,0.0038254970662087,0.0179556600874382,-0.0326124048494193,-0.0442472013816205,-0.0181007598622661,0.009834375934142,0.0950093423101663,-0.0658924838249003,-0.0237072591692725,-0.0425349164577246,-0.0487026923543295,-0.0220520459269679,0.0111723868142001,-0.0310217670583402,0.0304915006708506,-0.0447646118483748,-0.0161742544181655,-0.0746208202520873,0.0209721485851903,-0.0268932683122036,-0.011176071460938,-0.0447079167000268,0.0271410002910618,0.110113032031942,-0.106767130736767
healthy,0.0528182774223798,-0.0574437767510966,0.0510022162824299,-0.0418239720004026,0.0296110307903697,0.0579889681924427,-0.0840215097360646,0.0419946649580867,0.0560190035660563,-0.0529264762370867,-0.0130407554173804,0.112986145883401,-0.0306645701111573,-0.0300676111334645,0.0573388425557991,-0.0247388195091533,-0.0604574868400428,0.0010801226502629,0.0531601297119492,0.0136507728727103,-0.0465338850595588,0.0464905122588358,0.118342919959792,-0.0579954974312612,-0.0509233990424064,0.0537832056449161,0.0562167462274171,0.0598521331267261,-0.0522105918380566,0.101463438491326,0.0341773005955185,-0.0930253300667973,0.0535019820015186,-0.0546777113630527,-0.0185794154322867,-0.06210332139651,-0.0959033252631586,-0.0942318401256187,-0.0866499947347184
healthy,-0.0529089295701947,-0.124016465733989,0.0348573218676466,-0.110746398631956,-0.060068710793875,-0.0009823506642598,-0.0064237076574784,-0.0383614349108535,-0.101134877339584,-0.0884788243656696,-0.0515913351054625,-0.0725434731289077,-0.0118384465807025,-0.0046170361318996,-0.041677183143423,-0.0324241664874654,-0.0344704006429955,0.0345684798378405,-0.0280442949611932,-0.0198925709759578,-0.0657746897712291,-0.165761992570641,0.0854197846369668,-0.0819535603780766,0.0410076547522077,0.0169431209588544,-0.0558281644808178,0.112044329297232,0.0796440231517891,0.0854700232465512,-0.0873776515961636,0.0371865228933896,-0.0251907659170433,0.0297289070486888,0.010353230215734,-0.0876226097808435,-0.0997865881635069,0.0356457922653243,-0.0311474583374546
healthy,0.102268745040037,0.0414653118546055,0.09797949007856,-0.108210338338235,-0.0422615510334449,-0.0014049170900164,-0.0119306349300639,-0.0342185004597328,0.0087253190579928,-0.103359278872897,-0.0668521657003536,0.108883408000877,0.0429185227582212,0.0258417558672639,0.0866661907741559,0.0676810065852923,0.032451312129327,-0.0664629067405999,-0.0051649692537329,0.0104011955559629,-0.0093182710424726,0.0255149271455385,0.105698857115886,0.122668011321358,0.0898681585457043,0.0401447060232047,-0.113235093200383,0.0586567596432626,0.0928273383005652,0.0923108853401483,-0.0422011837664457,0.0811557922402384,0.108455189325951,-0.0818857119733717,-0.0187034026378065,-0.0342478893420982,0.0457173318799673,0.0968113073689325,0.0459879869151462
healthy,0.200447444433679,-0.194702941097212,0.113253777089755,0.153658005675236,0.127108582949124,0.149358091372569,-0.0161679079283486,0.196082929736304,0.163164127282681,0.0350567954413736,-0.174347058381439,0.155431746201775,-0.182817199106725,0.175755541822344,0.183561838906244,0.123004113761458,-0.201073538551296,-0.110134266040831,0.211207276434574,0.184817619434868,0.111128052697229,0.149318149940968,-0.0973115443385867,-0.141267942224454,0.213146323343427,-0.174743367494691,0.156613184523105,0.101465940315755,0.202232631590007,-0.166719523558487,0.0974169994598268,-0.13923573923275,0.0208535371230798,0.0558973333332844,0.0730312333089972,0.195692039506303,0.197225522579948,0.0103000488900151,-0.181797535760647
healthy,0.0675063134931929,0.0314990303334564,-0.0284680746873839,0.0477052447278631,-0.0475202154587714,0.0118888647822687,0.003627161068701,0.0851222746997264,0.0852691233259896,-0.0684138380034995,0.0200389635398762,0.0820178947405223,0.0326062689754809,0.0024435611410196,0.041496484809455,0.102517962966865,-0.0178244862558272,0.0219010041208936,-0.0217189118243272,0.103043681048887,-0.0722612720115953,0.0449797342244181,0.101031854869081,0.0138713212368218,-0.0779237550403043,0.0624694056123652,0.0052777396278994,0.0154895930982423,-0.0874043023518565,-0.0107258236622641,-0.0065611966214397,-0.0856068751663949,0.0367356523460021,0.0148434591426842,-0.062845338095599,-0.0524455183836392,-0.0106700211842841,-0.0172576505584512,0.0140798462861156
mild,-0.367872760225039,-0.391746097725578,0.090377060204362,0.373392322377683,0.387626901422597,-0.197527875560871,0.390079604775346,0.374498389947922,0.304316918360255,-0.295454485162194,-0.125215546691215,0.376012331066607,-0.380009343415775,-0.0805497121815398,-0.338701578732942,0.339875773653522,0.0935115417075588,-0.288234114060627,0.315117018079512,-0.0742855284794621,0.366381023576095,0.145685188335511,0.360924839154595,-0.398840841399414,0.396600327284241,-0.336428559411397,0.317706926056782,-0.16588704051252,0.365184119538735,-0.371043398204364,-0.327755903185331,-0.298311054572193,0.312430514721846,0.375718003102063,0.397490198125708,0.28046115445074,0.377667751467089,0.0203985160968381,-0.310788482310472
mild,0.0129949940353638,-0.131871447406428,0.0049038827565124,0.0778830864458771,0.0947187501257138,0.049370436106424,0.0987544966283379,0.100255747968913,0.103703123203903,-0.0579624658301064,-0.0554885727759188,-0.0214124277592451,-0.100438615935262,-0.0012204025939989,0.0581516151828173,-0.0768520986152804,-0.0600696276615043,-0.0969695433762539,0.109361413733055,-0.0177098601445111,0.128626646881621,0.0066219967494884,0.0278937789598692,-0.130125288350398,0.101061136711852,0.0975859154718275,-0.0338911758823518,-0.101041031851981,0.160328626911387,-0.0641252357308653,-0.166715912139481,0.0038863202833871,0.122179887541105,-0.0433558759592333,0.0930954983373423,-0.0245385233523403,0.158576827878165,0.0784419750092132,-0.0671807541976158
mild,0.0291487167742499,-0.0857168948145637,-0.0388934055392633,0.04962146921773,-0.13124529788309,0.123485913188633,0.0311265991473467,-0.042904833016407,0.120569186086843,0.0681274718343034,-0.10807846926162,0.0003599523268112,-0.0238681790314418,0.0574662034329769,-0.0634740675268675,-0.0346259294997486,-0.0842214227763686,-0.0299168624613625,-0.0227326593200579,-0.0407265648118895,0.0646615391204716,0.0403925884261884,0.0665689153676981,0.0027979799424295,0.0205321260231604,-0.124335697547806,-0.0910308301959419,0.0691961962685471,0.0129768380088545,-0.0028313775809997,0.0054438150869286,0.0576777218105876,0.126128037484402,-0.0173704829051895,0.0624016322438938,0.0486158292118966,0.0751632410264075,-0.119140509325788,-0.0807369358188866
