group,RXRG,TFAP2C,ARNT,HOXA6,STAT1,EBF1,PGR,REST,XBP1,FOXP3,FOS,GMEB1,HNF1B,ZNF384,KLF3,ZFX,E2F7,OTX2,MXI1,BATF,NFE2,TBX21,SP2,GATA3,PRDM14,FOXP1,IRF3,GMEB2,RFX2,TBP,TP73,ZBTB7B,E2F8,FOSL1,CTCFL,GTF2I,RARG,EGR1,GLIS1,RBPJ,NRF1,MAF,MYB,SREBF1
healthy,0.181937073943825,-0.285797501734184,-0.168404081555252,0.370169389039008,0.1261692626241,0.155352737606703,0.047943425175636,0.114109238259155,-0.0572303859462591,-0.0876705410433395,0.527817620221654,-0.214513927296688,-0.101700706186583,-0.242058929274087,0.1694040842301,-0.102924364241939,-0.291647537116342,-0.252595334249819,-0.0760733517540575,0.0323514876665041,-0.0138363743341327,0.10038798066499,0.0384478070911978,-0.0907473812691869,-0.223964288057071,0.622872867243402,0.24405025153254,0.181796565740071,-0.126427650369581,-0.0456308285411834,-0.0957133200883955,0.195321664409332,-0.0299345623751439,-0.0805422493805842,-0.104705582004702,-0.22192073568917,-0.388151676317816,0.0473196897879958,-0.208417607871995,0.286368217640445,-0.144030512873457,0.0561459204747724,-0.0933034991444161,-0.243097216487598
healthy,-0.0934576541446417,0.166804409712745,0.224012664053315,0.55221805466444,0.256548314048786,0.240531115485871,0.46935692857075,0.446687547512784,-0.413138140153779,-0.41342156481574,0.393357821509457,-0.0490057245949032,-0.299869907927972,-0.2712430530654,0.416108370268876,-0.14369536168663,-0.263863459317323,-0.198027144541677,-0.307130605343106,0.400198728108901,0.0942850201473339,0.105846774193635,0.253737402223484,0.306884997618384,-0.45865111479593,-0.401181335619284,0.219282051462321,-0.252351134414327,-0.327989232853875,0.122002244842705,-0.362976765573455,0.353298080124412,-0.228913338800299,-0.0530713580977971,-0.508222378846139,-0.186545881186082,-0.340030251638181,-0.0182866121732241,-0.314010388548784,-0.345047806403494,-0.149103868081595,0.176945854083442,-0.363748579900874,0.0111386296885667
healthy,-0.33618495142899,0.236267373278719,-0.279669901393491,0.410824271371619,0.0936295111086753,-0.145332772426722,0.361773798470394,-0.191989775887947,-0.386860665141503,-0.397952635855976,0.408101882929296,-0.303407537947872,0.242136543060404,0.0626816327755936,0.393007108590256,-0.352622060737553,0.104197075157241,-0.0935397717918317,-0.0011606034659571,0.194479538448075,0.336141634885409,-0.322045598724964,0.0357983071823973,0.169812593068639,-0.349283990264835,-0.172138578815448,0.0050476232325053,-0.249064527550789,0.258177966495688,0.073323404992595,0.250932600427511,0.405369561378871,-0.222576512352559,0.321244054929558,-0.0558222242789468,-0.505175144588646,-0.278163277594767,0.281317227156471,0.263942275424826,-0.581612493635398,-0.567280793631862,0.207408826951983,-0.141275285506002,0.254442844774006
healthy,-0.0119086689586194,0.11761243428405,-0.0891807810595547,0.0907733827548714,-0.005226621267741,-0.0381275615070438,0.140426652191173,0.121475844711692,-0.0961519209293314,-0.162250425138438,0.137468589375095,-0.20580047417899,0.0130513063697666,-0.0836460550375277,0.13571102833004,-0.125047912679774,-0.0624042322238603,-0.0952130487283148,-0.181333815480584,0.0974511595049018,0.0797240913885834,0.0742988484093672,-0.0416545320136998,0.0987922808552386,0.0539324766213298,-0.0981567373026135,0.198925453440339,-0.155775770661206,-0.0113335155911017,-0.0395959385250102,0.174667565678434,-0.115798294753784,-0.0656496421032206,-0.0373502043486302,-0.0995670203402294,-0.0879348144343453,-0.147508606902519,0.0324911136142846,-0.014621313410275,0.0391344472929609,-0.0200400810920766,0.173242173613517,-0.0148930922053061,-0.0398511387216963
healthy,-0.302192929661738,-0.285444402462345,0.0360348569734409,0.0189748180204018,0.381940246154519,0.180034404284776,0.371337702414153,0.352420921486077,-0.373912104544269,-0.407984707074902,0.191178114954702,-0.181221759825568,-0.15880187204531,0.0499460973758986,0.351245109234366,-0.326249575999204,-0.401724324647779,0.0566447779659383,-0.22622953474016,0.103576715778132,0.261275294125926,-0.203594957488142,0.323086021146537,0.215956936679371,-0.34839678302208,-0.3236562687885,-0.0695885022815097,0.0617156061305389,-0.137058405300068,0.0286593627195044,0.374075071704861,0.458204512587087,-0.0268750215099989,-0.293445956553582,0.21062535058772,-0.030086411647918,0.239810502272306,-0.0082591120929129,-0.202989850945421,-0.223634670101564,-0.220354517559071,0.459075160585383,-0.170517662625307,-0.292383614048284
healthy,0.0718583444404295,-0.0153356076322363,-0.172267954861649,0.0131384013297251,-0.132009469355182,0.306552473571098,0.12196555033669,0.17344366604031,0.13639996845218,-0.312217038050978,0.279943708090067,-0.226019530677698,-0.123417422082911,-0.250175887415391,0.341682704121289,-0.0008725533653864,0.127508517950475,0.0056682197361068,0.0226315884549356,-0.0659556320711914,0.0883880289273125,0.139906342516661,0.079735520935884,0.193561093773757,-0.11183246491835,0.0384304898811035,0.218554017481977,0.115895093491498,-0.265037324879869,-0.173344328492701,0.294311527039801,0.0925657782060687,0.192284386276319,-0.151582393036799,-0.0897233496502718,-0.004530104059665,-0.231297402820217,0.0832642238481829,-0.106616036838375,-0.345370658998473,-0.259008466439775,0.282891582841785,-0.180257729141294,-0.136137127717771
healthy,-0.0910581820313022,0.20690299378385,0.0572544525624344,0.274573090219084,0.272119428248116,-0.218740400854176,0.0807942720964081,-0.0216504350189172,-0.211763879581089,0.111458566992387,0.0038333068512107,0.11679463380513,-0.110857031025033,0.183136383310659,0.0354080053746217,0.275458654838888,0.0450412205071191,-0.0571680560141609,0.145597083085815,0.112182138084178,-0.335521535198638,-0.144161820427621,-0.596028727380367,-0.453616977033712,-0.244226302638011,0.433777089679551,-0.17890727227267,0.178685881117719,-0.117307613310504,-0.300183187041062,0.189109624666919,0.250545130187365,-0.215512409819306,-0.0862070158457441,-0.31768820767813,-0.434832207525342,0.337899600189867,0.0560654200668201,-0.300732885079452,0.286942916018145,0.0566280775874514,0.116731996307632,0.081675516888798,0.0814444061221664
mild,-0.170418039737918,-0.1294081080882,-0.0252491831184621,-0.240412273048365,0.130548085387476,-0.0546530086229277,0.268621318752032,0.0432968015955755,-0.203041844605978,-0.125143275387624,0.189774617120071,-0.164951468532829,0.0776782247195508,0.123972153734238,0.176662475510704,-0.0419208353597582,-0.105430236059253,-0.127129302434497,-0.160976379490422,-0.0146210675007777,0.004294791979494,0.176875911888271,0.107434292146382,-0.0592165091759478,-0.187913745575093,0.165668482379887,0.320815527587498,-0.15609134780505,-0.0186510963400041,-0.332015998392168,0.105603148646138,0.225523226806954,-0.0914915550865333,-0.098129406918509,-0.160690234414236,-0.0695710241719084,0.235564376127673,0.25461691668868,0.0994877849042332,-0.0573453838401386,-0.0227416290485936,0.431807986317116,0.087383896596218,-0.0606909161393815
mild,-0.259457450184069,0.132585096223878,-0.262111576777458,-0.0116482783074296,-0.115148799231981,0.0263981823257159,0.286488225248298,0.269542171920349,-0.254964679756006,-0.133007178708324,0.0313519655197918,-0.182802831947765,0.0670471309541728,0.194787340804772,0.382562009543885,-0.326357063778967,0.0973973076712482,0.21726387471219,0.0538034279364885,0.0165423961324836,0.132045665357167,0.319325709780053,0.194149252338854,0.12652399033127,-0.197480964067095,-0.0743944052057342,0.0157228070653683,0.248010212841942,0.21794012352685,0.133205715179495,-0.0665526482347867,0.113582640818871,-0.145149514944615,-0.0868085985276066,0.0245806718196134,-0.154961839757357,-0.027454857604059,0.25605283378214,-0.129426106092671,-0.252325774823061,-0.148796067249587,0.231728177901482,0.0135661898238486,0.053232925412905
mild,0.201579123364413,-0.156992425243517,-0.135129087175811,0.169299489239267,-0.0388087588511731,-0.144104899758805,0.148170264231131,0.065994416600759,0.0567689202155279,0.205149388331448,-0.139045068176713,-0.101688530072741,-0.230151913348651,-0.0919828725293607,0.158262184750621,-0.105299341982019,-0.0085564718382105,0.0057373923274795,0.198523164348995,-0.157666784914517,-0.182268108608467,0.224806119121262,-0.0745263468686642,-0.224283276971278,-0.0291457822996287,-0.131697535432241,-0.180998349101362,0.165927690884267,-0.00874853630147,-0.367678605240818,-0.0221418315394323,-0.103427780490035,-0.246488062973667,0.189709539534976,-0.244851246936778,-0.199331969144277,0.030210673045923,0.2727795539443,0.0836366045759397,0.232081094179613,-0.0084134905155618,0.0350805742143471,-0.0814235951492719,0.356711724388701
moderate,-0.0157378153737563,0.191200649781874,-0.149298742179612,0.0199593125350615,-0.060683464301699,0.231098556181142,0.352341281518838,0.126287313842986,-0.106519037241554,-0.197921492956714,0.108013663667916,-0.500328221868975,-0.132523742529705,-0.129508550553627,0.299357277716659,-0.289279466066208,0.100501486901792,-0.0903193205810772,0.003793528815827,0.20156787026773,0.108988311273508,0.146252988804531,0.18912084325822,0.104212412932768,-0.0154623277450152,-0.120280748205357,0.119656414714323,0.0169114383511528,0.115808234286399,-0.101040879280293,-0.0926960403406032,0.242965134128438,-0.0747820575908181,-0.239027662210898,-0.117426085143619,0.0464427224414134,-0.324470808259486,0.345689446200467,-0.213002945188168,-0.206800340683265,-0.286601537073441,0.460114804371808,-0.0433480273241557,-0.292497004956329
moderate,-0.177787863617013,-0.0154267749123095,-0.0893189737467343,0.171067508834374,0.100672334973038,0.0512622558786316,0.125941384670495,0.193458278514534,-0.217411198848816,-0.272081335731626,0.178621989926916,-0.223236633572423,0.0772276613721176,-0.176045064855181,0.174922997819016,-0.17517879796311,0.0575342699713488,-0.0809464577712222,-0.0343493418731398,0.218582160150708,0.0220797274701348,0.0748329695968219,0.108493240496809,0.171748963856338,-0.33662408438924,-0.0650135778916571,0.173918706782874,-0.0532978354763151,-0.0258210617303431,0.147371339757423,-0.188806256851389,0.159431068127248,-0.225444392847354,0.152172073259324,-0.0001867986399829,-0.213341462800665,-0.31412555005655,0.0967043891772239,-0.0188507332528546,0.0143965783696716,-0.0630445198583818,0.147733988667225,-0.0949483805093059,0.127746766683401
