group,RXRG,TFAP2C,FOXK1,MAFF,KLF5,TFAP2A,ETS2,ARID3A,E2F3,E2F6,BCL11A,FOXM1,CLOCK,TFDP1,ZNF263,IRF1,MZF1,NFYB,SMAD3,STAT3,GFI1B,KLF1,PPARG,PBX3,RUNX2,BHLHE40,BACH1,MNT,CDX2,E2F2,ASCL1,CTCF,JUNB,ATF3,KLF4,NFATC1,FOSL2,NANOG,ARNTL,FOXA1,TCF12,MAFK,ZBTB7B,AHR,FOXP2,FOSL1,ZKSCAN1,YY1,TCF4,ETV4,ATF2,NRF1,ESR1,CEBPB,ZNF143,ELK4
healthy,-0.122573223112775,-0.15779571507916,0.253398518908981,-0.144277826202225,-0.420383688244279,-0.286436360723245,0.419233858362849,-0.416618720848312,0.461236859069715,-0.360783152190685,-0.299701867398839,0.358135002658251,-0.331958336047555,0.0087584344418201,-0.240078968365379,-0.288912262065523,-0.0773779070300748,-0.583561027805533,-0.19259091439454,-0.0546320942471142,-0.0253842450681911,-0.524959371519276,0.31091184350844,-0.264013746244535,-0.153411772347624,0.221868847105901,0.414866687866212,-0.408653240400898,0.131461975157503,-0.317756246477109,0.305628855741111,-0.0087472529518872,-0.395063736743202,0.0165508680212257,0.186666055859874,0.158782880904662,-0.333910038492742,0.279160671714308,0.540856787944305,0.351458854490477,-0.215189770452668,0.269659067530879,-0.169102064982945,0.367861567770092,0.154968927933751,0.358474440745499,0.259942619005168,0.101076010038985,0.0341321635849554,-0.0713832972963038,0.378725716369627,-0.18962781956233,-0.193355781551138,-0.120999295291748,-0.149288464821903,0.313355797736624
healthy,0.385363254361223,0.0701191301281689,0.286093285159186,-0.372665312674816,-0.541004843021913,-0.101765520486368,0.231176415787277,0.315420891956179,0.463680559662271,-0.537834386641719,-0.524882918448816,0.376684336924656,-0.400944060191406,-0.209773763406556,-0.538714063146675,0.522074757907657,0.615206301402812,0.528703255511726,-0.474318130892812,0.374048700675854,-0.419128499113961,-0.347669975159834,0.377771017445137,-0.515309132433728,0.21920372373249,-0.352027668062764,0.509939447827461,-0.486773184220587,0.163248855010138,-0.575177213167992,-0.38231122962021,0.566716640204784,-0.563250807036608,0.074078879416526,0.215649007693037,0.200759489262863,-0.0567805930361258,0.466572576013869,0.450470870575177,0.539151299155895,-0.148579130029683,0.516777736508725,-0.453956442349882,0.592403656934812,0.592988230183038,0.0755725818320363,0.138407914797546,-0.301356580348222,0.544534113262237,-0.311862265159102,0.462708666161863,0.0859529006168718,-0.531133536325249,-0.58975324260569,-0.532087472868631,0.56903418917899
healthy,0.484902253640752,-0.490559800710837,0.461761962001641,-0.501231409136946,-0.360510950297939,-0.568345377909341,0.352384452651277,-0.500145038243165,0.221871059000968,-0.566584717219445,-0.381913225307471,0.297114619428267,-0.47156748612075,-0.387513822225858,-0.516052762616788,0.0142525319646639,-0.41013867249198,-0.054977840445224,-0.482554717387588,0.518631737486439,-0.0394989592139168,-0.531751556433879,-0.594371597235737,-0.404239690778782,-0.07000591447571,-0.522152922865868,0.0005678695126417,-0.470588419512797,-0.0756558115254179,-0.536945886270087,0.0911846728898579,0.344409765408993,-0.557600465287971,-0.35536031057811,-0.310010649779599,0.337747549662758,-0.578918488073079,0.548318338563043,0.548096453972006,0.53417086687823,0.350833300519451,-0.342764671026933,-0.658565672230371,0.587990290237762,0.475314126100726,-0.497924458328176,-0.191678536576734,0.230145253041052,0.460963979876045,-0.559549010478337,0.479779289994644,0.327134999393963,-0.244209900505245,0.0097577199917719,-0.573478099581442,0.365965244826618
healthy,0.215441999896218,-0.258040276519134,0.299333552763368,-0.152846984772339,-0.400501693884254,-0.184666479262524,0.231642746313806,-0.392529409678076,0.52981005443842,-0.431334162553523,-0.316780544349559,0.421716908774865,-0.216206611020919,-0.0343270152299714,-0.51097484429153,0.116654304293322,0.347905995675535,0.269169165653854,-0.378205700485679,0.410130936723033,0.18379088117685,-0.114923956744907,0.315782411017061,-0.189022563209713,0.19566481105872,0.0179005483091506,0.28876748829293,-0.314426104513449,-0.0491759510414922,-0.272190232494632,-0.225111970277467,0.136881920356468,-0.336429247487599,-0.128737954572455,-0.1269900201307,0.133206788577694,-0.434297091268199,0.38700999020231,0.264357629654349,0.428472038914202,0.096867726963891,0.208892314643733,-0.524983620268618,0.532810933817671,0.320160621832562,-0.0178244706702947,0.357691801534717,0.243861141287019,0.345686388688359,-0.395440194796711,0.517643714906394,-0.300034075309333,-0.493300280950174,-0.0901330928280692,-0.416398879062675,-0.0654635299901028
healthy,0.405947216377981,0.426327758372513,0.538882603826576,-0.590878817999622,-0.658887339637447,-0.120662174341434,0.292656449689373,-0.540105360420625,0.598997601296672,-0.658915152806226,-0.594634625173651,0.5203957570308,-0.605048368622139,-0.590947019928345,-0.650888162145412,-0.317679397704857,0.655828474610647,0.611554492989499,-0.612740663661391,0.616974303959957,-0.59119068348123,-0.580431884956519,-0.312681773851527,-0.420764724663061,0.576487175093736,-0.399552161100465,0.532051749895302,-0.552451555230209,0.110575527395552,-0.521330022482397,0.497335184775826,0.142091316072609,-0.528056049223091,-0.592960150460075,0.489736773933591,0.161273052794533,-0.202566920914153,0.153571925992352,0.51290537300818,0.653854060901557,0.345110125578329,0.469430662653812,-0.577765525242258,0.671086318728362,0.562568756010724,0.387784587730003,0.656561583056552,0.218416598053991,0.55158774718354,0.027616962019158,0.61973174819583,0.301728906023966,-0.538054332643363,-0.416882217424561,-0.515887696089594,0.470426245586413
healthy,-0.0987445585577419,-0.0518746698996769,0.392696257893895,-0.425254385434392,-0.48002546442099,-0.0090750253438841,0.433614034301876,-0.497071694567008,0.262574918625726,-0.471695169109176,-0.498777253089933,0.303848237746991,-0.447975742050292,0.107275334096156,-0.568433537994504,-0.422731386873339,0.268917972272702,0.558729086001472,-0.423042889343073,0.38089354199289,0.185797621658529,-0.442289486598973,0.0443912672821181,-0.339805015495719,0.400377346105137,-0.458660674155009,-0.0336940665406971,-0.398835065496866,0.445089758331556,-0.374832865191032,-0.369573950734841,0.339025035430727,-0.354756965572177,-0.344535377658992,0.388542204534264,0.168417839190866,-0.482317707565515,0.541310059752427,0.388489800212057,0.479625167940859,0.456287059624393,0.313605044512002,-0.092612271764909,0.465193356528431,0.517922619227952,0.377951507055091,0.228394021084943,-0.0020948251220778,0.44324712405508,-0.0223667157167838,0.410256482475544,0.438789129590663,-0.413332669703382,-0.0318911913679835,-0.527881283715931,-0.112692066031764
healthy,0.188238098763368,-0.412348927656866,0.362456740491952,-0.0388007884908354,0.0798246195880399,0.38581142577112,-0.388794312536915,-0.254639174083054,0.0344809747564861,0.144147753737049,-0.0219269314577385,0.294700462068682,-0.384824514479503,0.441231866871454,-0.0124803849363542,-0.307666549139013,-0.132180208226081,0.348255629751415,0.0021377539762293,-0.188312310948035,0.237014887869182,-0.164993624116653,-0.437337388643256,-0.0271810433677093,0.0903012755383844,-0.392734758013825,-0.150106881401357,-0.321569149674061,0.144887106472351,-0.284043813879406,0.255681467602034,0.154903536113306,-0.0736345480356267,0.0973796780177074,-0.324205343696562,-0.26328600124131,-0.0015385182761567,0.350712385357258,0.103872136531525,0.435446639401068,0.46540288618196,0.286240273016641,-0.461085841558978,0.106090194737431,0.340851025952921,0.288325413876875,0.28167345454825,0.283161021175233,0.167626495205512,-0.17542486664056,0.247644952589324,-0.14836566417305,-0.074790375120702,-0.401743231116765,-0.453352821152219,0.383566230273805
mild,0.65391473394344,0.624950740397812,0.612821220475243,-0.599797843410701,-0.655973615930997,-0.571627803878391,0.411173865364536,-0.537925934503992,0.657555022072613,-0.677940379285592,-0.562324236327426,0.590347679349671,-0.514337797963992,-0.60148199816072,-0.64247305987718,-0.0585898905711367,0.293519953444119,0.657940342024835,-0.635177850757332,0.573736079918975,-0.664763614209704,-0.60983412561695,0.0290783412852176,-0.111323733138273,0.314938125680297,-0.218170339206454,0.651747622359774,-0.599555934189691,0.603854208738836,-0.569373821897739,-0.336676722105388,0.601350186560694,-0.6789402576997,-0.460426498773342,-0.300530889724625,0.247618802830685,0.0666590122591589,0.67648269720996,0.242805279234978,0.671130675622473,0.631437681220724,0.431094316077231,-0.612484787747596,0.650976960734111,0.582397177241062,0.316485183333557,0.433920326372086,-0.285564136877152,0.665515906924119,-0.257467218209916,0.60667264556851,0.468247506211999,-0.541785179765622,-0.665090634408923,-0.611314651175037,0.104658946210915
mild,0.349504091223199,0.2169870805426,0.493996714578297,-0.454159197170904,-0.550276672401503,-0.0573728756381186,0.455134225229625,-0.464882611377296,0.435318144280187,-0.603160438908443,-0.516613672252532,0.460415010218001,-0.500886956310376,-0.416438507391425,-0.424689921315821,-0.347421711110657,0.437080146857606,0.291058745551115,-0.329962912569747,0.213218310322683,0.259006088534992,-0.497891960362978,-0.378995865720386,-0.436596586819036,0.437408241192339,0.0552079396739021,0.400945224637446,-0.422045040390329,0.192421100871589,-0.528119151076969,-0.316131539940598,0.377580423918206,-0.477186639919843,-0.019977229971906,0.455216007663321,0.344025241711522,-0.388941560353558,0.469219079083773,0.486923355277114,0.463283495840275,0.521243508695501,0.217520234922802,-0.40154857756184,0.555835097064104,0.477839448144435,0.07847769688264,0.116180641499053,0.153598603315487,0.428914938622538,-0.449195322371881,0.527637502858122,0.0838694803861144,-0.326698089338719,0.354463455865693,-0.284415172013748,0.433591093243341
mild,-0.0139406857539831,0.213498389513662,0.137365556365857,-0.2526883422934,-0.216063586783615,0.0524009712000437,-0.0816583589601009,-0.295448362927188,0.142526248511314,-0.296912747195468,0.302431961006607,-0.0252467422252927,-0.0367674067359193,0.149121027319501,-0.306067673672683,-0.104124033475892,-0.103247927715386,0.040632876244087,-0.0341971598650409,0.0134458248633228,0.0682844909099608,-0.163035202668627,-0.0607631103320172,-0.05005290676987,0.157829064114844,0.0002007216367729,0.0857283373057353,0.0950549502144039,0.267236242558627,-0.138312356539314,-0.200460319925041,-0.162247464924311,0.385255515380176,0.11017598018463,-0.200031103846407,0.119540465100237,0.0491843754107519,0.0682743917081106,-0.203116410011646,0.14016808487929,0.122057691161402,0.286581263702704,-0.166213926450981,0.0418700284707377,0.0555165749708334,0.0659111784751616,-0.264547330066009,-0.127541557766066,0.459540194589393,-0.212443022920315,0.180617913089842,-0.0609701439699465,-0.0737936055192502,0.0068687196583737,-0.165562527931642,0.299015905980774
