group,RUNX1,FOXK1,NR2F2,MAFF,TP63,SIX5,ETS2,HOXA6,RFX5,MITF,E2F3,ELK3,TFDP1,ESRRA,FOS,FOXH1,GFI1B,HOXA4,STAT5A,ZBTB33,PRDM1,ZFX,E2F7,OTX2,SP4,BATF,TCF7L2,MEIS1,NR3C1,KLF4,PBX1,STAT2,VEZF1,CTCFL,RBPJ,BACH2,ZNF143,ASCL2,ETV7
healthy,-0.013870244960056,-0.149690342777531,-0.0924414791418251,-0.0599208564834919,-0.0029760514858297,-0.057973640144348,-0.0812870776630691,-0.043562708599363,-0.170558486950027,0.0585101898770588,-0.0914982768360575,-0.110208225206278,0.0673657425781173,0.129489472867843,-0.0580590661426555,0.0937071490780075,-0.017367332982778,0.0253274640211901,0.0946426982071712,0.0523206315880701,-0.0551655448585804,-0.0784361659568422,0.0594353968756769,-0.091773584351184,0.114895485612199,-0.108225018252835,-0.0092322130955327,-0.0421257729813438,-0.054899752103556,-0.195930422132564,0.0545892813445742,0.0562022400244811,0.0006436942051641,0.154723857714121,0.0228261163274078,-0.128849708672286,0.0597677929514156,0.123138784184952,-0.0740345551965936
healthy,-0.10115090210302,0.10701807838833,-0.112457753791074,0.0199185730391257,0.0301988334286673,0.0374242799690103,0.0707999418141433,0.0383123769066974,0.0499814635783709,-0.105580379719168,-0.0420020264233902,-0.0337335457688223,-0.0887512810972935,0.0087175026437561,0.0896271383678125,-0.0736209570663195,0.0417149304237149,0.0600483617940167,0.169559991952496,0.0285805226315965,-0.104474705133092,0.113864206180004,0.0236426859086904,0.107751250475428,0.0459429280806198,0.0911284019549864,-0.0269093704919787,0.0567472631616518,-0.08121652719752,-0.0357140792235634,-0.00812773064511,0.0566896516769153,-0.0639699117116151,0.0183370182214055,-0.127644210192927,0.0924796587451464,0.112834989454395,0.129186124759276,-0.0496669916463892
healthy,0.0819708879112845,0.0089444865940157,0.102321514758059,-0.006976545424256,-0.0863105799453279,0.0871484917045288,-0.004868657047357,-0.0258928019720351,-0.0848422857347281,-0.123962313135967,0.101099899643588,0.111269987190253,-0.0256468314693605,0.0557945599835198,0.0348765269285588,-0.126757271440575,0.0749148914460133,-0.0301267364330884,-0.0722509343561901,-0.0732105470410932,0.0275443561646419,-0.0487475095106037,0.114701439564799,-0.101973861094754,-0.0378487221708153,-0.0961886384148169,-0.0280598579023321,0.061193067786008,-0.0510683302203905,0.119001538939607,0.055184106723011,0.0547128920761877,0.0748357947017251,-0.000543491179118,0.01282084708341,-0.0747794615221425,0.0654874098390037,-0.0173014606405917,-0.0783322605256635
healthy,-0.062143550787879,0.140863331544053,0.197645700988713,-0.131806261076391,0.0663396862489957,-0.0426866946166215,0.0728848144694054,-0.0862956432420731,0.116249367500789,0.0166540677026141,0.144619188371095,-0.205815169271874,0.0069871824025081,-0.0007538060495721,0.149813582751594,-0.0215340755314758,0.0534313375669668,0.112093439611042,-0.094443690397467,-0.107290868586301,-0.118675281582518,0.0196327499770652,0.0301981771285265,-0.152111657375634,0.165032320342342,-0.0275569062542753,0.108996941133873,-0.0260574845863359,-0.0834828887942013,0.0970637692469222,-0.0635504721313705,0.178147720834203,0.158141303911814,-0.0728875637050546,0.0151378642420659,-0.0538968175278264,-0.0842829163681261,-0.0437471549925678,0.0006045454641162
healthy,-0.116486222978752,-0.0432581620761832,0.0667225658561206,0.0586429806288736,0.0791653279505165,-0.0275361315574351,0.0716474780996388,0.107560237963283,-0.0472220539151681,-0.0522410080833976,-0.0516276687172858,0.160273657320648,-0.0165960408003938,0.0184485723607607,0.124624399065924,0.0830309992221728,0.0908931377725729,0.0935969217383954,-0.0784977336278406,-0.0583008935797624,0.0687899829897947,-0.0054032769599248,-0.0493005691641807,0.13700106671634,0.0700153137727868,0.144594514053279,-0.10513752387803,0.007921268590018,-0.0653851306287163,-0.102974132759079,0.0339401035609378,0.122516700716052,0.147267295186779,-0.0128938757705076,-0.0511450130291592,-0.0027110853574925,0.0801596876327067,0.199731006949026,0.0478014024948278
healthy,-0.0252672218306332,0.0110773914858068,0.0437696038230105,0.0023535083129621,0.0399632785947464,-0.0288740782500046,0.0622573133763417,-0.0284697407382954,-0.0796970071533363,-0.0489809923591974,0.0282473632885127,-0.0972263718961006,-0.142256632772852,-0.0278333168766167,0.0376193428210133,0.0003394024236626,0.0317255495082184,0.0178403495428466,-0.0144772519714218,-0.0015715054928655,0.0168228786210302,0.0316404057262438,0.0551441803799826,0.013146150846944,0.019227576837505,0.0810515078181518,-0.0421066546719255,-0.0107058896927066,-0.0169133677525458,-0.0059449832163075,-0.0470687753774755,0.0731854987022563,-0.0448461463116935,0.0722877527012819,-0.054425449044249,-0.0144048170307028,-0.0362488061075748,0.0235344013248335,0.0199100361584961
healthy,-0.0295801662273201,-0.0906801817132601,-0.0887404986819604,-0.0092134943986734,0.0693436683689636,0.054796045634216,0.0964992308071591,-0.108137328994957,-0.0771024004941623,0.103288121416708,0.0771024004941623,0.0877706571663106,-0.0887404986819604,0.0926198647445598,0.073223034431563,-0.0402484228994684,-0.0819516080724115,-0.108137328994957,-0.0615849362437649,0.0741928759472128,-0.0063039698517239,0.0538262041185662,-0.0877706571663106,0.0994087553541087,-0.102318279901058,0.0557658871498658,0.106197645963658,0.0877706571663106,0.111046853541907,0.0741928759472128,0.0994087553541087,0.0402484228994684,-0.100378596869759,0.0722531929159131,0.0809817665567617,0.0257008001647208,0.0024246037891246,-0.0295801662273201,-0.0237611171334211
mild,0.0192639495434604,0.0200016123816023,0.0044096868599508,-0.0125857707455096,-0.017746558114573,-0.0075366432050486,0.0325010864728734,0.0066408213853036,0.0144544318291048,-0.0566766937770442,-0.006283915469626,0.0080598875542244,-0.0141050180164237,0.0077996916286014,-0.0209218007198081,-0.0018515460960163,0.0102764846503686,-0.0080102953311794,-0.0264937602001057,-0.0765266426241367,-0.0084318807782296,0.0045001763424717,0.0346374355850881,-0.0034596675795392,0.0042406333983025,-0.0027844847562939,0.000632257884518,3.16180493426453e-06,0.010986309858111,0.0018238459353965,-0.0130839612273259,0.0691559941781369,-0.0375755084528085,0.0745059743315821,-0.0496053857764515,-0.0063488355731132,-0.0226235734907861,0.0425974169768788,0.0054157250756109
mild,-0.150060942982711,0.180136560693492,0.0765961417777013,-0.175471700938677,0.093104878399472,0.176436440540326,0.153241513090216,-0.0700632143782969,0.182159189609756,-0.184543031757493,0.14759757847077,-0.151742209762128,-0.125914460833327,-0.0890887630357255,0.180743597138349,0.0745194754092033,0.0926692161890477,0.123489441675045,0.174737741373208,-0.12326969330215,0.160284345204015,0.0984257681625496,-0.10700902162213,0.167226388030541,0.157135749222177,0.167917194324931,-0.078860169443465,-0.0943187153177782,-0.137383821580733,0.0628398936344652,-0.170878311023799,0.19791606233554,-0.167865044643954,-0.0593723233030316,0.0648888923554765,-0.0533657301272435,-0.0032960486148718,0.142954339596134,0.158001528314958
mild,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
