group,VDR,LHX2,EPAS1,DUX4,ZNF76,ARID3A,MEF2A,MYBL2,GATA1,FOXD2,REST,CLOCK,E2F1,ESRRA,AR,HNF1B,CEBPA,KLF3,PPARG,EHF,PRDM1,MAX,TCF7L2,JUN,NFE2,ETV6,PRDM14,HNF4G,CTCF,IRF3,GMEB2,TAL1,NR5A2,PAX6,FOXP2,ETV4,EGR2,HOXC6,EGR1,POU2F2,ETV1,SETDB1,CEBPB,ELK4,ETV7
healthy,0.168995536930875,-0.127936046028174,0.0425011199558155,-0.0050134053590391,-0.25006763823723,0.0316283993315957,0.147954973593555,-0.0856278578415482,0.0293431168842605,0.0939439504600107,0.118702963378079,0.055836259213118,0.120220467644515,-0.0080130148611603,0.128330935614235,-0.122723926588149,-0.188390115854294,0.13019692994037,-0.168211116974563,-0.0782813601888614,-0.0906748288154026,-0.108613393422216,0.0413315416210987,0.0455747712553232,0.0891143097904851,0.0073559467963532,0.0060286946912019,0.0667982530901867,-0.0806050033388425,-0.0664644303579698,0.0825815667490747,-0.0610877265797542,0.0693358417766161,-0.0561232593229876,-0.050469850770539,0.0836267548641822,-0.177550819812895,-0.118709873945835,-0.186253622161707,-0.0261831540037994,-0.0121197255242036,-0.0753909094508872,0.0304417561254812,-0.0511479326026044,-0.105701223757008
healthy,-0.008418279421307,-0.0869035589612061,0.0093262076947996,0.0227526722798986,-0.026782442123678,-0.124529110208011,-0.0261113692319846,-0.187857800218491,-0.0147893983995937,0.123288140853485,0.112687863170426,0.0999088075680054,0.136627247643118,0.10548090512556,0.0700607436822547,-0.091424511127677,0.0945111131801049,0.0615659851345555,-0.0483234565734527,-0.074738419178435,0.110573091558792,-0.203430038218841,-0.0040849802909455,-0.0471522452824672,0.176175880021255,0.0716915426929683,-0.0947715844061068,0.125802763634568,-0.0619632247825637,-0.0043051251398386,-0.275506003276669,-0.0050448265719952,0.115725791590094,-0.125004943834131,-0.0895989374779041,0.0579267338759328,-0.14808934342354,0.117437659916727,0.0920106134428918,0.012440823521711,0.0055908107909523,-0.0957279379774983,0.0739816547380858,-0.0938091506360214,0.0174914899683412
healthy,-0.377210640124135,-0.217830770692755,-0.0155428700796813,-0.0944622392061016,0.0542995292172982,0.137450034078026,0.0667267812148929,-0.267429352587306,0.0229985997429896,-0.0511758311769803,-0.192804170493186,0.141844219225872,0.0552182964336138,0.129492103933881,0.102010991978278,0.29823015336494,0.0472622308952148,0.170787113026617,0.0721404913487937,-0.0610586559859149,0.37863402490281,-0.153872100296531,-0.179843365014439,-0.128154145722148,0.152162533065631,0.151815578277991,-0.186296143964988,0.0959519210779555,-0.147914339641724,0.102307878648673,-0.155774826870789,-0.171595454147105,-0.176868697314831,0.142231090388365,-0.164659466070537,0.222670527554346,-0.280792498550288,0.196148375427799,0.149223707232024,0.109928038914961,0.215589652705392,-0.365723080362891,-0.0234599170163652,-0.189755816336888,-0.274006438587567
healthy,-0.125016941178673,-0.0660526460754929,-0.14971802780064,0.121249714975856,-0.0931027756405131,-0.0964851144079985,-0.150431365488186,-0.0690902580363852,0.0346870181117967,-0.0983217112667319,0.157264510702988,-0.0351648765180619,-0.0366844344045527,0.0782856266649055,0.101002477464782,-0.0272001569358136,-0.0954866716402245,0.0837340263240477,0.0354148631630277,0.168873055437194,0.0419832489905748,0.11832028902586,0.0752412033198439,-0.0161887140606024,0.169932977581561,0.184094110648086,0.109223906616631,-0.0196636699608829,0.0216775397270868,0.183140251485783,-0.161396190188628,0.0440307333799517,-0.209824247036822,-0.110287190223315,0.0326224610322293,-0.0731240128171503,-0.134730682680335,0.0414830103220392,-0.0181301354679149,0.0956015805757555,0.0102575907207884,0.0298089170726457,0.239967983448178,0.0393195554827152,0.0609559615261824
healthy,-0.169388203551751,-0.176861147135767,-0.0867003594705814,0.224604348202058,-0.144298215650061,0.0795271425110347,-0.119254152286067,0.0266004387389461,0.0348328982928608,0.0536185228664613,0.122853822808617,-0.0699660127818094,-0.014320745008312,0.0256110008979083,0.0594341713259697,0.13265998313311,0.0825199890119404,-0.0577855932961217,0.0977441568476892,0.093249563004975,0.117279873137525,0.0062077137309891,-0.166013015215685,0.0991337922887663,0.155755265870379,0.150312902171081,0.0066662927465839,0.109214887874914,-0.0561026092608334,0.179209350207467,-0.165876737515875,0.021995623285918,0.0145893158389215,0.0478660155465812,0.0712326297544226,0.0169257963901908,-0.147056720536046,0.0182513387468251,-0.141794709581472,-0.0145795788033897,0.123455982300671,-0.191909286776092,-0.0181292042271175,-0.075235870481498,-0.0499940609810977
healthy,-0.279545232409139,-0.284820897321022,-0.0861929184279698,0.239191325212238,-0.0437399404690088,0.0548238454771992,-0.0414067936038872,0.0011464771910993,0.0346515218465648,0.0788134833862637,-0.0211117708689969,0.10673123754444,-0.0287286726968324,0.0867051693425377,0.034543257931045,0.0578371316401685,0.236011320550791,0.221463565102642,0.106043761680889,0.222633866303723,0.179892759598165,-0.0215703458825919,-0.200343733925649,0.0999331559348091,0.0996994962314233,0.302717795012923,-0.0013783126673372,0.105496810793398,-0.243474630384191,0.128897243162229,0.0533080515171409,-0.0628209796940474,0.195687453616164,-0.184966728438864,-0.176367420806187,0.256787423710286,-0.118454831596328,-0.0114562357176547,0.096583438662934,0.113747294469696,0.277022584034745,0.116196398730049,-0.231669203881873,-0.0928415323828047,-0.18203692049647
healthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mild,-0.30281797227494,0.0442311187943641,0.143384518122585,0.31273097342156,0.215172414735268,0.208354926407929,0.179465128599122,0.0373469045440733,-0.140204576884282,0.211023434454749,-0.136850842676247,0.136239834780719,-0.212334109634843,0.197110712247599,-0.0226860792602011,0.128852619897239,0.215188971343627,0.182615085775614,-0.162396705086049,-0.0640289586934371,0.24032801423375,-0.179384798932301,0.208748568218914,0.0831960902428478,0.163394699829308,0.27667369204358,-0.24887614558782,-0.0910416749022017,-0.262994011077246,0.302879864902284,-0.0077966787594185,-0.229889932079174,0.165451920854105,-0.21185639198567,-0.277773112540265,0.118875390275247,-0.195906237353066,0.188271775159308,0.20297238331402,-0.142352499328785,0.248881551827285,-0.102459285378824,0.252986841466047,-0.0286983904882135,-0.232040660479486
mild,-0.000720876227174,-0.152650844187599,-0.0005982828379088,0.0680792218435962,-0.0079213242493914,0.159644342180945,0.0685526765627385,0.104673542098504,-0.0431239447118949,-0.0576327148445873,-0.0148183769482688,0.141805191624445,0.020738105012458,0.149514014213802,0.18301549523313,-0.0082112584068369,0.117249324001318,0.170634609896916,0.135602937443127,-0.119051501372032,-0.0425585229554346,-0.0970489353783907,-0.130300566600937,-0.0386231643033617,-0.0205455487531313,-0.0119428607576329,-0.16900590560329,0.0713039805049427,-0.133533780282169,0.0416916502662636,0.111839518978254,-0.180255322758101,-0.147905044165341,0.0664576968384475,-0.0825072689716591,0.127451462449528,-0.115794462306981,-0.0284895810215908,0.173020429987859,0.144659996975528,-0.014099814633925,-0.0862085001167896,0.0421853759175765,-0.0195001968408632,-0.170454978116477
mild,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
