group,RXRG,LHX2,RUNX1,ARID3A,E2F6,GATA1,RUNX3,E2F1,IRF1,GMEB1,STAT3,HNF1B,KLF1,CEBPA,KLF3,MBD2,ELF1,BACH1,IKZF1,JUN,ETV6,PAX5,USF2,ASCL1,HNF4G,CTCF,JUNB,NANOG,FOXA1,IRF2,ZEB1,AHR,FOSL1,GTF2B,TCF4,USF1,GLIS1,MYC,RARA,ESR1,SETDB1,CEBPB,MECOM
healthy,0.0002611351898305,0.0161886491189465,0.0749136216854693,0.0321800235968551,-0.0573069218532154,0.0092194335693072,-0.0093778473337541,0.0265593052170707,0.0501674115067956,-0.0627350685005939,-0.0225355956001175,-0.0790234687868406,-0.0451253984102566,-0.0478872433847869,0.0445704551916783,-0.0503753295726323,0.068438459063699,0.0437001695732477,-0.0284855175841432,-0.0672686724218608,0.0151624249511384,0.0087545881792581,-0.0112941588405487,-0.0646632610397219,-0.0182514933578545,-0.0789021832484358,-0.0186846559950142,0.0850887357931042,-0.0480808052032205,-0.0801719685790811,0.0731987926853307,-0.0300092599809176,0.0747898609319951,-0.0175010081487869,-0.0607786585096737,-0.0054442355453301,0.0488100035626906,0.103048401294267,-0.0121020690392283,0.0243954722033278,0.0400927911309817,0.100535562955726,-0.0269692008325773
healthy,-0.0315318996643866,0.0299697604465062,-0.0832214724391939,-0.0625453444505941,0.0966607513980212,-0.0890749864195356,0.104716254030353,0.0631213583806311,-0.0894403905085905,-0.0138370366646556,-0.0309412904922948,-0.0493479828741531,0.0071887544693495,-0.020391097357072,0.0841186066009932,0.0074042459953874,0.0123348724346045,-0.0926877571461173,0.0204995654102268,0.0045588213651654,0.0874376044947481,-0.0737922735947612,0.0382418753999142,0.0934792127890795,0.0238747524952371,-0.0552966149934152,0.059486869136862,-0.0160826616034715,-0.10349072692232,-0.0899691567011224,-0.0688508875231761,-0.073915959553881,-0.060024751129039,-0.0227120148159079,-0.0610284355391498,-0.0566551929257769,-0.0739156357686477,-0.0771270622452785,-0.0269890434018784,0.052069696638699,-0.0360092765900994,0.0863149414646786,0.0791274572297058
healthy,-0.171495793089959,-0.226442861720517,0.157239142336907,0.167567998082965,0.203981523637228,0.163303582708755,-0.178767667694538,0.176256327973665,0.0382650018881203,-0.202649577170847,-0.200469455426887,0.19116769698011,0.190976555266055,0.161576104095187,0.0375015926869639,-0.19497265192188,0.138261059715676,-0.137948235591461,0.0029376140414504,-0.21319079830715,-0.0464994023650243,0.171479843175731,0.175830439538109,-0.061653621678425,0.187123879209941,-0.0710660004980737,0.120663545073553,-0.216538093613248,-0.209008962327573,-0.0840966945373564,0.213365346965275,-0.167375312828823,0.156400099671508,-0.198893629626825,-0.037069787347742,-0.0508965621866805,0.203978050672033,-0.186490770517761,-0.171122385017347,0.0418596494930933,-0.0878228003063702,0.0988119053244645,-0.0454404052372871
healthy,0.141220580577498,-0.0197164333767898,-0.116844341914603,-0.139814135259106,0.0006664350099952,-0.129883434893949,-0.135457800788364,-0.0140400008592218,0.231542555688911,0.0658146326897961,0.152704331047029,0.0404332288226372,-0.0722181943804319,-0.116415880421691,0.113849477950767,0.114938152210339,0.0876159542329904,0.122965391925326,0.0552695676667755,0.110477022062349,0.152669399154613,-0.0767938356382469,-0.0575636105390196,-0.0531254044454279,0.06132774027115,0.012254544508119,0.0398094762186875,0.0586115673114937,0.11080603682404,-0.03395751094173,0.100644240158119,0.0708112032512216,-0.219476206751182,0.0551195788537151,0.11292640269368,0.0274957658177892,-0.150952933291032,-0.0332129158224544,0.157332479305632,-0.166749790014441,-0.0602257482275952,-0.0539710837283818,0.0452721692195363
healthy,0.104136355996971,-0.0911139905577204,-0.0356194641300218,-0.0818228724069981,-0.114463909014476,0.0267097701715022,-0.0338143128143384,0.0744719913025772,-0.0132077385586393,0.10440602241987,0.110695986322851,0.116508881392243,-0.0869366741697608,0.0447454347443093,-0.100057473985978,0.104305591938997,-0.124844539156331,0.11037136691892,0.106651567166046,0.0853331774474961,0.110475573162603,-0.0528504342847265,-0.0257060425494483,0.0401752706779365,-0.004351097675025,-0.0333122806571989,-0.0554243020493108,0.0648145520108944,0.0572041052503295,0.0244936859950263,0.0887061120601338,0.0964914223327736,-0.0126215573946576,0.0315172060588253,0.142081040683306,0.0303391680619237,0.021886726194599,0.0924065279606168,0.0585253817395867,-0.119010312229531,-0.0435242760931442,-0.0799968702228002,-0.0136016684620618
healthy,0.0186248029517951,0.0007253877442545,-0.0247249230263306,-0.0311914374300796,-0.039757180895129,-0.079667385997085,0.0101256088210809,-0.112645663238531,0.0232044572319542,0.0626023698770331,0.0104750811661655,0.0610813936747828,-0.0348410500395992,0.0184247230652036,0.0024244962945161,0.029978786845844,-0.0363696038356706,0.0379069916141759,-0.0434635665650904,0.0032161389070248,0.0872547168299014,-0.0242801221952484,-0.0526103112392805,-0.0176512980875808,-0.0233384981920844,-0.0344568699590855,-0.0036798640915876,0.0831186855164999,0.0406991975197345,0.0211735050393317,0.0940336401146567,-0.0220699775767225,-0.0208027918742617,0.0669117435568595,0.0294511821527481,0.0264195556921591,0.0731771572582691,0.066715825457548,0.0082798169002726,-0.0596056867247381,-0.0212248599238807,-0.0493623111022774,-0.0078653264444747
healthy,0.107167487479307,-0.104257962932358,0.103288121416708,0.0693436683689636,-0.100378596869759,0.108137328994957,-0.112016695057557,0.105227804448008,0.0130928604612728,0.107167487479307,-0.0295801662273201,0.107167487479307,-0.112986536573206,0.110077012026257,0.110077012026257,0.109107170510607,0.112016695057557,0.0809817665567617,0.109107170510607,0.079042083525462,-0.0644944607907144,-0.0887404986819604,-0.102318279901058,-0.0984389138384588,-0.102318279901058,0.112016695057557,-0.101348438385408,-0.109107170510607,-0.102318279901058,-0.103288121416708,0.111046853541907,-0.0771024004941623,-0.0402484228994684,-0.0383087398681687,0.0208515925864716,-0.109107170510607,-0.109107170510607,-0.0838912911037112,-0.110077012026257,0.111046853541907,0.0955293892915093,0.0324896907742697,0.106197645963658
mild,-0.0051893192159115,0.0894314654479032,0.056758862221946,0.0051865558232453,0.0287358408126292,-0.0009109984489446,-0.0077691199255968,0.0309753214101981,0.0113672534835223,-0.0013074169422347,0.0045459621419125,0.0470640804222129,0.0243983864627077,-0.0037522040244437,0.0039147609755433,-0.0271646633255866,-0.0819806339956253,-0.044748508373033,0.0675411673901179,-0.0995947253573358,0.0691805991659641,-0.0293623910230357,0.0719233494399147,0.061266167067545,-0.0006636974560827,-0.0595232817225411,0.0052501289550734,0.00350961438957,0.0212389981174343,0.0227137588712887,0.0332554525709218,-0.0418825530675895,-0.117965140681218,0.0199985368204552,-0.0038701238787063,-0.0529321371985541,-0.0110976490427482,0.0510307871396775,0.0827906100569381,0.0111280161610632,0.0152758836534784,-0.0333047255232151,0.0138886152335461
mild,-0.0564371630573075,-0.0190190771748768,-0.0371863426766354,-0.0468057649552118,-0.0323568530607128,-0.0502163178566319,-0.0258899818315907,-0.0186529108604254,-0.0061034233531383,0.0504826366608824,-0.056558905017869,0.0475098552125758,0.0304358134141182,-0.0405154305896002,0.0187292769399713,-0.0049542585944532,-0.0713143539116765,-0.025418722155409,0.0081538900593135,0.0766816682105814,0.0809751111492221,-0.0105222965120991,-0.112149208368348,0.0518112330526894,0.0659453203841192,-0.0412243111763719,-0.0105321710561543,0.0185888144896386,-0.0100899913244447,0.0797201623984934,-0.0332415504921578,0.01562955176236,-0.0676589211342448,-0.061117652856683,0.0691380308515836,0.109850188220664,0.0716050945793492,-0.0189055786952901,0.0555029753514907,-0.0250280752004874,0.0174847905037773,0.0321739976645479,0.0714424290991543
mild,0.12118290579401,0.0075311410380457,0.119813607423456,0.106120623717918,0.08147325304795,-0.118444309052902,-0.0335478100785676,-0.0896890432712727,0.108859220459026,-0.112967115570687,-0.100643430235703,0.112967115570687,0.093796938382934,0.0171162296319223,0.0746267611951811,-0.122552204164563,0.123921502535117,0.125290800905671,-0.117075010682348,0.106120623717918,-0.119813607423456,-0.0801039546773962,-0.10338202697681,-0.08147325304795,-0.0157469312613685,0.123921502535117,0.0458714954135517,0.037655705190229,0.108859220459026,-0.0417636003018903,0.123921502535117,0.110228518829579,-0.0225934231141374,0.0979048334945953,-0.118444309052902,-0.0540872856368743,-0.125290800905671,-0.104751325347364,-0.0896890432712727,0.0431328986724441,0.112967115570687,0.0540872856368743,-0.117075010682348
