group,RXRG,LHX2,ATF1,EPAS1,DUX4,NR2F2,KLF5,ETV5,ETS2,MITF,KMT2A,MYBL2,ELK3,SRF,ESRRA,IRF1,MZF1,FOS,NFYB,CEBPD,AR,NFAT5,STAT5A,PPARG,PBX3,ZFX,IKZF1,MAX,JUN,NFE2,TBX21,USF2,HINFP,FOXP1,NR3C1,HNF4G,HSF2,FOSL2,IRF3,STAT2,RFX2,TCF12,VEZF1,PAX6,FOXP2,FOSL1,GTF2B,TCF4,EGR2,GTF2I,ATF2,RARG,EGR1,GLIS1,POU2F2,NR2C2,ESR1,SETDB1,CEBPB,MECOM
healthy,0.219884400460597,-0.12125702032356,0.267716515822049,0.149402476187532,-0.202206182283824,-0.149473232042768,0.0992459979180956,-0.345936948468001,-0.11929784359365,0.305983200015722,-0.106524427914531,-0.339548091501998,-0.21583875258832,-0.354065771266619,0.0630186694024383,0.185716265713209,-0.206059731315484,-0.190474762295248,-0.302907800074239,-0.0764728622120754,0.256478898963355,0.286404162157866,0.375525294763048,-0.219417378752556,0.0545886382668119,-0.0710944253096286,-0.0166387022475123,-0.186815791865486,0.163590017066858,0.114030334679202,-0.291939485290731,-0.102967788966992,0.100488193002776,-0.0175811768519523,0.0154824722205955,0.166293948768353,-0.193859305809841,0.209318302956971,-0.322446169847076,-0.215025556205362,-0.18366252741976,-0.0417257858641353,0.0691889767408205,-0.106405399373013,-0.233436791816987,-0.131584399474475,-0.187713630766857,-0.227377412466603,-0.19674095373652,-0.0177754248190137,-0.0730592228317771,-0.16234087865059,-0.344804689466807,0.043614537373647,0.306505768376472,0.171489379288215,0.195816829365564,0.145252678341426,0.290878808731867,0.104845629526864
healthy,-0.0382875852600477,-0.0209315131218106,0.0139125199056804,0.000248548563889,-0.0180525973509196,-0.127602382505426,0.0549363225009067,-0.0016064357208028,-0.0029474618891375,-0.0638478053685306,0.0461724872089491,-0.105929452186256,0.0470891908620595,0.105506899491958,0.119724665817529,-0.16396242082283,-0.0889267719557257,0.0186437175400895,-0.130432760672488,0.0782955106439461,0.0044235667252473,-0.0066158979542838,0.14332253603774,-0.0653494931250868,0.147259656353953,0.0563084953979869,0.103048226110205,-0.121593692094595,-0.0108400789855471,0.0684026249809892,-0.134094827501848,0.0114877592602274,0.0541129848499222,-0.123178307089135,-0.054321495189517,0.0027688477461372,-0.0653649022246431,0.0490734038675148,0.111678816141693,-0.077378743404455,0.0200147564800497,-0.0558217098615901,-0.0099456199679034,-0.0715105365037463,-0.0766326844013143,-0.0770374752999757,-0.105358499477455,-0.0383688380566766,-0.0732110588723216,-0.0262691976540256,-0.0801625975364051,0.069804026417668,-0.0385080710346485,-0.0436485318098185,-0.004765438900342,0.0923028166475851,0.0714573570941358,-0.144838138613909,0.104198016238997,0.084987362529812
healthy,-0.136267918124272,-0.105280019314002,-0.148943440124657,0.069723635992764,-0.0946783977437178,0.0584575791428813,0.057234491717905,0.0213134430158211,-0.146678963878544,-0.0713106453867293,0.112113067531302,-0.079279626921316,0.0595303224523344,0.0760768774516232,0.113986115569723,-0.0640191307042907,0.0687006575476115,0.157492632748471,-0.0830854145972523,0.0159607901861901,0.100599629453521,0.0449840263792082,-0.116834913535331,0.109019861985224,0.12067559783843,-0.139159527866813,0.11478869426437,-0.140733899259211,-0.0997026374530523,0.128819937111018,-0.0090572490328155,0.134720571939376,0.145138483320796,-0.0918760848842187,-0.154097864369161,0.107555428087422,-0.14328384565836,0.135415968136307,0.0307519311408796,-0.0493259451942703,0.0702751164002286,-0.0710372884739499,0.100051428804249,0.0147940708720077,-0.0995505004030508,0.136959072500608,-0.135726233261274,-0.0945509682054297,-0.116425730903291,-0.164042484778416,-0.142616480461444,0.0150177066505957,0.111128265471505,0.121872403467761,0.10746219549455,-0.0418645827675932,0.0749829687693041,-0.147361459693253,-0.0218378107555648,0.0352038749107574
healthy,-0.0593131671827195,-0.119070490055967,-0.176324625563341,0.0189782245410664,-0.0434970201436372,-0.0024182343107368,0.0391708458058995,0.0471476977028478,-0.10966133924863,0.0447213040591317,0.0638868092901095,0.0524537599353141,0.125951303553424,-0.040917135047759,0.16344622236539,0.0973515935632552,-0.0621617343139959,-0.0972149967299677,-0.242712126423354,0.162083037804944,0.113731982475889,0.14046339719812,0.0562980536665141,-0.140941150142092,0.0896786528217448,0.0802352328158953,0.0072951156284959,-0.0728175352084056,0.112170574120124,0.122964795698722,-0.175832185820006,-0.0146948627034314,0.115752329313698,0.163436335173662,0.0150608807816641,0.0225135195327355,-0.32688745313884,0.0263796994747503,0.126621616755705,-0.0661398411060552,-0.0645063426436144,-0.11737162093754,0.122486370809681,0.187795303841993,-0.192229277367209,-0.0001998556619146,-0.0792171400443934,-0.0879125891964298,-0.03032507294274,0.0814532772414645,-0.0389766536809939,0.12990829207189,0.0030644534826914,0.0963670020530445,0.105432116985116,0.178556347121388,0.0650563776785668,-0.0896346884158097,0.0939915802424104,0.0371433955487911
healthy,-0.009788596258497,-0.0803902975310622,-0.0770067573287892,-0.0569684250843362,0.054912082413046,-0.0283946107924885,0.0271856523622133,0.029640016029658,0.0006128754854951,-0.0850847652296567,0.0631512392194737,-0.106244186463238,-0.0641922079341607,0.0558388554200267,0.038767031199887,-0.0637558028394354,0.0405565501258657,0.0560922788946957,-0.0500117553677916,-0.0282274008167037,0.0135473922700863,0.0257032464175748,0.0907673240302892,0.0643027541380447,-0.0290618912160208,0.0231407481126485,0.196404993504779,-0.0253463185129166,0.0510701034376848,0.0304175613076608,-0.261220711932269,0.120903785119536,0.0375855887422627,-0.0617404809126493,-0.0675716484735497,0.0149303854090649,0.0391042003371553,-0.0085662857889075,0.0616105376763356,-0.0165467940601277,-0.0541401560847607,-0.0327713063862444,-0.0444140435117487,0.0533202235079592,-0.0009483726033911,-0.0648351154599199,-0.090437437823556,0.0161298824604882,0.0131436799772223,-0.0318302810218258,0.0064936168130733,-0.0066223864204045,-0.0604521980248459,-0.177828625160427,0.0033947539860439,-0.0243976886757759,-0.0164261192773538,-0.0212703774037534,-0.110263495954719,0.109107093594906
healthy,-0.17407279836579,-0.144014291513394,-0.0748673862165182,-0.0662247330551906,0.0936733447993614,-0.0261877982082887,-0.0279314738810927,-0.101377392328421,-0.0093322133132789,-0.0178818548320543,0.180603733626909,-0.0479853335344061,-0.116196306867902,0.128550628498206,-0.0760542118184321,0.0989381191868225,0.0170008254887846,-0.0353919341571047,0.037421581511408,0.0161822146090425,0.167704661201511,0.0869923267699383,0.123331318802892,0.244569487535131,0.0453025347450334,0.0129847037561354,-0.367030927549331,-0.0219299497018638,-0.0403826266809315,0.256006863947475,0.0370494240517059,-0.0181384284768428,-0.0352857882701544,0.0421406933457213,0.0210542676963696,-0.0294425896448791,-0.0973834238522708,-0.0397632718991302,0.31057829410526,-0.0018297259194042,0.0630370544039998,-0.0338522212251683,0.0527873783884597,-0.135876616782323,0.0378936380832858,-0.0719853190081499,0.0362121344529137,-0.0545613392139189,0.0073433856134696,-0.0680031787445905,-0.004910617988796,-0.0225473331148998,0.0307224392104,0.0925090667276993,-0.0016379856648806,0.0337291585300018,0.0581882757891566,-0.0147501384116851,-0.0114851081785705,0.0436433322238175
healthy,0.0722531929159131,-0.0257008001647208,0.0237611171334211,0.0334595322899195,0.0111531774299732,0.0741928759472128,-0.0761325589785125,0.036369056836869,0.0518865210872665,-0.0906801817132601,-0.0984389138384588,-0.0703135098846134,0.0664341438220141,-0.0257008001647208,-0.0392785813838185,-0.0402484228994684,-0.0150325434925725,-0.0063039698517239,0.0198817510708217,-0.0189119095551719,0.0499468380559668,-0.0838912911037112,0.0644944607907144,0.0460674719933674,-0.106197645963658,0.0140627019769227,0.0295801662273201,0.0800119250411119,-0.0538262041185662,0.0198817510708217,0.0063039698517239,0.0887404986819604,-0.0334595322899195,0.0751627174628627,0.0460674719933674,-0.112016695057557,-0.0751627174628627,0.0741928759472128,-0.0179420680395221,0.0470373135090173,0.0780722420098122,-0.0208515925864716,0.0150325434925725,0.0848611326193611,-0.03055000774297,0.0964992308071591,0.0712833514002633,0.048976996540317,0.0897103401976103,0.0082436528830236,0.0043642868204242,-0.0189119095551719,-0.03055000774297,-0.0470373135090173,0.0480071550246671,0.0897103401976103,0.0295801662273201,-0.073223034431563,0.0344293738055693,0.0179420680395221
mild,0.0219764641347247,-0.105536003004413,0.401960366370821,0.172039915883483,-0.244246121077769,-0.436729196324941,-0.0732613012318435,0.0798636804794302,-0.15167522601044,0.258195229144993,0.092983906759971,-0.217094748789203,0.035962494737223,-0.289584500119755,-0.0582702421322219,-0.0140792836723557,-0.344359336087242,-0.056066360034168,-0.097937753068008,0.405746528397646,0.302652747190135,0.411125748529218,0.335244076088415,0.127428135194667,0.336975994240762,0.313503766887138,-0.280980730114012,-0.0774965417868017,-0.309433931279399,0.161868576702668,-0.40690135897575,-0.315862348581947,-0.139727381256723,0.355170738704977,-0.0853490073839677,-0.11425434574905,-0.03301171417415,0.140897013620418,0.04437045514392,-0.334010648575017,0.192384159993651,-0.0156944261140298,-0.147738606473014,0.3019200679066,-0.0510441487754643,-0.145533905087935,-0.0494968068867283,-0.0034977912002975,0.268767691253395,0.298570622277016,-0.0975245046924473,0.354282831839715,-0.124871832231086,-0.177618677921662,0.423987917603168,-0.442178893347067,0.162106588686707,-0.265014264294826,-0.0906903946613494,-0.0284212125586439
mild,-0.0929213062370279,-0.112623639312547,-0.0569412215215901,-0.0044636553885129,-0.0183969933679018,0.0214441336002037,0.0732136642839436,0.0217412086150879,0.0034364653247107,-0.0499931447098124,0.041493565089255,-0.0364284072087389,-0.0087304602624526,-0.0581313652499049,0.066039438173038,0.129603651053824,-0.0869328701305761,0.0048645311768796,-0.0804415789181762,-0.0174854657538156,0.10581890219503,0.0559865787135536,-0.0018050627979305,0.120752108399706,0.096218718952708,-0.142658292051099,-0.0653544819027397,-0.0343256918611262,-0.0027492655538512,0.21310687521288,-0.169116693830974,-0.0435383714669407,0.226228710162602,0.0024513242367702,-0.0127532788971603,0.0377307481779824,-0.171811937668346,0.0203716292676438,0.142421191803688,0.0396462756124479,-0.102465557455462,-0.0451733502668924,-0.0745852205774267,0.0201404598583496,-0.0596941744129972,-0.0306527482495561,-0.0742663103046068,-0.0010257906525612,-0.0572767470262878,-0.036797873989251,-0.0516719050900196,0.0482115609227038,0.128827399859705,0.0122719702817489,0.149943271565938,-0.148691709233156,0.157828398587294,-0.12951315579357,-0.0067255259986982,0.14782969412155
mild,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
