group,HSF1,RXRG,TFAP2C,FOXK1,MAFF,TP63,SIX5,FOXO3,HOXA6,ARID3A,MITF,STAT1,PGR,E2F3,MEF2A,E2F6,BCL11A,FOXP3,IRF4,NFYB,FOXH1,GMEB1,AR,GATA2,PBX3,RXRA,TFAP4,RELA,RUNX2,E2F7,BHLHE40,IKZF1,CDX2,SPDEF,TBX21,SP2,GATA3,HINFP,ASCL1,NR3C1,CTCF,HSF2,PBX1,ARNTL,MAFK,ZEB1,YY1,GTF2I,ATF2,HOXC6,JUND,ETV1,SETDB1,ELK4
healthy,0.0453633346986918,0.0457579425439409,0.0231370585731571,0.0368601165720593,-0.018464591851549,0.0072103072530764,0.0792759415258944,-0.0529620100873596,-0.075883260771321,-0.026268532171715,-0.0571705866702779,-0.0009077701739944,0.0001598656646783,0.0478118828333344,-0.0110690297703595,-0.0434582867914751,0.0328834850584859,-0.0472541818873772,-0.107004350595109,-0.106553800525343,-0.0615680758421431,0.0123655984047493,-0.029440025977043,-0.0215913318772632,0.069917237688951,0.0975978807049243,0.0883519219666234,0.093806719181866,0.0459046833020979,0.0340660176198213,0.0458547656248363,0.0377810116525752,0.0238518280725668,-0.0712977196601168,-0.083166508078672,-0.0773076358724928,-0.0358850005662421,-0.0307766148182029,-0.0243888734279331,0.0572880653417643,-0.0225393374204297,0.0291521386831808,-0.134997839743576,0.0155994893066543,0.009053818713324,0.0146523444130957,-0.0287898051982301,-0.0035538373936636,0.050346495928773,0.0288646817141226,0.003358900257461,-0.0428532501170801,-0.008762919145834,0.0470966830091207
healthy,0.0151507664531891,-0.0487769602376843,-0.057933664324761,-0.0119312851461333,0.0264109661913378,-0.0074292499436506,0.0777962026165576,-0.0108913888770907,-0.0025714046784451,0.0328568481990384,0.0172913012111201,0.0908964103710118,0.0017505108078768,-0.0486009586381233,0.027742602290424,0.0295935759893031,-0.0006057222782333,-0.0201762813146027,-0.0754518450294792,0.0067958740335994,-0.029146808223311,-0.0193347010908823,0.0019312290874967,0.0584272397532673,0.0060158979611061,0.0001115243437294,-0.0943729866550892,0.0414751085407026,-0.0449133049357722,0.0016593376217622,0.0125591542723593,-0.0499564175628881,0.0431187159147555,0.008960423157516,-0.0605968168102416,-0.0142664248559391,0.0083755548302032,-0.0342468562066717,0.0825999856301227,0.067398891961279,-0.0046870631390092,0.0710127068752957,0.0523714295806976,0.0137426578865477,0.0187413092199097,-0.0013438707361935,0.0030882283117091,-0.0172528016094204,0.0313707587849245,0.0142664487984775,0.0216266484614678,0.0030713967072347,0.0564918446640941,0.0560423953338045
healthy,0.149540371275986,-0.066823366906811,0.140282404758826,-0.0262360924603803,0.0043430065160506,-0.179012144052899,0.100906742023677,0.104682039232473,-0.0851141564137966,0.0860834457828217,-0.211504760907964,-0.205590195982084,0.135734262982233,0.186906718976347,-0.0287991716467805,0.132661478251905,-0.0516027347819896,-0.0887479810291156,-0.179995782784977,0.157044077634026,-0.189578327852315,-0.159079666150461,0.098127411872961,-0.0279943946935992,-0.0944745895093751,-0.138170623145619,0.177421183687393,-0.0942005368854389,0.14963738105437,0.173946616791589,-0.016887583483395,-0.116684978270504,0.121448562596592,0.11395698246085,-0.132814874963975,0.136039843784144,0.130484619245698,0.03549446318495,-0.117127989591793,-0.0978656875750279,0.0396699257295824,-0.0046851680885609,0.109380141958152,-0.0882532311593547,-0.0867453354165908,0.154249993912848,-0.11893014832899,0.00043735241755,-0.0225899395190582,-0.0749319696538196,-0.129246936156476,0.16449584333989,-0.0612127659532031,-0.125114723804706
healthy,-0.133387884190445,0.0160679228378665,-0.053445474890352,0.150785458339139,-0.12621442744356,-0.0401179480243272,0.0165750740404476,-0.0638250423976139,-0.0248605773716385,-0.0611164228169114,-0.0724454688914117,-0.0394014539569212,-0.0159212430163681,0.0792566747793098,-0.129217931934034,-0.0484448877695636,0.0493175945758096,0.0739020986612311,0.0888813623386697,0.0062858785895854,-0.108624542575692,0.0428765200919005,-0.0197655508163845,-0.0762796082462635,-0.0292087316295576,-0.0528400710863685,0.0248049051343627,-0.0925085738344233,-0.0259343651810132,0.0186414292034454,-0.0228191348992939,0.0604676760154141,-0.123369423592088,0.0873730006040758,0.0788757394023335,-0.122902437747907,-0.0753348325849138,0.154263320796538,-0.0088567157383085,-0.0601304649526453,-0.153633131407466,-0.0734204956771259,-0.0921569998428596,-0.0699852135838528,-0.100163887776542,-0.0321666052223557,0.102836790693604,0.001881924988826,0.113984838444176,0.0909222963887561,0.0505975476108953,0.0238240314926789,-0.0912189607764314,0.0119565662467166
healthy,0.013512545485587,0.0319489509319336,0.140320460445872,0.102443220913864,-0.0506958705883289,0.0796871100325072,-0.0737795884163978,-0.0653833689492845,-0.0424098555042322,-0.0890060032569693,-0.180372025083268,-0.0615357179074134,-0.0779304512457807,0.0700810726537176,-0.125912550420341,-0.0725035073551088,-0.123167691879717,0.145725140010418,0.0030367711538324,0.0829114981590568,-0.117081710114103,0.0699109285122124,-0.0249371049183671,0.0384399061618939,-0.159501597810811,-0.0818582216112579,-0.0826915270776551,0.0409939687572141,0.152407340388331,0.0659139924569343,-0.021395717938412,0.0554138229659793,4.88363904672389e-05,0.0145544998230487,-0.0079513475931966,-0.104815149112378,0.0408216246745346,-0.071121978851667,0.0520616194090017,-0.0429732823232147,-0.166445717886654,0.276485612107946,-0.0469883592546688,-0.0921719028951244,-0.0658410718937154,0.0169430600375615,-0.0164769028689318,0.0907087116538495,0.0928069717774811,0.0418379859790675,0.0314294077562719,0.0730131220004444,0.0774303044101064,0.132840418574734
healthy,0.0620871791688998,-0.0165983954448858,0.0457612136758836,-0.0344232644176111,0.0129536292325831,0.0724964495212268,-0.0486099194751124,-0.0396186535745636,-0.0386090173980465,0.0622536366360176,0.0162283508272047,0.0890493283424063,0.0713327615600607,-0.0119548844298766,-0.0129396509988153,-0.0116684762442393,-0.0213832904701917,-0.0359594723086879,-0.043245481053531,-0.0215599695207522,-0.0756498808165927,-0.0081075211919024,0.0013232727966812,-0.0682509395914342,0.0487309768038052,-0.006912964631166,0.0234109788848071,-0.0261037108922439,0.0014811103529755,0.0230531943429931,-0.0556767320416848,-0.0838042582129375,-0.0475735499265144,0.0124952887716023,0.0235341038272447,0.0112325300786073,0.0436397837310632,0.0160485266740465,-0.0138599138431799,7.96759324762314e-05,0.0057207377760574,-0.059461193227704,0.0194663504368656,-0.0201468574507927,0.0093256951434424,0.0204869653511545,0.0121168280923402,0.0783634928107201,-0.0152811216401965,-0.0149502743197058,-0.0026452933765875,-0.0476607682809611,0.0284220009626269,0.0636097000394124
healthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mild,0.0401659358855185,-0.0126052825252916,-0.0933646031918189,-0.0290006586375866,0.0497576383616114,-0.0165896796729582,-0.0282213233424196,0.0119648193558891,-0.0509725090649785,0.0111703715615595,-0.0321115609088368,-0.0012453797712256,-0.0060052299304396,0.0109619781520528,-0.0086177795507295,0.0551477251870351,0.0683289113458325,-0.015822085918494,-0.0661692821891704,-0.0597491592366051,0.0784990930191982,-0.0658460868123401,0.0228169762264326,-0.0452532992784664,0.0817901143124239,0.0207445374784736,0.0832756654049293,0.0509195963799402,-0.0523067836621059,0.117354161637119,-0.116869785207189,-0.0329793175806838,0.0140694526509366,-0.0430075970532649,-0.123211448154703,0.0232715442933526,0.0293668810797021,-0.0434549308160745,-0.0015533679590488,-0.0094849870214791,-0.114840922725613,0.0892611998477384,0.0341128118317926,-0.0860776894038192,0.0431251829020133,0.0081245022754278,-0.0717681601214472,0.0491001878341275,-0.0336846243555162,-0.10675961795719,-0.0672327059554397,0.0831073068616256,-0.0546494482879503,0.0230851189277416
mild,-0.0577664153754319,0.0018569499201575,0.039298246555124,0.0609192283353895,-0.0395651332568698,0.0576769179253565,0.0759979953827091,-0.0245756716799159,-0.0338942271622939,-0.0969352152481828,-0.05339784727268,-0.0739766933784331,0.022492517303747,0.0595160660906239,-0.0844112094600151,0.0082859838879438,-0.0172949982676431,0.0270647758783846,0.0536494454084612,0.0904864422757095,-0.0800959942638311,0.0718443747439057,-0.104907766081153,-0.0261609703109894,0.0061648873400775,-0.11457945951299,0.0913772281282536,0.0263579589457399,-0.0348424847588119,-0.0612463792132488,-0.0193074517525766,0.0290212760043201,-0.0405012263208794,0.0505481528214799,-0.0248776383104159,-0.0307499136676613,0.0038035369119973,0.0218725624633459,0.0699540552596795,-0.0385783924549274,-0.0145900041593788,0.0125636932299523,-0.0365711049694522,-0.0361143328822112,-0.123051367023331,-0.0344998184298767,0.146690456963613,-0.0518706486828118,0.0392082080713216,0.0768198954249085,0.0181721535608056,0.0979280644954307,0.114981255592482,0.0592951498029769
mild,-0.123921502535117,0.12118290579401,0.106120623717918,-0.122552204164563,0.12118290579401,-0.114336413941241,0.125290800905671,-0.119813607423456,0.117075010682348,0.106120623717918,-0.0047925442969382,0.106120623717918,0.0458714954135517,0.126660099276225,0.0883197449007189,0.08147325304795,-0.10338202697681,-0.0787346563068424,0.0006846491852768,0.0609337774896432,0.108859220459026,-0.112967115570687,-0.0828425514185037,-0.114336413941241,-0.0883197449007189,0.0842118497890575,-0.0513486888957668,0.0883197449007189,-0.125290800905671,0.0362864068196752,-0.0349171084491214,-0.117075010682348,-0.0403943019313365,-0.125290800905671,0.122552204164563,-0.006161842667492,0.125290800905671,0.123921502535117,-0.08147325304795,0.0759960595657348,0.123921502535117,0.108859220459026,-0.0650416726013046,0.123921502535117,-0.119813607423456,0.123921502535117,0.0759960595657348,-0.125290800905671,0.0759960595657348,0.110228518829579,-0.0445021970429979,-0.123921502535117,0.112967115570687,-0.104751325347364
