group,RXRG,TFAP2C,KLF5,RFX5,PGR,E2F3,SPI1,MEF2A,E2F6,GATA1,E2F1,XBP1,TFDP1,FOXP3,ESRRA,ZNF263,NFYB,SMAD3,GFI1B,NFAT5,ZNF384,KLF3,E2F7,NFIC,TEAD4,MNT,CDX2,SPDEF,MAX,TCF7L2,SP1,PRDM14,ONECUT1,JUNB,NANOG,IRF3,FOXA1,RFX2,TCF12,VEZF1,MAFK,ZEB1,ZBTB7B,AHR,ZKSCAN1,TCF4,EGR1,MYC,RBPJ,MAF,CEBPB,MECOM,ASCL2
healthy,0.204182276191787,0.0625980513812362,0.0811133560196382,0.0728309850490811,0.147191236271505,-0.161553739613788,0.23493796488431,0.0949060889481311,0.324469060746992,-0.135243928060129,0.234077799199508,-0.111126526342282,-0.103267090022839,-0.158388580080413,0.0918505350144808,0.106391147456318,-0.0633188273359524,0.218453342253864,0.0879800872741762,0.165725602753338,-0.108489439440192,0.289066452035675,-0.240581164063652,0.123604289915373,0.233440716651104,0.0924861283563669,-0.166819276020163,0.184013654477092,-0.102734847613303,-0.0967699798260707,0.15383279950052,-0.0271695304765059,0.0601474131352011,0.302294775693842,0.0004954590085414,0.0422385133909322,-0.254967494710223,-0.178886316435588,0.0412145349891494,0.334189409531338,-0.233038333049938,-0.112450728778095,0.129507504552759,-0.118855210329443,-0.123306150770468,-0.210798522909996,-0.113437774858231,0.0043840750683657,0.240194566051577,0.0534992973975067,-0.0305214365072399,0.227617025641779,0.135007442065069
healthy,-0.254246839876884,0.0021939470649506,0.293343032853698,0.196864522582387,0.335197780656714,-0.342999528565793,0.0336073925375252,0.250176941273248,0.324675483463833,-0.308563405003796,0.238579402530656,-0.293979786729337,0.0585487246814197,-0.358542642697051,0.264925312387399,0.357857085094127,-0.343477767799601,0.389904555230777,0.268990701858885,-0.182684132602789,-0.136853533809534,0.348996114920604,-0.112867324003286,0.18230478914702,0.276513086994209,0.244248025803924,-0.147408157750567,0.252631468711873,-0.371123901168025,-0.0839015405613648,0.222465289875664,-0.340136873812793,0.0655214703400322,0.31371917382578,-0.168772324163686,0.120452040262342,-0.301417786677298,-0.133740842593373,-0.0570874946390879,-0.22136175606446,-0.315389434351313,-0.363131125401092,0.276386949955404,-0.36262711969786,-0.0491705434890847,-0.322442869743122,0.0427499291960034,-0.333872011046729,-0.165181342858843,0.23625641969909,0.344807249815378,0.335267434882282,0.205745495672963
healthy,-0.291339004295899,0.307823384415692,0.165122477549528,-0.198168611458498,0.330624829215969,-0.276031913369662,-0.0509555155348458,0.305670946561256,0.383918712552771,0.0023339599799237,0.0476513247120113,-0.406033775677666,0.295121279881907,-0.38895135246453,0.282274591499825,0.343175610669427,-0.124483924833383,0.380361818742879,-0.125732358460228,0.180941968679879,0.110050456948172,0.452981451708981,0.149478133595444,0.283426963749004,0.330013854082783,0.214836480830967,-0.113291371846469,0.358542043265827,-0.223585206141696,-0.3516100327695,0.446185355130011,-0.331903716885943,0.272948550787787,0.396402903108097,-0.337932524576865,0.114913923921789,-0.32213179401136,0.232532720583227,-0.147013505370664,0.262055802555591,0.208882023262083,0.210992240738546,0.414002425773629,-0.438318084940778,-0.0584793034601387,-0.368546305718246,0.318277244715344,-0.38472793039254,-0.501625155658905,0.0857432127139924,-0.110445776656337,0.38814676101648,-0.0527651632626852
healthy,-0.0121334691755834,0.191717283014809,0.049843558995911,0.118877019699454,0.116034477704427,-0.0004389185916711,0.33357441155803,-0.0358338942122523,0.0738258350621076,-0.0082518508947363,-0.058998276315994,-0.0949060793406868,0.0432624100049675,-0.0735301998123456,0.0259302040308859,-0.0219335056482143,-0.0885800291097373,-0.0077085531090541,-0.0473724654619343,0.155718159531064,-0.0663157021758998,0.114901813818069,-0.003922154770615,0.0092620891408554,-0.0126949947788123,0.0849491566772313,-0.024004403367099,0.0416238108246151,-0.0417772509603811,0.0744616322204147,0.0349012828906106,-0.0113563837598747,-0.0958240902711593,0.149549267547917,0.0297565947451363,0.149443165326377,-0.0563830832691732,-0.0647771292779055,0.0782425894192876,0.186058225809013,-0.0851259937131318,-0.127405280484152,-0.0822120821041283,-0.0685233538692143,-0.0659028103684868,0.0122860024547551,-0.0203623765984824,-0.0056876231885187,0.021210559571189,0.101065086586955,0.0826734000536802,0.0016030504018534,0.179081959399906
healthy,-0.226265969888148,-0.245411638644206,0.325650690016441,-0.0472857817074912,0.289330381992784,-0.313026564893103,-0.177688632286021,0.165903454665474,0.363595890322979,-0.0956169046913688,-0.203654285780958,-0.359219556208588,0.328564689526034,-0.326857488128847,0.254923478609553,0.388034499458472,-0.346596193206679,0.342458918237123,0.320678983819229,0.132154459662303,0.0615696732257552,0.310613540259364,-0.318202230309348,0.0670242468582075,0.123340525338664,0.252694936758333,-0.0863426490247577,0.283155794140508,-0.314431161742993,-0.264562451719907,0.323799532349376,-0.311962530471673,0.25004342457083,0.329849287534292,-0.135465093978807,0.0113263593503928,-0.320615212603009,-0.134242947587628,-0.208400643962373,0.0532443081347127,-0.26239672843312,-0.300906935928887,0.38096370620273,-0.36276911559301,-0.331370192582227,-0.250578144489945,-0.003642792239207,-0.348795449836331,-0.193611903450993,0.26283214675274,0.208355883441793,0.35379178384638,-0.23486197276656
healthy,0.142361535542741,0.0472530493702811,0.210289103522076,0.263928846746801,0.339517226831404,-0.0606093220093774,-0.0635896171420613,0.121862695886083,0.203055469207849,-0.0524958849985626,0.291844957107937,0.125333515438294,-0.16480230291052,-0.4744841124858,0.453130103773726,0.307665595062265,-0.326131982026694,0.433651317959504,-0.253627083038266,0.175444161046933,-0.360249846208862,0.503372031463264,0.0312791446967839,0.126361057407048,-0.0453624330539831,0.227524726192648,-0.330506945900598,0.211159812003972,-0.284291773782052,0.0518996299040944,0.0492000456460119,-0.207508192789029,0.0885039274729268,0.282196537635182,-0.170576148900341,0.119869269055525,-0.337681759835394,-0.242218265557293,-0.309152749463909,0.504519362594808,-0.454943961580696,-0.0827455791930052,0.0866905494066399,-0.436831143499859,-0.30747924709424,-0.198642522386802,0.191057947333598,-0.0817025603726426,-0.406314046020204,0.443893844122797,-0.156394826577425,0.357405880863398,-0.152791744604657
healthy,0.111046853541907,0.112986536573206,-0.112016695057557,-0.112016695057557,0.109107170510607,0.0237611171334211,-0.112986536573206,-0.0043642868204242,-0.111046853541907,0.112986536573206,0.112016695057557,-0.0441277889620677,-0.112016695057557,0.112986536573206,0.112986536573206,-0.111046853541907,-0.112016695057557,-0.112016695057557,-0.0780722420098122,0.0082436528830236,-0.111046853541907,0.112986536573206,-0.112986536573206,-0.112016695057557,0.112986536573206,0.112986536573206,0.112016695057557,-0.0809817665567617,-0.073223034431563,0.112016695057557,0.107167487479307,0.0412182644151182,0.112986536573206,-0.108137328994957,-0.112986536573206,-0.112986536573206,-0.112986536573206,0.112016695057557,-0.112986536573206,-0.112016695057557,-0.112016695057557,0.112986536573206,0.112016695057557,-0.0431579474464179,-0.112016695057557,-0.0780722420098122,0.112016695057557,0.0518865210872665,0.109107170510607,-0.106197645963658,0.112016695057557,0.112016695057557,-0.102318279901058
mild,-0.52295259415535,-0.481840549473167,0.452701986597519,0.455653791600183,0.562858168590015,-0.497265250217095,-0.0184648868613564,0.467500144212857,0.47453885109558,-0.513874688268758,-0.48899054616322,-0.469113735499071,0.477696656859214,-0.454839756573595,0.361689448371021,0.46795694265525,-0.486965522744776,0.509957346208106,0.503440015434714,0.224662235175899,-0.189984190713035,0.4591594427151,-0.254616711324717,0.455711218619699,0.46186590730397,0.456244884673202,-0.533614645745912,0.468020396332107,-0.458836325145592,0.480075988571905,0.415454863149133,-0.465283768877849,0.509338471353947,0.46793177119318,-0.464005629473344,0.539338047604752,-0.486368306883686,0.0581803073162536,-0.455273683296781,0.478416202772309,-0.408542656913187,-0.494760031615368,0.550514139790434,-0.46037946000096,-0.48110329332163,-0.52282664071427,0.511681199442301,-0.570766089538681,-0.229494934053175,0.56773411150671,0.491736424351629,0.507742154020551,-0.513905952940212
mild,-0.282990901350878,0.0656525900309609,0.26668448769467,-0.0974690561177997,0.337781261911839,-0.212029853359496,0.109930620290963,0.160705093116484,0.335812791488028,0.0473688329289579,0.0912853700712387,-0.237012441956861,0.160357664788964,-0.212477855940705,0.217337781139348,0.289136194321484,-0.180958971204449,0.253947289645819,-0.0658666929503675,0.230459800250977,0.0788231956902498,0.347471842340326,0.0612031746441991,0.0215182387052871,0.0790695195835109,0.213972765078495,-0.124634988320719,0.222379488249473,-0.228637489606424,-0.202221192715119,0.206270441812808,-0.242389783377687,0.296337086809327,0.331116361972924,-0.248176014058464,0.0874235247997499,-0.342616068555577,0.166251622159416,-0.26412869724076,0.105626324329134,-0.209095694040304,-0.120658644053037,0.15956360434699,-0.321513481413354,-0.25842676527053,-0.129736795899927,0.281717577680909,-0.16529889767947,-0.25836361376232,0.190072985265332,-0.0673190375914947,0.260000201153045,0.092676703933248
mild,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
