group,FOXK1,KLF5,HEY1,ARID3A,MITF,MEF2A,BCL11A,E2F1,TFDP1,GMEB1,ZNF384,PPARG,GATA2,PBX3,RELA,RUNX2,CDX2,SP2,BCL6,ASCL1,JUNB,ATF3,STAT6,KLF9,MAFK,AHR,FOXP2,YY1,ZNF143,ELK4
healthy,0.0421413579363583,-0.122174169029806,-0.0206681961408096,-0.198792774862065,0.0674927409383458,0.202169314792861,-0.133325199344293,0.0542651477211866,0.147593035748747,-0.304146365876556,0.20142463982323,-0.0874067149945283,-0.213899711126925,0.0793863537041098,-0.0556760282221329,-0.499216681367243,0.0050611479890732,-0.168004767608656,-0.0679899756124836,-0.0250886411660215,-0.138596776210454,-0.0058819383138729,-0.114004977371379,-0.129414805668144,-0.0317582818582037,-0.0275353182527572,-0.231418013231278,0.0794886255387168,-0.323100658702118,-0.0770751671808688
healthy,0.0295819878605454,-0.122312823925222,-0.0417433127154295,-0.0913411838695516,0.0601676664320167,-0.0996223259083344,-0.160702602600612,-0.0138165843216761,-0.069816894389002,0.0883635255191264,-0.0890734656276429,-0.104323392573389,-0.254003322761662,-0.0513052772619136,-0.064915609286461,-0.0248120529823913,-0.0723149856856864,-0.0949293190703934,0.0596263514131734,-0.0826873078588278,-0.0777722080070806,-0.25814792369461,-0.148623182619077,0.034629054535475,0.0661175071483253,0.0609388113114585,0.0874832720147105,0.0879367951097991,-0.0706000335831106,0.0861684778495564
healthy,0.0468713391085147,-0.197055530509006,-0.149668394649219,-0.164641283120711,0.0585471112009098,-0.0801088630876858,0.0540906925176287,-0.193268478580884,-0.0237439819818445,0.133217883398568,-0.315657960554666,-0.170285482015513,0.251989515712286,0.049695035765516,0.119887640042786,0.041980105599003,-0.208143189636747,-0.20156329778177,0.171358738900392,0.23532365303109,-0.0928436870944734,-0.240896827073464,0.220014399014461,0.144661482384843,-0.12761330889512,0.120924229073228,0.17740703182401,0.134587643554947,-0.232498563063587,0.0597613643119725
healthy,0.132965651491518,-0.247480977765619,-0.166764511792854,-0.0991712022911727,0.0229684718374356,-0.326013118936752,-0.0562782676942427,-0.100587777149031,0.0489046974822152,0.0071763372211814,-0.0474019096208292,0.153261389196801,-0.181472563747731,-0.124567570318626,-0.193667161623072,0.288862127602112,-0.22514770447089,-0.224095984441536,-0.0159820303302041,-0.0696249053907826,-0.0628131609525024,-0.490211985900721,0.254295604705537,-0.0331406017455278,0.0220890904666022,0.189476572007336,0.065233021077348,0.159211090948341,-0.410122201988551,-0.302074466926896
healthy,0.21403704359448,-0.278092605226109,-0.174231451966249,-0.075393688086097,-0.120472840881332,-0.241365472504517,-0.30320993107382,0.0543107073554367,-0.104014523135414,0.0996712952443712,-0.146404665697954,-0.0792720041498075,-0.0741201314011474,-0.180988932341982,0.0541376909255761,0.280019470277609,-0.0063040154267332,-0.21554026307638,0.0619620046812183,0.309378138958879,-0.133114513273916,-0.26180322040608,-0.0816187644808611,0.0102659943198068,0.0907822192620345,0.28566729601739,0.300340991855741,0.269200118701255,-0.2904187109654,0.116831021766818
healthy,0.0747922315248606,-0.15737891033234,-0.0050664110476638,-0.0998137606082852,-0.26143294784866,-0.195535783960126,-0.078352724000693,-0.0607360402331389,-0.278817874086435,0.0725946572397993,-0.0401258514336925,0.210063833899573,-0.102504181331737,-0.139593174766512,-0.0831346504014262,0.0096768479747203,-0.0652389816204725,-0.181602863733499,-0.099903815868702,-0.10927184207946,-0.0476539876331574,-0.0755530042540904,-0.11709289569727,0.181730613779416,-0.214082014796194,-0.0999977159179659,0.044457917720825,0.23128096423737,-0.0305632075606782,-0.0453061494870749
healthy,0.213377031621624,0.0823180068349583,-0.0148704679932002,-0.07198879694984,-0.381113313698487,0.396594896814696,0.0958603932328912,-0.137250623042178,0.201858523021367,-0.0234025571932597,-0.0053598418756218,-0.162390553714475,0.0747174095083063,-0.15814332713209,-0.0698444838392384,-0.0349991605667415,0.057242057422653,-0.0561534351019132,0.391318324667151,0.146685036188296,0.111441711842616,-0.150109915399612,-0.183527892033767,-0.153359787046834,0.0902460376686263,0.0219074656913966,0.222631732699236,-0.0318339699989206,-0.194141253985319,0.191563185568009
mild,-0.0320384424091695,-0.111498777906172,-0.128274003299142,0.0983527540364224,0.0943027057992026,0.046738286265779,-0.0216436051461241,-0.0546977489418023,0.0050657062806634,0.096609799361349,0.0340625490995691,-0.0371008112738236,-0.0563759635253713,-0.0402065441526812,-0.108313496055249,0.219759193154417,0.0011180054677277,-0.186589655671873,0.16322462290632,0.142355226035904,0.005473448941328,-0.104660484741626,0.0760879560819241,-0.0778393193116183,-0.0249617768345066,0.0513842871998225,0.070476358344576,0.0545306469783253,-0.0994111338943223,0.146805388554338
mild,0.1937824584304,-0.103029171491745,0.128618199834948,-0.138153091417294,-0.387675987258066,-0.250402478193845,-0.256759269453804,-0.0631859061707118,-0.108790466303681,0.240276293953926,-0.0464282598667103,0.0627737262541777,-0.25934011885364,-0.0947735350338653,0.0938578035571285,0.346299415426891,-0.232851166675475,-0.19074930202337,-0.175888294795854,0.0949969612849805,-0.0553740649129168,-0.0906766980457016,-0.268994870576919,-0.318087239213827,-0.240042323484615,0.129903673789914,0.265634895518942,0.334364889080975,0.0972869674471843,0.285602048976461
mild,-0.0316309819599073,-0.0520624910354577,-0.161286381733905,-0.333891188858567,0.0527327789683493,-0.0698770449701973,0.389654424537596,0.159936365193011,0.451041470380336,-0.14740481305047,0.0758529923155551,-0.0248893958630353,0.109944214209428,-0.180376370876161,-0.180749277543051,0.148851124477499,0.403009203549828,0.210888632835397,-0.399461397843058,-0.10101333555428,0.522220384448361,-0.202376920155184,0.381078515266627,0.114083006178156,0.394805256878239,-0.26934812532617,-0.110374708994496,-0.108844375558979,-0.317395497236855,0.153218380783916
