group,VDR,HSF1,DUX4,ARNT,EBF1,E2F1,IRF4,ZNF263,IRF1,MZF1,FOS,NFYB,SMAD3,FOXH1,CEBPD,GMEB1,STAT3,HNF1B,KLF1,ZNF384,STAT4,RELA,PRDM1,OTX2,NFIC,NFE2,STAT5B,ETV6,BCL6,ONECUT1,ASCL1,CTCF,KLF4,NANOG,IRF3,STAT6,FOXA1,IRF2,TBP,TP73,ZEB1,ZBTB7B,HOXA1,AHR,ZKSCAN1,YY1,RARG,MYC,BACH2,ESR1,SETDB1,MAF,ELK4
healthy,-0.0569404360455626,0.0427319812984376,0.0724761126361509,0.0589957290441478,0.057871434436076,0.0126336988488338,-0.0606640916771658,-0.0240794031997186,0.0611197908893644,-0.0143853613378451,-0.180251088386445,-0.0869988427020337,0.0521659856788229,-0.0644014334920052,-0.021391842328665,0.0278674345820996,0.158260771230339,0.0840556374453454,-0.0172094461108107,0.132106644031144,-0.0956148864275233,-0.104635094971544,0.0557571725739174,0.185105121374225,-0.0591939252532354,-0.141527300158744,0.0044804508749986,0.103873230771395,0.0411195461549405,-0.0107911330686981,-0.0337812174619485,-0.0585503367106826,-0.0278730104345291,0.0180218309132768,-0.0886459157166841,-0.0844799091256683,-0.0188228950456586,0.0862962852959076,0.0126286298920797,-0.015925648330208,0.0384348576927142,-0.180104426571024,0.020179516838296,-0.0003200201364123,-0.0611268874288203,-0.040350585415335,0.0626435192896638,0.202756411548773,-0.169503379380607,-0.0479296895541494,0.0332672252470771,-0.0870023909717616,-0.0143715061893837
healthy,0.0236357839697384,-0.0132962692720703,0.0838661677917594,0.0292820552695736,-0.0540424651870575,-0.0907239694649365,-0.0719310626765034,-0.0579716056916663,0.0198901223434103,0.156521431019228,-0.0642745850671582,0.157640251355915,-0.0329560095110171,-0.0955795722580975,-0.117080796605298,0.121543738781794,0.142493268312189,0.0229016168202228,-0.102730674120909,0.0511781240778473,-0.188248807869218,0.100099680830789,0.0498936640857139,0.115849854281668,-0.121345754862881,-0.0385130846966803,-0.0529097239656498,0.0472522009242585,0.124063697513667,0.0564929902485936,-0.0522553704876669,0.145169439321799,0.0456569250521614,0.121601120866327,0.0250184989861784,-0.058594549555641,0.0717419848884868,0.0385472802850354,-0.142636386510496,0.122158702177317,0.101551784582496,-0.127492809545085,0.0472257521419907,0.121423429625076,-0.0831154735234567,-0.0326623408538081,0.115578725055627,0.109880149334182,-0.0501463160109248,-0.161625318048785,0.0780443980820953,0.133293405849712,0.114711648955735
healthy,0.109057050771597,0.177918677844712,0.105036121531852,0.0720999484120094,-0.0173514908932133,0.0637712979542306,-0.125352573362317,-0.0775009125446516,0.0879961398970305,0.044132743360518,-0.184677781016013,0.20942224217845,-0.213105275867218,-0.0401036677503218,-0.119246610409274,0.126206273247255,0.153629102060616,-0.10463333318601,-0.114273231379361,0.100237591428706,0.113606818538025,0.153661011989751,-0.0583031361999606,-0.0160575293583558,-0.109012424556879,-0.128268815030429,0.169688538861809,-0.0655809446078722,0.0625076568128101,-0.119342181243109,-0.0789208845219585,0.197570783230249,0.0206529962760983,0.0603843947659771,-0.103718396438311,-0.101784527569881,0.112232068851323,-0.191370362118359,-0.0624392670394088,-0.208533254601019,-0.0076383151041903,-0.139962353607046,0.17042342095333,0.184603629175707,0.0424216081817523,0.033199360493019,0.0666383434924931,0.169495807658441,-0.188410368480163,-0.0851488046014217,0.174868001194952,-0.0083280941202845,0.107032220722855
healthy,0.0152393955891465,-0.193377320839903,-0.0924229235076303,0.0194333728200259,0.0808032250584159,-0.15060748684355,0.122808601876541,-0.147242507443322,-0.037565243362659,0.157213329004732,0.0442626278777875,0.077593112828091,-0.136782919622433,-0.110573842154903,0.0023795946040908,0.116722833763847,0.194050742262712,-0.0653729431440498,-0.0852722852898107,-0.0016680769720024,0.0028642067556435,-0.0052386340547522,-0.227863812970458,-0.0956168245850702,-0.0966160901808654,0.0751748140964876,0.0706253566787542,0.0449657359743169,0.155565363994277,0.0024499611395817,-0.100019571069195,-0.0006621749354949,-0.0558456992534526,0.227849476232125,0.0001437726621478,-0.0546847780674834,0.229837672813752,-0.0171526155886802,0.0783100510644253,-0.101551980955492,0.0550746056345122,-0.267947610913343,0.18059523206899,0.165774286863684,0.243784887538414,-0.0152373185351832,0.075140618695871,-0.0464085792409248,-0.0684932354554218,-0.21477021676489,0.0689433989070941,-0.0634022748714803,-0.0107524524297255
healthy,0.0085055658249462,0.160641080351128,0.0648544785854432,0.148975918143393,-0.0422249677022671,0.113340660523566,0.0056122348363227,-0.245170270283927,-0.0889757753179468,0.158145324615988,-0.0294089271736501,0.237273671545505,-0.166984858897078,-0.208600220495538,-0.0608951029166439,0.216937225030525,0.247671678864272,0.169426535746434,-0.232294285018561,-0.130640070893802,-0.100332210252253,0.194223568679103,0.0618354987752353,0.14608257076971,-0.155797788120601,-0.161432462294625,0.0698581559617062,0.0244370777736442,0.0096942526684603,-0.192544853889168,0.0426239193006695,0.175409507110315,0.0771152540569741,0.068011649979565,0.0313319022241012,-0.095668555611273,0.150832509129079,-0.0930368202751248,-0.0688770268475292,-0.241636316275638,0.205971565550399,-0.176600823755728,-0.0097595717044186,0.193630167398213,0.207722366405478,0.0421432881853344,-0.0574021770949942,0.220191010922459,-0.227167326461675,-0.204127025775285,-0.158390101005849,-0.126087302136643,0.164180646241975
healthy,0.112609928730983,0.044180589755561,-0.205098339503822,0.237795153517735,-0.275939032122474,-0.131205541151356,0.123008360195877,-0.143835596500276,-0.167875020484158,0.0615818461251053,-0.200403855710731,0.0999759603202193,-0.535604276498631,0.111364620371869,-0.0286098802173891,0.119640204000194,0.23069849763315,0.17628143238497,-0.228499757612209,0.133295729065126,0.0587620489724374,0.282932946560998,-0.0652109988312338,0.103133860159785,-0.0610723701875806,0.0588559035250332,0.18902704092159,-0.138769077173757,0.238315449306985,-0.0956934087904995,-0.149723422719743,0.119566563005014,0.172191634510048,0.13990736564871,-0.155531573342632,-0.0948904414283623,0.159099213188029,-0.0898538004505596,0.0050509377971293,-0.221583951188258,0.0423833275225223,-0.119442841890033,-0.0447897309067929,0.309603091377977,0.1832187370764,-0.013608002578926,0.114933214910066,0.143383178190419,-0.328139666067099,-0.226233481915469,-0.071308998902501,-0.217454881258928,-0.298636888783151
healthy,0.0164168239755402,0.0150214831918272,0.0348626936109786,0.0032324898965973,-0.0818803227696319,0.0496982305363194,-0.0307212983637963,-0.0693311811370062,0.105965570775066,0.0320020962473537,0.0732836549774385,-0.0711504794083079,-0.0283248228813212,-0.0193845263886611,-0.151964214393375,0.0902493923316461,-0.0395187881237949,0.119698818232676,0.0126116195781651,0.0189858575933145,0.0377203158343396,0.0551829016125986,0.0406493414240314,0.0081637848838133,-0.0680146815702834,0.110725795197115,0.106520434434261,-0.0818208199643563,-0.0942583938370902,0.0456371640762592,0.0077041257130593,-0.0239736802455423,-0.0091321930396738,-0.0402149709455195,-0.030060817225237,0.113516476764541,-0.0678183223128739,0.0157117157330242,-0.012720212197793,0.0662474482535978,0.0196017116279171,0.0205463186616673,0.0637736191242644,0.0882813370471554,0.0014072413447681,-0.111554371760577,0.0570944292320775,0.0354517713832071,-0.0007869245997699,0.0282474692344629,-0.0308804683679085,-0.019696916116358,0.018640741322716
mild,0.193151606094176,0.0716614011848543,-0.124861862887824,0.206523682582671,0.0141139328804694,0.199504206054419,0.176081148595391,-0.201869759841222,-0.113971842891606,0.206394999831954,-0.282172998580556,0.299508190699056,-0.262119938184769,0.255890713682802,0.108485725240803,0.2959751375756,0.321946535409479,-0.151102605813089,-0.256613106820663,0.0076256151433781,0.048127176949263,0.244140578218975,-0.296301345150928,0.291015959609377,-0.288070641396324,-0.097862702145431,0.232620699064976,-0.135044552529405,0.303910475233073,-0.340393910750071,-0.120677396890162,0.265408569491234,-0.0096389785310674,0.237501613558672,-0.340971164712451,-0.252673778551742,0.280325955810661,-0.341683372812479,0.186518340091405,-0.267413246483022,0.26639744407348,-0.198561426643393,0.109754158588738,0.269599345057787,0.276822035522691,-0.0695371287488319,-0.22236714370562,0.223285200297542,-0.241781372183024,-0.312216989269273,0.0820544066076488,-0.287852574677229,0.143988934389497
mild,0.168496691170066,0.274064088517759,-0.21667124934621,0.319310870587249,-0.213915499425343,-0.138682920462308,-0.410011845411557,-0.348373030112091,-0.275951898893275,0.0563192181216583,-0.17806362961852,-0.190624489889337,-0.266874791857977,-0.0476752799753014,0.178856249689023,0.0232294506998688,0.253333595290435,0.100435443588496,-0.231136174291972,-0.392643607716848,-0.0411049208270559,0.216981701004744,-0.17110045520041,-0.0958732093949701,-0.0496172956181196,-0.057719872763767,0.329217893392412,-0.0154247658996459,0.348754105154484,-0.285573424848996,-0.271905033382894,0.305656403576985,0.235401444437129,0.135385190676027,0.144259528511275,0.0778612796005676,0.370497061037429,-0.194724686975674,0.0725381330516638,-0.0569719929709772,0.187751974760362,0.0994407459902584,0.245991966903972,0.402523618897876,0.242299583455618,-0.0544701777996531,0.142296562478038,0.0677354881225665,-0.279774953803672,-0.0662912945283464,0.0235706453726649,-0.235924239496721,0.0043191113743985
mild,-0.126606354855011,0.0865651240523158,0.07377073290789,-0.0569252119021029,-0.083701983749455,0.101197053003055,-0.0445667018187097,-0.0017905310252219,0.0020383849618874,0.0640360558781632,0.109572806724857,-0.0432163251982559,-0.0561645567171638,0.0505579297360393,-0.017012181411476,-0.0308236283649777,0.0240290118253528,-0.074146787156624,-0.0621899713843784,-0.0717195279147957,0.0704631648565254,-0.136828193070598,0.0047220448278525,0.0614464095743817,-0.113017121775761,-0.0146960291067737,-0.0231230629534028,-0.0299518662429127,-0.0061066081981912,0.0632839473806953,-0.0327637264209461,0.0371567237811564,-0.0215761125211109,0.0242683190745471,0.136281205072439,0.0300715198675098,-0.0110636869315025,0.0394728760858588,0.0348833049138102,0.0572328926510671,-0.0132858256740213,-0.0021409452115421,-0.0836507036246277,-0.0388318745255168,0.0208069106487005,-0.0156874448534359,0.131178832652117,-0.0393104890239055,0.0590875238323232,0.0576944137745133,-0.047788802995362,0.101658574126502,0.109846300723936
