group,ZNF76,ARNT,HOXA6,ARID3A,KLF10,SPI1,GATA1,XBP1,ESRRA,IRF4,ZNF263,SMAD3,FOXH1,AR,GFI1B,STAT5A,MBD2,ZBTB33,STAT4,RUNX2,E2F7,OTX2,SP4,MNT,CDX2,ZBTB7A,JUN,ETV6,FOSL2,ARNTL,KLF9,CTCFL,JUND,POU2F2,ASCL2,ETV7
healthy,-0.0838188804815047,0.0393641766064153,-0.0963697337143671,-0.0662302147684557,-0.0185678698045041,-0.0120312360320574,0.0018734190341242,0.0700601055238721,-0.0474082381672018,0.0031583688988066,-0.0007885702032922,-0.0287992723439177,0.0079539085143527,0.011745930687019,-0.0015097945747616,0.0855036020890839,0.0410024231351648,-0.0343392738703482,0.0369195013950085,-0.0151850865204222,-0.0285393561623141,0.060339068201978,0.123145403667572,-0.0795836237607397,0.0126164777654693,0.0604057685465948,0.0192271274042005,0.0131737483866226,-0.0508826806345313,0.0699490817244454,0.0650739320201631,0.0154665189422247,-0.0245489542550134,-0.0126276662103728,-0.0421608575074773,-0.0980652134420459
healthy,-0.0617825910741404,0.0224104821288939,-0.0419582981202414,0.0492514439538777,0.0584698528725678,0.0108321664044832,0.0136217053431465,0.0947597828902229,-0.0308446431654828,0.0212626186306744,-0.0562479090419916,-0.0165977750521218,0.0675263953793779,-0.0352752802936478,-0.0019120387907456,0.070853538615822,0.0115289607688674,-0.0345984010867636,-0.0364600091361194,-0.0008651679687016,0.0514674840816377,-0.0075139180802821,0.125155665925639,-0.0783018599981466,0.0510692596476771,-0.0748494270686036,0.0030622375314123,-0.0133600532343334,0.000722429553946,0.0606892515512633,0.0302551912376363,0.145087826089659,0.0342091765197627,-0.0357052010520616,0.0001406917977793,-0.0367868381240231
healthy,0.0575282894417822,-0.146502147045209,-0.0769430138467837,0.0279662562982284,0.215453515990121,-0.0684376775763417,0.164939740054344,0.0315089758580154,0.0634323274416116,-0.193611196769775,0.105043306695063,-0.153397165235745,-0.18046334878939,0.0501125565652938,0.123304426489961,-0.090802689881903,-0.0874430711738824,-0.154009875487415,-0.107894377872596,0.110738326812784,0.152313595959542,-0.138639295935342,-0.0514232460768585,0.0822481903897819,0.107642329806523,-0.147596795357283,-0.123808028022291,-0.0108145238899111,-0.0150640265863117,-0.0173195995857607,-0.152333281032207,-0.106089088545347,-0.0787464236947336,0.0441631143023846,-0.0426467701874582,-0.137126018339272
healthy,-0.0545672873717814,-0.164548798522534,-0.0168233175222696,-0.104331831891593,0.122135137371326,-0.134037437632966,-0.0196778832623067,0.088054180369952,-0.0034774967175575,0.121729453285837,0.0447239355084408,-0.0379611594658007,-0.0181100170818501,-0.0109672164864472,-0.0679331546864357,-0.0786306024248026,0.107972220821367,-0.070613315789975,0.04358168537193,0.0487617608167563,0.0455011100610314,-0.0348297227855895,0.132482458494616,-0.0593244387325684,-0.163300931916499,-0.0850648448073602,0.0177429368469357,0.0791058192619199,-0.0390022033649743,-0.0283951367485758,0.0235163317103106,-0.0299123138967497,0.10869710262088,-0.0288909728530622,-0.0065831020378146,0.0553775673036481
healthy,-0.141000302552889,0.127303692414363,0.0296901735534937,-0.136507045318941,0.176216559920812,-0.089676052342389,-0.0246328364933184,0.109278901325753,-0.124897328544856,0.0674564945572835,-0.123610623289538,-0.127939188397328,-0.13703788930752,-0.105698910880475,-0.103404659100158,0.0669242378597224,0.102273872304683,-0.197117998264007,-0.0023118238973136,0.193791056217234,0.118774052988391,0.0786096213096782,0.177914512196345,-0.154548070168671,-0.084658221564997,0.130655716241674,0.104520203509239,0.140866293474464,-0.085199326281977,0.0612765123665605,0.107004613353957,-0.0484591029027235,0.123280978801358,-0.116179724471062,0.186478440795611,0.128177328998409
healthy,-0.0439834827494195,0.0401704523039772,-0.123670498254293,-0.126296280838141,0.121811731796002,0.0321404576379221,-0.122627535281535,-0.102987214167448,-0.116491725844933,0.143733501124676,-0.039056065914487,-0.0524915509341891,-0.098462932188036,-0.0510500868398832,0.0014950716028381,-0.0890310465810178,0.0805410872416541,-0.034649757736763,0.029404850232818,0.0455594316515188,-0.0112511055426211,0.0399615614460897,0.0973382131044025,-0.129145388094892,-0.0088897121016979,-0.0180605640283218,-0.0515378539170209,0.0904409799797935,-0.050650094401654,0.019450577697151,0.0940971558672351,0.095919438328164,0.0624028415926722,0.096173175209086,0.118412914558563,0.0635979721281485
healthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mild,-0.0959417421043178,-0.0215529615132018,0.0778543561282591,-0.0807579453397251,0.0788518053053472,-0.0078907942697123,0.0573038247098157,0.108548526382406,-0.0797575157774737,0.085464300130312,-0.111867858910571,-0.0552228218034526,0.0049683428946093,-0.0209835854654072,-0.0760603683958525,0.0296959453603721,0.07045867324042,-0.0466715660160884,0.0018652720131645,0.113497149742304,0.02711631993345,0.0604195111942126,0.0571531723638841,-0.109250754119539,0.0789772264453748,-0.0731192181658886,-0.154682194117288,0.0381184321777992,-0.08070507412347,0.0011957468584403,0.0531452483813872,0.111737375198485,0.0977969706277536,-0.042086304682963,0.0872722915902673,0.0904914750115034
mild,-0.216753014869053,-0.0173181229489006,-0.0896119657380157,-0.18635369414512,0.2268753109675,-0.0244948788556668,-0.14326565870778,0.103504295173737,-0.0726593326106926,0.124234174475317,-0.0014743410416002,0.0459711432039832,0.139685963185801,-0.0808140275908243,0.133893548331294,0.20387394544846,0.112389615067336,-0.117473111086885,0.177750958677512,0.187933305444523,-0.0793616460060827,0.0982532484983554,0.188059977726818,-0.205158945296269,-0.0128454207759295,-0.0811404126873035,0.156106620024778,0.183208846544612,-0.189403035000183,0.11201458132797,-0.106412335369859,-0.015601923827837,0.144469813970569,-0.0992315591932985,0.116940898312081,0.210408150755652
mild,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
