group,HSF1,EPAS1,KLF5,PGR,MEF2A,E2F6,REST,ESR2,BCL11A,FOXM1,XBP1,TFDP1,FOXP3,NFYB,SMAD3,GMEB1,STAT3,GFI1B,NFAT5,ZNF384,KLF3,PBX3,ELF1,BHLHE40,BACH1,CDX2,BARX2,STAT5B,ONECUT1,NR3C1,CTCF,JUNB,HSF2,KLF4,NFYA,NANOG,IRF3,GMEB2,STAT2,FOXA1,IRF2,TP73,ZEB1,ZBTB7B,AHR,TCF4,EGR2,GTF2I,RARG,THAP1,NR2C2,BACH2,ESR1,MAF,HES1,MYB,MECOM,ETV7
healthy,-0.561940382310009,0.206279379957346,0.298729586841343,0.525011845834131,0.257520456511719,0.363155729220644,0.367688958837201,-0.164884661572663,0.192010018602645,0.0312258607407042,0.029255999086938,0.268038096331425,-0.214862291122149,0.0125254504760608,0.520175560578533,-0.430389025028124,-0.143095765698112,0.0501834660122858,0.51610281461882,-0.103179046983124,0.571595520417189,0.388182761188806,-0.0251969308596065,-0.414311521090756,-0.145522624527919,-0.357652989749988,-0.568987096394789,-0.336138184904729,-0.141797990266856,-0.369990304358095,-0.448046709341802,0.152046902873891,-0.452427606566345,-0.105537517151023,-0.385647285072441,-0.231466521851621,-0.0056053224635179,0.219476514369671,-0.430351746502614,-0.48711862693911,0.0420846392974553,0.347477293239818,0.291734633586948,0.135177967794213,-0.474663308365358,-0.261920931666925,-0.416073534850489,-0.404831243405394,-0.529153516837413,-0.324099903073197,0.303939730115368,0.0279056582528043,0.200892498925685,0.316942157984379,0.481688030801995,-0.395715973441037,0.366047899142253,-0.241300006861422
healthy,-0.495843568647173,0.213419820702676,0.450366618593861,0.669087914725274,0.467853699475998,0.512388626060313,0.486442494460374,-0.357114281177832,0.418261326936386,-0.525748331386834,-0.511879819788406,0.13514602867948,-0.570522437998352,-0.536543050407239,0.569394504260195,-0.323095356511289,-0.197023094057894,0.404511018736198,-0.335518777621698,-0.172032881740785,0.572424548011318,0.523951240803596,0.143878020171752,0.525089607524711,-0.472227462492673,-0.169145177393252,-0.161125965517019,-0.107725079634396,0.0437810304860451,-0.311028673716504,-0.420497225668491,0.586095003479829,-0.401644706823514,-0.117247612428759,-0.422969308745414,-0.2873197162382,0.324899839904768,-0.199125351246401,-0.314554072829026,-0.448800499571491,-0.207226662616099,-0.415642878080787,-0.515862001144101,0.49412520370719,-0.523810184204592,-0.443722135744891,-0.196698262725686,-0.347921088069364,-0.24476727886746,-0.494945256929799,0.284295396909851,0.4833568377937,0.473837411907553,0.289468732766102,0.359539160012035,-0.562034898637678,0.544456627404147,-0.0930425803286806
healthy,-0.615012449355993,0.481834060772722,0.0521422182146667,0.378843425904245,0.554237232340615,0.45405685833732,-0.0167136434421475,-0.0651201074411511,0.678324544194337,-0.639885763633502,-0.618537082498834,0.586284048425826,-0.450740678412214,-0.416840243823049,0.68965651104059,-0.298365990915866,-0.496889163601119,-0.116817046220977,0.220376078431345,-0.0547680726099902,0.557726318117028,0.705663100780519,0.246166630129405,0.651355918162838,0.222465369485341,-0.23007931974705,-0.503551626951297,-0.457190434397356,0.427963973764142,-0.54303155598584,-0.639804574313831,0.644765306639528,-0.648915732060724,-0.0231030842710677,-0.328183020929869,-0.348366173860427,0.361557058868713,-0.448334345228027,-0.550871192367062,-0.41799733583675,0.490524634770375,0.623252119791866,0.295809572856993,0.521589896496183,-0.554873984456084,-0.645857360672462,-0.584322670207618,-0.66496086149103,0.110391985921437,0.0458469815119905,-0.389014839735604,0.654126629878961,0.411163769240053,-0.134405457714859,0.568839701106635,0.0183623057816566,0.538946024337027,-0.259079805843985
healthy,0.0902302594028106,0.185152865340922,-0.0173594543862235,0.43990709454426,-0.0413283815853616,0.238566201525708,0.387202721162191,-0.10972380976727,0.134517020890455,-0.266473825522914,-0.294706095949559,0.0499400300028704,-0.299197722578607,-0.422109594625956,0.294286964828667,-0.389542647869103,-0.119822314369554,0.0449223381222436,0.285793302149306,0.0822066176573525,0.402734204728616,-0.0360957293872873,0.259014776767297,0.106231327080709,-0.0251510560572493,-0.173882628254343,0.188904733185988,0.477279219069896,-0.0857443114653436,-0.0567937739182371,0.0117748106746372,0.440427743197716,-0.311369954299401,0.054033187211931,-0.275872802686953,-0.326911703192914,0.243861494060141,0.122963067636061,-0.0256724909910781,-0.226682840477395,-0.062026032976125,0.601780382161687,-8.22973456759135e-05,0.145656473341708,-0.164948998024214,-0.236182679940354,-0.0736651666042286,-0.195896512989006,-0.217958011368461,-0.369738210981727,0.205625334769393,0.0461176153354761,0.133452047807876,0.329628039787135,0.456814961903096,-0.265364252870306,0.0024805398468961,-0.205054844676756
healthy,-0.557091476523663,0.333918796426477,0.542986437206227,0.48840392092953,0.368502231883378,0.638561145150211,0.464733618818216,0.0206809574540114,0.531557422286356,-0.472128523708201,-0.610284615148909,0.674419632036527,-0.609930101176368,-0.699751491688683,0.601265332410959,-0.446169996865342,-0.517534390329518,0.554372864841591,0.3416046644187,0.184643416377561,0.576542663626869,0.4990506020321,0.37917259036927,0.336331329087417,-0.417579186440068,-0.0955566315186994,-0.509855490195806,-0.544866938863875,0.565188354818726,0.120552180311935,-0.27785088607483,0.603820156077279,0.0968030713874735,-0.657324867996779,-0.587992048697697,-0.337917780448099,0.0039655249651558,0.214588445106987,-0.204293490833553,-0.555074658215875,0.142796038431643,0.617650901810446,-0.580780408488258,0.631158078864229,-0.599788019718321,-0.521374847235259,0.0914858152102469,0.0083455608319251,0.472212978154037,-0.618044782516621,0.169744134539188,0.532158685131675,0.522378712278555,0.418112624350677,0.458892759745982,-0.157310187726871,0.551478689796275,-0.491163372930624
healthy,-0.410501738460731,0.201144698195716,0.410738942174441,0.363493085765331,0.320599336656535,0.413967345284909,0.0298763389430577,-0.407124668493612,0.416145697497633,-0.34416496462535,0.264990882682122,-0.169669373883748,-0.616615482121322,-0.398398322160968,0.405153792580665,-0.482996962117162,-0.497312161559078,-0.244506539890495,0.451174371171162,-0.659765786556972,0.493522849608304,0.335003996352136,0.103664168939771,0.43016235188874,-0.149441665850944,-0.357526076915567,-0.425517259775359,0.0949493203844594,0.369072407038472,0.189952912660888,-0.408754225241113,0.474089034306229,-0.408933195393462,-0.398190696926251,-0.194341995542192,-0.333767022176271,0.0220759906325157,0.0192322368259036,-0.411038162396976,-0.485815466487024,-0.0107805066637823,0.395851187179947,-0.408300112681454,0.198484174080724,-0.394620785999413,-0.536677761098084,0.228134429785558,0.387435906362029,-0.312338511299918,0.133654661549489,0.429956603234261,0.462431559002441,0.488313294074061,0.192843908630323,0.280423253034535,0.0355185703346613,0.253985255892724,-0.338828367587678
healthy,-0.129213982076397,0.438967502294626,-0.0543877585257591,0.235361514236028,0.0599886454204793,0.24191210440883,-0.308818464105132,-0.32468370623023,0.0269559809541659,-0.124565633394917,-0.425128293829436,-0.0717489014361353,0.194541282889439,-0.12556447554908,0.0466871296570101,0.195527840324582,0.402148309435003,-0.153621828812305,-0.280739376339025,0.118211598726434,0.0280011270492495,0.0140305665883851,-0.0938623406504676,0.275170618709434,0.246736219070134,-0.329342449673957,-0.0816078609388543,-0.238812575302253,0.559054410628378,-0.0855814950526216,-0.231237628558862,0.244536309387173,0.193326985663235,0.256736925330776,0.167907067075758,-0.269869289963124,-0.1820770179761,0.239705579877166,0.0651775217388374,-0.325342356165378,-0.227742153508488,0.526202237033819,0.10666207289089,0.425258700846725,-0.294537005755223,-0.477715396040383,-0.0312017688431448,-0.500522449390151,0.676912114949198,-0.155943640707079,-0.0398388712925699,0.395879322821274,0.25440566365214,-0.0010286089733259,-0.360306556452985,0.436072088519457,0.334897032627756,-0.149685048855598
mild,-0.398052200371256,0.566817385398308,0.565870088525288,0.686864035865805,0.543380993885219,0.625809019102435,-0.111182043255787,-0.568862645344865,0.549583469246349,-0.644983449622407,-0.638125998339389,0.576373507687212,-0.675354448622197,-0.637574673363123,0.649538602647785,-0.570807468866426,-0.487868327161146,0.600889507900678,0.297981637157256,-0.465791970802385,0.558985818735665,0.139339948872452,-0.428089536755377,0.401552011628937,-0.400273518918666,-0.613613598080676,-0.232299830581534,-0.598548797277871,0.623508015903464,-0.190480613159949,-0.543175973764011,0.637400657563148,-0.396730631542873,0.161757106086927,-0.526597827528243,-0.584378226777383,0.652590169432313,0.0813271636790379,0.13240087034987,-0.664493755149941,0.596156924128953,0.665789430513625,-0.678802573163353,0.681288322648414,-0.596026986575822,-0.623735437456174,0.0337297413667319,-0.201486098816617,0.577651121607672,-0.433041949027495,-0.101624225056721,0.477760216949277,0.578113565474089,0.554692984468919,0.520375109166726,0.460831163774966,0.665286963167387,-0.567138398065906
mild,-0.116204015414472,0.141972820715993,0.411291923799422,0.430418024234655,0.283365681399143,0.384391603246218,0.470705116605257,-0.132765106066384,0.239446374800502,-0.394288613294617,-0.314135456264368,0.206400201946344,-0.284239909709803,-0.198984062583084,0.402830602683497,-0.278788563416793,-0.170620391407189,-0.0105958786301174,0.38030865384093,-0.0852816378935144,0.598820610778016,0.486684795947279,0.328545815531386,0.360833119114837,-0.288617459612954,-0.231646888473705,-0.320373001298254,-0.407288925771198,0.272166158943894,-0.0254470239582464,-0.357627536625388,0.405179975428511,-0.278342750341815,-0.333720107790586,-0.531965435386328,-0.205051668320372,0.337640391769776,0.158846399292502,-0.0234317596687721,-0.421918567754404,0.137944486537881,0.120023007249903,0.0168137789680754,0.465133672765311,-0.424133478806771,-0.220882993926208,-0.166087659771626,-0.399279502602688,0.027046112697975,-0.320994987167025,-0.412358341407186,0.306099306867352,0.192697759886005,0.573081635339648,0.321552758397792,0.053077249439651,0.413909599202801,-0.389539282931139
mild,0.263316771726732,-0.144696558460391,0.168064549581302,0.271593704268002,0.131520753384182,0.373217097346384,0.342165944456467,-0.142530297063886,-0.0697401173832839,-0.392586891313377,0.0912856646418979,-0.0303466433412971,0.166880172001811,-0.0026102711569371,0.0980249101743539,-0.391415169594041,0.0247559171178935,-0.180053867767994,-0.361707647190563,0.011304847083317,0.365295583544463,-0.0727195177947375,0.0485056933534766,0.241260771441872,0.120190594580555,0.0601216636656003,0.0194330732677674,0.237954427976419,0.167157546270205,0.286389459444031,0.390445941637182,0.0789208892706124,0.0750587426133583,0.318706198349432,-0.4124903407169,0.109177886935813,0.0183467786044764,-0.135460944512391,-0.133877907338022,-0.151614040690027,-0.224362034170113,0.0887133610654252,0.234768315182436,0.106086693092991,-0.0472084676876048,-0.193377324546009,0.0404628942250714,-0.243288873031687,0.477067921812019,-0.139825106955787,-0.22359108135568,0.0355070703194359,-0.116370634123817,-0.202063463232286,-0.127055344059547,0.111160638360072,-0.0399081456882839,-0.210603004871769
