group,RXRG,ZNF76,FOXO3,ARID3A,STAT1,E2F3,MEF2A,E2F6,ELK3,E2F1,TFDP1,ESRRA,IRF4,ELF1,ZFX,SP4,NFIC,TCF7L2,NFE2,USF2,ASCL1,NANOG,STAT2,KLF9,IRF2,PAX6,YY1,TCF4,EGR1,RARA,NRF1,HES1,ASCL2
healthy,-0.0184910582441023,-0.264113704510214,-0.209955007332306,0.249697038531986,-0.0892001539498044,-0.132581111487169,-0.0817408431103114,0.125349717488329,-0.0381366819313622,-0.0199511399839986,0.0262146448884878,0.182224563957795,-0.19979638005507,0.0647948725178701,-0.214860437591016,-0.119465288451749,0.0901559233894091,-0.150408113648278,0.0779891366520675,-0.0955420999530707,-0.0751743468371557,0.181894640023024,-0.0065104428699524,-0.0769165472069881,0.220537485868598,-0.142236773092418,-0.0134095563344887,-0.0549217304413339,0.0311106487490622,-0.124389571506732,0.0058573281419379,-0.0209927569780588,0.0954794817368796
healthy,-0.0933044941603939,0.0750576400289125,-0.148562397197336,0.0007648288456764,0.0561776998215073,-0.189608558958062,0.0025088388307939,0.146882096253762,-0.0304078730381069,0.121373492558046,0.180756626110839,0.194089494952244,-0.120764192258789,-0.155538216899134,-0.090980295424229,-0.045097332017409,0.115166165672573,-0.067800195129647,0.0799156646743899,-0.13890523171882,0.14935141225363,-0.103697797392025,0.0191660302434228,-0.122532548628104,0.0095870294720663,-0.168410146219985,0.0400348658184447,-0.15036246793554,0.0567458355106412,-0.00871176094281,0.0103116147057058,0.0939658508732312,0.0728527706100311
healthy,-0.107695010651946,0.117016265785036,0.0076662198281596,0.148053532780247,0.0142191625579505,-0.0469592336012876,0.0779551768424638,0.21188821226648,0.0998882331925173,0.0572331149999753,0.146487684751798,0.140318597994117,0.0211590889751787,0.195701432429274,-0.177796683863561,-0.0794024560261937,0.157022493432268,-0.181301810174806,0.174010916186042,0.244270396852858,0.0933262864337511,-0.14415924285876,-0.0916033891841216,-0.0587140408182975,0.0673440708638344,0.135213597902823,-0.0009048575224014,-0.139657228371061,0.186620632259453,-0.151238020880714,-0.167324050372648,0.220579659267554,0.0683178329027107
healthy,0.145101014147228,0.0448886823382609,-0.0717788815262197,-0.0619282251355689,-0.116197339111113,-0.0338066369064444,-0.0001955976915267,0.0954972673325442,-0.201899726550901,-0.0851657982792981,0.154800704176638,-0.114427283855494,0.0553661024273237,-0.0234717736430631,-0.267417404894301,0.0761083232033934,-0.011111276166862,-0.103309877846448,-0.215948818239475,-0.121930261349296,-0.184390617578312,0.148337114882022,-0.0348378688693345,-0.224280438944958,-0.0626253047096192,-0.0438240148725457,-0.0137251725899923,-0.103876761598891,0.188016748519545,0.171780873626505,-0.144948122711582,0.0605796091951043,-0.0447922766384485
healthy,-0.0955768582012606,0.259868746572002,-0.121043188786958,0.163397188453448,0.3433925736866,-0.269659103998179,0.137947052122357,0.274204922685357,0.234195759666686,-0.207320479955676,0.172689213403704,0.148982489795076,-0.205743874585599,0.0550606942094956,-0.208510153649665,-0.09766892081851,-0.0131082696126242,-0.260578371625916,-0.110468618051528,0.227846534420675,-0.304041938930595,0.158543483030508,0.0280070817995753,0.202322887274571,-0.214879719663054,-0.34146718782291,-0.096945419639177,-0.237351451784561,0.0730141639964206,-0.255702399102893,-0.286083702286467,0.235575422004937,-0.0612198491869767
healthy,0.147565879996338,0.315430884656397,-0.208705774533481,0.345822040819586,-0.261712800673141,-0.225660037231223,0.268544519222531,0.259989959508933,0.27630100812987,0.237500696105027,-0.0959343250171368,0.32518270554459,-0.275206178955846,-0.045961161173343,-0.305919817710846,-0.283561344940044,0.218717936966241,0.128854962726635,-0.135557626253219,0.243413347016017,0.276536710206826,-0.194728811831744,-0.164044926396124,-0.258706429204659,0.217733876920821,-0.290370918961626,0.216084969655966,-0.32397795955059,0.282131496489116,-0.310193975018762,-0.294212692354275,0.156440303389782,-0.253780116327604
healthy,-0.214767927371208,0.112891268347234,0.054464129981154,0.235984776194058,0.0256935404355332,0.0612314736277241,0.0573225751333619,-0.0387664899958584,0.134302912776116,0.0636310669079471,-0.183548684911253,-0.0094057419104834,-0.0934030501616105,-0.102813842328547,0.172396275733355,-0.0659411985024373,-0.189418525839663,-0.0371359786268554,0.0377607674965707,-0.258249192498232,-0.129004472292063,-0.209810018465107,0.168534993942689,0.255334473059837,-0.22435764290961,0.119582136681807,-0.189551275437848,-0.180271789938681,0.154398604666474,0.0037494546834994,0.106083522649043,-0.203342804344866,-0.0787356624926584
mild,-0.612902448349947,0.640534138080747,-0.60293196544058,0.61231290617551,-0.601397246409107,-0.618496099693636,0.643974270218747,0.625298658547936,0.648058078351874,-0.60401852842968,0.647878382933918,0.616931374909642,-0.656602631559109,-0.682496683031442,-0.685003419765512,-0.631984898376668,0.601467726452555,0.678749059314789,0.642105053561871,0.628686491467907,0.675700123588687,-0.610583275827236,0.605845279686579,-0.620665999901281,0.614490553449367,-0.638041330415219,0.611139969049768,-0.639623149174716,0.647560918420422,0.605283500006434,-0.678864430607229,0.665882573504907,-0.638847790443587
mild,-0.172962692969609,0.0052265751906641,-0.269819110478131,0.0915321299044444,-0.0803076428463457,-0.216501751365405,0.0799293402337807,0.226222911099028,-0.0431507661008343,-0.0402194203375761,0.160657215719603,0.129234416669648,0.0950411457017474,0.0822550981305902,-0.21957649568957,0.0310589614975001,-0.0020098175415514,-0.224657514547929,0.311444172365922,-0.0560705422203385,0.269955369746019,-0.182663580307756,0.101106934131172,-0.26151219674116,0.136559730894769,-0.0301435070026904,0.213233313759361,-0.074433656318933,0.320513525302543,-0.0725329793874568,-0.24806797561542,0.28022564234161,0.0502589445893857
mild,-0.0576153729094895,0.195372906724461,0.117549156749703,0.16472008068309,0.0213312365287147,-0.371913944541321,0.161495339662036,-0.182305359056892,0.078499630946557,0.048398954806632,0.0097824877497187,-0.0040908585135187,-0.0022101462441657,-0.0914604605659471,-0.0315792624306334,-0.0204156266081086,-0.0136552702517417,-0.148491204168023,-0.0593213150419701,0.0154091581739838,0.0861771438619093,0.0559295370759412,0.012552517087228,-0.158088095312213,-0.0815526951074969,-0.157409121063656,0.0316024620063245,0.153264130206858,0.0451370944644728,0.0083765934628421,-0.166464688775055,-0.0149343401915073,-0.0638792583460683
moderate,0.184916654007501,0.277696351110415,-0.0172430753019915,0.259052176913304,-0.353176471563671,-0.19839521491534,0.251301925917203,0.303874636227633,0.26769299677025,-0.0836353725115351,0.262471554768402,0.300240314092257,-0.207206435662075,-0.197715778735923,-0.275515443932814,-0.29846523008639,0.215692399973563,-0.0240500676884324,0.220827520472031,0.148649290944598,-0.0801153236044437,-0.130670726538916,-0.024528759661721,-0.293961938150324,0.301295155389837,-0.276086286913607,0.239031193421591,-0.231987433483023,0.284040122130667,-0.250853054099627,-0.233317532007397,0.223663275279602,-0.187278126338493
moderate,0.000982653404576,0.164656409143145,-0.204975715427462,0.167345821178235,0.156484842083476,-0.191444485944378,0.0812544820894348,0.207817569007917,-0.0652512897774994,-0.117719363986324,-0.0727621348691271,0.011335588640199,-0.191107587921194,0.0597608865708151,-0.0020264821406721,0.122479211667873,-0.0784783774022788,-0.0818208152048987,-0.0823721028791999,0.0163970863774276,-0.123922848557969,-0.0662492567285839,0.0580252514174831,-0.0450911713937119,0.0278786978055988,-0.124708933431463,0.0408638913249762,-0.136303306813841,0.0236896306340719,0.126136562855332,-0.119374299430611,0.0293369227806793,0.0028061797985786
moderate,-0.120146998289571,0.263878812315722,-0.345067357178518,0.321340850241701,-0.284823694269702,-0.385501295901863,0.250031385453189,0.316056749443284,0.332536189057804,-0.0128304170049121,0.306794744518549,0.234812000268715,-0.191521394362948,-0.340930267201616,-0.371420113157481,-0.10789559803943,0.297273470341007,0.395238220748423,0.39179847453551,-0.1052783527587,0.120943204330817,-0.213280327064346,-0.0439445834517918,-0.0547999285139933,0.187748883455932,-0.299117108533197,0.326219716649692,-0.349501424747181,0.12912369957722,-0.138481750050957,-0.258375169530062,0.381263178186097,0.295672738327079
moderate,-0.104017073185205,-0.0058391955180815,-0.236469291008408,0.159126775310856,-0.278253159036975,-0.359233818860039,0.423129476984136,0.432824085838874,0.303164215303491,-0.0687451928738048,0.350992224309387,0.411833594368853,-0.0840006302271901,-0.113014209777611,-0.346089438578887,-0.0843701637071679,0.0774784188426622,0.227549124956261,0.248996002239653,-0.162572444246545,0.472417826170412,-0.282493099480424,0.387873746160032,-0.49158085337939,0.333684157817141,0.218374767276449,0.379456395697233,-0.383839972155212,0.244662078943219,0.138789898523756,0.204053330311331,0.432619156659353,-0.314568960440498
moderate,0.0862378139510586,-0.0997213968690158,-0.147208061710228,-0.0716504635941527,-0.0874175331791323,0.0869431096847447,-0.0434270559814869,-0.0197585134466289,-0.043396846493703,0.0174873388785413,0.0290380038008034,-0.0446097920814849,-0.0220644635789267,-0.125093045142298,-0.0594048581472424,0.138454363210236,0.0678706492211487,0.1856024045622,-0.0343997190442401,0.114450295595133,-0.17887094792799,0.163884922023124,0.0996346414169184,0.0598993805316131,0.0427474036591586,0.0667266432336941,0.0600339167120272,0.028007742038608,-0.11957449332733,0.153935400721947,-0.0330506880715423,0.0236306277931049,0.159720293405596
moderate,0.0503099952477545,-0.181473396853029,0.12824300801464,0.0127964039051401,-0.151840021243111,-0.0327098956725287,0.0135767817570956,0.0342180813508279,-0.0871033291657673,-0.0376150551682709,-0.011049291843627,-0.0064422176840734,0.150874729245122,-0.176556558271446,-0.0017884271811575,0.0584637504413133,-0.103126639037877,0.0609361818072476,0.0383735736174303,0.0113191268002641,0.0813876750470762,0.141633207184868,0.139581647089069,-0.008071407740852,0.0423722607242598,0.0692677814822873,0.0045526660211579,0.017204650818821,-0.154900903207731,0.006520634403289,-0.138530387970122,0.12087446632359,-0.0060784693035218
moderate,0.0323314681073857,-0.120697310106429,-0.0780958264857406,0.0134997238152575,0.0851767436715153,-0.0768776458221963,-0.0344816032205562,-0.0382420473294155,-0.0063020949462875,-0.0358239654312051,0.0418286491292553,-0.0694820062749978,0.103032643123165,0.0995788981885673,0.002631269442794,0.0857051871392306,0.122711485791834,0.0111598383495571,0.0767795890372292,-0.0961148377276192,-0.0840655520111575,0.0047914631822338,0.0164451227731334,-0.0297809245748275,0.0648330238302916,0.103221425160003,0.0828323130505262,0.0125971547826499,0.0429265610315523,0.0878438803180005,-0.0093108494165785,0.0421568291026425,-0.0556348942648722
moderate,-0.121652215206548,-0.0253247935006935,-0.0604537096003982,0.0751318525539444,-0.0421221632293573,-0.020667355514993,0.0057653147078096,0.043032762916452,-0.0153920420406756,0.135518821456315,-0.13921964975738,0.0857611786077125,-0.0462158372565785,0.108696575466179,-0.0610757459020045,0.0753379542855259,-0.0093689141370779,0.0442462320588857,-0.108853722141151,0.0123641440157178,0.0321289489730264,-0.0707363256931978,-0.0105634552486325,-0.193984280805347,-0.0880676210060814,-0.157657805170559,0.0103676664641082,-0.0966466304746707,0.0240713407271394,0.0070689382918941,-0.0793940657088322,0.12792576745667,0.120483865207489
moderate,0.075729138396669,-0.171315206205697,-0.193286440217595,-0.167789317199599,-0.0394713603890383,0.0988389546151891,-0.106081327069303,-0.0766094294385989,0.0064955883838024,-0.0670069656002122,-0.088934646294236,-0.118421782826743,0.103317859098626,-0.162807070318498,0.0930681183630316,0.183435662757831,-0.222021358250301,0.0727754394331805,-0.131875292817882,0.0893969535571192,-0.0959063876211518,0.156260218303643,0.0899473279998161,-0.052581904227327,0.0338357704720785,0.0189107502396344,0.166615644847144,0.109012544109518,0.0042214786737582,0.008352796008568,-0.0633361036685548,0.1034426605988,0.0168056010961482
moderate,-0.11720525301057,0.120099503753148,0.0553097601196465,0.0465053998481371,0.0692010624843757,-0.13896967747126,0.0730840952938543,0.178613506455979,-0.0327190012392966,0.111771660720059,-0.0063853020158957,0.107618150921986,-0.0059133593098453,0.0523506172549861,-0.121086153798174,-0.0044253529366066,0.0978024671095902,-0.0500184337159204,0.0025773867537969,0.115026657843385,0.124333202412767,-0.0638513642196382,-0.0637175022249001,-0.0305993575118855,0.0137194365626092,0.14326534965991,-0.0020466375026636,-0.0554665775732008,0.110502962810443,-0.114822935908607,-0.0705595744028316,0.201523426940916,0.0158831282759183
moderate,0.149817762830324,-0.0123255775110902,-0.369332199942327,-0.203283888148784,-0.0118294601856484,0.0306834061606115,-0.0182462580366034,0.21850658257531,-0.0136339288985748,0.10028041069475,-0.108799942697165,-0.0357911088199958,-0.0803918332359938,0.067056169775953,-0.0949227898624291,0.0608885462938481,-0.0200068423084488,0.191775007524253,-0.0921126980250687,0.17821545903429,0.0184790687155588,0.209030518518145,0.175463383915647,0.0084540772428369,-0.0396722785413686,-0.242029386798847,-0.0783939754606762,-0.0573911794809131,0.188276153103145,-0.023505696729556,0.0662878201549913,0.154099842954116,-0.0349744119334363
moderate,0.0656999605514347,0.072598470574571,-0.149489276074727,0.0272914276942379,0.0055471062654995,-0.155733540187298,0.130785915202852,0.146637082387496,0.253556978975502,0.0350781047036028,0.107346263466533,0.102364034572991,-0.0777147657027875,0.0489193659359797,-0.111096492811248,-0.0359626733171831,0.0597458890808287,-0.082843722269091,0.0649010009826501,-0.103398794964345,-0.0417529651252392,-0.0698677085374555,0.0436977109936929,-0.038106430675907,0.0872537427777426,0.0138425367749202,0.0962128716393118,-0.0874622335631235,0.0376319154230641,-0.0432600387802037,-0.121926681462563,0.193338346974628,-0.0396938098040402
moderate,-0.0592324131109218,0.0551205430178674,-0.150495536219034,0.129442082355102,0.0100080364861975,-0.157409163037314,0.0726655448405051,0.162929523852762,-0.130270896255091,0.075758204540657,0.0358455230620087,0.0445130842396414,-0.0733937064278338,0.0422076767050417,-0.0749046869290416,-0.024162359098176,0.0918383375127144,-0.0133972865565148,0.0801736065426809,0.0634145152436417,0.0402666707915302,-0.0053550471938436,-0.0173008813193155,0.0122863195204281,0.208229510264403,-0.153695060617415,0.1766516044266,-0.123859714348487,0.132703613944649,-0.0851744602607366,-0.10610369557943,0.130935271517358,-0.0923159620482466
moderate,-0.138177504757637,-0.0289160406307489,-0.134933415408181,0.0568924482676905,0.0854211741606194,0.0337529875278038,-0.0429204508486866,0.0457581055508396,-0.127394916348316,0.0664488131488129,0.0905046768428217,0.0861294692564192,0.0539492308544035,-0.0395651798759215,0.0315158280508396,0.0166750843772694,-0.100291313069178,0.0377494908390244,-0.111341111968585,-0.0502274299161683,0.100839989437644,0.0960197952231842,0.100556234372822,-0.009782968325353,0.0670586732276263,0.0571991472238929,0.0114899730332413,0.0514382534628518,-0.0138792593546391,-0.105217330129595,0.026634554179962,0.122945466283457,0.0460155869985488
