group,FOXK1,KLF5,ARID3A,PGR,GATA1,BCL11A,CLOCK,TFDP1,GMEB1,STAT5A,PPARG,PBX3,TFAP4,RUNX2,CDX2,MAX,SP2,E2F2,FOXP1,BCL6,ASCL1,ATF3,NFYA,PBX1,GMEB2,MAFK,ZEB1,FOXP2,YY1,TCF4,THAP1,ZNF143,ELK4
healthy,0.12093820969926,-0.0477453866144113,-0.0567330223922857,-0.0094776476614103,-0.0222479714101376,-0.159359051550404,-0.138325301775811,0.013606193977709,-0.0223594942046484,0.184657102549182,-0.0429983706771957,0.0279160830205352,0.0612960945597896,-0.150146993358884,-0.0526697375631453,0.0294760253190633,-0.222575128047791,-0.105342091093075,0.0704996164386431,-0.159874810054401,0.0457379763132162,-0.0138589789786003,-0.0255578578052493,-0.0562511337740291,-0.0143568387624906,0.0946529754453677,0.0609590478919346,-0.135772668923674,0.0713631608425591,0.0758251740826914,0.0406781458215209,0.0233422716209674,-0.0439445245585271
healthy,0.147692523515766,-0.243058592074848,0.0516397124181508,-0.0941445424096641,-0.0036322609696188,-0.202896942347044,-0.0893236784308028,-0.125378275130225,0.144131140476222,0.0200087899649854,-0.0404836753101973,-0.158102898088099,0.143395059816776,-0.0072117827958247,-0.0020089948611474,0.154901728367596,-0.1469811818008,-0.0985687446685458,0.0618984386584974,0.0846380167436236,-0.147110979727962,-0.105821215496097,0.0835465680574644,-0.188408633089644,-0.110350445678094,0.10477960188391,0.134219862073206,0.141717004633522,0.117470183449476,0.220712740580695,0.0964269701618803,-0.136800974143815,0.118334446938643
healthy,0.0241982734122549,-0.214171856224229,-0.118616169638067,-0.146211835939347,-0.196740364168184,0.0447669080185907,-0.184912073147741,-0.0467821361946363,0.134586968766604,0.190627428145263,-0.0825380934221292,0.0188461241826668,-0.19571309247505,-0.0629214047465323,-0.155827334742075,0.0548453655663191,-0.181656712417661,-0.129306431817684,0.178802067027834,0.178810039089526,0.163819667274524,-0.227368514158571,0.12292244569724,-0.144725012365183,-0.22300234543079,-0.0699454724698221,-0.228342025538245,0.174324834534603,0.0978461553024137,0.0175470188132968,-0.219119849180954,-0.241691276909841,0.0824498897139235
healthy,0.145056146743538,-0.294119343177548,-0.151665225532007,-0.101345527746269,-0.0030493534569532,-0.164150064487706,-0.165575206627714,0.0696091969719363,0.0099891410577811,-0.113800765669818,0.175729880949875,-0.0987075481500112,-0.109601264555821,0.230601967078807,-0.11259454596698,0.206067004023244,-0.179711801063205,-0.166936406961115,-0.0722736475818391,0.047508404593387,-0.153752858445935,-0.322602153859283,-0.0465051889478916,-0.141385708186035,-0.162769815755973,0.142387135249528,0.0411636782249647,0.23429055974364,0.0874706028578212,0.183443319696111,0.143250304924186,-0.349478191898602,-0.159149904640056
healthy,0.36445343421966,-0.33741803834333,-0.224947794151414,-0.0451345829406835,-0.0072067235680516,-0.379223569274279,-0.41133854777092,-0.183129699414009,0.301942631348696,0.268302319554676,-0.103612826696137,-0.346103459838845,0.296398082200287,0.327904211502043,-0.180305207757766,0.282045353523145,-0.315021831303699,-0.306795563428985,0.0925870230331039,-0.113044466954917,0.337947580987052,-0.273223051271908,0.303873441352437,-0.365843458888518,-0.25385388928556,0.0305041558285183,0.294582473450276,0.416483472753725,0.359236138540992,0.375571874487183,0.214001072449944,-0.319841167422035,0.126121288902389
healthy,0.221142378711395,-0.274457318730435,-0.234105586083716,-0.193348320739516,-0.0807970962782756,-0.296019250767811,-0.155920154875447,-0.18195353397439,0.274988214840752,-0.31571437229396,0.105262114249739,-0.24365396387989,-0.0368912127360988,0.147496082480466,0.0419133428265365,0.290933080850794,-0.330557892072833,-0.0214846976273323,-0.197299538386339,0.0908354283142138,-0.281124281035386,-0.238880637437672,0.0725513837222762,-0.257393678932704,-0.185327084628264,-0.104112549796205,0.239114452197688,0.273650198823242,0.236234880577633,0.196112739631159,-0.056539801298476,-0.117282806056752,-0.0102360921753249
healthy,0.0150325434925725,0.111046853541907,-0.036369056836869,0.0567357286655157,-0.0809817665567617,0.0130928604612728,-0.109107170510607,0.054796045634216,-0.0838912911037112,-0.0538262041185662,-0.0722531929159131,0.0295801662273201,0.0198817510708217,0.0586754116968154,0.012123018945623,-0.0169722265238722,-0.0635246192750646,0.0004849207578249,-0.0586754116968154,0.073223034431563,0.0586754116968154,-0.0664341438220141,-0.105227804448008,-0.0596452532124652,-0.0528563626029163,0.103288121416708,-0.103288121416708,0.0577055701811655,0.0412182644151182,0.079042083525462,0.0674039853376639,-0.0198817510708217,0.0780722420098122
mild,0.0905949069835283,-0.198786536056726,0.0517057263814132,-0.0656741811484281,0.08819581375701,-0.112815011200368,-0.167564408154367,0.0069851924717324,0.247615631947806,-0.160449806784855,-0.210191281119987,-0.231291041264739,-0.115787860261104,0.418837347147207,-0.0025249755613104,0.0717061712185603,-0.362429798009208,-0.182719674723852,-0.144288715108448,0.264120004780216,0.204447177593003,-0.235050342896921,0.055695081826268,0.0931008855450413,-0.0193546484322687,-0.0746735635398589,0.0181297265293642,0.247541588637671,0.301465102272746,0.0346080202107921,0.255909730766925,-0.239660155738521,0.370817154827334
mild,0.0529220309671201,-0.0572909729661441,0.0033474407727037,-0.0861018258025073,-0.132541953663587,-0.0686808274362641,-0.0537085130637129,0.061875419082376,-0.0017575571597966,-0.0060264683333386,0.069883259833295,0.0206510956221073,-0.0555201669218961,0.174241891101174,0.15695831932332,0.0233875932778295,-0.0578764495598463,-0.0535062490915868,0.0818598056695042,0.0379292140332741,0.130981783907629,-0.221700933335145,0.0042988959509514,-0.0129590170374899,-0.0901912390619681,0.0021674248589299,-0.168001474258432,0.114877834771913,0.0494062524554304,0.0277135288386047,-0.0830595638194097,0.0953560754587419,0.0281595775282583
mild,0.0158898542619144,0.0141902855435686,-0.0150883109362317,0.0247513610291848,0.0811673942715681,0.0785215591270691,-0.0072584201159048,0.0729923945193501,0.0848300019680907,-0.0605573404250775,-0.0351602917168705,0.0578150232135981,-0.014880503407351,0.12562707290585,0.0123942347582425,0.127515894909427,0.0187620511789443,-0.0090915793885311,-0.0427563990672065,-0.0298686214278723,-0.0841694708941484,-0.0890677912177652,0.015745131161444,-0.0683241468169941,-0.0701164867535903,0.0340581696440567,-0.0366038118728454,0.0941924733139127,0.0494470593274194,0.119166485266898,0.0613366186583802,-0.017214627258529,-0.0080154332568274
moderate,0.171098020009849,-0.147376130197511,-0.142336471220738,-0.0680020664824717,-0.0892392894913533,-0.133869198930459,-0.215019543403627,-0.0201791652939491,-0.0019309843519504,0.0987924197079353,-0.0613292825612842,-0.178758108580548,-0.110518671062532,0.0767208237617599,-0.0439623377700317,0.214736470042578,-0.180151235216696,-0.167502200142712,0.0638103445021667,0.114048564714134,-0.0989174901094175,-0.183759458255059,-0.0184537192080397,0.0057334422737098,-0.0935615808160488,0.0422230221281201,0.0660195142659141,0.0252931821987159,0.123824279919773,0.118095297899756,-0.0738746320117629,-0.266069957483158,0.115979304668622
moderate,0.142452271534359,-0.238173683342424,0.0215673200063191,-0.0402598417047483,-0.341646754135981,-0.0766890991913786,-0.20371687636953,-0.0661925237383439,0.187334517118286,0.0102202209264726,-0.183418434649956,0.042473796394456,-0.0710778097754301,0.0838576166158729,0.127448251855487,0.18913111560787,-0.219267792150584,-0.129566819439615,-0.129640117331614,0.197959825499012,0.0930877894153871,-0.090476598174581,0.188996528696641,-0.220561235284135,-0.11761927672126,0.173542148933824,0.134234359173169,0.118930610066181,0.187523595315524,0.0896810992575122,-0.0916260716102059,-0.198820703017267,-0.0775969179981839
moderate,0.181113932574157,-0.24796097566573,-0.133370179415477,-0.0673989259984039,-0.229513835799412,-0.246232454163563,-0.265191224048589,0.0479336853635486,0.248379224430727,0.145751426154568,0.0302150009772021,-0.0813975808360244,0.0796478775847982,0.312863882179533,0.0240553634805664,0.148517338946737,-0.35903316567099,-0.159402170763889,-0.107121150788311,0.158311537634644,0.0858950259646905,-0.308912078906635,0.138430998549839,-0.0041875485750176,0.0097040325211079,-0.109557036800315,0.175783046139289,0.3946120285274,0.227421759834283,0.116434009358666,0.150086997330958,0.0219375365605097,0.27377718551051
moderate,0.296736332675915,-0.0415639085712149,-0.167771164333898,-0.0968764414316854,-0.306155243790973,-0.147555027073898,-0.309469186897203,0.0284651719223285,0.233014144151939,0.104488282482501,0.277299034568708,-0.234605503170139,-0.0014174610247283,0.356751704458896,-0.0196388577157987,0.203892963473145,-0.288093287600118,-0.14297686945663,0.0640568095372274,-0.0374008354956885,0.267702800549982,-0.359479783884305,0.0850092441931528,-0.117771250151792,-0.0763161371321418,-0.27817530148603,-0.120953516391528,0.0664690685202516,0.136552641521136,-0.0371252395305068,-0.396651383582196,-0.0037895246787218,0.0225635561346641
moderate,0.135794464807793,-0.293373104731533,-0.129735951721803,-0.0132777048659526,0.0039106725937527,-0.329905451512703,-0.357246576327169,0.0927418295462579,0.240066438738715,-0.0342794894546139,-0.292017397313594,-0.146171326300597,-0.0520079738089503,-0.165673807573099,-0.0260967633307303,0.211956577185478,-0.274906675776066,-0.175813434490459,0.224121604957705,0.189956803770941,-0.345550541967726,-0.0151028145991959,-0.0887035971444413,-0.289204325755415,0.253416270453632,-0.0897653747635345,-0.0189343023309116,0.408707225223081,0.196234133040575,0.192232595195392,0.0605165952417701,0.00314878052761,0.151062351576728
moderate,0.239009472581445,-0.249028635565959,-0.116694603665128,-0.126350611125127,-0.259965672340149,-0.307527039270224,-0.250536106824804,0.235189108217013,-0.0208912787936344,0.12587639287206,-0.331540378933544,0.129758502854398,-0.198981492761642,-0.140300804284228,-0.248865005957399,0.230047129632445,-0.339043947549351,-0.215977414421488,-0.0961950833278877,0.180404148984383,0.234426454327391,-0.303913370160267,-0.211767673111035,-0.282051179356352,-0.305334387631085,-0.0648278877060766,0.153915402939904,0.304368040182353,0.213985975601486,0.21778753595693,-0.241697007037618,-0.155243591120965,0.0597337625955705
moderate,0.284123707042232,-0.274797879627269,-0.201738577397894,-0.0217382870231719,-0.378303953558802,-0.259495129869417,-0.330920331743701,0.110704008289259,0.205389675650588,-0.404699055014932,0.2762970951578,0.0266912646258641,-0.246942464359477,0.123283979970111,0.1869944429592,0.251088903560355,-0.236656903671576,-0.147150583781015,-0.181909774807985,-0.100301970607324,-0.218659048697487,0.123899220350941,0.304702276296342,-0.304772289611911,0.218963531652509,0.109196187770222,0.16068195265219,0.337684675724166,0.328720583772976,0.262639136801364,-0.0605211576375371,-0.236397564311555,-0.230546807723433
moderate,0.149972235316121,-0.124596115129789,-0.175150968442076,-0.155552134959252,-0.0243236444395437,-0.180827448779763,-0.272318166317825,0.240123159821666,0.0589757086143512,-0.0728361088811268,0.0208720509227786,-0.0324337143822498,0.071787518483085,0.0286272779201637,0.139456496394968,0.152957402642011,-0.18664107909216,-0.150759089337695,-0.0177215577537176,0.104336346957011,-0.13150323005238,-0.0895736524345724,0.111137408874964,-0.23816427758879,0.151462082218818,-0.0034539332340756,0.180261067029363,0.183390857245252,0.11036680525362,0.186386971612135,-0.144192807416772,0.0362900506335216,0.0524478264175302
moderate,0.165314294903142,-0.253677757610551,-0.178153164987259,-0.0518977209478162,-0.27887259979558,-0.231500732168736,-0.236195895435657,-0.0136523826174587,0.281542517728035,-0.198393504187855,0.0664366800038303,-0.153228215015702,0.127281825887831,0.185969228934217,0.148257185852252,0.203931199352006,-0.266262397447183,-0.157022231515595,-0.0132278720795687,0.11719840050299,-0.0632323145389413,-0.259429580505215,0.183237587997378,-0.216295343572633,-0.0827570853497281,-0.0209773006533337,-0.0053131665540005,0.225112423957432,0.154528203677431,0.197342424040735,0.142660132898328,-0.137699838170423,0.10689117426634
moderate,0.354021481515532,-0.381261219834132,-0.359001302791149,-0.314848402509476,-0.404862981706158,-0.365507004871787,-0.348501065113355,-0.29542411783783,0.264716268484851,0.156004837313316,0.187055744383862,-0.242004287944379,-0.0890502929679927,0.220595717861806,0.129699042957087,0.231423785841981,-0.37894844749717,-0.358813414623073,-0.0814785092318072,0.281680209343739,-0.161843566101688,0.0272282567850147,-0.173445536972595,-0.274894654262283,-0.386453755905459,0.148701443805038,-0.0287800460833075,0.389180882781564,0.33749636537058,0.346286936409717,0.0320887226412307,0.276822738942092,0.341199410094367
