group,RXRG,TFAP2C,ATF1,ZNF76,STAT1,EBF1,MEF2A,E2F6,MYBL2,GATA1,FOXD2,TFDP1,FOXP3,IRF4,MZF1,GMEB1,HOXA4,CEBPA,ZNF384,KLF3,PBX3,E2F4,RXRA,ZBTB33,STAT4,PRDM1,NFIC,IKZF1,ZBTB7A,MAX,TCF7L2,ETV6,E2F2,SP1,PRDM14,HINFP,ASCL1,NR3C1,CTCF,HSF2,ATF3,KLF4,NFYA,IRF3,ARNTL,GMEB2,ELK1,TAL1,KLF9,VEZF1,MAFK,TP73,TCF3,RARG,GLIS1,RBPJ,RARA,NRF1,NR2C2,SETDB1,HES1,CEBPB
healthy,0.40644136690093,0.325097098009277,0.11849079150445,-0.284657275628189,0.149811793227878,0.379559990619588,0.244725231320492,0.286287448551931,-0.143814310410487,-0.14378266418495,-0.0464170359217914,0.185049603824395,-0.0508931460619141,-0.374052108911334,-0.337494572248203,-0.453285888406526,0.405207687183091,-0.421279523592024,0.0906551899844947,0.459273301970337,0.312909247322153,-0.0411149854490555,0.176807723614883,0.179790445756519,-0.246473881435708,0.160813564304996,0.166526100323025,-0.397506015889669,0.268500308257171,-0.0626852881602977,-0.132321368989909,-0.0390792962220465,0.190567031708121,0.360397416439706,0.0389979575762445,0.133394202189523,-0.10821099898597,-0.239351257607899,-0.486661540938381,-0.385854451032824,0.017486370382631,-0.0110464942553563,-0.109421009419419,0.051991217780241,0.0068433001181093,0.079309233512279,0.223310805885449,-0.16819027332379,-0.324515042844543,0.332687745974265,-0.289986526162544,0.190259723319641,-0.19510852661175,-0.30936735468301,0.111632060582153,0.453575804447914,-0.161459565768439,-0.236147273426557,0.154683350417687,-0.050809845873207,0.253037857844117,0.370474123882735
healthy,0.0541487775715189,0.161787409649715,-0.138372272777418,-0.0223417324303416,0.128939940352549,0.17882388175012,0.133783762953418,0.164340155719138,0.0450032040719906,-0.416453690703029,0.131082139483602,-0.0497227395146187,-0.268365226021863,-0.0870550432387253,-0.143732350996426,-0.0645614165155949,0.227530992881283,-0.0279736979834671,-0.260622081744649,0.370905713672376,0.212108998634618,0.204131417595064,-0.0215111547945403,-0.262585865823244,0.0106125392618413,0.0288358612347842,0.116856633016324,0.224888708968945,0.150001394670918,-0.12563911507465,-0.212792203646038,0.215683362830062,0.181574993999812,0.223485464965473,-0.197643256512075,0.265707725520874,0.107059990648701,-0.304649522986953,-0.190163528781085,-0.170192567287874,-0.34464667492321,0.0095048479479188,-0.277618475420532,0.322546778348966,0.0405021254044888,-0.202604194728923,0.114939174017794,-0.351131077736354,-0.251773132628806,0.0553644677608969,-0.146825913564655,-0.1580974859969,0.236488895120785,-0.145645912258065,-0.113917864187346,-0.230665999183001,0.0826371383126621,-0.143643304958354,0.112968893711049,-0.349701019358381,0.119443695319197,0.208982969606378
healthy,-0.115472950746135,0.08464238817494,-0.395849837832254,-0.0197292763757072,0.0510205829339177,0.081982592454646,0.134921797900655,0.0695406017470074,-0.113326233113757,-0.127464800219667,-0.0915851523398101,0.213076592655826,-0.0404422979156075,0.293249784546624,0.0187088293745191,-0.0571769762579894,0.149706385304041,-0.0729235595888307,-0.200337249102164,0.199012176853919,0.295308349803849,0.0997630012859236,-0.120647162132404,-0.124852920786561,-0.0031724660100209,0.258878921999081,0.0642834034293109,0.354244499482096,0.114007392021836,-0.14400176440683,-0.19055845243306,0.197062085914922,0.105640528615199,0.142603764249148,-0.0306308094250317,0.24406313803425,0.259207063608361,-0.210134668555225,-0.330819076255543,-0.316306150412284,-0.112750014272937,-0.0761248433375291,-0.0700624474959832,0.249245097586107,-0.191408167925857,-0.301089432861466,-0.122851243376678,-0.173709726530535,0.0524210298807326,0.0227989092757776,0.0559792050110241,0.295347226564518,0.0195747888285045,0.14669955332505,0.0939318270174456,-0.186078245597819,-0.062805406860253,-0.139834474715153,-0.266952986306137,-0.33486586158242,0.310881618904437,-0.199813500294974
healthy,0.0403589692198403,-0.0032151581474538,-0.278463309884379,-0.0663468977470442,-0.122224354890792,0.281028754533332,-0.201307986780704,-0.010826986103883,0.128093044810038,-0.0142028148140165,-0.0040288176346205,0.064024446033876,0.0026751932556429,0.211189160876988,0.0111151799182683,-0.110028546431359,0.181165514484421,-0.20599922656665,-0.0138991609889792,0.209653990553716,-0.0599674160634329,0.0921462490821712,-0.205758591937575,-0.0978199856467543,-0.131675400046649,-0.100136585265495,0.165111778282121,-0.107103722043267,-0.031597423070123,0.0813545065618931,0.0449337785300852,0.262716153554331,-0.0781591756597388,-0.143059776308586,-0.0330294829833689,0.200567915197346,-0.0241003223678824,-0.0963473541236337,-0.0932721221742842,-0.263545840792654,-0.406514603931187,0.0728030680710648,-0.129323294810225,0.234751701970383,-0.0174106360072626,-0.0729737396010872,-0.323408879948012,0.0498006248212052,-0.191457732705723,0.315033047962358,-0.0326619801877858,0.423448075880869,-0.027238704530234,-0.195845755390097,-0.102687574367764,0.041144372698838,0.0486418227798504,-0.0433033588191521,0.165063432994574,0.205966122928022,0.33602730570428,0.149550491458668
healthy,-0.0199544429945357,0.0781808945912694,-0.196614473521111,-0.0741708024175076,0.0409365699493482,0.151188362320025,-0.115536669484916,0.0372225677338285,-0.067053288012409,-0.146981490999736,0.0361152129815749,0.155426490411581,-0.0410525937252973,0.248541326717701,-0.0041312252296294,0.0523198495995253,0.181132375327233,-0.109690790822186,-0.171736618632554,0.0977689329594266,-0.0279348507485252,0.287706283256545,-0.169203774783046,-0.0174126742391858,0.18522143266352,0.129850950936304,-0.10614023329521,-0.0037714456797693,-0.0035337661594698,-0.0219419267483976,-0.217004381357803,0.22917179826974,0.0023329547065079,-0.0170868955751258,0.0642137828300964,0.250297886699902,0.0283257563975307,-0.219473535615693,-0.117999041859743,0.0299129261096984,0.0117702520683502,-0.211216246705201,-0.0239118873708767,0.241293061788653,-0.11360129777278,-0.0694583867967427,-0.128810931527835,-0.0597908582254795,0.144012973232679,0.032819779703008,-0.188192407066446,0.0488378688014799,0.106683999190983,-0.0543706570630674,-0.0858863420689303,0.0777211378018792,0.0810542961216856,0.0024824044109263,0.114717316086635,-0.0964402849708064,-0.037350430403911,0.07755259690063
healthy,-0.0568855634768445,0.202816902385419,-0.191878973578126,-0.0130886818879677,-0.321872156509859,0.238489804596039,-0.0822935334763932,-0.0042485808592042,-0.0572340519669786,-0.0856856479829252,0.222147410690782,-0.317455366138598,-0.173734186262084,0.0777719825183,0.0653704971812396,-0.0620002028423394,0.159671494502621,0.207123244260575,-0.194657368619577,0.234658769787471,-0.0356899956661897,0.23847343451569,-0.075569929252417,-0.200012426199006,-0.138669434518267,0.165798165530348,-0.119272494603547,-0.0278706464393118,-0.219532676815819,-0.0338979276934938,-0.113440009378114,0.335840888764561,0.166316122007239,0.0463667959278731,0.0047850279958597,0.244269394247076,0.0508436561702445,-0.127194226197351,-0.339740872131885,-0.164961745589628,0.0161817946968966,-0.216182121702134,0.127393719210413,0.191272368954262,-0.132854845397622,-0.0743056873692196,-0.175620729020521,-0.227151978111657,0.060231699065206,0.164163357348895,-0.331698980977362,0.0144360425568579,0.0078247101309145,-0.150962314479648,0.04659885073514,-0.144413013956237,-0.218559410138044,-0.176702501981478,0.180430183316659,-0.0839665715428251,0.0635981684337584,-0.084074542726529
healthy,-0.486838726252064,0.20427227111267,-0.525471806463323,0.266603754227257,0.303161116619,-0.232056540951346,0.158425696800282,0.300985172352422,0.325087291131297,-0.116059883957807,-0.468543184532388,-0.0287954329190775,0.0727714257849056,0.105287882638112,0.564726852663824,0.289728899321224,0.230553144245424,-0.281838174180606,0.0933777959615979,-0.0762353267310126,-0.0642830887449862,0.113468983466479,-0.419952091622896,-0.149679768424457,-0.0383712737444026,0.320141537481906,-0.213338549440785,0.0329552988200135,0.103356415966703,-0.124558524651163,-0.382431805982749,0.373648409776247,0.301627745648536,0.133600448889338,-0.270187552231531,0.138587417152473,-0.0101364532418326,-0.273939018778086,-0.373457323839793,-0.0885687998941794,-0.339432786801829,0.0986579499997821,0.163035176669345,0.0739029542713569,-0.178112231733849,0.0796018113173589,0.289292399093835,-0.558694531924795,-0.108187892732528,0.247319061777703,-0.223763973326715,0.45236551194174,0.542546833598689,0.452092933473564,-0.119792616589023,-0.0841457224827361,0.117075262169159,-0.197601123860594,-0.257314542306613,0.0467228532023501,-0.265443188172031,0.47346083730877
mild,-0.294193051433378,-0.214119385582625,0.0040574225364401,0.276976252179413,-0.126982153155311,0.0814467665063034,0.300352467502782,0.262428431366018,0.116497996277808,-0.23760906579163,0.193576613909686,0.283677384157254,-0.229704463415098,-0.257731958874598,0.0248068249847484,-0.152377728483485,0.124936397231991,0.205535388093777,-0.150680219533281,0.300342578063141,-0.0278446672433823,0.242959938902191,-0.248343189272409,-0.134238307358476,0.0791852922144309,0.255769428834477,0.285919057898319,0.105242795405067,0.242654847160934,-0.305230735200919,0.218360857164474,0.307880527117249,0.216694367391637,0.229811224575397,-0.270073697816255,0.109393549979605,0.25744022401712,-0.0215847964277092,-0.287697647250661,-0.109205578388014,0.106945194896277,0.118382862793038,-0.20331399890093,0.411489737349598,-0.0287087326515148,0.0473224567918087,-0.197979820089134,-0.247551138344756,-0.318679455684233,0.254335395072009,-0.286962476854587,0.321510688839024,-0.0619051759857032,0.338750568268045,-0.111307723621659,-0.29650148792182,0.0875556445773686,-0.2697025801595,0.0499185755623896,0.164234653719809,0.298896718871388,0.235233064709354
mild,-0.317907249602391,0.324022106279993,-0.40353650520712,-0.259819055551652,-0.188079487178557,0.281150848979542,-0.133408344835987,0.0074195412520794,0.097066520777965,-0.234275920906386,-0.341803716566176,0.0167799108974806,0.073628613780589,0.24082263830544,0.135387962698397,0.100885520325468,0.430989912636157,-0.0882022498552196,-0.0184255710602842,0.324147837662555,0.0780899238560834,0.202051999393897,-0.26913882914275,-0.196873683440174,0.055976747580667,0.142391259768528,-0.142923281743344,-0.182997754049792,-0.306140282627411,0.0729720069099822,-0.383516518468498,0.250752394971787,0.089608485363996,-0.120163434816003,0.0315311829375818,0.451160037028757,0.230489179327579,-0.306511553260113,-0.293704844380845,-0.175094360638293,-0.100492692267268,-0.122117795227426,-0.0724099157139427,0.01501888984609,-0.133827385750817,-0.0841761531064319,-0.231264794999226,-0.418543686991336,-0.450210485417127,-0.142336627936784,-0.370151956920041,0.330338136643897,0.0319334434551257,-0.264088276979955,0.183024279584632,-0.0668797846606031,0.0871974236844147,-0.237356687199383,-0.0830034361077104,-0.0708050600575825,0.345052721107323,0.143099163236634
mild,-0.266832188487835,-0.299695192734355,0.246793178445495,0.283068311198012,-0.148836110601838,-0.0850882018125476,-0.1268545243854,0.178314096404465,0.0801840850611894,0.356843203646294,-0.344404359289913,0.296420484198326,-0.250901755098606,-0.0432106345021027,0.205626081728079,-0.135121223667188,-0.0514595720190651,-0.106143371768865,0.186529380051231,0.171856292645719,0.0096997932543066,0.176382738187098,0.151144205199456,0.235925782861328,0.139407417968556,-0.149966319742592,-0.0081274096523652,0.509402741053443,0.109424624112988,0.186641559618552,0.144799515837758,0.049863817673932,-0.0014817051183573,0.119885368765618,-0.0233324151729222,0.0075347276050223,0.021461820887854,0.312408877030671,0.100350231946492,0.270210663123635,-0.234598324648036,-0.045035422130515,-0.413612608518526,0.48125127863438,0.0705871230769264,-0.488479382088727,0.0269707724730148,0.0304838625895997,-0.0563487314947806,0.200569587731111,0.018258159411128,0.351355753144869,-0.124056579010483,0.489005691225405,0.231113279423281,-0.326187332386803,0.185469283140053,-0.114192255724106,-0.0501134172112199,0.0618062674449196,-0.0897202831131537,-0.0553120053267943
