group,ATF1,SIX5,ZNF76,STAT1,FOXP3,ESRRA,IRF4,CEBPD,AR,HNF1B,STAT5A,ZNF384,OTX2,SP4,MXI1,BATF,ETV6,GATA3,FOXP1,ATF3,IRF3,STAT6,TBP,ZBTB7B,NR5A2,E2F8,YY1,RARG,EGR1,SETDB1,ZNF143,MYB
healthy,0.111666157924755,0.0482842961419943,-0.0806882344527266,-0.011564727262469,-0.0724140408156068,-0.0125765438006323,-0.129103079484365,-0.0595067397513847,0.0351549867932718,-0.0688443681056826,0.0985872138866244,0.069434970280138,0.0754675317353833,0.141200526400161,0.0072017382672983,-0.0567970359267939,0.0282586978474249,0.0268389473508343,-0.0103404242398177,0.144720334946862,-0.114009272448867,-0.0801677929099417,-0.0546852009135101,0.0493372067644217,0.0856563588960558,-0.0370886639168493,-0.0721481821363123,-0.0339918237496478,-0.0473027990196601,0.0620748694442118,-0.0344080266396649,-0.0680931481994385
healthy,0.015539412224007,0.0531493539259925,-0.0444190948653633,0.0879248388704731,0.0310059039063012,-0.0322635066375199,-0.0626380076957355,-0.0027626294970352,-0.0449008630758302,0.056907975807614,0.0700046947769379,0.0466131785997634,0.0155552186998118,0.0518664213172965,-0.0232637603364823,-0.0121896906993923,0.0398143655059745,-0.0186356373929023,0.0030603312967553,-0.0047034539728529,-0.0193917269909614,0.0320600114335964,0.0394694023435981,-0.0085936515934862,0.043186611258611,0.034189380821639,0.0153983394274492,-0.0904754903549029,-0.0360539522237618,0.0724475065801895,-0.0633829142121627,-0.0355726055193163
healthy,0.0253700076894445,0.101570661836458,0.0390341876484315,-0.0954986370395339,-0.0410503000246426,0.0420137701849314,-0.0704388863097761,-0.0915123286006477,0.0020491549569799,0.0951355119506169,-0.0681041919600222,0.0785132915012936,-0.0729127027982997,-0.0092675427443711,0.0657571388268119,-0.0581640395910133,0.0221928562674124,0.0248420129962237,-0.0436265056011071,0.0668001686556013,-0.0408905799134456,-0.0994196327408483,0.016074314382756,0.0392894308567603,-0.0203443598918288,0.0527013714783975,-0.0099495072814863,-0.0824051067416693,0.0520539943699832,0.0232891833498576,0.0642409564063894,0.0225558097065592
healthy,-0.194392140937745,-0.0588915030938235,-0.0810846298173042,-0.183446263007962,0.0532118468562792,0.01646685992819,0.155842565110807,-0.0447039324965664,0.0748803568766141,-0.0921541414250806,-0.0785802214095961,-0.0872990402788281,-0.184930969048329,0.117773089047701,-0.042836535044726,0.070214011960668,0.0559998854664442,0.175868576375189,-0.138552472376651,-0.138327022728544,0.121159682148832,0.109373932656063,0.0236809180962753,-0.180447870840497,-0.119434209988664,0.052726568141586,0.0903658607119209,-0.100591644091176,-0.021010342499249,0.0947079151516313,-0.150582844654755,-0.0312965102417316
healthy,-0.0275873200058316,-0.0056691678822427,-0.0649770463753261,-0.0167616771178901,0.0735752737724456,-0.0299618332410402,0.0288913136829614,-0.105885015058384,-0.02145165635471,0.104382771991211,-0.0115849541144636,-0.0685388614750611,0.0102925210259806,0.104330308184808,0.104311892687433,0.133783385031544,0.105739184227822,0.134062603789037,-0.0568776436730665,0.0418212099392332,0.0263114925378316,-0.132673319663378,-0.125119345985944,-0.0189061776236034,0.151953259488613,-0.0185842457714624,0.0257833478373234,-0.0190735459891789,-0.0895727077492834,-0.0075998314331817,0.015815088879982,-0.0427049954489935
healthy,-0.0051482330814633,-0.0340088713420832,-0.0541029144420765,-0.0344141822383098,0.0099450496697285,-0.0547467778552934,0.0364198699621677,-0.0872809999502981,-0.0647192139239531,0.0771572847713631,-0.0694310214121861,0.0045718499113718,0.0312766534911999,0.0576199292772977,-0.0271299661992998,0.0837318944238133,0.0955224711593598,0.0464595520353304,-0.0681461054492206,-0.0700441995658736,0.0329159724897987,-0.0760396932643047,-0.0813088715544476,-0.0329983659252145,0.111512458396723,-0.0303254690054443,0.0726315408288262,0.0056710536865748,-0.0244981000782134,0.0411237523770108,-0.0278683253767545,-0.0513327499343706
healthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mild,0.100116476753177,0.042013413627614,-0.0696109609246203,-0.0073895821172791,0.0826058994290367,-0.0852408734386604,0.0516684187230073,0.0833093909581171,-0.0186990238492091,-0.0587935493236167,0.0127198889640436,0.0544387010186357,0.0598814760892413,0.0399164140899011,0.0105740387021146,-0.0571500629996598,-0.0149868972421022,0.0512587361169764,0.0505717434502815,-0.0394928454306525,-0.0745023451885995,-0.044822535771883,0.0115056959935792,-0.0748335260899706,-0.0006291292187202,0.0330321022938255,-0.0755191096011593,0.0078618547137118,-0.0684562167020751,0.032802439303716,-0.105181245859235,-0.0824326907313955
mild,-0.12081774406252,0.0888354365842333,-0.131969904017922,-0.0482774975822704,0.0582989691252398,0.0210149211736867,0.0961600897797619,-0.145705430195314,-0.0407413328296174,0.0555250339952291,0.0804310564445149,-0.0957919836267787,0.0484551574781792,0.100457043037109,0.0290283820843852,0.101299317749004,0.109369167432325,0.0125717526721588,-0.114812416435039,0.0538015735586837,-0.0601853406813853,-0.0914734438028592,-0.155224400810746,-0.0447250049070372,0.0717169826650523,0.0677936241905411,0.136262809794037,-0.102680030115741,0.0202340025977453,0.0361940489905996,0.0799698582231888,-0.119907490063565
mild,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
moderate,0.0423062604594269,0.0503361423197908,-0.0208445612295574,0.0545788012380686,0.045301126999937,-0.0477451187549122,0.0080582332855918,0.0440566312995214,-0.0183310095824531,-0.0102895893513569,0.0481675879575831,0.0026541549361711,0.0147930154481854,0.0186352929020514,-0.0485603870640851,-0.0532268338559747,-0.0418130775275536,0.0578786104336474,0.0299427313858674,0.0312454134415475,-0.0654141555250647,0.0400137510287805,0.0244977742372808,-0.0379650308883215,0.0978511529955268,0.0141735697737269,-0.0609980913780667,0.0599894729421935,-0.0372331685161565,-0.0164863537700887,-0.0889687503719113,-0.0675428200913121
moderate,-0.0339177388096263,0.0698053786862743,-0.0644317755813576,0.0089107158562356,0.172877362035799,0.0098003078308683,-0.0305913345985856,-0.0122249918206015,-0.0495988421392824,-0.0695368020862461,0.0070812637470904,-0.0032975140604952,-0.0180640844046286,0.083672879120602,-0.103413136360552,-0.0694541685329241,0.0313376166830581,-0.0309295740221344,-0.0383598539560998,-0.0264539877231152,-0.0406036673496174,-0.0799921405479504,-0.0372523221276866,0.0391580540632415,-0.0399869170458407,0.0018883908245349,0.0447174071458146,0.0148413933768036,-0.0757857276078407,-0.118215090995998,-0.0484485718439322,-0.0903816775671306
moderate,0.0026808932404871,0.0731818129195383,-0.109062159650416,-0.106637253732995,0.113081026203677,-0.0728054938113377,0.0258968626383011,-0.0234359862274691,-0.0200027451153705,-0.0391288855425771,0.042317538052989,-0.0472560233373579,0.0287889763366616,0.125382451042385,0.0373930430860875,0.0843555601014214,0.0733061235036446,0.123742476134105,-0.007990471426839,-0.0383299857229903,0.0164787336191508,-0.101950013473458,0.017544051667218,-0.0322465203830231,0.0793872230712499,0.0716390067342678,0.0278676262903257,-0.0189498473722032,-0.0907577594995988,-0.0259432102695725,0.0655145490113756,-0.0525516219597532
moderate,-0.0011315330022445,-0.0306709017846445,0.0093154247831551,-0.0484021045282029,0.0377646853198274,0.100894285707484,-0.0644227723476442,-0.0856330516581693,0.0765795012819318,-0.0011156545172138,0.15691398288275,0.0583300971446247,-0.0484244550033348,0.005072170999901,-0.10142635565145,0.0669928357956256,-0.0134324948587857,0.0969547330746273,-0.0732005596673992,-0.197492999028505,-0.0120629654752139,0.0173492950295479,-0.0709388202198874,0.13139323756879,0.0674121483965249,-0.119283902897417,0.142376807750835,-0.0512669450160074,0.0128190627535491,-0.171706821723007,0.0931908085458188,-0.203453098931193
moderate,-0.0814821993579652,-0.129553819970111,-0.095830511105416,-0.0553654755482129,0.015138757717989,-0.0223396534349002,0.0670449798827501,-0.124795298313883,-0.0051669570050909,-0.0783138880730149,0.0129196208329929,-0.0999335014544521,-0.0538209119799497,0.189359595034012,-0.0328420194538385,-0.0229072223623189,0.0352644061569893,-0.0101331401034332,0.031240149790667,-0.060911066932152,-0.0556339093612044,-0.0123418331439527,-0.039307614499711,-0.095198793564294,-0.0370394545688743,0.141432702697695,0.0544111242425914,-0.0748818697150302,-0.122184697327298,0.0033592265626455,0.102828247037315,-0.0948162877603381
