group,ZNF76,HOXA6,PGR,SPI1,RUNX3,IRF1,CEBPD,AR,HOXA4,NFAT5,ZNF384,TFAP4,ZBTB7A,BARX2,POU2F1,SP1,NFATC1,IRF3,TAL1,TCF12,MAFK,TBP,ZEB1,FOXP2,E2F8,CTCFL,EGR2,GTF2I,SETDB1,ETV7
healthy,-0.276749116722921,0.156110037866236,0.245612992435381,0.313234723898792,0.0605184900491894,0.141386459486088,-0.16625845621689,0.22974078232921,0.303339307355356,0.300650656973981,-0.0753084439904522,0.113502385568162,0.0084698385106939,-0.229946071199925,0.216856528848166,0.303498115727041,0.0048441835238787,-0.155808090685039,-0.171225179238211,-0.0199758747705079,-0.0541830571814402,-0.176464447003842,0.303875065531673,-0.342308276041888,-0.177021508742214,0.137902182683821,-0.308731045242805,-0.0768525120832202,0.127708516271612,-0.211882763326992
healthy,-0.0427298439652014,0.0039080587607894,0.0806685488886793,0.0064238024408804,-0.0241939955465911,-0.0451220409964599,0.130381538834439,0.0394448387457043,0.0112604867877411,-0.0508177418535543,-0.0778940918477358,-0.0223994081251626,0.0158523484239965,0.0158402163656878,-0.070571270495189,0.0534772671200973,-0.0205102129095831,0.0776119602752488,-0.0529920960910336,-0.142887887837533,-0.0597962663857159,-0.0239547825216625,-0.0101594969310554,-0.040452467405056,-0.0827028390695002,0.0247850382624742,-0.146262314117996,-0.0221132251130202,-0.0449073814766957,-0.0997220688962264
healthy,0.0683529320954447,-0.0545663149717167,0.0993806272222326,-0.0600329060449523,-0.139535468499346,0.0434863687753267,-0.134322797310909,0.0358240691837089,-0.0479456621308105,0.0046343255090823,0.10210981402285,0.139775583031184,-0.0948569088862693,0.0325400386736556,0.0710646978554226,0.0603548665979096,0.0662389052487418,-0.0788333315347195,0.0330963615280511,-0.116621376526412,-0.0723214780230924,-0.016364109391227,0.134256400137149,-0.111833712989811,0.0396113376790382,0.0003942743065567,-0.0505440267771893,-0.0094131141759235,-0.101806918004933,-0.132355370164685
healthy,0.0523660661443767,0.0952224063057127,0.0611989538287779,-0.146228589441017,-0.303036298709655,0.206964244326926,0.161445789894496,0.134413229964273,0.0541520096255564,0.161732545514394,-0.0875506025026225,0.0097629281891798,-0.208056912215732,0.145379280777146,0.385516020339004,0.0520709706586313,-0.0646973336014578,0.159828583233953,0.0357784608743311,-0.141986991856062,-0.0218787652743965,-0.015951108648064,-0.0099922260123953,-0.148847598242701,-0.0318345771050971,-0.30463517706037,-0.160101131989355,0.073370163744215,-0.0898542480050483,-0.0433443192886021
healthy,-0.10632352518028,0.036752800826971,-0.0145892071493508,-0.0677160673964253,-0.0469685182441246,0.0144622971058365,-0.130793448298927,-0.0427552546385799,0.0303766926215212,-0.11379082297713,-0.110388438797637,-0.021464316655551,0.0317735447891195,0.114769392738355,-0.051907456456768,-0.122575456459974,0.142926930844884,0.0708076648714416,-0.0487524178339881,0.149039747650386,-0.0243122960534503,-0.107559078299059,0.050796316062667,0.12656933523044,-0.109551050794607,-0.0003138112350669,-0.104063988094776,-0.0582995382534392,-0.104406231767258,0.0523088033417015
healthy,-0.0133753891468974,-0.146421310796419,0.0759563524779978,-0.0829587990442789,0.115443337483018,0.122376380764155,0.0110522092014788,0.0432318940621657,0.111936993419964,0.0587705223688135,-0.124206382091559,0.203756870972768,-0.151726509175035,0.0414268807329628,0.0519694931457779,0.0111442776568221,0.061787594388219,0.0347748292513142,-0.108790898863369,-0.0642626380128451,-0.215144570445868,-0.176667135762532,-0.0141883085587938,-0.163430746754923,0.126860987359595,0.0166261869353913,-0.14172814240191,0.125634182231018,0.124740632531969,-0.14874325893911
healthy,0.108137328994957,-0.101348438385408,0.060615094728115,-0.0868008156506607,-0.0780722420098122,0.101348438385408,-0.0063039698517239,0.112016695057557,-0.109107170510607,0.0402484228994684,-0.0984389138384588,0.0838912911037112,0.036369056836869,-0.0916500232289099,0.0441277889620677,0.112986536573206,0.107167487479307,-0.0577055701811655,0.097469072322809,-0.073223034431563,0.0179420680395221,-0.0994087553541087,0.0955293892915093,-0.0829214495880614,-0.0897103401976103,0.079042083525462,-0.112016695057557,-0.0635246192750646,0.0984389138384588,-0.0111531774299732
mild,0.16330261494367,-0.142616554161898,0.138836752219715,-0.0145143797593185,-0.174968728814472,0.149560053622591,0.0177510896911691,0.0874859990135046,0.0202166918831586,-0.0413763146839729,-0.11514566917724,0.188618970416281,0.123571330104734,-0.0171435610279207,-0.0219452524775274,0.199318179144151,-0.0340386619029792,0.0857513501030332,-0.0538475313670377,-0.156837012762124,-0.115799748584231,0.0164153557801299,-0.115513266068159,-0.124662299494476,-0.125122879423151,0.218452311568371,-0.0674748647911378,0.0365442053437984,-0.0327660853877762,-0.222719889497152
mild,-0.0392234832970754,-0.142376822383451,0.0409733901479137,0.0016869497772258,-0.118668714693078,-0.0304821797944986,-0.0550275893097734,0.0042546717397048,0.0547624337387016,-0.0230435971411007,-0.0614015433196543,0.072338904017241,-0.0631082796057298,0.0347549755402434,0.0361202991591573,0.0280411350952884,0.0216963975282268,-0.0419550571758133,-0.0115181465151979,0.0045068543380322,-0.102006103131119,-0.0896755105707312,0.0367406034861789,0.0030518373298289,-0.0152050054100359,-0.116530409030096,-0.0730990766134312,-0.154575913697008,0.0372025884882591,0.0020071859741725
mild,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
