group,TFAP2C,LHX2,ATF1,EPAS1,DUX4,KLF5,TFAP2A,STAT1,KMT2A,MEF2A,GATA1,SRF,CLOCK,E2F1,ESRRA,IRF1,GMEB1,HNF1B,KLF3,E2F4,MBD2,TFAP4,ELF1,TEAD4,MAX,JUN,ETV6,USF2,NR3C1,HNF4G,CTCF,JUNB,NANOG,FOXA1,VEZF1,NR5A2,HOXA1,MEF2C,GTF2B,EGR2,HOXC6,POU2F2,ESR1,SETDB1,CEBPB,ELK4,SREBF1,ASCL2
healthy,0.167588780559587,-0.0011200190530357,0.0712785994798526,0.0676166276370304,-0.069679979320342,0.0679255776163046,0.0621278910501327,-0.0924345372603548,-0.0737491942718236,0.0318901907363915,0.0526861223927036,-0.0905002329984448,0.0655850352879579,0.094562010637478,0.146322087126137,0.166373081486945,-0.143676212970518,-0.0321444664187479,0.141909348742919,0.105218875342215,-0.165980310986293,0.0563099026310612,0.017016369873428,0.0557571294085472,-0.12180488613586,0.0091177430448135,-0.0143405454595709,-0.0990378656722854,-0.0585937605780447,-0.0652907589251358,-0.0882216012710196,0.0390452873286133,-0.0559157250712976,-0.128737667388409,0.0715777000453438,0.0238096512654588,-0.0773703614004019,-0.0302943846951045,-0.139063672193416,-0.208173390556568,-0.0902869630387766,0.0731785312977445,0.0537934779137327,-0.0316968206127338,0.174381458926284,-0.130571869444933,0.0636469118656013,0.146614755421403
healthy,0.0438930793646131,-0.190386859924157,0.0558715529809724,-0.0555356059553372,-0.0281133347111947,0.171640055413551,0.0350848734689648,-0.0350804930364276,0.080687848646333,0.0532884842512379,-0.135291125751712,0.179463869611976,0.111381619808994,0.166778900546049,0.174380658964805,-0.14752937107376,-0.0755276790238527,-0.216505570707682,0.17807921086824,0.218689156046266,0.0054187156108078,0.0028523648621325,-0.0794364113141624,0.101516925922806,-0.15649706088247,0.128965258731171,0.0485952526622352,0.0815188448298469,-0.188993540783983,0.144093564747644,-0.173496715810027,0.133479877178786,-0.183037237594741,-0.237723220481417,0.0281479762969471,0.10222468727719,0.0225032866296591,-0.119418045735289,-0.170598235843892,-0.227584387874567,0.19175468012447,-0.0114278853964042,0.141914520591416,-0.210189469238577,0.228412751779813,-0.17679158473332,0.153808037929027,0.106887898837704
healthy,0.206580738244826,-0.181905652558994,-0.198717647246824,0.0993859508902449,-0.156206125754588,0.0694713831766091,0.238282353340644,0.0213409589301635,0.123199926358759,0.139764010834297,-0.0184331325312263,0.106456162420016,0.161561388607562,-0.0096549862187438,0.180653620891878,-0.0276775480821813,-0.164990048215142,0.244899601401606,0.194746597020838,0.206695332896733,-0.164184533423006,0.0461349198062051,0.127369015947176,0.134012772401963,-0.223147349785145,-0.132404527746226,0.098435722959833,0.246413106914431,-0.262323970930452,0.182006013131725,-0.205263570193661,0.215711332735134,-0.191031038201488,-0.215607310497108,0.167275546232191,-0.224666218864036,-0.124840816565648,-0.0458687528401885,-0.217424579511161,-0.218772330203451,0.129432699563753,0.17669706260882,0.0918785055806075,-0.222086704595628,-0.0863341254510624,-0.185259325387153,0.135385020150805,-0.0350431683275782
healthy,-0.193624296340645,0.0512588993154094,-0.0946674459361287,-0.0817046475307799,-0.0716048915589082,-0.0817993336913952,-0.0019533067044028,-0.0716746922542335,-0.0627678200494299,-0.10839380325208,-0.114189284172648,0.192597416835937,-0.145338400843957,-0.0008574357877941,-0.0436669103538512,0.0023546101223097,0.0182184872820665,-0.0435491596156502,0.0814391014072594,-0.0434884633588455,0.0928658798737376,-0.0321925864862094,-0.0202121569972445,0.0619249513632688,0.0830088077686566,0.127480550487738,0.0945140867272688,-0.104686374726022,-0.0387796477559379,0.0120395071789215,-0.103599203606222,0.132992377568172,0.127224715765306,0.114736764409026,0.0486721260108217,-0.128830030597362,0.026125388656013,0.0657627756810291,0.0239406268923283,0.002397198662501,0.0832358117691061,-0.0509808092988159,-0.138560045204865,0.110078427859694,-0.0635400787568415,-0.088000973730414,-0.0031303082842736,-0.0531092247041002
healthy,-0.0178155956081542,-0.0650782452519237,-0.116719576662461,-0.0562106898586615,0.171264095064809,0.119693526994637,0.154383805429901,0.184047653019329,-0.0993559621088082,-0.0786733434191467,-0.122993422767937,0.156372142253693,0.0861682889605615,-0.12532150501463,0.0718220684562877,0.199765226365315,0.0507828387041373,0.143053550143342,0.152939328962605,0.178738630017189,-0.0444812208135797,0.0327870746576313,-0.0453381038235476,-0.0393518326987264,-0.0607999796041867,0.10472608122948,0.10631402867376,0.248336550165547,-0.120241972272995,0.0549736652799261,0.0535105687847947,0.203586121188473,-0.0755840917975572,-0.184013903653675,0.123107014885296,0.150022133994536,-0.133539620243246,-0.154553736922401,-0.155690806587263,-0.154353863267607,0.188073431451346,0.0903325193722589,0.0435506444540095,-0.043815095874113,0.0138318230184369,-0.119207127374842,0.114069446610389,-0.0019345024256842
healthy,-0.098835283939546,-0.0248675179353161,-0.117559860567904,-0.0765780481940296,0.173149755724347,0.176947269161862,0.0986973040034159,-0.0899511966855474,0.121381048392764,-0.0220939641086578,-0.0255824628689414,0.13163125715773,0.094391830939455,0.0425440138789188,0.141811459357648,0.0828993098538097,-0.141974114875122,-0.121910926466308,0.198876837215785,0.162802708395141,-0.117293804814747,0.192404888157572,0.0547130032426353,-0.0991176360504191,-0.142907397115584,0.234122270061463,0.157670587953168,0.238367902530217,0.0164170555040386,-0.129100608398361,-0.224687941988267,0.124056931894015,-0.0532010924823401,-0.136480116712738,0.111429441887433,0.290837907751061,0.0361002830885101,-0.192816009219779,-0.105137615331241,0.0001482383238799,0.0057159089616499,-0.122563212058543,0.156766740816295,-0.05315654705085,-0.114559913673458,-0.0239788581412671,-0.0345544857620745,-0.0971675103779894
healthy,-0.060615094728115,-0.0033944453047744,0.0160023850082224,0.036369056836869,-0.0383087398681687,0.079042083525462,0.0218214341021214,0.0276404831960205,-0.0577055701811655,0.0596452532124652,-0.0004849207578249,0.0518865210872665,0.0169722265238722,0.0208515925864716,0.0625547777594147,-0.0257008001647208,-0.0906801817132601,-0.0276404831960205,0.0654643023063642,0.0994087553541087,0.0751627174628627,0.0470373135090173,-0.036369056836869,0.0441277889620677,-0.0935897062602096,0.0024246037891246,-0.0460674719933674,-0.0179420680395221,0.060615094728115,0.100378596869759,0.0353992153212192,-0.0344293738055693,-0.0373388983525189,-0.0276404831960205,0.0208515925864716,0.0693436683689636,0.112016695057557,-0.0344293738055693,-0.0286103247116703,0.0043642868204242,-0.0111531774299732,-0.0150325434925725,-0.0955293892915093,0.0528563626029163,-0.0140627019769227,-0.036369056836869,0.0994087553541087,-0.101348438385408
mild,-0.154662466968278,-0.0008317252022958,0.0753098881206956,0.0570453045161704,0.0566722916803714,0.123634260686041,0.117200083840919,0.0804960247833146,0.150697196183253,0.0511755389308568,-0.15129509401392,0.150085621776363,0.100476902978866,-0.009566933394608,0.0997082478338414,0.176453250658875,-0.0859408591454005,0.193420190190983,0.144823348665959,0.0924752326920163,-0.0790736292948631,0.0270932974964252,-0.126774307902698,0.117432827606893,-0.142860454885201,0.0591969560896827,0.0278856446796439,0.109659093243453,-0.104588670936118,-0.0143262135928851,-0.104286060906535,0.121582406037179,-0.102478364704571,-0.106445613332926,0.0730328118227812,0.090046977624629,-0.0346726561504158,0.0596362792792736,-0.0791031391381736,-0.0156767334130667,0.1004086042613,-0.0723586407785666,0.0447486632733485,-0.0408297034795009,0.0713014519570242,-0.0944277322748451,0.0521353820910261,-0.0444698294455051
mild,0.132464191965281,-0.0649765960870083,-0.194436804164048,-0.0570906361704967,0.0873902229621394,0.209967663255416,0.118744574500962,-0.0725143819549504,0.12438971114057,0.0268827243820977,-0.108849663468463,-0.005559401353199,0.0822804916539319,-0.0029705528306536,0.11584730711183,0.0858381960338327,-0.0396343664063789,0.116476185481842,0.199349483196245,0.145311923479638,-0.0431149164686573,0.136869787823172,0.058456101429143,0.0539232666684672,-0.0587332840813145,0.0220012567638277,0.0733914636071109,-0.0604535947197549,-0.10801843791829,0.0145114970405579,-0.206109587767227,0.0979024181365919,-0.055743052063572,-0.17121735983852,0.014327117813826,-0.0153565984636686,-0.0395215489872648,-0.106174137240971,-0.181034880948762,-0.161317922716994,-0.012333307395656,0.100677555523432,-0.111580073175511,-0.150512883382308,-0.0232698389167872,0.0449226736271673,0.137510979635389,0.103100364779991
mild,-0.018485528002476,-0.0595644791190895,-0.0554565840074281,-0.0965355351240415,0.0171162296319223,-0.0609337774896432,0.0239627214846912,0.093796938382934,-0.0540872856368743,0.0157469312613685,0.0349171084491214,0.006161842667492,-0.0239627214846912,-0.0212241247435836,-0.0540872856368743,0.0581951807485357,-0.0746267611951811,-0.0294399149669063,0.0403943019313365,0.0020539475558306,-0.0020539475558306,0.0006846491852768,-0.0540872856368743,-0.08147325304795,-0.0212241247435836,-0.0171162296319223,-0.0746267611951811,-0.0746267611951811,-0.118444309052902,-0.0554565840074281,0.0239627214846912,-0.0540872856368743,0.0390250035607827,-0.0349171084491214,-0.0171162296319223,-0.0746267611951811,0.0855811481596113,0.0212241247435836,-0.102012728606257,-0.0581951807485357,0.104751325347364,-0.0212241247435836,0.018485528002476,0.08147325304795,0.119813607423456,0.0965355351240415,0.0540872856368743,-0.0253320198552449
