group,LHX2,EPAS1,DUX4,E2F3,MYBL2,ELK3,FOXM1,RUNX3,E2F1,XBP1,FOXP3,ZNF263,SMAD3,GFI1B,HOXA4,MBD2,STAT4,ELF1,SP4,TCF7L2,JUN,STAT5B,POU2F1,PRDM14,NFATC1,NFYA,STAT6,FOXA1,HIF1A,TBP,ZBTB7B,NR5A2,ETV4,USF1,EGR1,MAF,CEBPB,ETV7
healthy,0.0229393892978308,0.111880296858794,-0.0963436826879426,-0.289596185114189,-0.248757366637711,0.200753300355566,-0.0427317811691478,0.180924218385049,0.211147276890815,0.0320776882589741,-0.0793271432471296,0.0429404218825078,0.309210055010295,0.136583959695385,0.407881231640386,-0.162599704288434,-0.165344890367368,-0.0561368100991748,0.165313402595667,0.0027201327649281,-0.123814709947014,-0.180886980672428,0.268835886521444,0.125004126297192,-0.174882947125763,-0.25668407090513,0.161159480991487,-0.220147303463183,-0.0144108578808513,-0.113194569068936,-0.0033548167197425,0.0655842368364119,0.0156742020428503,0.237628492891624,-0.314301764597753,0.216912277179261,0.2267843781244,-0.23449696554425
healthy,0.0677066318556273,0.240775650072313,-0.237406522564739,-0.330446097671203,-0.192384545439354,0.21159856136391,-0.26952586521947,0.19851026898523,0.110763930666737,-0.288312537015929,-0.344294694938614,0.283065462064565,0.360224277674464,0.200746911796427,0.053624826285665,0.0511329048152089,0.103961740273616,0.188085870975316,-0.168118423523731,-0.0476545440846481,0.0792562709181049,0.109168346475843,-0.16866716618503,-0.32960302701627,-0.241948804087304,-0.310526362612568,-0.148528910680945,-0.276479176999479,0.156273391906547,0.184096358932016,0.423704586647861,0.150467854388448,-0.0358806143471449,0.0983122766656506,0.313487184663962,0.118353132545905,0.227708317204004,-0.138591549361237
healthy,-0.114788684508073,0.552836102678437,-0.2816794576211,-0.506564697715186,-0.0349904767366596,0.0008091147544147,-0.546137513662854,0.177256480141878,-0.188527421046368,-0.378488199894568,-0.357188854286407,0.175619763462349,0.509770982270324,-0.0096459115167822,0.104995938106768,-0.224862786327374,-0.0777930934872524,0.232371198418088,-0.291133343391649,-0.432431993194395,-0.107397499495933,-0.252100834486498,0.427740147600621,-0.172866237509173,-0.525507814460036,-0.173608345123811,0.311252130861683,-0.248453053628789,0.0491286290693168,0.528783585277459,0.427871470261453,-0.440161118020359,0.320445425440646,0.217418548093571,0.323818944516941,0.0544555550174708,-0.167806702631484,-0.0652405170783959
healthy,0.153947041180126,0.333500638530395,-0.304971027608157,-0.339783867622007,0.0466059500502202,0.10728314392327,-0.175096828275565,0.254878946654539,-0.190624029355355,-0.235484825159219,-0.438178853373969,0.123544881997563,0.140032120054267,0.0663670256005853,0.0299675551327951,-0.179213505643727,-0.304020962941221,0.12613768259215,-0.0651488315720926,-0.268690012011606,0.213592774775059,0.264386286450861,0.15232465415527,-0.177079790670704,-0.454625348704768,-0.16512757287782,0.158670502166301,-0.260093386686085,-0.233272409793928,0.37083993183325,0.174281704235555,-0.113690128483317,0.179413490887093,-0.16379532616898,0.272996118349057,0.293616115246773,0.28632186462047,-0.35888147011655
healthy,0.226917233107454,0.318326869494048,-0.0773759262400188,-0.381761834644923,-0.352755448012623,0.0545066328559127,-0.202296862396582,-0.127507938689239,-0.340179995939178,-0.358444150493516,-0.394193605595077,0.32306973756441,0.384536669232979,0.282565597564706,-0.0458788706371089,-0.327703766431535,0.360960666685048,0.357645755586135,-0.314720884581255,-0.269617377071746,-0.174004842125508,-0.347898999295393,0.318329223497092,-0.307787884178898,-0.245024980209546,-0.497317356316346,0.265508190570778,-0.31753978316379,-0.387946850580084,0.207395325364253,0.415541557636982,-0.141713858870994,-0.235903853727787,0.0698538098258928,0.150767555203061,0.256029489689151,0.238591001702459,-0.348833531816309
healthy,-0.145959856677793,0.266415104478254,0.0951735787085523,-0.34591744133434,-0.521478429837752,0.340936255284588,-0.272043411926277,0.569756093650241,0.339882844599334,0.282450984437664,-0.484190881284959,0.388694221972402,0.47669793118601,-0.176609715333728,-0.03120052777139,-0.378906592791007,-0.0964206550858668,0.163316911599641,-0.436393968343333,0.169129634126222,0.223690501984204,0.120804206702999,-0.214763144729684,-0.423311762436908,-0.247713115739793,-0.252475366700093,0.417252903333322,-0.521327480902729,-0.32435655634757,0.0372482041713115,0.255534661681936,0.319663848923466,0.176628216560734,-0.226888755232429,0.565912229546963,0.351888396190373,-0.0995971752471779,-0.386069670696291
healthy,0.0263861793851479,0.34233254449405,-0.282857543082389,-0.639389942669025,0.208986097631388,0.348374779698693,-0.253128256399403,-0.230064375454219,0.261719029092029,-0.283750133564858,0.188767554199648,-0.16640679360998,0.165414539650327,-0.0229319089781434,0.280462334020842,0.0119700216909816,0.0919570809507052,0.0800675566836027,-0.296449012882936,-0.154206231677821,-0.0306804705284151,-0.210510620271385,0.327113602967184,-0.115777747200657,0.0615345307396172,0.206617173442945,0.191693936738492,-0.256846470740487,-0.232571295226456,-0.287094883667265,0.387282963109994,-0.361556643560046,-0.0281450754769834,0.46376208701346,0.218262467430795,0.105347033390793,0.436021689061965,-0.0189168946115997
mild,-0.249272896796652,0.190837965273762,0.0087164329345114,-0.230880093345468,-0.292934906702448,0.0192615690584801,-0.20212861516407,-0.157838883571949,-0.0221732505200794,-0.188220960080962,-0.295973444653804,0.0648859708857755,0.237237562661695,0.159920032835066,0.229243809023722,-0.05748132847,-0.0936546880361182,0.0740246605250452,0.0369930778182027,-0.0533985886149673,0.350015636524912,-0.162271787155752,-0.0701572192541617,-0.0996183004538179,-0.202339283508967,-0.190421258823223,0.138362106422595,-0.280682931666425,-0.190131891493241,0.0755992887618875,0.279214135315045,-0.350311700357265,-0.148008071198767,0.369779413096877,0.165093427808428,0.233577034264783,0.178232659244334,-0.135419732658457
mild,-0.254318207838563,0.217560165988597,-0.102527764950213,-0.396897955804847,-0.308941059047953,0.153750696584613,-0.420111695828036,0.280134009577168,-0.0763796635644964,-0.372792581108985,-0.339895691397129,0.330467816231674,0.360368255189735,-0.0350047663939271,0.222973226444262,-0.204867262134008,-0.370681256149844,0.400074777974611,-0.119746297813099,-0.257712985603957,-0.0441159305731079,-0.344517627315309,0.0821025588563023,-0.377687767479954,-0.145147592163083,-0.512050638460554,0.19848954106701,-0.377068669119849,-0.353338177232313,0.160245414223915,0.396046006924489,-0.357032893890778,0.328074875177147,0.069618041118375,0.438135799264889,0.370489927782475,-0.235765620233722,-0.363112390001236
mild,0.0651569951334805,0.0223869840084237,-0.0694853797560321,-0.293706791224793,-0.143385684783114,0.124728061845917,-0.342030278027707,0.446480784172349,0.0050761499134828,0.150912016807207,0.0903011101151571,0.258123710518,-0.0119412572951431,0.0012940531345772,0.318525026576968,-0.278948906260555,0.110957281153613,-0.103198371136681,-0.235913864399472,0.260308861892584,-0.0279607426507722,0.0356466339955342,-0.114193090088873,-0.15787042582553,0.0065351711592601,-0.244309659501447,0.0345662280869373,-0.0031222243341054,-0.235506852912003,0.314815948470233,0.0870260874485467,0.127464909854678,0.0430472116397782,-0.254637745020675,0.157800111548625,-0.129759589237518,-0.0463614480377394,-0.347472873499675
