group,LHX2,FOXK1,TP63,ARNT,TFAP2A,HEY1,ETS2,HOXA6,ARID3A,KMT2A,SPI1,MYBL2,GATA1,REST,RUNX3,TFDP1,ZNF263,NFYB,SMAD3,FOXH1,GMEB1,STAT3,CEBPA,STAT5A,ZNF384,PPARG,PBX3,E2F4,STAT4,TFAP4,RUNX2,BHLHE40,OTX2,MXI1,TCF7L2,TBX21,SP1,BCL6,ASCL1,HNF4G,CTCF,IRF3,ARNTL,GMEB2,TAL1,RFX2,TP73,PAX6,TCF3,FOSL1,ETV4,GTF2I,HOXC6,GLIS1,MYC,POU2F2,SPIB,MYB
healthy,0.488271292926738,0.335524820367608,0.289779969106695,0.282182430561855,-0.142488556403459,-0.216630310526156,0.31128389979846,-0.16299266370705,-0.121753413151695,0.14282671628608,-0.183428819261179,0.106968178378383,-0.308840035114839,-0.136243390911654,-0.0118186745737244,-0.150661419760417,-0.34130951282776,-0.192511436628592,-0.117609688821708,-0.275725948453093,0.0516671793234081,-0.0330531965646785,0.123360005690954,-0.332532811571654,0.512621469249924,0.334824251154519,0.0388394878895232,-0.301619828637605,0.177921263347856,0.216987123830197,0.0881538045781005,0.27187694818156,0.0730282781025772,-0.314027818089513,-0.406681494108021,0.221384268214063,-0.261477132784364,-0.09350360584169,0.251791743427599,-0.355828003674748,0.0380672362426871,0.39713680484426,0.365492074835604,-0.274582493719976,0.394214346662462,0.322576681126832,-0.339754083958684,-0.225723320514075,0.273477145262047,0.34578606749139,-0.382377684860938,-0.166867512291124,0.121225787802925,0.411421062013689,-0.405387746093738,-0.170204875860819,0.283420751266771,0.305744633068721
healthy,0.219314286460462,0.253998460289359,-0.180968614053259,0.0545573860631857,-0.246708425645227,0.309412053876626,0.108342378089541,-0.0691276417469296,-0.0863999246103088,-0.0736242986990818,-0.0709004708769731,0.0699393049369818,-0.301300955021896,0.0048495341308965,0.389002780993997,-0.184476211441762,0.0723803138126135,-0.0023122900433733,0.222599935773767,-0.179909805695323,0.0519437328972267,-0.0380882715805407,0.168516969707468,0.21953278651245,-0.205602934831771,0.142540881640694,0.038843543382458,0.02179407796765,0.0333184250971575,0.0490738650835306,-0.246293233551295,0.29765839110096,-0.174682337276844,0.0262784384438684,-0.083271698185726,0.372300969150122,-0.132512895540921,0.0397421218071362,0.0138126925672578,0.0706126640849555,0.08224448197207,0.282363033818384,0.204742623570664,0.250100882634752,-0.316405050162327,0.108429330162022,-0.0658324587968012,0.0324820510741024,0.305159197215142,0.0158502827273531,-0.264582955861665,-0.158878293424841,0.210257721959458,0.146595904286735,-0.173409073663377,-0.0760650276070169,-0.277930017944192,-0.278756858330424
healthy,0.172787817255801,0.092185144622291,0.215426513797883,0.293249795649033,-0.0928180543285775,-0.213115771270484,0.0777666470047282,-0.0060187272262343,-0.226774627664678,-0.146205201657699,0.246554330780094,0.0804562243031479,-0.357335489830891,0.338002270552749,0.319693781653074,0.200041960318614,-0.248196877304337,-0.235632576003226,0.0547728313686341,0.317918656556776,0.264510296656126,0.120745288603361,-0.32256529754576,0.178775201547821,-0.313078994764683,-0.0437292402834977,0.098153152046088,-0.170517324223097,0.155187841842989,-0.318493027724325,-0.217118284366315,0.082678581115844,0.245797477106189,-0.295564277572054,0.0642956442487842,0.165820031420688,0.0789764434719817,0.22039868617302,0.376235619106988,-0.178340887743572,-0.074865011980032,0.355584976756688,0.103828262809161,-0.236616444985896,-0.206068166336093,-0.258348180605039,0.167713865330733,-0.256240181309366,0.303305642377855,-0.164927471680208,-0.183131665436533,0.0023025838460421,0.188623137880057,-0.212844495115356,0.198195718716486,-0.239862240385844,-0.184192837925062,-0.21851912995535
healthy,0.285791900146237,0.142496991964739,0.273340018206124,-0.0480301761211822,-0.0450850259040335,-0.164084001240662,0.278849176878313,-0.0411937327676922,-0.226490048081166,-0.174368293949578,-0.167637644810872,0.11856687926573,-0.296317055727292,0.104252692402022,0.181419284085052,0.321912014364707,-0.0962324665366996,-0.173534612576735,-0.0522177901988481,0.0518887949173984,-0.144794572084217,0.266912533958363,-0.229963727827097,-0.164649134861287,0.173005729811844,0.124682809264946,-0.159680957290738,-0.118418608408783,0.0655810213013715,-0.326151024296299,0.13104834473001,0.317279896797797,-0.0737526088395986,-0.225843935082448,-0.122460159355187,-0.0104755259076759,-0.37132462415478,-0.210339298375341,-0.308425989559632,-0.0892722139268433,0.126357634123444,-0.0126284116858162,0.277140220580738,-0.0777634723989926,0.0381670733182852,0.314658045929833,0.175239241731969,-0.0704611547716365,0.307364824132296,-0.149693515377311,-0.291475999001636,-0.478002194139228,0.288636642999271,-0.16677879536523,-0.403735185215226,-0.189238518604092,-0.22556664473652,-0.286149198470957
healthy,0.14100679435729,-0.0870719062029215,0.25777856006504,0.352971421779053,-0.0774983461473777,0.137931191428266,0.106507462582627,0.268287854195379,0.114424086728454,-0.132165997127892,-0.224011585697147,0.15561957339209,-0.436858889567689,0.242080329503478,0.249289352980531,0.0524351111038672,0.0787442914346689,-0.149975468704554,0.250169256883903,0.0831148169271564,0.186972471549413,0.0936394908376759,-0.340704451563203,-0.175016091809346,-0.311245084216326,-0.0088251166541961,0.0107844561839189,0.0912504198479438,0.292135563482807,0.196821219814625,0.0290690792686933,0.28662667269603,0.157889791114573,-0.29366164048054,-0.242356014678834,0.42269454359635,-0.066961457343415,-0.190780562665651,-0.292904251696842,-0.0066338118514527,0.233861824859419,0.185999491204247,-0.107151294707045,0.341242207669723,-0.104841855929492,-0.251437251754005,0.0226172222485839,-0.324988892592849,0.303706167069997,0.055629305739254,0.0897162475407448,-0.410816893683401,0.295707229712894,-0.0519290954110377,-0.17986178188799,0.176474359147012,-0.202863276314348,-0.423724701151508
healthy,0.150340960645259,0.100041726612113,-0.0147761315245984,0.199701956159971,0.00269482610787,-0.0119662139263428,0.054773249676884,-0.0072664662991799,-0.109054560059161,0.101795181651077,0.276227140646887,0.102166408708094,-0.340290831186561,0.0672778558456325,0.136523478782826,-0.0928479434143546,-0.103227599832494,0.186614735256258,0.0489879741803688,-0.15316186199643,0.113334882969854,0.0190179914738191,-0.141790208132004,-0.0548844651317191,0.0058542114331336,0.21486973579845,-0.201123678069369,-0.151736323530288,0.11452702659968,-0.150276535184793,-0.0316085841703543,-0.0977018700208428,-0.0418992602941177,-0.132274342592956,0.123409393284888,0.102946195686277,-0.0530810181559747,0.0108524633633533,-0.119394028630442,0.233203711085525,0.134640607774268,0.149349399376886,0.0914638616762735,0.0673758372660434,-0.112463379672201,0.0998875476327876,-0.0677791630522472,0.0334254535300765,0.0941378999413065,0.0224532097637664,0.107603683621492,-0.223198850452787,0.278818860243861,0.128768136347569,0.0352787635718536,0.141040051512543,-0.307763596851346,-0.158769761779124
healthy,-0.0134135754674284,0.138226285987349,-0.0558972820779335,-0.254363370590784,-0.0616077435413792,0.0641043743509237,-0.126776564302228,0.0168600114762561,-0.0214849812833781,-0.187275555651791,0.0321183689371612,0.25527551587546,-0.330390984670786,0.0032282300330157,0.0250150444555246,0.176348642192982,0.0844407282387837,0.155902077672669,0.0352779250082462,0.0406522163515957,-0.0327358807722637,0.164656900174283,-0.357718790941008,0.0052917718245779,-0.029242369870177,-0.0148861888930226,-0.0843875613005148,-0.212857714115518,-0.0173379600984027,0.077715110547766,0.139662900965157,-0.0615562380699312,-0.201426822387701,-0.16949287626766,-0.137264850520319,-0.291798987177111,0.0190708699926052,0.370434550343657,-0.133491105547773,-0.0352746020746044,-0.0929247316485912,0.0737303592889655,-0.0181925078666208,0.13018090981826,-0.24024644083584,-0.176416208510365,0.121873575713742,-0.0853861028598779,0.173230622792419,0.0347800387842487,0.137325770970419,-0.0036679649182815,0.156672998277568,0.0635433523877319,0.10147297844214,-0.159531275031796,-0.112468012040607,0.0162391767075118
mild,0.160723903415342,0.321692797951982,0.246943262202348,0.321498508875257,-0.391754801206758,-0.230069209203805,0.476125884091131,0.27530611621983,-0.384092842857376,0.0447214760384239,0.0298766556614791,0.0624383844814248,-0.0382933760099946,0.618122232784286,0.391897186734357,-0.176765458517721,-0.389946022956835,0.284988715709453,-0.140351597528757,0.0853861298549371,0.386069838982804,0.406230853779431,-0.410371274661557,0.0623894123138906,0.0631288587489535,0.421566445338708,-0.390168793481867,-0.387929673938282,-0.0029803175696239,-0.458734938043179,0.283228924103023,0.255743472404909,0.259102394192591,-0.134599741900671,-0.256024754754113,0.604105415518398,-0.394317306424783,0.252699779089064,0.0332598246796136,-0.050473353380447,0.353785650476795,-0.0151077037829224,0.540244688498646,-0.534843607058443,-0.0683639226593406,-0.0703214051927387,-0.2405265692292,0.137510220208613,0.491288162237519,0.5177356153329,-0.281512654465759,-0.233977131716801,0.208297497935101,0.367214562878956,-0.179528752517828,0.0356781421132096,-0.273373706046517,-0.479216805221513
mild,0.271304122258588,0.188286647670411,0.0860483332025744,0.020026093057786,-0.0068038755191709,0.273429534021655,-0.0149894482226338,0.0555526707598944,-0.0921206401479568,0.0394892270440771,0.282274746952984,0.234489198593047,-0.463178658069149,-0.312579733636637,0.169864948841817,-0.127858560075701,-0.0015081304015534,0.191696892880078,0.204690292552383,0.536442464630054,0.128905742197819,-0.135143493902606,-0.231622828359709,0.156324335563322,0.378472141073864,0.0625356063883694,-0.105481054357482,-0.119352904928731,0.0122264798771309,0.0561684827764955,0.384746061268804,0.159761376755357,-0.13057187499638,-0.0653361777915436,-0.0907708686117039,-0.0044461681503556,-0.267088041349437,-0.109084879238606,-0.134967572453145,0.192657305403223,-0.0773493679089538,0.0815720999947789,0.180951460508629,-0.15075383164142,-0.387652329867842,0.231557603356553,0.158545863350101,-0.159422957930664,0.354998043250464,0.223245719156709,0.0068627275648071,-0.119381457169515,0.226637115018624,0.202568523721377,-0.322391019112046,-0.203925337679991,-0.233171326621787,-0.270487601204682
mild,-0.10355847817228,-0.243742974254577,0.230540792635891,-0.372659285872502,0.0626011650687554,0.236186246470158,0.312902308524812,-0.0123475366621125,-0.109176159201459,0.193496920249322,-0.35377377841261,-0.201354099288785,-0.0556074677874853,0.2165231004678,0.43301716573028,-0.142410107690037,0.216237798015531,0.159672168452507,-0.0016019858934895,-0.208822459057015,-0.380087248833332,0.0977489123079473,-0.0112871204678405,-0.0366234931095538,-0.122913598518207,0.274171869429259,-0.0565365943577045,0.0613008928305409,-0.0063915323709513,0.285927340382902,-0.126943180056441,0.262489617689029,-0.15608442699522,-0.0518960111075332,0.0415695772156939,0.28904041935323,0.242581566041803,-0.0365830963021529,0.0020337267725859,0.261628660731298,0.247492302941467,-0.0623613090248129,0.101576509809177,-0.114137392110375,0.280153121725045,0.0487501097311929,-0.0741698007881705,-0.180115477797794,-0.34654274988786,-0.19605706791835,0.0578292921945314,-0.0905128341822721,0.303101033129184,-0.11247102380509,0.0306851624216305,-0.0606141471047266,0.0129635879749753,0.165297423883074
