group,LHX2,EPAS1,DUX4,SIX5,HEY1,STAT1,EBF1,KMT2A,ELK3,RUNX3,CLOCK,HNF1B,ZNF384,PBX3,STAT4,ZFX,SPDEF,MAX,MEIS1,JUN,ETV6,PAX5,POU2F1,USF2,HINFP,STAT6,RFX2,TBP,HOXA1,MEF2C,FOXP2,FOSL1,EGR2,EGR1,RBPJ,POU2F2
healthy,-0.0654353649277774,0.0423435397384826,-0.0499364857768758,0.0125135948298563,0.152389114590737,0.196317216815648,0.298717637501344,-0.0760655417205034,-0.0358932843849761,0.0844036639240666,0.0842724239427381,-0.447265463825024,0.0721313517717473,0.214840111129542,-0.193940765628323,-0.0025469454003571,0.296492445953516,-0.0887326205963201,0.214111945131444,-0.0644016701595873,-0.114716697577523,0.182339700838132,0.456819027889564,-0.163402674379767,0.133152447497036,0.0395685272519286,-0.180914117990103,-0.0878399793673842,-0.194051855104044,-0.0519502278632614,-0.460010396927052,0.0802783058669148,-0.34129761856212,-0.460948834759642,0.457872349773606,0.214864710448077
healthy,0.027909801506121,0.0476838260838196,0.0510598441449012,-0.14673545350411,0.179872172948957,0.131039635487186,0.241241480372931,-0.0622561792073762,-0.115527722583758,0.181366531385257,0.0694811739713872,-0.199731737520366,-0.142100319330662,0.133115786276865,-0.0149789176954491,-0.0161229673933446,0.140139234955454,-0.0551581216242141,0.136270466300667,0.103565242239474,0.108657580778552,-0.0279899677206181,-0.102625653094689,0.238369628515769,0.264282990290546,-0.196898867586188,0.0023829187022419,-0.12408095112584,0.0398705346380374,-0.0089298996317921,-0.18308051735261,-0.123195151161789,-0.230964289134053,0.150289731274021,-0.0829654616050845,-0.160260969476692
healthy,0.0199796338753258,0.206626279913067,0.0833552213384529,-0.486148367541101,-0.0350280012974786,0.165787935050653,0.175167872701698,0.22320973591155,-0.15189458822826,0.233768890192336,-0.0907875484918869,-0.0601555104674175,-0.264919477685198,0.277852391643334,0.184616320460108,-0.0247858082128194,0.0446838484533323,-0.111238869019109,-0.0280468349502822,0.0771790487527926,0.0903089632527905,0.127734682375284,0.179981319441462,0.0042231247779411,0.11899859020744,0.364724635075787,-0.0900231986234103,0.0742757630372689,-0.448315156009177,0.164229669939986,0.0724736345682438,0.084067644895395,-0.326420722404424,-0.0384968692138318,-0.0998335333527165,0.0207891134177014
healthy,0.0074698373305674,0.0189945931428094,-0.160406986061245,0.094019607440747,0.0310815332310618,-0.117986518866536,0.247799573820001,-0.0523363544598507,-0.114796613542276,-0.105283828175826,-0.142299033589383,-0.30854514246083,0.146854006399101,-0.0291924682308605,-0.135490517561504,-0.239923838306164,-0.0333934488897872,0.11028909018649,0.237682441449139,0.20183232548177,0.129618582099457,-0.0385953246598391,0.295486406097841,-0.294205532993347,0.0903622856725018,0.344953423045128,0.146855098697764,0.258657852679864,-0.275360715843245,0.216786243717474,-0.0726849173336999,-0.0633694884897293,-0.0530449067567391,0.139535867506888,0.0972720796324387,0.0811773209808718
healthy,-0.115049966723082,-0.0181875934208837,0.26505710404244,-0.171835273180689,0.156145676161929,0.0409601892301984,0.211586796205197,0.0643508909993554,-0.0914994266362892,-0.0800394949088821,-0.0122778617187473,0.0183618840913073,-0.0897302417390542,0.106500093326209,0.321177118784402,-0.215232317259037,0.178547110462569,-0.0744092842542064,-0.11310247951681,-0.0009099624693573,0.0597115681493147,-0.0427178619006646,0.0945769284104288,0.132682738763285,0.221930629961228,-0.040909017970236,-0.159907312592691,-0.06169263812834,-0.160497493888964,0.0474545878589177,-0.0009340584354887,-0.0340805295551378,-0.150938961259072,-0.107990802554123,-0.0162640061723422,0.0668210803429501
healthy,-0.118344821630389,0.016141032291542,0.237214272665655,-0.178375335417271,0.170496748036934,-0.0658924444833133,0.129927712962737,0.225621333277538,-0.109988703867923,0.121318154298563,0.134734013153299,-0.07056504805807,-0.226235037606777,0.0873007092278109,0.0870808014826314,0.0877276624140405,0.238980193693636,-0.0652666904146129,-0.0934756854171209,0.113985709468146,0.0799953763111833,0.0215630781323374,0.165252297122649,0.0690471178029285,0.0694440457337556,0.119762548788952,-0.11601494108575,-0.221102859347182,-0.0388774240760058,-0.155096923362177,-0.15980389247678,-0.0663016996147083,-0.0941587748415175,0.218823119988133,0.0044220661053363,0.0393022963039402
healthy,-0.0231314838667085,0.149186738405053,-0.0614087605648396,-0.17581491815873,-0.0656565881248629,0.248179711530791,-0.210781877028418,-0.14235677864726,0.106131533739231,-0.0087953585307417,0.187320251123366,0.0574475243912934,0.0403752005729966,-0.0019316821392455,0.0608519678221577,0.13245017606405,-0.0207764706598562,-0.0172498044318178,-0.217122477310936,0.139903893545352,0.206621150772128,0.246896606303753,0.365072939146871,-0.19876142882665,0.0335419628091491,0.0142377851543324,-0.14739601052615,-0.17538175307296,0.0154117796084145,-0.126342314211401,-0.0182369525407947,-0.262774799345062,-0.140090739890458,-0.200716057008277,0.0961546881691402,-0.209658457524891
mild,-0.367377240804773,-0.105271870467494,-0.361280635051184,-0.267589780868765,0.0147367743111457,0.455686146900024,-0.056925738142796,0.366043473272769,-0.257864988704524,0.0850731491845114,-0.192171634359059,-0.149041361396648,-0.0337772097196347,0.0074101134524445,0.0211684909996098,0.321620544921938,-0.0071187374569564,0.187802461169294,-0.195313700379491,0.0565508156242383,-0.265916393794223,-0.148421933616422,0.3024664911553,-0.445901312220285,0.0644622009897678,0.0020906211419273,-0.0598863977328276,-0.114672360794715,-0.362696265603718,0.0861199915260269,0.0474100687855438,0.416329889239999,0.115533728843469,-0.264821878706948,0.264498169347218,0.383817459574873
mild,-0.126053537411458,-0.0163200308831542,0.027511491392479,-0.0073874232430069,0.0709825922417843,0.0188165068818256,0.0917819033670994,0.0876171146182024,-0.0528906109455227,0.198379475967074,0.0541864812733234,-0.0913778450300844,-0.154594752193587,0.238045080354003,-0.0313377813986815,-0.157383779630507,0.25425697438643,-0.0722865228906673,-0.187638924411055,0.0784733404628035,0.0845072725051001,0.209216595033646,0.235681182740031,-0.0488274621506187,0.311350069979015,0.0134934291477401,-0.104229019455721,-0.0577618590430751,-0.052662611561459,-0.0723449602185142,-0.0231512224859539,0.0594588866871565,-0.222936963911169,0.239612170063395,-0.100093762055617,0.0560589598719985
mild,0.238067331223227,-0.180044748236408,-0.13291690152732,-0.0223396175746182,-0.228580593214872,0.0391376896426851,0.184067334020568,0.169675913299028,-0.0945745910394533,0.0658001416390383,-0.047366553700453,-0.001615001988448,0.313761691164472,-0.132646491263665,-0.105927159867026,0.0654597976865074,-0.138168455337331,0.0082568375333184,-0.0126701195260002,-0.239054794910159,-0.0583890355165296,0.172202850590422,-0.0995883703072855,0.289697042597574,-0.135121211400698,0.0146413171031244,0.0993636500536965,0.0090876497571679,-0.146871936030272,0.159943008705829,-0.107242845667083,-0.177363024380302,-0.253654151799958,0.23306940359154,-0.0982503057267872,-0.140535011368902
