group,VDR,TFAP2C,FOXK1,KLF5,ARID3A,STAT1,EBF1,PGR,MEF2A,E2F6,GATA1,BCL11A,SRF,TFDP1,MZF1,GMEB1,ZNF384,GATA2,PBX3,STAT4,RELA,EHF,NFIC,MXI1,CDX2,MAX,SP2,E2F2,ASCL1,ATF3,PBX1,GMEB2,STAT6,VEZF1,ZEB1,FOXP2,YY1,TCF4,ATF2,EGR1,GLIS1,ESR1,SETDB1,CEBPB,ZNF143,ELK4
healthy,0.0785662034033143,0.0567588511863644,0.0743035160991568,-0.166759251340486,-0.317536792600199,0.219589269279432,0.0764235482056391,0.106638321110348,0.285925534199244,-0.0091751673258767,-0.144792491330679,-0.156637183417334,-0.455279902561267,0.258334647564987,-0.3824631027845,-0.285588280140361,0.175091087365185,-0.176782457662819,0.0400181560114608,0.0234431455564507,-0.0612656847983681,-0.0873185935394392,0.0262030319126873,-0.180280406023064,0.0071670737515403,0.11190649366412,-0.102179218297683,0.0519754404768274,0.0587056139527844,0.0607351536944945,0.0711305294823492,-0.12185646917103,-0.06288866274517,0.134234307747823,0.209542916788654,-0.234320170878927,0.115629496012476,-0.125473417606336,0.0869724471672545,-0.371637626725352,0.176598596008383,-0.0358030687373279,0.1288640043604,0.202333473779619,-0.392574447623966,-0.0427441731155645
healthy,-0.0780414433547028,0.108951769312009,0.137370000465392,-0.267967069402649,-0.0214215068605187,-0.292471349490659,0.286706204758663,0.0046346271884724,-0.119236018714395,-0.296174661708726,-0.0195928334051973,-0.322279300828214,-0.213128417027356,-0.241240291095042,0.283130585368438,0.260993614037369,0.0950746653642032,-0.274179168393512,-0.231615264357795,-0.33081070264971,0.107349340300222,0.0866045701935545,-0.217307868758572,-0.0734540146534124,-0.0587107780938592,0.251906033464119,-0.295509684204714,-0.260576300134838,-0.17665859374348,-0.17635345515683,-0.332470533243109,-0.0374456061291419,-0.0710364831827381,0.0675442355526084,0.238183047624691,0.211332393474209,0.0992607821383991,0.332107464569236,0.267111051801063,0.0027239032370824,0.123630851162702,-0.254448424385332,0.0899715179518028,-0.230626870781428,-0.245203275736522,0.197006823154261
healthy,-0.0522145480644539,-0.111285271145016,0.0793143009387514,-0.0675814712814922,-0.127635191896234,-0.0405133227668291,0.0624640118098355,-0.126015621389287,-0.0727353607246846,-0.154519899192288,-0.0141079142753834,-0.0245794921009491,-0.0704202904066835,-0.0763185474772245,-0.133121912627879,0.0720015278838808,-0.127902707508108,0.0560200527962722,-0.0303796737070758,0.188616041693287,0.118897571969584,-0.0090734417351541,-0.102983655448592,-0.0527629006957037,-0.0455712437029163,0.0765429724138118,-0.0449760622463155,-0.129038833262195,0.0605327475538905,-0.0841991115436793,-0.103153163562416,-0.0665840648779732,0.16396430134655,-0.11104276715539,-0.108035731277305,0.104149618436828,0.0396487226401398,0.0792103124005992,0.0638637790930024,-0.153603304796522,-0.077331858010108,-0.0205238031802821,-0.0705022578426388,0.0155425483036955,-0.172353661619938,0.0475915438967564
healthy,-0.215621945742909,-0.0990130709028503,0.20927091153749,-0.318224786696418,-0.13991176593535,-0.301378922311387,0.464720010451016,0.109583279353313,-0.386917057329903,-0.0825883815143956,-0.0796529961743026,-0.0757777407490466,0.155143286298353,0.0991942233173875,0.212782945016819,-0.0165667114839405,-0.0215011058574503,-0.19420023600157,-0.30395580230651,0.001250641681558,-0.212302506802661,0.255084785161822,0.0788848016295316,-0.0935734761601584,-0.380351898175478,0.254758902973472,-0.275989197325969,-0.160152753237097,-0.104221639543107,-0.495002684862645,-0.0644865911078457,-0.255109634661309,0.422604607060511,0.462094435918235,-0.0793504786295823,0.0427159839123748,0.314282494396448,0.200985110150579,0.151474687870587,0.0065007426135755,-0.0938478687880604,-0.228201513545556,0.0821378151063,0.045865144823625,-0.218836964378634,-0.312796896111657
healthy,-0.162716272840901,0.320186034227842,0.28136421855393,-0.293091792379745,-0.16904639585553,-0.307801865704409,0.0503120170736444,-0.11821309505683,-0.274996527306938,-0.302486588051209,0.140709272742365,-0.36178631796404,0.12941147949478,-0.130436301672004,0.374711638907244,0.125185425769483,-0.181483506185369,-0.08265919944364,-0.20683160926127,-0.0901351731461517,0.0913008533271167,0.329230217020473,-0.123016699918854,0.284735859604001,-0.0364437726997673,0.174446335970461,-0.232255854977162,-0.220815093371219,0.335145475678521,-0.243676277468785,-0.284442343904754,-0.293485527055725,-0.135564731271445,-0.206449641609027,0.249153967490693,0.299637785724334,0.27463722473262,0.350998061018591,0.257372870955595,-0.192152002139651,-0.0718862572697837,-0.296052064552246,-0.178749355570059,-0.052517520590356,-0.272806260158552,0.103489124752996
healthy,-0.259528072978452,0.134399083037679,0.0922171514940448,-0.118604670635618,-0.0861132519219113,-0.143102178781393,0.144764019395771,-0.133800980549976,-0.196684682177912,-0.137688240440807,-0.047673072847898,-0.0242209508985286,0.200272365634663,-0.241665699276174,0.131140307393841,0.0406846340189593,-0.0416658082779196,-0.110107925105693,-0.134318203742397,-0.111822443290975,-0.13534077884621,0.132671484642917,-0.238335418487182,0.0282978936453122,-0.112960223330704,0.1116509141803,-0.147484029138545,0.0315368507899381,-0.0739363299994158,-0.124079907594266,-0.15552209532272,-0.233396489935695,-0.0893018898970394,0.0660824569469116,0.12955169613405,0.0106892958254363,0.231236174429152,0.0670416524902464,0.0863884714204607,-0.0491333989622935,0.106433178981907,0.0280069382583889,-0.0749143332985023,-0.0660099212397978,-0.0005533424072331,-0.0610228535537269
healthy,0.146093705549364,0.0385324928838011,0.11524907343647,0.221179243946641,0.141687597125567,0.107256358102496,-0.0207399443066777,0.054495445795947,-0.120565530970253,0.286999732374228,-0.107270406699873,0.0849766875233728,0.128163480717952,-0.007162911515612,0.246086002235139,-0.0119918827204363,-0.063002808080474,0.190506473008318,-0.0941710262196023,0.0267269882218908,-0.243270195034343,0.0522977768797096,0.0033435661755668,-0.0711027610410873,-0.257669070771924,0.0015341068334953,-0.311759916963432,-0.032199385186551,0.0112229561573718,-0.229994738800289,-0.183028872911476,0.152464276172951,-0.207511831845788,0.135712260374834,-0.0544832703448875,0.0681703504820678,0.0814968499532555,-0.142189132051902,0.0379110765931881,-0.183080384435189,-0.0412691596527104,0.0207858363914404,-0.0186134549504804,0.0800376689724339,0.0017696549828385,0.0010058795721453
mild,0.0673303604433786,0.186856931854935,0.115841877861201,-0.209659795512706,-0.0840357820546321,-0.0565257334748782,-0.0614111161103303,-0.108474368959189,-0.116920036152724,-0.172669076674919,0.133422410036955,-0.109416849066248,-0.18250657579036,-0.157637996965235,0.123905548334764,0.127526527606183,0.09288916284263,0.0715515686758876,0.0088220582127748,-0.0169922225525605,-0.0345435270670249,0.0700612180083887,-0.13836890636853,0.0097753596338749,0.157161729118266,0.117060337595525,-0.151220972186276,-0.121693348116587,-0.046588198607203,-0.155331857916753,0.0405632116874121,8.27129811587486e-05,-0.0302226153789741,-0.133334365861028,0.0180437248702432,0.146036233573599,-0.047061995900499,0.171789212822942,0.133061940363608,-0.161431698278533,-0.107715013225264,-0.0849366817320355,0.0644391913955846,-0.122933609403499,-0.199300807304702,0.0397082122966709
mild,-0.208147676862996,0.266421170866448,0.183063373722454,-0.123850716058009,-0.130085527688186,-0.197838451386612,0.315519384190747,-0.1324414014488,-0.221648399855293,-0.201251672475426,-0.203620122847351,-0.243348587034442,0.1786730680576,-0.0739057789029569,0.219546872424547,0.21849023730776,0.0240587534463273,-0.262715656476205,-0.122120598194185,0.196723006715135,0.110094682644784,0.11870197472123,-0.146073944351233,-0.0760330675416801,-0.136374528184368,0.210872840927301,-0.190318749566948,-0.0870727439927203,0.0514614958207201,-0.125095409730125,-0.246630092439182,-0.191710410670006,-0.219344057196138,-0.183597975243751,-0.109820689702495,0.238164895225344,0.275112373607177,0.260054400358054,0.135325935845257,0.0089855458213482,0.291266839755757,-0.0647413377341058,0.0473889319870893,0.230251601058861,0.0519352901211658,0.219955308299496
mild,0.0693677892439312,0.134721379131806,-0.0529883639504373,-0.147197566677459,-0.178809503162717,0.110470206808386,0.246773954420384,-0.258438910040424,-0.27480341612609,-0.0855402105288202,0.309912041945892,0.12570271800015,-0.146343442029341,0.194942761527059,-0.0664398947078063,-0.207674440506756,0.375232063616155,0.207933661742757,-0.290062035931551,-0.301768019373116,0.157732392304574,0.0019963764974024,-0.187274288703781,-0.0888317607557377,0.187212746971493,0.0560281525452676,-0.0371199215250314,0.299806143543815,0.128067412440791,-0.133682629286824,-0.0049578392511389,0.019347415200655,0.273857911330029,0.024032046458455,0.197163858592361,-0.156343041075648,-0.38461811024056,-0.0014723393224653,0.109735435822887,0.169919520198572,-0.163813834395213,0.0076358370561551,0.116422970731514,0.0384495959226474,0.0607370275157871,-0.118942451953364
