group,RUNX1,NR2F2,SIX5,ZNF76,ARNT,FOXO3,MITF,STAT1,ELK3,XBP1,FOXH1,CEBPD,AR,STAT5A,STAT4,ZFX,CDX2,ZBTB7A,GATA3,ONECUT1,IRF3,STAT6,TAL1,HIF1A,TBP,ZEB1,ZKSCAN1,YY1,USF1,RARG,RBPJ,RARA,HES1,ZNF143,ETV7
healthy,0.0252261860111887,-0.157380560152025,-0.0454727174082245,-0.179708119510597,-0.100938044859459,-0.106115502673524,0.0502556606524561,-0.110458074488329,-0.130167425530131,0.0419439228795326,0.0813433359666406,-0.139186669136777,0.0775634205401767,0.110778344618821,-0.22083335186906,-0.144641815711712,-0.0294475646970692,-0.0604402508020966,0.0423882976855901,-0.0965346945085268,-0.0898759873409374,-0.0829195745293226,-0.0457467667357931,-0.0839138677071677,-0.134130040508307,-0.084263617247398,-0.095471616041292,-0.0799658104621956,0.0748065498146362,-0.0743541682553164,0.0786410567406157,-0.0593367746252201,-0.0224081728061907,0.0812417957775415,0.0879762031577926
healthy,0.0441221725095731,-0.020676162254654,-0.0246073513241902,0.0315643892137412,-0.138834949818264,0.0299860797682869,-0.0593402327435879,-0.0886787260321152,-0.0061963978203521,0.0173755209907609,0.0051061096582333,0.0372083974263177,0.0142408022886686,0.129630536522686,0.072698880468227,0.0894681144815106,0.0979779856096752,-0.0682907721320977,0.0350288261267538,-0.122165891054998,-0.0548471881362114,-0.0114404763308618,0.0218463148193186,0.0433881772805563,-0.150022253422062,0.0421772160396127,-0.0855024974737391,-0.0200883864293032,0.0837575876591461,-0.0581428743947373,-0.0691406724159068,-0.023961330813108,-0.0358480380990197,0.0491685416313981,0.0498500885960565
healthy,0.170103810796691,0.175250578264345,0.16425587567567,0.158473061645678,-0.165271397816345,0.151110709565474,-0.178505471031101,-0.183843566098597,0.194269605638844,-0.0028998146675934,-0.207257380492411,-0.182308542747229,0.126525326998772,-0.12698343705886,-0.0801880325106433,-0.099228033156714,0.146979708824754,-0.166905784334777,0.152823241393142,0.112725097744727,-0.175783164839807,-0.133231209564146,0.108683432134517,0.168858010694685,-0.0351961458778425,0.186822320980762,0.1474608711396,-0.134631221301436,-0.107601260238703,-0.0848535765168859,0.0401377666221119,-0.0713242876894624,-0.0452938895141108,0.153059144838393,-0.162101193041209
healthy,-0.0043096813901699,0.181596724575774,-0.0042100663822928,-0.053615318359991,-0.0650223640922478,-0.0632016231149398,-0.0543008376888897,-0.191634986310906,-0.140864947234547,0.143274872039309,0.0300068689468613,-0.141945954542249,0.100988813618386,-0.173796828465172,0.113664003494131,-0.004628203452394,-0.107919025617009,-0.0590843052739316,0.088284210669328,-0.0118894406315132,0.0709541713514277,0.047247029291605,-0.0009317897650391,0.192061219662511,0.0009129326030541,0.06443328274937,0.0969399554741497,0.122434940962383,-0.0138175854444747,-0.102565026397346,-0.0439450787372941,0.104833010064341,-0.0189316682717093,-0.117761336842819,0.0672721055047136
healthy,-0.0787506657832666,0.0775559159316037,0.0209665112905403,-0.0920166033950832,0.0316971780241372,-0.0510058709297966,-0.136521540689313,-0.0795370737780769,0.0696170703891013,0.0364677010988655,-0.074177532571426,-0.0930462169135353,-0.0618551845761334,0.056087670993765,-0.0206613198729374,0.136662791153848,-0.0464130248126885,0.0325553088275281,0.0541969925570255,-0.0336798572635197,0.0052054458391245,-0.128226493598378,-0.0128156270448522,0.129889897668654,-0.136703999167506,0.0596558807206529,-0.0036977454660214,0.0241148165744651,0.0703705293603334,-0.0751841730569478,0.0591636231777609,-0.0106040651093597,-0.0613056791914834,-0.0098460854277686,0.0817757382415391
healthy,-0.0139831648535698,0.0545184442638751,-0.0342156896470312,-0.0398589573796066,-0.0276007237676446,-0.0315611635945,-0.0575051124554214,-0.0732117878269986,-0.0958954832084566,-0.0403893096598467,-0.0358864989990504,-0.0607966986499641,0.0254312788298161,-0.0038717597956351,-0.0111275872126128,0.0275051513070655,0.003708952550615,-0.0564442927011357,0.0435150935704279,-0.0320866777349117,0.015892886158069,-0.020370392579604,-0.0180099947102932,0.0679985769680613,-0.0554287825103226,0.0322954857062371,-0.0243132845500976,0.106131988739098,0.0226685857939779,-0.0439277945773799,0.0207921554992505,0.0242159073865667,-0.0151528811519303,-0.0081742100308383,0.025141950388489
healthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mild,0.0594958603486464,0.0158570062730938,0.048664861798752,0.0529449790786879,-0.0413834107615633,-0.0373803712382716,-0.0431239194929095,-0.0910865614362563,0.0571581649878487,0.0441590909443359,0.0110796464607515,-0.0095031355745967,-0.0229387556287701,-0.0053708694795458,0.031296890488272,-0.0213024807837584,0.0065020682638836,-0.0656309251487338,-0.0083533921110951,-0.0175320757342873,-0.0320075300543319,-0.0666024691664776,0.0403425373541871,-0.0162223577683439,0.0149294259344022,0.0554069451056062,0.0554800047467947,0.0557573489499786,-0.0479189713554885,-0.0193184132704635,-0.0093600004934646,0.115562154061418,0.0745094034556349,-0.0138580177535752,-0.0077088312868831
mild,-0.0396107531760943,-0.0168153935743105,0.0672372529891522,-0.116111491181259,-0.07633846304791,-0.0057345600417476,-0.132302391027475,-0.0701851721011926,-0.118635097448768,0.013803111281611,0.044734290190832,-0.150200253687482,-0.0077117912557405,0.0714840267827513,0.0164860021816096,0.0654117024389604,-0.0392120432074092,-0.0614965699014569,0.0144268930276188,0.0088982951639805,-0.0309646420673071,-0.104288487521272,-0.0902256736536301,0.0914808980729012,-0.160350270318866,-0.0972846912527827,-0.12812812548961,0.131040758769421,0.103606494119837,-0.104454863495348,0.0016351380608611,0.0346446496404203,0.104291022177502,0.0156963001300618,0.0508518396367851
mild,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
