group,RXRG,TFAP2C,EPAS1,MAFF,ETV5,HEY1,EBF1,FOXM1,SRF,ZNF263,MZF1,NFYB,FOXH1,STAT5A,GATA2,ZBTB33,RELA,E2F7,OTX2,MXI1,MNT,TBX21,PRDM14,HINFP,HNF4G,NANOG,STAT6,TAL1,KLF9,HIF1A,NR5A2,PAX6,MEF2C,ETV4,RARG,HOXC6,MYC,NRF1,MAF,MECOM
healthy,-0.0223890823800703,-0.44577586039778,-0.161802194855578,0.0072582412785198,0.040127461678747,-0.225559618582038,-0.0545629592610637,-0.0373039635490259,0.140968884270141,-0.113822305435416,0.31568907253882,0.0378812410611542,-0.204689523612478,-0.301852507791543,-0.109427461477461,-0.207097120882998,-0.148439674026276,0.0228972408478379,0.157497828616635,-0.164817327760651,-0.136359266972627,0.0492965627179938,-0.26773410157242,-0.182742595462534,0.120551177895646,0.215715939401691,-0.196663408315384,0.127604583551285,-0.0385599722778806,0.0625027499147711,-0.125646408393239,0.164488048193095,0.13646250056678,0.0687765639456045,-0.0125382836415065,0.213840232459663,0.0866104639836982,-0.0094119076392863,-0.0525148996805222,0.0695644617216645
healthy,0.0969078922886594,0.111341025004669,-0.0071254817739092,-0.055056950289636,-0.140781466733388,-0.251471795828563,0.068482912913601,0.08119798395116,0.0134686151884803,0.0239525094500571,-0.0265608398758279,0.0164727870994198,-0.0993252587233132,0.0525707515688911,0.0028969029913228,0.180707598915032,0.0328896409863724,0.006664167718074,0.111955834313952,-0.0945847654063252,-0.0436315260271174,-0.0038367019477523,-0.0421193283519562,0.0252339849504641,-0.110417978091907,-0.0553157042174601,-0.0193421515922917,-0.0705946662316168,0.0467105423464862,-0.0460118425251937,0.101243395643298,0.114124460820219,0.0683250807421818,0.0342918894149302,-0.196241406046824,0.0561576526254905,0.0654558744630556,-0.0292267321849779,0.03984912862092,-0.0073421136186009
healthy,-0.0262446861065686,0.12020507453641,-0.143502616766543,-0.007561728839371,-0.315997861642506,0.157801695626504,-0.243494884826245,0.165488913703876,0.23645602781188,0.245520299281545,0.0123995696708779,0.0877584289014595,-0.266661340347845,-0.207621830810955,-0.271690478516847,-0.222355659155794,-0.11192448676193,0.22325946154293,-0.123046698529174,0.118183858184009,0.079457001895473,-0.470644739671698,-0.28784844708379,-0.0153132421863644,0.0177879671140741,-0.0640788214867914,-0.456543501138435,-0.109252148432003,-0.205331519844817,0.0828567466492938,-0.111142580641846,0.403438823195025,-0.144865789944747,0.16075099528551,-0.517639211218549,0.146950204765111,-0.206599952052197,-0.489177019083501,0.217143052543891,0.0250848372633538
healthy,0.0002214557245344,0.0667027813989766,-0.108023125129867,-0.104597390768773,-0.115111345317321,-0.222795457491196,0.0052806626520654,-0.0139936588309587,-0.0265591354217805,-0.0532455989328118,-0.0588114580885222,-0.0107514733586687,-0.122351397472994,-0.0895739039889575,0.0325908240594985,-0.0116843600744483,0.040723400591691,-0.0286602279415491,-0.0831403824299602,-0.196347996323667,-0.0564250667524616,0.0662630927982897,0.0851982478563512,0.0620855139503675,-0.0687355802268409,0.137131635934455,0.135567275561097,-0.0104094421795888,0.0735624351329269,0.0265206658664907,-0.185141231685637,-0.087640808835641,0.134397330442109,-0.0193720300609545,-0.165758919203654,0.0257173069618733,0.0389808115871771,-0.0571193603753263,0.0866476088144268,-0.0494260120369089
healthy,0.0771906324705239,0.0719856780434629,-0.0040436559621942,-0.0259378943696089,-0.0989490448688867,0.127217438483301,-0.0303561709462919,-0.0056964641144845,0.0919818741808686,0.144387642730881,-0.0319801205435422,0.0384588343499592,-0.115762126485351,0.0645406557940705,-0.0536486500704774,-0.0557659140085931,0.0340898160672232,0.0093959718703079,0.100494257515967,0.0938043277067122,-0.0818024839663994,-0.166470264697587,0.002346685475676,0.0121517651262478,0.132852178680063,0.0862050433631061,-0.0596518178199172,-0.0436542964589161,-0.0490647031278224,0.0209696198439516,0.156363020870718,0.084094807238394,0.0537840149786499,-0.0257617299836223,0.0311461401029472,0.112571586650248,0.0220968524938469,0.0406254360821736,0.0230060321278644,0.0001594932041907
healthy,-0.161580828460898,0.0791422672903151,-0.160329023226976,-0.0989469897817982,-0.187177001231781,-0.0311036579179516,0.0996562827964906,-0.0992369743897384,0.199597602839706,-0.0463567857556043,0.15065171666117,0.0698417419269544,-0.162714522425716,-0.0433646261597094,-0.0413704487148873,0.0754832078697354,-0.110393575462506,-0.0449621882857918,0.0843580814828444,0.0146337919213566,-0.207233201555876,-0.0116022544571879,0.110106673183449,0.133746951927673,-0.121676998733832,0.0276273716658827,-0.107142254547507,-0.0054463746265941,0.197984740747788,0.0346433105978666,0.0083469354489265,0.0036437929583192,0.0659659367129948,-0.0145617815712065,0.0132623565896042,0.0845135157343006,0.090042342658531,0.0307003865556808,0.0520176391003488,0.177374123267544
healthy,0.175211703833584,0.21567740652969,0.20071741069356,0.260849855372021,0.0162752166887635,-0.175146712426041,-0.16172085586795,-0.0461267963530846,-0.236224953114264,-0.0155038712992477,-0.172376026104499,-0.152738359225518,-0.227172334163693,0.132479853374488,-0.0253569107427079,0.214991576150098,0.0104738784155095,-0.14203701088361,0.229486370332241,0.23949846769416,0.219773575505056,0.230233771518978,0.0974015963036028,-0.24647649250397,-0.143701132976734,-0.21989329651895,0.0940152019106066,0.20749190977975,-0.0326906779938027,-0.239491626493366,-0.19071728543303,0.247475307819884,0.0294257149148988,-0.112363302439931,0.0003027231351314,-0.193718862281367,-0.0429456379839063,0.210329297809034,0.0779503521462564,0.16535182318933
mild,-0.0554838076513936,-0.0708080359200435,0.066925129565282,0.0039227334842643,0.0955373564547536,0.0078324618666886,0.0484333073793071,-0.0072092039016399,-0.0222119021188004,0.0530154647911423,-0.0964919181953185,-0.0800247850221241,-0.0038141560061114,0.095854429433397,0.0870950396777889,0.0122066013215525,-0.212616159845443,-0.0856061385754537,-0.0164018848103519,-0.0411133133812086,-0.0566942212914382,-0.0180934553822432,-0.144051193589518,0.20346917985152,0.0027022277578469,-0.0681732532252275,-0.0636200031144222,-0.0784705400482426,-0.0774145321460785,0.0064894184732399,0.136419904889359,-0.049368337589936,-0.117495985409078,-0.0676583976390412,-0.0219621946126013,0.0967151538724356,-0.0912434124748838,0.0534970037578044,0.229666962625943,0.0919878391488754
mild,0.0044270249148849,0.147997425118887,-0.0761081044856203,-0.065614878379338,0.0438223734983842,-0.274521360146991,0.0337321836861713,0.0175404351269848,0.0670934417146612,-0.0679542139352576,0.0901813677529284,0.0042842003101066,-0.279729259166745,0.118857660028699,0.138455088180484,0.0795366718705326,1.87644041424098e-05,0.0398808725607467,0.0898144459649208,0.060972501051307,-0.0999794344369582,0.0626821135624772,0.0632718377499889,-0.0431734079755014,0.0534249477596395,0.134760791335636,-0.0744317977958154,-0.0257360575528022,0.0026902617849821,0.0434901519142153,0.0981256826175349,-0.0370080462704937,-0.0221499249483925,-0.0092760298057282,-0.100409043677021,0.0798412448422284,0.213501051696595,-0.16916345387428,-0.139807001747721,0.0451793267622749
mild,0.210379141090663,-0.136078999332499,0.139113398263489,-0.192563959267725,0.1239765123565,0.0230539085723911,-0.0719503634124306,0.194374567555473,0.0452476528197165,0.131549970845417,0.0940738901638321,0.0801507638292389,0.181860806674778,-0.155845224435032,-0.122020453541481,-0.0929203170165135,0.192915046747344,0.106025911077138,0.133992536596479,0.114953564130299,-0.148637900032002,-0.0492099258039847,-0.0158064598859764,-0.0147331353054278,-0.0464463657858432,0.0759678072863532,-0.231063209175628,0.0739465465108341,-0.114943533059453,0.0494607025751409,0.0828992772411111,-0.0380553750229561,-0.0997013209085777,0.112521029450084,-0.190427341177474,0.180055213922453,-0.0836265298774641,-0.0524850704352849,0.26060471281783,-0.180055213922453
moderate,-0.0616909914451852,0.0508099602696925,-0.0154076061492362,0.0005520396322577,0.127067184959922,-0.0262093191302843,-0.101563103960386,-0.0846435767666882,0.0394128920466546,0.0047560914512855,0.0651110494794068,0.0174548781278333,0.0356614977250012,0.146446326235252,0.0988370332491892,0.0615557942390514,-0.0133115806705077,0.0650506701446286,-0.0397886690245909,0.158709706652933,0.0994563902143207,0.131733082435965,-0.10354043341764,-0.0997222843034992,0.0928127882540997,-0.0658832299161042,0.0262533847938646,-0.141190886434543,0.046917555824582,0.187362701220576,0.0319719828458223,-0.0282759049954718,0.14972387403832,0.0322088123483839,-0.147591470947955,0.0254971430014409,-0.060230261575862,0.0067352960431605,0.0818858162804063,0.0216311779544786
