group,DUX4,KLF5,E2F6,GATA1,ESR2,SRF,E2F1,IRF1,STAT3,CEBPA,MBD2,ELF1,IKZF1,TCF7L2,STAT5B,E2F2,POU2F1,USF2,ASCL1,NR3C1,HNF4G,JUNB,NANOG,FOXA1,TCF12,IRF2,VEZF1,AHR,TCF3,GTF2B,GTF2I,USF1,ESR1,SETDB1,CEBPB
healthy,-0.0740142727437227,0.158466643936944,0.0736273162467555,0.0410713291408536,-0.0132090465274152,0.0222958037551006,0.236648480597957,0.126742577928726,0.112664294114934,-0.224804216194443,-0.163951239404927,-0.0123955182431148,-0.12616815621842,0.0570469023968146,-0.133525281572093,0.122382066324876,0.207173643441856,-0.173210606112064,-0.145018667689509,-0.150810281657828,0.0271048170391648,0.1170640673012,-0.139224224057592,-0.228671658916417,0.172933299079502,-0.000654536560912,0.0956003614977586,-0.211169835857519,-0.170369977568057,-0.146688876627973,-0.0538189636478907,0.193916669487257,0.0867848982674899,0.0855225145950256,0.158418185947835
healthy,-0.0092138876985178,0.249187001072621,0.286409163280228,-0.257903168609534,-0.230527929255034,0.228530593387114,0.202128718627482,-0.152299367678952,-0.163295028251004,0.0403763848058723,0.0091090515137591,-0.0466632624110325,0.197120351277307,-0.167205763287442,-0.0411987574412547,0.242167277038146,-0.202922861431227,0.157691773658727,0.19504918498971,-0.184670816736136,0.152112354454296,0.256057379887789,-0.11849386199446,-0.26312706131432,-0.0193465623174048,-0.115450648504137,-0.0010109479107224,-0.263791196333429,0.0892534964835423,-0.163154829497148,-0.201063202452204,-0.0752322472460536,0.236222714371425,-0.26520369477931,0.260614935646598
healthy,-0.228549827538545,0.1013691465934,0.30058315812983,-0.0291152361088715,-0.111978714434144,0.159763004137829,-0.022500846998705,-0.128337912824036,-0.337733187851652,0.0294447718939608,-0.211375157847703,0.207679292497664,0.271376333096735,-0.357400017396373,-0.317043987238073,0.308898685378628,0.306200790022827,0.366880732341632,0.146099954704759,-0.364876448446924,0.257709354265963,0.3450971702124,-0.294471731925567,-0.29262913546965,-0.100214097713232,0.176698077590991,0.22261735871853,-0.362104913267515,-0.139107276171344,-0.281225538226529,-0.340568951704616,0.182442323409954,0.158207787336095,-0.264059600530581,-0.162074702763894
healthy,-0.0741167549571194,0.0415797884229183,0.0356969764685018,-0.0152642063360944,0.0461315301221113,0.12749056306732,0.004667501661424,0.0249655006886181,0.0156218383464472,-0.06412903572521,-0.0824997015241509,0.088446174201633,-0.107678436610393,-0.122956042657953,0.142888137650749,-0.0312744428174154,0.0549693412628405,-0.11183945820305,0.0255407207934612,0.07696900689739,-0.0718252591732143,0.14662752788912,-0.0402737277374706,-0.0431548108258773,0.109291819920184,0.0642102563589693,0.102758807526007,-0.0327438155097549,-0.0270051109216093,-0.0558778126755856,-0.228683684451426,-0.0682736583930046,-0.0449247820996224,0.190066489997131,0.0008147701813028
healthy,0.104854301241245,0.28696461769372,0.299716121995782,-0.238855609415602,-0.0943395635149018,0.0259056379995635,-0.249086262242561,0.264903722130377,-0.21373086772224,-0.21969305416019,-0.280035384126271,0.0571906820637507,-0.155046085826432,-0.326721944904836,-0.32915015323381,0.196511103908078,0.307006850571839,0.326111793478818,-0.314959637017489,-0.0291828158087428,-0.13272766375722,0.329427270013021,-0.035957419354573,-0.334691728030712,-0.0912938379554583,-0.0452276127785496,0.242941901824093,-0.319101570643644,0.162985887015878,-0.258947120562939,-0.166337362622541,0.259448410240537,0.227641172138231,0.10437865355426,0.164673555347547
healthy,0.183969369811811,0.247166538079149,0.244981425311329,0.0407221442741833,-0.24457887881434,0.0453206185987659,0.231350976095757,0.249906689040211,-0.258038301223635,-0.0068051111299031,-0.272918122125156,0.023274815870474,-0.0835961095516314,-0.0595429130516228,-0.0715136239972678,0.244604970835346,-0.0771981129022225,0.242281878648086,0.209009213152251,0.0793115666037055,-0.0644296026975768,0.233259340496682,-0.200913054536275,-0.245175799588852,-0.231288716172435,0.122351671133063,0.241947795508807,-0.277896885776072,-0.184009861319914,-0.244199867771456,0.198909833984057,-0.118289662295129,0.260772662312601,-0.0577611363088064,-0.0606775399996617
healthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mild,0.0473291364633889,0.205826081619247,0.201284364254903,-0.293072908974895,-0.115580868714397,0.0648954962883877,-0.0833377695723758,0.110400717822347,-0.142448116620348,-0.0917535749368957,-0.161606512747203,-0.172847350984108,-0.130051088730917,0.137663298838463,-0.263398909163805,0.189209910075041,-0.221256752579181,0.0589544313063348,0.0570720863388847,-0.120156750194865,-0.113439789553638,0.237567883261733,-0.172243446040919,-0.230311164114329,-0.198158971062321,0.089253551957544,0.185540902684345,-0.204302411914733,-0.059186041378251,-0.172898069638253,-0.0720008267752345,0.16195542409374,0.147630933886425,-0.0417016485763844,0.181285254642718
mild,0.123114363772725,0.305966874650668,0.258719494506905,0.0245906949850358,-0.0978994992251779,-0.12465512526216,0.0117750033583664,0.290226000537419,-0.308585375064465,0.210238514367718,-0.2329499641823,0.21694645328514,-0.301001767124573,-0.281568071086032,-0.332272557717152,0.307161629233633,0.176975421244441,-0.0476328716909973,0.339925583392534,-0.129725963608682,0.0491696625892221,0.294940874767315,-0.230699007751753,-0.354655247496681,-0.190561764058573,0.171358116453175,0.0693816682620484,-0.28918828713931,-0.051811765278943,-0.331384300814189,-0.334749887018081,0.0563955977060553,0.0954375114035992,-0.216829855583507,-0.0785591182264997
mild,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
moderate,0.228890334187119,-0.155168491422489,0.0859831536290935,-0.125065514856427,-0.220102233177278,0.0747190240288255,-0.0114038473275929,-0.165194894805332,-0.0745836274683252,0.0481146081627569,-0.131659903508373,-0.0886056697748709,-0.0055879888985242,-0.135167682697592,-0.0890981387539675,0.049369330969692,0.256201692945672,0.166507953364397,-0.0574633085486268,-0.0394436107738598,0.0082586140349475,0.0147632664558383,0.133978065470812,-0.239592279983522,-0.114788483797764,0.165458341942731,-0.0295062234276016,-0.0663016791325255,0.0362122422225132,-0.0794718754190719,0.0269904401023889,-0.0323754781990567,0.14413828098632,-0.0400817030749415,0.0217855946623019
moderate,-0.0680665622271324,0.0708572854633028,0.191755608161596,-0.214528818394848,0.234747611616125,0.154949102102734,-0.112239096435557,0.0183242362295284,-0.16136911644814,-0.053808907650854,0.0750294993739906,0.0142415511061731,0.0775885359672885,-0.197249607911426,-0.206843274625813,0.160473120998098,-0.0877216038656751,-0.0341195038096877,-0.147029700162282,-0.19568563564158,-0.0406531126838616,0.186370493895487,0.0728522695504351,-0.085072892089862,0.0712222242547633,0.15746962049683,0.161508720521047,-0.156837925283157,0.24109403798299,-0.129664002658103,-0.18805710466317,0.0737356750147583,0.077841571907649,-0.363080621804702,0.249861873205213
moderate,-0.00740117228861,0.222065899368031,0.244953860284336,0.133807074611952,-0.130532795427189,0.16701898654873,0.212205930686995,0.078067732459993,-0.215253069086091,0.201371653083053,0.204427395035908,-0.209235945614114,0.201694390845604,0.0233732344388805,-0.241097970415834,0.259192794003075,-0.131969188334554,0.0454564495889467,0.149740020199992,-0.0639442326568653,-0.171215970749949,0.296687812759162,-0.204838449845239,-0.282743420135899,-0.0280794480092222,0.0870055882719976,0.0362322904971097,-0.251769633887299,-0.159022174907246,-0.274631644813523,-0.217232234772577,0.083103005837449,0.188203670230148,-0.0879414598606021,0.229183650741478
moderate,0.0884231137702619,-0.0865329044597844,-0.0130043479135524,-0.0791526705397526,-0.102022769409444,-0.0259066647107658,0.0756111322909617,0.024176107255922,-0.0597839739774921,0.119645746050124,-0.0577760998863049,0.0133217836627693,-0.005255284045178,-0.106392908698363,0.0842148981827139,0.0704226068534889,0.115557669030867,0.104907273042496,0.18950439664916,0.0124055062056648,-0.132965375666565,-0.0076902651349934,0.0428106105898078,-0.0950826340799607,-0.0544666264724661,0.0734316244614369,-0.0068044472392568,-0.0364765363891111,-0.0346678947548491,-0.0953555584812118,0.0444871149445887,0.101056629145525,0.123385288276294,-0.178191362158899,0.0899187960328341
