group,RXRG,EPAS1,FOXK1,KLF5,TFAP2A,EBF1,PGR,ESR2,BCL11A,FOXM1,XBP1,FOXP3,ZNF263,IRF1,NFYB,SMAD3,GMEB1,GFI1B,NFAT5,KLF3,PBX3,MBD2,TFAP4,RELA,E2F7,BHLHE40,CDX2,SPDEF,MAX,TCF7L2,BARX2,STAT5B,POU2F1,USF2,SP1,HINFP,FOXP1,CTCF,JUNB,HSF2,STAT2,FOXA1,KLF9,TP73,AHR,TCF3,FOSL1,TCF4,EGR2,GTF2I,ATF2,THAP1,RBPJ,BACH2,MAF,CEBPB,ELK4,MECOM
healthy,0.612629258809868,0.340734340127172,-0.358491473447176,0.464987070980408,-0.008426435226497,0.602906376314084,0.730114785764397,-0.286208165862213,0.338086016500106,-0.0277589144897596,0.0400876384644953,-0.329265913367747,0.365189087541353,0.431502911564427,0.0244740329607862,0.661509892750306,-0.56217314406221,0.164468220353962,0.759586742302891,0.585942782548067,0.484236608906876,-0.562859331902232,0.037501082532148,0.453750745100047,-0.434062224976396,-0.585042430735963,-0.466200981504787,0.524542187534397,-0.400504429837016,0.183164681171167,-0.765726019593276,-0.30553322760755,0.474680283404493,-0.537087233304611,0.756051688123909,0.602580679845206,0.176552031373219,-0.567975935766736,0.285673295387856,-0.589815805816494,-0.503980423255057,-0.612679832795719,-0.39016373553008,0.583418803494213,-0.615177378512969,-0.581229691658671,-0.234109408054124,-0.443728329744065,-0.489378567196286,-0.473107230148594,-0.334620956717541,-0.448829963708757,0.6238971428574,0.107637355837797,0.523589778232857,0.529634111293806,-0.570330121092094,0.510472100078851
healthy,-0.247349524714762,0.262119155055344,-0.177203746562835,0.6677184390601,0.103323378850402,0.376030887912506,0.784899683071993,-0.534650150424936,0.611321693584595,-0.715085506053278,-0.738260817439618,-0.757504595534552,0.750951748848026,-0.402566886971486,-0.706285615692149,0.712460422373506,-0.532179556457808,0.593764995261369,-0.441574435916375,0.753387812525214,0.735400228906225,-0.135856138262188,-0.0684727679790501,-0.665798429263316,-0.327650273380944,0.682680078043541,-0.30861784579567,0.516451292928088,-0.575170242549508,-0.440601012789469,-0.258460814137737,-0.14953649351774,-0.291465012394856,0.512735784686258,0.661901947358101,0.644483431500074,-0.754008116308932,-0.692010275800228,0.776644982002352,-0.639094437968195,-0.324372700560652,-0.672723645201668,-0.751555898647902,-0.541448525404772,-0.760829664745665,0.190886860563256,-0.154221807865427,-0.656673957242028,-0.376650670599971,-0.537297350042739,-0.540553864443866,-0.685888758873918,-0.284785631277021,0.700390882920402,0.176723019943111,0.704060902524621,-0.681650100646827,0.782910260189041
healthy,-0.606874382367028,0.581900242496061,-0.751582520417393,0.121827533781913,0.764783263313134,-0.0534987048338921,0.504927641578178,-0.155865854168058,0.817239080163856,-0.730899423757289,-0.796385057939903,-0.597535695823447,0.474147336140923,-0.379052211717148,-0.521126416016239,0.833104652976931,-0.418308567079939,-0.11080938433141,0.27486290047867,0.683663208048312,0.83485736969693,-0.425310713267904,0.0544312493668477,-0.696581649684811,0.0946614746644326,0.781257433646132,-0.285414261540106,0.690451572700152,-0.596810205435619,-0.757010741869367,-0.624226637401102,-0.621940036355373,0.675014132473908,0.731319832302605,0.724781769309444,0.777863055549575,-0.253984211154396,-0.782952629393375,0.803696806492372,-0.826139276074151,-0.650359881824578,-0.565395033618357,-0.0466781270135219,0.712852859258738,-0.724756710667847,-0.22809422064665,0.668121973789544,-0.770919676147514,-0.730588433200991,-0.839920674680647,-0.775545878689737,0.115072734895736,-0.79639125141098,0.769128303625279,-0.162585307555506,-0.311339170410645,-0.506566313003182,0.637053458379262
healthy,-0.0189489165199011,0.111936240739829,-0.126933900917334,0.0693077811640336,0.170538840125727,0.179759582707609,0.540021231824712,-0.228863338253117,0.189451134257677,-0.37320088459488,-0.422594273929718,-0.325699798695192,0.495040223995951,0.199281780454292,-0.526114760345913,0.411921312810213,-0.223795715320299,0.10170582948627,0.181820472375757,0.43278674227653,-0.0783358160362362,-0.267303464345281,0.0446296617943496,-0.194363728283805,0.0256333826669533,0.122837035368996,-0.263592278320059,0.0965540454888315,-0.11667628697657,-0.173114203916928,0.241445769552124,0.482690468108859,0.251387779500564,-0.0128895839710344,-0.0115636950649267,0.256508487288995,-0.333739293196457,0.0880880234163494,0.451377534098865,-0.528577968074011,0.0552944356973174,-0.281516648323176,-0.369969751169419,0.610833171932359,-0.312409833425108,-0.285245617334856,-0.20744918920963,-0.246951540621566,-0.253997124642123,-0.0847691195082253,-0.331669247931321,-0.476748573698279,0.0706207289859371,0.138277861654551,0.272688980169671,0.185550057629541,-0.267942859546467,0.163322469007511
healthy,-0.48797475135542,0.288636395820768,-0.541371629551203,0.594067605869076,0.072830294295605,0.423812125644851,0.518500875452671,-0.0734400494316234,0.539804187099002,-0.53811216037177,-0.680323039413741,-0.664831265311915,0.662140456439254,0.413226105712515,-0.740901471365758,0.669519793372367,-0.402824480474503,0.661589124384802,0.286988050028065,0.615734346123316,0.449956949642221,-0.55649940259994,0.0165572562126534,-0.603440594261879,-0.643219897343167,0.442641315755625,-0.16960764064714,0.628329540881684,-0.567617325123869,-0.579278895467545,-0.549720338416812,-0.56168676612455,0.56363699930103,0.627112744673264,0.610337124195863,0.370900748307866,-0.51053130039684,-0.289770860943062,0.62598201728126,0.186246312033632,-0.107997036159099,-0.618508226893512,0.121100757541784,0.624542607244464,-0.635223269201612,0.312644753388109,-0.409094438853486,-0.509916689578769,0.0153499423902668,-0.0580634041573902,-0.710770294034541,-0.626203425607433,-0.350770161325775,0.612841558387342,0.276542386919119,0.42549555222509,-0.65580228279881,0.641792266207772
healthy,0.160229303024942,0.22563348760339,-0.5312578018381,0.621624467438157,0.0605760916606647,0.653005504737411,0.558345777334374,-0.548278810419961,0.572114689446843,-0.485958174638616,0.300957127850789,-0.667649373791938,0.657769242030496,0.570121260867713,-0.697294964118547,0.633059407796167,-0.680776080834336,-0.293910833414543,0.55119439394862,0.710919766223998,0.386324578635786,-0.614484196317735,0.476421334998644,-0.556809605660796,0.238891119029791,0.58174587850945,-0.601956549868687,0.208101105150847,-0.589698230252993,0.138226365374095,-0.529567712476781,0.0114961975942614,-0.143784105475001,0.498430003503311,0.526294230138258,0.0891292088577724,-0.132771081757324,-0.550461799802049,0.66342340491172,-0.615500630801439,-0.512919255985484,-0.690568875315417,-0.385231243548596,0.586748168416803,-0.652940648245407,-0.431387936244068,-0.555375261475203,-0.602442414451028,0.0723530661478426,0.528898437276068,-0.544648198044648,0.201054624345371,-0.326121330267606,0.617351020996623,0.508136159588644,-0.158994816542259,0.0240857419237894,0.456714233298589
healthy,-0.459485843345334,0.446693246345084,-0.185483557065319,0.030145225850409,-0.383278654159094,-0.414933780139133,0.402701708538552,-0.271071660516158,0.0602037037222978,-0.183564182211905,-0.536497422877852,0.248395860256799,0.0447164597249351,0.456182140610918,-0.360991096600806,0.0055961545583889,0.327357146103752,-0.261847256590427,-0.313778357633836,0.154311307944737,0.0704994148512926,0.116868939201877,0.34213220739634,-0.24715954990558,-0.379472662430169,0.2309856016307,-0.199478493180445,0.135234032220919,-0.281155051418005,-0.330529816926557,0.0240206972410329,-0.308791865441971,0.503877756437343,-0.347236385656967,0.373192836740365,-0.191968423431626,0.004574590951199,-0.301957580644701,0.208717456207465,0.172682467255983,0.244811894822549,-0.440583276836997,-0.143387128943385,0.563479077343762,-0.0859951516577412,0.345822939573385,-0.39176297043591,-0.298408799705235,-0.276494925746726,-0.50767161558186,-0.217824174064434,-0.121530278131596,0.263584642677715,0.346154159127735,-0.141477460157498,0.514937820384069,-0.451444366399425,0.374664519229108
mild,-0.53211510756498,0.454085450856567,-0.440083793230955,0.486673061750038,0.426014103535792,0.448372078310344,0.633353668435795,-0.506703588075232,0.413792833719118,-0.559779862704867,-0.579894863895879,-0.55649683821428,0.479896295398497,0.431985936285825,-0.565199188138217,0.523501299162723,-0.560849084894219,0.570874742253028,0.293280452815924,0.483842948210178,0.257462140758556,-0.435057157007008,0.406851888983071,0.0903450908958485,-0.0344006347167837,0.518492999592826,-0.538376289486097,0.627053522959955,-0.583474034892077,0.263972621896992,0.009301073242984,-0.48714944772865,-0.291809952992334,0.167010656162224,0.478340337077526,0.414175172775513,0.0959197273485745,-0.450031934550222,0.571689306635205,-0.527815154849595,0.0604481821196077,-0.617103326291155,-0.460063640509086,0.624646561845795,-0.49844199317764,-0.353832709027257,-0.0445479247247583,-0.52598634887808,0.0096154829973046,-0.0965893895886556,-0.556046540493673,-0.628635231874364,-0.158558016525512,0.465937990966969,0.572082568406264,0.516714079890698,-0.51328494941043,0.575111008495018
mild,-0.640979837515512,0.162054164945213,-0.44139929639439,0.675908339928216,0.253029519242751,-0.0020182469359068,0.69387230569858,-0.235827543543564,0.426363041219715,-0.531208219736819,-0.605214083060968,-0.417902000761661,0.652035482077648,0.621564262716304,-0.21333541887927,0.573458136876191,-0.357544671526385,-0.0241304033173252,0.449813604651323,0.655428162124933,0.598508979142001,-0.396544497655339,0.202930356734785,-0.535793338485102,-0.121168742349702,0.364844414792891,-0.442110217978719,0.458338562957839,-0.421740341328466,-0.642116692011422,-0.531877164081618,-0.668404691547817,0.332261952611627,-0.0101173122047333,0.444225996453825,0.667101353585414,-0.237073303606293,-0.641332292813086,0.627902516862779,-0.51921815045867,0.0368986115928065,-0.715656628910574,-0.605778517935513,0.212497568729055,-0.623293224567627,-0.156007199546381,-0.175046743609522,-0.263690222875663,-0.316795547861319,-0.543680015469568,-0.565636603862357,-0.398654035866388,-0.605634044857261,0.636413788455954,0.605680238760844,-0.292809308599585,-0.299722643949699,0.64894401937705
mild,-0.12709775408851,-0.149478592318776,-0.200246752164929,0.207675606640687,0.183014496613055,-0.253689959545975,0.257635360051184,-0.0705800096948912,-0.298622509086932,-0.266808298382292,0.12440267315798,0.322607197403098,0.449393844641734,0.0121897320268471,0.1138945679295,0.0601049006474585,-0.294433172528981,0.0038287354365068,-0.0231385719593139,0.358314957471301,0.079323997672386,-0.2782909693867,0.10104019854156,-0.0110784677865806,0.272284486001082,0.240017756242081,-0.0613917517082974,0.0611159979095462,-0.140938473602752,0.190588298598413,0.211296937510612,0.0762777431007116,0.118928842409265,0.146770548602835,0.261959038203399,0.174046605978454,-0.0317164005965355,0.432925214994094,-0.156265199699153,-0.0708911165447643,-0.495508364525201,-0.287460372412696,-0.0229394164379936,0.177033938798259,-0.145235047749105,-0.130571780578759,0.0235910910136748,-0.263805645907002,0.0354461474899009,-0.0531544907968838,-0.373378892554362,-0.109191433695244,-0.005273496792357,0.3162106520201,-0.0282270544507994,0.20931834508282,-0.0738843415397558,-0.291713344462666
