group,RXRG,FOXK1,TP63,KLF10,MYBL2,FOXD2,BCL11A,TFDP1,IRF1,STAT3,KLF1,ZNF384,ZBTB33,STAT4,STAT5B,E2F2,SP1,ONECUT1,ASCL1,KLF4,NFYA,IRF3,ELK1,STAT6,TCF12,MAFK,TP73,ZEB1,FOSL1,YY1,TCF4,ETV4,GTF2I,USF1,RARG,GLIS1,NR2C2
healthy,0.0118900586672149,-0.0840804978838213,-0.142944003418942,0.134124020277268,0.0360505703313937,-0.254888495391387,0.140352594406152,0.0599878356110247,0.153894457450016,0.174475585415278,0.0547835684230075,0.0186465448348526,0.0986335357282843,-0.2529304932775,-0.113803784165321,0.0471537949275798,-0.0182499541987736,-0.126758202801218,-0.0855600523539616,-0.114692830061432,-0.0994061433140232,-0.140677833746777,0.0418370290712708,-0.0653689489546445,0.0381320145637952,0.117992061434641,0.105085356241716,-0.0475066117627671,-0.0234857385234329,-0.10547581854567,0.0629473822893142,0.0421697099580479,0.0328940415490914,0.0635422682434328,-0.0279642360926653,-0.0902596076176973,0.115157270088893
healthy,-0.0936972967193634,0.0078955740638048,0.0541468878440843,0.0763492213613613,-0.0417449103116659,0.0959912307512395,0.0769652919282261,0.0456091026709687,-0.0843399678657337,-0.0794408186862277,0.0658478525370119,-0.0427788238286228,-0.115063161859022,0.0671147124843226,-0.0603542233717077,0.103902251499217,-0.0491132394877592,-0.10448177747182,0.163029057582448,-0.0341822948866186,-0.0436045983479683,0.0778991932367792,0.0686816670181365,-0.0548753163744328,0.0071811431853425,-0.0426492223809316,-0.129627849059464,-0.0697354322774165,-0.0286326461331241,0.0877215455317446,-0.0726329462178491,0.0114151285841221,-0.0145858430718233,0.0225482754853204,-0.0970656881915685,-0.0941892721612252,0.0553385140350876
healthy,0.0030265676151109,0.0117886377117779,-0.0622546313594091,0.0248797161386637,0.0832101455730939,0.0327577174104821,-0.0316280053995141,-0.0159424508860352,-0.0312691366594536,0.0233694768575756,-0.021116604348291,-0.0144202647289356,-0.0378098585841822,0.076603754368612,0.063694191380481,-0.0244436937025549,-0.114222154630133,-0.0107607439150753,-0.0082112805742286,-0.0014091918330168,0.0198715086380381,-0.0299768700581102,-0.0208449863414239,0.0260985287216914,-0.0084363443029607,-0.0466053028570617,-0.0391547685165955,-0.0009316250990359,-0.0198707378718438,-0.0266289700166005,0.0645677777850871,-0.034387271298446,0.0451859369102802,-0.114193019667989,0.0642881438097994,0.011009470165972,0.0440314833044756
healthy,0.0047722729721702,0.0579555932523432,-0.0896910848476621,0.121375679526514,-0.0595957271479903,0.0425402583828028,0.0265129513016626,-0.121758120935559,0.0347433564513977,0.144150840431408,0.0593709232728832,-0.0567200513676163,-0.0613894312214001,0.063164062692203,-0.0133667614638882,-0.0566504116341784,-0.0370759302537929,0.0612637279298671,-0.0582001842656015,-0.075348487687282,-0.0404940484408741,-0.0017969469654956,-0.103689385804211,0.0584413674939561,-0.0284825960118005,0.0123414579220181,0.0120489930272883,0.0134083144540058,-0.0453308494691265,0.0210319689980422,0.10423270763928,-0.180085822313691,-0.057049562182107,0.0700598803379097,-0.0176018685995249,0.13686246795049,0.0136617547151595
healthy,0.0794775989284734,0.102221431577563,0.0820359919916733,0.0842448635153612,0.0466344088793703,-0.0639895905409102,-0.0891437278043365,-0.144185801854057,-0.0146497417772975,0.0886122538306482,-0.0814597058594096,-0.0769067284937217,-0.134018539185064,-0.0449994742847765,-0.0343932208951794,-0.105144350053349,-0.121737037987991,-0.0778529476383203,0.0360753833384005,-0.0010077638351841,0.12169444205882,0.0540297226196669,-0.0716661216304471,-0.134215894413607,0.149805782866933,-0.0522270194590908,-0.119214769464097,0.0876512524359162,0.031116370583365,0.0963050298817261,0.119116213742443,0.0524679679200365,-0.0268163758042936,0.0371981916420145,-0.0709592995862104,-0.0608528280898057,0.0206804344235664
healthy,-0.0227666307689106,0.0202674516642141,0.0215796341045782,0.0132185562345894,-0.0141916078016572,-0.024034201901887,-0.0336748000174759,-0.0981718824057903,0.0330434853498824,-0.0041775564828129,-0.0224099526526825,-0.0413575003174864,-0.0328580135015996,-0.0339568878733206,0.0126347291551282,-0.03527962954568,-0.0073066410705771,-0.0168870496334031,-0.0190180648027907,-0.0077666143429419,0.0782946204240637,0.0462183182563743,-0.0021145489447222,-0.024298086182281,0.0443368252675552,-0.0674129747308211,-0.0318441534949742,0.0127756669116136,0.0178066487079757,0.116661039717834,-0.0225666616935192,0.0514516435075344,-0.0259807104178726,0.0382438588478141,-0.0170561517765086,0.0819263785057166,-0.0037886987692609
healthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mild,0.114485116364415,0.10018294514115,0.0593984792981924,0.0781483002408993,0.0063315670828049,-0.0645208981724045,-0.0931587747615965,-0.12043409312498,0.00267015817736,0.124044828582486,-0.109810652093477,0.10093831535317,0.0099862923209409,-0.0240107935637305,0.075740839967494,-0.0915852177910909,-0.0784264334458421,-0.0618063366211409,0.0142209084167773,-0.0543782675938672,0.0926466139384571,-0.0888114627704432,0.177537675695236,-0.0705063538597414,0.111866491909004,0.113459338869812,-0.0971372111834773,0.0901669071919382,-0.0878352337500724,-0.0293206032785557,0.107140328478807,-0.0754498357398622,0.0195767427911403,0.0066245565581522,-0.0388200632284609,-0.0280711876287999,-0.0205348067949142
mild,-0.0821906291809459,0.081918833499381,0.109613417284835,0.130037107760716,0.0844383585902388,-0.0761282023643225,-0.0650088166010798,-0.0055818586480187,0.0526617833726412,-0.12622818421748,0.0252621559665331,-0.0202736678715226,-0.0921794140647651,0.0422095235675938,-0.0004015608305405,0.015339297519637,-0.0804547511926126,-0.0062241276319759,0.0804651571962635,-0.0185610158223725,0.0321844644641515,-0.0066924956583691,-0.0902502910431155,-0.0912562482236361,0.0640980466263689,-0.134880401115131,0.11740513270817,-0.0808399038104998,-0.1213236291864,0.110384113969023,0.126569168406078,0.0229578296408318,-0.0971510372573069,0.110307324838633,-0.15925364297669,0.109377863202192,-0.0489633461440309
mild,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
