group,MAFF,KLF5,ETV5,ARNT,HEY1,FOXO3,PGR,E2F6,GATA1,RUNX3,SRF,E2F1,TFDP1,FOXP3,ZNF263,IRF1,NFYB,SMAD3,CEBPA,ZNF384,PPARG,E2F4,MBD2,BHLHE40,TEAD4,MAX,TCF7L2,STAT5B,E2F2,POU2F1,ASCL1,NR3C1,JUNB,NFATC1,FOSL2,PBX1,ARNTL,STAT2,FOXA1,VEZF1,MAFK,ZEB1,ZBTB7B,AHR,TCF3,E2F8,ZKSCAN1,YY1,TCF4,ATF2,RARG,EGR1,MYC,RBPJ,NRF1,POU2F2,BACH2,ESR1,MAF,CEBPB,SREBF1
healthy,-0.208738300848667,-0.105354104404237,-0.129281374779822,0.177040293323925,0.0212548257588019,0.291164643341421,-0.069923512683086,-0.29461548892142,0.075735955295062,-0.206938371165463,0.0480586051772957,-0.113443984440076,0.210976222470871,0.150871783205385,-0.0194343840564159,-0.155936743706589,-0.226171405621822,-0.151887731449567,0.136564951473411,0.19012304014649,0.0493086317580226,-0.087429917760082,0.136783042500889,0.0754153041716757,-0.186249284994536,0.026765017735187,0.151638269098635,0.132488489308367,-0.0628109700317922,0.169639074167381,-0.0184232621696889,0.009958132841759,-0.251572524905089,0.281376187128923,-0.164087556505291,-0.0517374961470221,0.206342316019827,-0.0292011216603682,0.177169700033175,-0.121545025427529,0.153666244171567,0.139525620124433,-0.191352856355376,0.104945673904646,0.0211211959867792,0.11939186670812,0.0156659038264395,-0.0501055840327043,0.211737278711985,0.0695063344106089,0.206452115651918,-0.144903087270819,0.2263894966493,0.0057423096052145,-0.129180322920618,-0.106874105355077,-0.223211340265482,-0.100254454458829,-0.181260037975901,0.0764378886573572,-0.0471479318550913
healthy,-0.182161512639855,-0.32107570102029,0.0219504217470854,-0.0407991105702347,-0.178220274554235,0.20913794296079,-0.302266441077572,-0.322088349656481,0.316881424097186,-0.0956553484385083,-0.293184769017473,-0.230026336416858,-0.143871000800017,0.293594672883142,-0.273628945846924,0.253629386177757,0.28854678961549,-0.318534239219577,-0.0171713624769866,0.215256529553551,0.191437845660977,-0.108098545178722,0.0035275069990287,-0.322588626965519,-0.110185112005594,0.209749294725918,0.121495196204867,0.120379280643269,-0.298312139411205,0.245047566179927,-0.184887276390296,0.164858255624965,-0.291243092269767,-0.0314699448905198,-0.0226048935345993,-0.179409485648955,0.220889841543286,-0.0130953041556911,0.28941737181106,0.0998418858704156,0.312335297997328,0.318402906007409,-0.21937586098607,0.339643080600745,-0.124744812945225,0.223348312184542,0.172828876946504,-0.174298138553482,0.280856661062848,0.239001101439206,0.355255964698597,0.011676851032685,0.315975461370427,0.337369660343531,0.0835539140216842,-0.0707591572725214,-0.176051703140409,-0.27025182311532,-0.157986591023872,-0.28768757001359,-0.0747959227923521
healthy,-0.454272761422861,-0.0329871929499018,-0.079976251508721,0.111468828507065,-0.270853414619762,-0.0949109361157017,-0.264384844717545,-0.351701504183728,0.115138212849468,-0.157302673410768,-0.0896845341759538,0.139399411736143,-0.550071636894122,0.41268474198412,-0.257028189746644,0.231485261784058,0.230593278889281,-0.526004892172779,-0.0183950798998309,-0.0066124616131693,-0.586820887733936,-0.299815938200194,0.248613985342667,-0.541424655772934,-0.534189744117983,0.333911243037552,0.475885223551299,0.393010191561816,-0.347142614069673,-0.405791673320454,-0.174020085245741,0.396366839109656,-0.521646503318744,0.548941085185413,-0.458952848428648,-0.324248787148136,0.41029508316216,0.563525876150952,0.318298846686128,-0.248931967809731,-0.406292707900817,-0.221909650917152,-0.497812899597425,0.455435370019073,0.10369740112581,0.434679701065722,-0.0340489680636031,0.0393720870900794,0.593905860583247,0.52240359228804,0.0302849794747845,-0.368563609151841,0.364086791955451,0.529482882325475,0.194258800459821,-0.28436072988238,-0.463513377815359,-0.328402048350432,-0.0542061567842373,0.247775515593051,-0.511268013133006
healthy,0.0132882144821479,-0.169765590509035,-0.175753878031103,-0.0658825856858085,-0.239911408930955,0.048905522121586,-0.178684434075713,-0.345147651743209,0.0937545667766277,-0.299426560575965,-0.0660043352206963,-0.148396881290356,-0.076376938675417,0.310190209448449,-0.195807044972886,0.0425592205254664,0.147717216177691,-0.270925936851526,-0.0487489326103347,0.0460309384980185,0.143702051688583,-0.0802771122042867,0.185597694412874,-0.0639700042511202,-0.0592592777202412,0.185443389490237,0.203591971057481,-0.120874347066287,-0.0613938450152566,0.103054746259459,-0.0254791600912293,0.0340327550532435,-0.223008118540727,0.0317446443651287,-0.162459095356689,-0.189923086997525,0.148267802033665,0.124655246031267,0.29151683883833,0.0321315013704329,0.148887496695213,0.0930266397294915,-0.324281266446034,0.238587680211526,0.124431261155903,-0.0135574151738311,0.342059554275425,0.0653227662841858,0.162340582322338,0.262479146407216,0.0065660028678327,0.0045291969272581,0.023889371989461,-0.0845619533410389,-0.0700750913660781,-0.115436740591386,-0.11738549467913,-0.232452988635778,-0.0962053592122979,-0.0225131929231018,-0.228395178492542
healthy,-0.510398499090008,-0.560297637410884,-0.326000784184733,0.0278712775276055,-0.265106633982245,0.132736563109814,-0.344837923677841,-0.576612481006021,0.109026106291632,0.145407029780835,0.12422778100735,0.365725216859509,-0.513947016445611,0.586628135787993,-0.575695105799209,-0.264477802123671,0.58839521723616,-0.571136895490728,0.293816157220034,-0.174703876445834,-0.217233792440192,-0.0880524415942659,0.474097007448129,-0.301820819927497,-0.316392208621767,0.495252600879008,0.275940262580068,0.335458961872557,-0.449217072532677,-0.485541283669766,0.392856037530842,-0.15281473703175,-0.432863326481228,0.224850352034281,-0.0894721652848561,-0.478732763511494,0.43995185217997,0.130750666143133,0.508834424538211,-0.321475659681064,0.388071452936429,0.562045138052026,-0.577857517982167,0.58608142813771,-0.231793907772771,-0.0755811376464721,0.574138287664133,0.170115503055941,0.446680364584829,0.589031737441022,-0.312069659084903,-0.0814457909178385,0.593839646232039,0.42465737019801,0.294646426630886,-0.588423580611043,-0.521776142977148,-0.503302083477847,-0.219250097248372,-0.234217047039869,0.302598393931206
healthy,-0.369171702331857,-0.373111705422656,-0.209574549324763,0.269914260024135,-0.412050546210438,0.298582828512589,-0.382811868275942,-0.401253413032689,0.0329460861481923,-0.474850193419753,0.0448527945575485,-0.309702356430756,-0.0291240924604966,0.497391928628922,-0.356040701915779,-0.558824428217214,0.405187154070259,-0.582076502464405,0.0697011469734163,0.422997160658807,-0.108189220929592,-0.406761373651434,0.454187861985884,-0.473862162621297,-0.166928391224057,0.408788622483447,-0.0254351573038244,-0.0284228232995712,-0.367613885290107,0.0886585637151758,-0.386603137502474,-0.116255634295687,-0.574089415172597,0.175344812965292,-0.162092894321385,-0.359314159940814,0.587921624149085,0.308303635941358,0.477197412971579,-0.606779615645711,0.414834735876596,0.272857162439383,-0.249151675138092,0.509910237637003,0.286074599390188,-0.394231328343592,0.200262290368736,-0.0124245297109388,0.415698515418891,0.380631037538453,0.437331263101489,-0.372562240552097,0.347930312775881,0.162914132302069,0.356397921752218,0.273104190339168,-0.601153827425408,-0.342324542925738,-0.305108574782711,0.0657299144171609,0.303328172048939
healthy,-0.0593450561017398,0.0313631535452833,0.0838238094699745,0.0899358079723517,-0.102074362313979,-0.106982188884014,-0.0506264867562239,-0.046639162476947,0.035562375629116,-0.0289343034414495,-0.0172229624154592,0.0135534848430162,0.154576030716971,0.0373224944895396,-0.0977293180850754,-0.0799515479770425,-0.0465822007015288,0.0098475517343054,0.119422640635358,-0.0172081523538505,-0.055298491576028,0.0481964974168817,0.0550239358185121,-0.0913837763034834,0.0242133114947857,0.0705961459823507,0.0377508470406848,0.0268734264068176,0.02804911745145,-0.0169928368427695,0.0854859540766788,0.017781187814558,-0.0952936325681914,0.0154036033086006,0.0297944262502649,0.0670633766709114,-0.0200653550088294,-0.000231264808198,-0.0015026516355331,0.0068627547023896,0.14802086960184,-0.0681934982952093,-0.105509157371699,0.0253673570647593,-0.0545408999629654,0.0375355315296038,-0.0737051196846783,0.103417520978341,0.113473552810677,-0.0493767454035477,-0.0937476899833404,-0.101420441132177,-0.0273291206101635,-0.0306818907112811,0.0619630192999621,0.099982725920621,0.0044008667688132,-0.11108913289167,0.0746176473268785,-0.18570564098304,0.0866126579944516
mild,-0.296085214428547,-0.300392631385736,-0.15530441289778,0.0237956228741439,-0.246879461946397,0.323053164333648,-0.372164958822978,-0.289418943196009,0.381702554793803,0.099378246024058,0.117146202166812,0.218293485912544,-0.281015872973609,0.347636925693321,-0.235001862403129,-0.0739170538469456,0.351312221716537,-0.349181223633462,-0.112535633668166,0.147874056855726,-0.218746234124805,-0.207282947061317,0.22176591076064,-0.293650214059703,-0.386589382358454,0.341734981060789,-0.235411410714764,0.350498310155967,-0.2650897603552,0.324355018055372,-0.243992268587896,0.115344513773978,-0.338099625244204,0.239575678747512,0.169218658502357,-0.0692695272243599,-0.0796683540498903,-0.0140105140398443,0.337060221665026,-0.381333152658475,0.215538390757636,0.344474332968329,-0.378702749754047,0.259295555773338,0.033374251586401,0.244389834837541,0.370294189992036,-0.0823109449859832,0.338887853281765,0.312893539942948,-0.37302448818906,-0.349856607154484,0.431054500969509,0.23048019220745,0.340340405164296,-0.114594399081579,-0.140778723923605,-0.280487999561027,-0.348130563363761,-0.261706556197389,-0.0743159275562699
mild,-0.280047334581522,-0.509169515938126,-0.335491038818249,0.28026301767577,-0.295966679146439,0.477327089062552,-0.448198274514505,-0.435295656507385,-0.0100984077184225,-0.121429037903257,0.2834217607304,-0.16621216497345,-0.34943332998218,0.380903364982107,-0.381620798068874,-0.456169958430945,0.139279334031494,-0.43769882184331,-0.283942547356351,-0.164804167750196,-0.337899984725151,-0.200194027554774,0.248764356360622,-0.141740635140652,-0.147601964618909,0.35587043287574,0.25158572102893,0.34214281677439,-0.363269528043296,-0.0162650637442373,-0.302085859556918,0.0237338825888813,-0.400003013774572,0.183081753337091,-0.136419985302663,-0.182870022083803,0.357862472942221,0.0522631145488843,0.409631973116998,-0.0599967781029809,0.280506372577379,0.308827958934569,-0.236267145496409,0.458188394654092,-0.137883843537422,0.290343334347988,0.319272665673536,0.105815349949363,0.272011654035164,0.360952964224409,-0.0782524635328573,-0.343068243368705,0.234388852436909,0.467685738959189,0.203786206385041,-0.39769104408231,-0.436992967739765,-0.142358594235196,-0.244549624309186,0.167127475568555,-0.0065127498717723
mild,-0.0855951595789544,-0.0914193179545977,-0.0384627419127484,0.0972235077872388,-0.123908137419186,-0.120453579479805,0.0232200874210648,-0.121791471860952,0.0723626717494928,-0.0683489946060494,-0.106062916156215,0.0001431078915158,0.145227885164541,-0.129020084427751,-0.0957524917860763,0.0766825332189699,-0.0400935062579285,-0.0915058483076072,-0.0807893968964235,0.0820806960105662,-0.0486067617578688,-0.0231069323440523,0.0874455778971587,-0.0662522975908179,0.0848962605738772,0.106535505007267,-0.0414580233630792,0.0009751305166077,0.0755110453628405,-0.0438342799803417,-0.0730216336685656,-0.0257361238393427,0.12503303200831,0.0543510459615033,0.0552496303966026,-0.180685361355457,-0.0110259638277179,0.044932549845463,-0.0076313115173429,0.0837048041747456,-0.0120243909778281,0.0246511663362228,-0.0851625078139066,-0.0818610420375419,0.0131825664719561,0.040785749082005,-0.128527527033696,-0.0741864653436942,0.0375575012966484,0.0220352872029339,0.0485535123098629,0.0537453334904364,-0.0119112359008156,0.0211100780438317,0.0535057109744099,0.0011082541366224,-0.0580518825979121,0.0458777275475674,-0.0212432016638464,-0.0248042584992397,-0.0394345443388557
