group,RXRG,ZNF76,FOXO3,PGR,E2F3,MEF2A,E2F6,ELK3,XBP1,TFDP1,FOXP3,ESRRA,IRF4,SMAD3,GFI1B,KLF1,PBX3,ZFX,NFIC,TEAD4,CDX2,MAX,TCF7L2,PRDM14,NR3C1,CTCF,JUNB,KLF9,TP73,ZBTB7B,TCF4,EGR1,RBPJ,NRF1,HES1,MECOM
healthy,0.226239465711031,-0.200498376294291,-0.299966926355886,0.268583413813499,-0.254880681699345,0.0766199502800973,0.210345887487016,-0.114483562401902,0.0795668530866964,0.0357422939531196,-0.251326642454458,0.204906479585493,-0.34323144349188,0.39275331623098,0.0181426559733993,0.111544614737314,0.242559439546843,-0.274770445961227,0.25448340190731,0.159884353373562,-0.231872024460585,-0.218036918783366,-0.156233738704659,0.078509137404898,-0.119736819980365,-0.208285346603296,0.182351901852727,-0.235233071960283,0.212777456194135,0.264517540731616,-0.180327159108056,-0.0714096504684945,0.274205312672757,0.0079993726007013,0.190383890535674,0.344778082201682
healthy,-0.166898671698264,0.174114190390963,-0.344312116448072,0.248618705338615,-0.371774878499147,0.166653721691748,0.350774939195712,0.135834947054125,-0.276431055370224,0.103458808494056,-0.356749054031027,0.29430863382573,-0.224133010189569,0.394988584401021,0.238140051159244,0.15734985607054,0.293119184208124,-0.0436674139857233,0.288797605633808,0.318196961972614,-0.090291415650878,-0.292959353750614,-0.140593030205317,-0.294473143723329,-0.198945612537656,-0.235812465632086,0.259806979704654,-0.302051149993769,-0.277293139899584,0.242569790632057,-0.2864566579032,0.262672736427213,-0.337405369631095,-0.202875683888657,0.0929303885582957,0.308374781639427
healthy,-0.322601371885148,0.271422434883856,0.196659477224646,0.289759525263248,-0.122082394928164,0.263523097658604,0.314138244071203,0.232913740567575,-0.339993412991983,0.226777032554931,-0.324694272048618,0.301841946255898,-0.010273505784713,0.293589769738945,0.125269755139179,0.316235219073991,0.268640155494257,-0.336942298690466,0.296409976479118,0.165770210017401,0.0387545429551231,-0.325088904564091,-0.357015375102311,-0.300062495270721,-0.348967358483488,-0.32242082515845,0.334684733225332,-0.21320280243972,0.191302839733716,0.325866885424617,-0.266100172319479,0.318236487594341,-0.317419012137349,-0.176191872780388,0.270114724912013,0.106021572481545
healthy,0.0302898279175583,0.123747191543301,-0.111952357015483,0.234088911323608,-0.154211612537153,0.0782400630277946,0.100126230107095,-0.0936363744498814,-0.129294962472557,0.119143346070273,-0.258642385700775,0.0120172865390998,-0.0026498203793125,0.100600769854785,0.0801354609261504,-0.0733873510928276,0.123581710071939,-0.258862444765306,0.218743496038153,0.0213542886460387,0.0744991509671666,-0.0606163783640786,-0.15863635514963,0.0460518920466504,0.0417403542227028,0.0289096498616321,0.236878811124174,-0.196975871859361,0.410696940816166,0.0431382953064226,-0.231776404399548,0.101142312111458,0.0262970121933487,0.0550201042449407,0.261114115620083,0.0051856076423746
healthy,-0.231778250499155,0.282557476573009,-0.165801008667043,0.259229185250187,-0.324875380857458,0.199452093386339,0.346515854781269,0.147943931222172,-0.344033743065549,0.286811254226763,-0.349508995413455,0.29130238869702,-0.121761261713733,0.373027961315792,0.364504546116698,0.277210449514435,0.200692739207977,-0.314866489529848,0.0431643892492706,0.220136347368625,-0.136577990205221,-0.197298784301041,-0.33273707496043,-0.29084387536303,0.0829805155524347,-0.0546309206615323,0.389167513076927,0.254158011993737,0.28880252937579,0.403348035556413,-0.300957766909466,0.0419867806942835,-0.266619709052031,-0.222975794046554,0.301836219226497,0.399738355177791
healthy,0.0915654685994103,0.27175764112089,-0.166065481637669,0.280458625794391,-0.256634494742227,0.243180125358392,0.290510121708433,0.211577013786418,0.18457703486093,-0.0965312239952241,-0.343584058642105,0.245464816567322,-0.288954269118733,0.325502346196734,-0.324951155224421,0.31910888238472,0.230977636839853,-0.23111696832763,0.142826040738719,0.133034159554043,-0.295381985254825,-0.306914929488855,0.0452291034573078,-0.302912491288098,0.195953952933422,-0.314460043361669,0.316365338695096,-0.255094395397316,0.276341380330564,0.138860898815715,-0.309345008711945,0.315447555281292,-0.237438365751878,-0.391515377057189,0.216365184297247,0.183573110696237
healthy,-0.147583697830695,0.13256512824106,0.230095383841435,0.195487375656624,-0.235711905312529,-0.0209825388736505,-0.0564950143809865,0.274462815038077,-0.21760932275487,-0.150612560352224,0.230075529680697,0.0131180852034025,0.154087038481436,-0.0557096720228916,-0.0718555167388931,0.200528126466306,0.0375078186615406,0.236157520920212,-0.251198150688446,0.240070996603528,-0.111010127732787,-0.122413034050182,-0.0150351147235836,-0.0966776296975554,-0.0286263907579169,-0.0368813095893525,-0.0147505384196672,0.138508140355408,0.256285227873184,0.27454443769889,-0.288766634841131,0.148053579634836,0.207620473885618,0.180632051388616,-0.276796781933763,0.259810444413172
mild,-0.580277370348962,0.613626791717896,-0.584385840260413,0.56271253216941,-0.598283781612361,0.573551480315403,0.590845284550538,0.607768583304108,-0.5736609369662,0.572887544527067,-0.552751465313,0.57336012922835,-0.558113471343465,0.564675093879229,0.567651400441563,0.560595869622967,-0.0427316982243198,-0.545343517747653,0.568793829477772,0.600650121513033,-0.580696910165496,-0.551750544317191,0.52554057823448,-0.576512074765017,0.0951458208690722,-0.560182073309823,0.602842868975062,-0.558997046623477,0.551144852274431,0.629974881907902,-0.604159468101117,0.603911259631375,-0.554646887448718,-0.588019893491051,0.572835952022485,0.591835692294454
mild,-0.249765309172162,0.0239580335791779,-0.260577374182151,0.279126156731856,-0.230673234957393,0.130251011422182,0.250558675456067,-0.033425891307047,-0.245977484511125,0.234607360488467,-0.165177397773516,0.216173687520103,0.0822952570171341,0.316530120628478,-0.0214663276580549,0.240317070244238,0.300235867144589,-0.255576260455274,-0.0390684853611973,0.125695237354371,-0.178226242633448,-0.150148616050134,-0.232479395164635,-0.200269348810514,-0.0323787585674001,-0.299878397936906,0.254183396656041,-0.308451269203592,0.060553982172395,0.206830050637724,-0.118454456571768,0.322904787007718,-0.266307886018926,-0.20285484158831,0.264629046853546,0.288951389004924
mild,-0.0054092549538396,0.0853318119213264,-0.0490444131350216,0.0274475176030481,-0.183079581782597,0.11580620515223,0.0100034854014215,0.0712180952406544,0.0733597288663285,0.105193332196899,-0.0349256809189265,0.0351764576900827,0.0240820933341316,-0.0148384615493134,0.0138654476772273,-0.0156911025712446,-0.0161274541530564,-0.0421430363928025,0.0965114403794706,0.147263643326066,-0.0368666931276756,0.0009203507501433,-0.0592911520044647,-0.0819212478336018,0.254430588711964,-0.0134240805599924,0.0992148139725346,-0.14452516098504,0.0169700641041413,0.0444602137582859,0.0926595091745111,0.0410245719934457,-0.173394582880544,-0.0556950131060845,0.0822171644235661,-0.104094929939235
moderate,0.0846814215559376,0.318410722958302,-0.083314364199542,0.137758037104757,-0.140147988804298,0.0886530029177455,0.203101659171461,0.0375293442504123,-0.0360873984179258,0.155305864948323,-0.176191899571383,0.21431873174668,-0.152153695597786,0.272251883660965,0.255710751322123,0.163529890608892,0.199762580146821,-0.129607155429987,0.163735117431058,0.120423037076771,-0.194215848658115,-0.114454388150388,-0.153164876934688,-0.0868424712079262,-0.0023867119318567,-0.164397400709632,-0.0471852226210663,-0.210267402257255,-0.0317335244693508,0.151369921031044,-0.12040247701262,0.21348648527112,-0.158755719106482,-0.240276622679773,0.149778696672173,0.232231282667647
moderate,-0.0789677670804523,0.181895744996204,-0.211762138032027,0.153779198975239,-0.211203140851247,0.142852029312817,0.260319032167334,-0.0062367902579357,-0.104631791275801,-0.062269705422885,-0.0883666911673044,0.0830840190480148,-0.192795255593541,0.164990868286035,0.0537762344709764,-0.0409668430032874,0.224869469958636,-0.0202683087295165,-0.0786794400155042,0.218087900774459,-0.129726666665941,-0.0046984827630136,-0.0567801434967636,-0.163913884095029,-0.147710889800782,-0.0708316063968971,0.197006206219615,-0.203285337273399,-0.0796074689278951,0.250436448212653,-0.194535833083884,0.0254746418291729,-0.182518133763988,-0.127147914847617,0.115282654353452,0.181232271303634
