group,LHX2,ATF1,ARNT,TFAP2A,SPI1,GATA1,ESR2,RUNX3,ESRRA,ZNF263,CEBPD,AR,RXRA,ZBTB33,RELA,ZFX,NFIC,TEAD4,ZBTB7A,NFE2,STAT5B,TBX21,POU2F1,ASCL1,HSF2,NANOG,GMEB2,RFX2,VEZF1,TP73,ZBTB7B,NR5A2,HOXA1,TCF3,FOXP2,GTF2B,RBPJ,POU2F2,BACH2,HES1,MYB,ASCL2
healthy,-0.113286049106715,0.204136693970915,-0.0892600862606639,0.102230873516081,0.218803746530078,0.138744704640042,0.0516215596453499,0.004985469099212,0.0788643380212456,0.155012628651541,-0.109895898387409,0.160929229003072,-0.0688842769181129,0.0874924243113729,0.0796617988871828,-0.0416222611127231,0.145629919482803,-0.059927567734462,-0.0226771612172927,0.0607916654695749,-0.149960522683153,-0.177326460272614,0.180480605413591,-0.185280839882416,-0.146969796530869,0.102787370703303,0.118639607578516,-0.140746587251524,0.109280498967612,0.0833234551835768,0.0517968780749666,0.0929653738404466,-0.162568971962428,-0.180813194787422,-0.182953309237641,-0.110969227958772,0.1191183617517,0.104964571744402,-0.189934116255827,0.0560324840719382,-0.164097851797173,0.188093867716899
healthy,0.0386476346373638,0.0086928004698325,-0.0056020282319483,0.0082194384440976,0.0170200122892085,0.0106935958540518,0.0324240488871063,0.0297267602534275,-0.0115177752716388,-0.0091732640622039,-0.0097234082264146,0.0119012314637532,-0.0424482226637178,-0.0711624131398204,-0.005659579327972,0.143619441877508,-0.0141195052246544,-0.0394192624618393,-0.0895834509013804,0.005999943213735,-0.020771059786705,-0.0090672518754515,-0.107379380361313,0.0972542223071279,0.05072421798451,0.0076703453117492,-0.0903629188554229,-0.0874552818179655,-0.0462936357786825,-0.0300380361222467,-0.0584841566609477,0.0560457059280428,-0.0069525473623798,-0.0071393469711911,0.023789708513827,0.0134432940495093,-0.0185177610991517,-0.0679721621564895,0.0290107518988505,-0.0787209513864417,-0.0245112844966472,-0.0123220418963766
healthy,-0.148467374433599,-0.165072802269375,-0.130560084010639,0.113322748599206,-0.13453610262435,0.104581688818236,-0.138068727009701,-0.095070322374499,0.126147197104171,0.113024771916998,-0.0163308460170466,0.134500025282248,-0.148232440751924,-0.166261630726696,-0.135032319991829,-0.135832547453676,0.126486545755479,-0.0300942904635478,-0.11459198150838,0.11552297394399,-0.0929370802177824,0.0624474165614371,0.146178125476735,-0.055109432934913,-0.125556661497613,-0.0989345381669515,-0.0009173249101032,0.084118078602168,0.119785148677308,0.0696463854465509,0.0762512479301549,-0.11250208141453,-0.0579185403844561,-0.117764694388733,-0.117699927556154,-0.154746802053122,-0.084979748363363,0.12092066147207,0.0861389022833244,0.0558823253457476,0.157297704088372,-0.109071778774185
healthy,-0.372159718315677,-0.328891214451294,-0.345598296810376,0.232586181744096,0.101308557121041,0.279840543160667,-0.307057827849553,-0.24252590137119,0.35170600973964,0.305269039342282,0.296525113290892,0.337597637411753,-0.310921683645352,-0.255238567381397,-0.168452317118851,0.213234119980222,0.230457894301633,-0.341026706335928,-0.330126015391285,0.304531893525932,0.336803536693823,0.138346412612859,0.380285595503383,0.331341312649132,-0.335725906383875,-0.300691483645902,0.0502782620928038,-0.323109669482991,0.352153297641574,0.394651872904726,0.150592287038989,-0.351946382247765,-0.37819377372195,-0.358799903533054,-0.31607205626172,-0.337076173271878,-0.306994337139595,0.320791324882614,0.309253755721579,0.408801949914644,0.199910252143678,-0.103593288992616
healthy,-0.199900264141014,-0.174997823335153,-0.176955365675268,0.195426677837074,0.0068042332747028,0.158666534929313,-0.0545539106266689,-0.322790455215773,0.198407548110543,0.10489832277637,0.0168711462024862,0.24274565303308,-0.0030986536426368,-0.0004769844649525,-0.201997783938046,-0.0826888042851364,0.0594982337301091,-0.0850212462201008,-0.171548060811031,0.172382639829224,-0.268384673761897,-0.310472429090126,0.0993661141877357,0.0326259337579564,0.0296076964949257,-0.240850884855366,-0.316580870772039,-0.0544190007206185,0.0078161369055156,0.126925330100964,0.0606497082237383,0.0422193033952505,-0.125835360402787,-0.134315019213185,-0.09327040584303,-0.227213837715748,0.11260934023142,0.0640141256543968,0.175609965629388,0.083960888472781,0.116873798330509,-0.204231919352966
healthy,-0.178541813812685,-0.172516204840093,-0.0798356596101341,0.0525362272272403,-0.107021410463424,-0.0548833966628824,-0.129593898557781,0.10298503477991,-0.0173658673087735,0.107599391115788,0.0095829474809643,0.0719651695053395,0.0535662757648305,-0.0683648450108576,-0.145671952830656,0.114836060846928,-0.0782534724846267,-0.0352702792028119,-0.0028861009789033,0.148760718854049,-0.0392690190151214,0.150275743530809,0.0660686194366395,0.128058331458696,-0.121837157279634,-0.12853627505689,0.0494416231853819,-0.0081766411768991,0.113379971555428,0.0393813882523906,-0.0589888191123416,0.155780372446315,-0.0335860529361102,-0.0273449251838484,-0.131452760650632,-0.134299627453564,-0.0877106081440163,0.0296294915453958,0.10951007193162,-0.0019109500040035,-0.0842276328679731,0.0135346634845948
healthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mild,-0.0243835401186079,0.186315984995143,-0.0535051998966167,0.0794199047470596,-0.0352669909545595,0.0442767064460265,-0.0988744982688917,-0.120679613496617,0.0551300922049705,0.0575967531491486,0.156253463586064,0.0962100794973121,0.0588678355637285,-0.0700279466565935,0.0693732852912957,0.0702335719807821,0.0740082711662845,-0.0382907054595095,0.110697994550023,0.0154917567983667,0.079878226575193,-0.142212818401714,-0.0239648099962445,-0.0228389417698101,0.0311397529844579,0.0023410218373242,0.124910747916636,0.0862266408575827,-0.0727413098214502,0.0508445007918853,0.0430194858114999,-0.0824813377442589,0.0636396061660194,-0.0831146043351308,-0.0323488052713088,-0.0845182701266878,-0.0421984161850795,0.100509853812768,0.113213412566126,0.0014543094570992,0.0383977863724116,0.0437008672296611
mild,-0.210122298919887,-0.162469252971309,-0.209780425329807,0.192106738768104,0.0988353931042007,0.0853379844189385,-0.149551664352422,-0.127096489095646,0.157296070851377,0.173698576947825,-0.0691667064671794,0.103115010407366,-0.205669380716921,-0.125207836522664,-0.0833557560383262,-0.0667877091825621,-0.246718734104689,-0.115698472220133,-0.0974232879534897,0.188526442352162,-0.190533807711073,-0.123311049826524,0.202098420511304,0.19848686982904,-0.165007126109731,-0.0363129028918576,0.0044929477056019,-0.286681788033371,0.0136275012296979,0.17650976463828,0.0550805956270354,-0.0198836303211743,-0.158630748232058,-0.167833486811528,-0.022814839736916,-0.186374505976725,-0.0669794153725299,0.18563865499617,0.131952760968984,0.149530707966157,-0.0137936163195487,0.0736928184220456
mild,-0.0772227620715646,-0.0784770289423089,-0.108367915462561,0.0730517680990303,0.0620862101018427,-0.0470906703838614,0.0197565586385877,0.0113997272985991,-0.142051289384887,-0.0610471724574392,-0.0768962073833235,-0.151450869218009,-0.0777237266501163,0.0314123344995576,-0.107443914128788,-0.0659195168399459,0.0082343733318982,-0.0797869585440034,-0.0656412031851949,-0.0360360520171535,-0.0573140586350464,0.094838160992935,-0.0277534376517651,-0.156078297584335,-0.0050319108778972,0.0810486471122077,0.0472613694254419,-0.0266179179403812,0.0405484440728489,0.005547718851369,0.0002820245034809,0.0973170079445835,0.0235342026457406,-0.0129657054626644,-0.0755343258994088,-0.0159121193542945,0.0587464462448313,0.0418064217923233,0.0222020079516661,-0.0596481824862244,-0.0450756795234645,-0.136937739834929
