group,CD3,CD28,CD95,CD197,CD45RO,CD45RA,CD27,CD38,CD127
healthy,-0.332812953577242,0.158659842925434,0.507020404621228,-0.0989107968055274,0.606889856959417,-0.352042822371762,-0.430442747235559,-0.236854480238449,-0.0885745491970066
healthy,-0.424854226285905,0.221515180334345,0.401856205274326,-0.148651718573957,0.749856375848728,-0.317225046736444,-0.45206391731333,-0.15002548541482,0.107114833599746
healthy,-0.358053234107345,0.0735527479401857,0.274147572878038,-0.235696419711333,0.394062272519751,-0.159019935075135,-0.410741954462792,-0.226491454886628,-0.0473219834990079
healthy,-0.509859095771334,0.303088796017071,0.736426442438742,-0.220655797054817,0.673913094301145,-0.651089505589615,-0.625913505049383,-0.374703825002774,0.0665364811281837
healthy,-0.444074795551756,0.171582042810389,0.660062358656642,-0.408421436186212,0.578194889615006,-0.529650533816869,-0.542808833625364,-0.449649979574578,-0.0269692696158132
moderate,-0.196945564751954,0.21313416767847,0.487987578210887,-0.107198441418915,0.536574666630174,-0.512505693934359,-0.570947623869728,-0.190699681533887,-0.192603055564878
moderate,-0.315972529222754,0.114190543198909,0.434497478467993,-0.152391032238009,0.536234260110211,-0.368758655561808,-0.357305064787859,-0.127886077895168,-0.0859276825611264
moderate,-0.31362598166712,0.274008339190953,0.608006928832571,-0.143220225852413,0.492169239869251,-0.512766007299251,-0.467294528835203,-0.218865382614542,0.0563348821290237
severe,-0.344339982146207,0.438523566285348,0.522303803403869,-0.175450864164688,0.692129008203344,-0.496407970161082,-0.459357391420064,-0.0941593907172315,0.029377165937064
severe,-0.309545338383784,0.109392360310484,0.180139914921604,-0.0550884472487359,0.690615169782512,-0.15751031666341,-0.0980683201166975,0.131828518214866,-0.17909658048456
severe,-0.081844830267846,0.36869573655606,0.552820504147076,0.0632547740653337,0.431471243982059,-0.163585364820433,-0.05225215349714,0.189714320508783,0.0709468593523554
severe,-0.319847868005255,0.0047395561614232,0.323974443131806,-0.062449518944117,0.161537335189705,-0.30919122925474,-0.424302939262385,0.136225404661808,-0.449018671977096
