group,CD3,CD95,CD45RO,CD45RA,CD123,CD27,CD127
healthy,0.332287703605725,-0.404859629298209,-0.423135815004355,0.212008561430976,0.0470072634278045,0.412780080716841,0.359757459720812
healthy,0.444628171523808,-0.298889383174361,-0.53611721797188,0.2375355254621,-0.0730031736210862,0.376307683995004,-0.0095993041232178
healthy,0.234552317486572,-0.018525035843873,0.0180238376877117,-0.0041139814156998,0.0710284453669245,0.200042723791939,0.361043304415973
healthy,0.467239596305112,-0.771056480925128,-0.706804588376311,0.609928629186092,0.10184488774807,0.540982564629907,-0.107330270075522
healthy,0.378184329073407,-0.615823651052903,-0.397858869953397,0.347226105345372,-0.0469119326088673,0.410768182592296,0.467066713242405
moderate,0.253742191880649,0.119609228811463,-0.0053909423664125,-0.0763924538060955,-0.0907840693498582,-0.0454822571842863,0.509406488768784
moderate,0.137278819923509,-0.467118149578306,-0.515377968356753,0.190507482429526,-0.0731739998373892,0.561384398673264,0.0699647540865707
moderate,0.260445252036572,-0.557237369237754,-0.413395964660556,0.304941682082935,-0.0646616568413863,0.495633383626817,0.19473695902149
severe,0.353275355747044,-0.465189561721885,-0.622338834366239,0.501320097613118,-0.0061976843990275,0.503456364060212,0.038811679662955
severe,0.357628115051663,-0.194387022577811,-0.634673794443603,0.102248094308935,-0.137035096866086,0.0724241070078469,0.287377886523305
severe,0.071288866737627,-0.473934419420741,-0.218635793135999,0.0550634930812756,-0.455722745240946,0.100440545983349,-0.116415613924993
severe,0.0242817698068552,-0.385833652964003,-0.251209162593139,0.21813964626037,-0.0291964785816922,0.216620944331867,0.328350804731473
