group,CD69,CD95,CD45RO,CD45RA,CD27,CD38,CD127
healthy,-0.0894706234070836,0.309841532282925,0.528706412566241,-0.265157144887636,-0.13117119935702,-0.154445048230832,-0.383562427854655
healthy,0.0032957055267575,-0.339654726858239,-0.765199607322367,0.363244257765777,0.348459197548667,0.223159134662719,-0.297132290659574
healthy,-0.0764214816657136,0.00787371788249,-0.232468925333264,0.0173680502142367,0.703804161969123,0.283117444785557,-0.207097038567117
healthy,0.0485505257614624,-0.570700496269765,-0.617775561777305,0.585086329537412,0.471488439128804,0.339039133494651,-0.508222261634016
healthy,-0.118544383862768,-0.394181658277526,-0.613198516816526,0.475086722403438,0.287593770440948,0.509676630157501,-0.495130028915012
moderate,-0.0213481413729592,0.403038079314375,0.272885070134122,-0.288101351601205,-0.616963830516867,-0.153718291053149,-0.0376985071131621
moderate,-0.086059479168558,-0.0824317478891894,-0.200608989399282,0.0061437973023331,0.379360017584225,-0.0093134164271372,-0.334402192810464
moderate,0.121072092703064,0.290365334939698,-0.0217722348682616,0.0676039293459946,-0.381344036823269,0.0633000880195311,-0.0724954930690754
severe,-0.0108699877951859,0.503610613192982,0.664727477948382,-0.499631665916112,-0.515160026660367,-0.0951645108949496,-0.0211613582199441
severe,-0.0444143884964743,-0.201415401618972,-0.501036136345579,0.0437233606571937,0.0744135259266687,-0.23131931961301,0.205740520099594
severe,0.0019951483843335,-0.31314811682671,-0.0147062654241651,-0.153981114380151,0.0465557991495123,0.00417595566614,-0.113636468658419
severe,0.557792096645057,0.0119216086977541,-0.193835216504685,0.0969482852842858,-0.0919149303449055,0.258546849758639,-0.250924517307873
