group,CD28,CD95,CD45RO,CD45RA,CD27,CD127
healthy,-0.0925562698041139,-0.322777335601861,-0.387566727393758,0.0754859901385689,0.227465612622274,0.028092139372941
healthy,-0.0755838881694703,-0.1431670672939,-0.26913911799252,0.0705517789042999,0.0917958269118004,-0.0926840315409463
healthy,-0.378693177680412,-0.500121731408804,-0.726410388895839,0.263476635708442,0.315142187741663,-0.223417081619321
healthy,0.356503544512799,0.759074841992199,0.7033887951738,-0.665974431400826,-0.644747965529654,0.310944348790341
healthy,0.291386493786498,0.168256432008069,0.41034365805274,-0.397456638814448,-0.119181038724908,0.669345375698963
moderate,0.308535858067128,0.331780844538244,0.203854695587254,0.131644604159922,0.210532655022908,0.290027197057307
moderate,-0.390475561579519,-0.577729706403477,-0.554885447918558,0.126543362415987,-0.0902605221513395,0.0249286941475794
moderate,-0.367315664238126,-0.66920311571272,-0.702171557365492,0.488163970802918,0.250801892938997,-0.18129660253589
severe,-0.574979953098005,-0.635007698976657,-0.743681234768551,0.374615896626996,0.362416241579126,-0.137823989009903
severe,-0.0565797612830499,-0.0056257436509313,-0.14286332246599,-0.205053246011749,-0.15756701079085,-0.213732390647096
severe,0.193597859652126,0.137790189349496,0.0320622396090059,-0.245684125314242,-0.275575674641652,0.0434186634681822
severe,0.16273323879712,0.350804628696855,0.356914734135133,-0.472665182415575,-0.458785040489017,0.284108825834298
