group,CD28,CD95,CD45RO,CD45RA,CD14,CD27,CD127
healthy,-0.0386507299937196,0.4342077986578,0.480787852856223,-0.24414813954639,-0.0707758912137779,-0.457722484686907,-0.304551551918694
healthy,0.198356382639177,0.383172995775927,0.697984938257678,-0.300891386743052,0.0192602604175185,-0.44607207120067,0.0804585198873991
healthy,-0.237785243006128,0.232426088983435,0.39740879748815,-0.0931440417358986,0.0165276279092665,-0.800223235422321,0.0322941947708337
healthy,-0.477556937167498,-0.721161860955245,-0.724239665442182,0.632017476968133,-0.0223570931638469,0.437737960677212,-0.272198533509366
healthy,-0.142264856147988,-0.0590397010166294,-0.0994126031641337,0.079851961736738,-0.104787873525386,-0.450762311338201,-0.0477551209243115
moderate,-0.208345549553392,0.198638256816231,0.0912935014872624,-0.124019005458118,0.0666898488758091,-0.533505942372877,-0.461442537668936
moderate,-0.205999599737807,0.20875908078713,0.413378350419982,-0.354128617641923,-0.0630959250651453,-0.714583258462862,0.0378823961875563
moderate,0.0804984722922396,0.459786818807593,0.31178517271857,-0.304141352179576,-0.0675273413126003,-0.540865501957678,-0.165271017288643
severe,0.374677887380787,0.445957331409551,0.617661704103512,-0.525284689524973,-0.0026595994985255,-0.528627115464219,-0.0631113310674218
severe,-0.105199305621924,-0.226315292989513,-0.343064201539863,0.294866574216052,0.281066923991935,0.219619332105734,0.248871365676677
severe,0.0292630057495862,-0.0445333505558657,-0.2114032336266,-0.202855656655841,-0.537627962069586,-0.337199274449198,0.0024616118975421
severe,0.132937502522142,0.462876129560856,0.298828572560524,-0.255282683574393,0.0755085324231315,-0.328170995839527,-0.141256863947039
