group,CD4,CD28,CD95,CD45RO,CD27,CD25,CD127
healthy,-0.164810886358059,-0.0415671479650923,-0.386749255213157,-0.174634218290628,0.258140780596808,-0.0635237662144094,-0.0943314610957713
healthy,-0.272021346968868,-0.157913959715144,0.0968362486403272,0.115051712560894,-0.22442781306173,0.0007700430403556,-0.235079892820711
healthy,-0.45578385637612,0.0729622022185798,0.231515137159439,0.149531144886276,-0.280600938841644,-0.06124588459396,-0.211899354588567
healthy,0.0011627436447393,-0.384010047275677,-0.716369767978692,-0.466759479661477,0.492049659961504,-0.496436986443479,-0.158796236482843
healthy,-0.307291925905687,-0.252368102948993,-0.0656835224743042,7.83394978621435e-05,-0.161607491028124,-0.152962686231704,-0.472349356241929
moderate,-0.113701356658849,0.0995287550209593,0.323263780766016,0.291000716084871,-0.580840973063646,0.0765763010840358,0.0261192048182774
moderate,-0.249542753291373,0.033133032566407,0.375669120137555,0.443670121509805,-0.316709728959415,-0.0154382890501967,-0.146337764721554
moderate,-0.363135245145694,-0.171425661105688,0.0241144926447469,-0.157295338665419,-0.390285216822437,-0.0725846419836926,-0.141365846582727
severe,-0.0861813070838665,-0.550303463093481,-0.565740093573051,-0.669662571223931,0.44044806797175,-0.0571807770699811,-0.0108689604904257
severe,-0.0363775162464477,0.0114895704227919,0.146403080971457,0.307023058908707,-0.0989589939670084,-0.0126731947945353,-0.020977021015931
severe,-0.164294209954702,-0.167342567185405,-0.130092385204032,0.0634619756673599,-0.230793636360477,-0.409353343517315,0.0610025912457976
severe,0.139180408563817,-0.0276147200612143,0.234819533604547,0.195839751559534,-0.252064878676176,0.0694784897124747,-0.578612092985312
