group,CD20,CD95,CD45RO,CD16,CD27,CD127
healthy,0.258835016153491,-0.0044335045203982,0.0125606440487331,0.095419405868772,0.310304671812336,0.229640595150897
healthy,0.0198000171157479,-0.367660799176027,-0.723628179850837,-0.0695606000945783,0.443247385612275,-0.100382311750696
healthy,-0.0570661600319878,-0.118942156465965,-0.107456689710398,0.034265770700504,0.542855036527137,0.232344062396932
healthy,-0.06017738822709,-0.105523202169506,-0.210219249528922,-0.0723958617281146,-0.104989180056802,0.132897806983852
healthy,-0.0695036844075493,0.673573764201914,0.517620387193181,0.0864813600922207,-0.560721524093982,-0.255266958049709
moderate,-0.108428792499701,-0.518737933394504,-0.57903088993177,-0.221209759981389,0.229490489110289,0.126515338964859
moderate,0.0648744465774537,0.272083528181125,0.0750310262202964,0.171609607293363,0.177551028308316,0.0920495436477426
moderate,-0.0510535771826487,-0.199926092195089,0.0699981116442402,0.0316600916747401,0.511346661963579,0.191927110166467
severe,-0.165644959916553,0.238169823627214,0.394311087246775,-0.0433492028288189,-0.208835373593464,-0.0053557554440905
severe,0.539880885367642,-0.0399363756368839,0.529158846532448,-0.0631260645900653,-0.0626263720633915,-0.110589582960983
severe,-0.256132071197044,-0.21454349414873,-0.263916795960007,-0.565934969070727,-0.295751478820099,-0.110714885680676
severe,0.0594284389374901,0.381993814260223,0.526154925045443,0.0784262008105559,-0.288261743231743,0.625879168918129
