group,CD3,CD4,CD8,CD95,CD279,CD45RO,CD45RA,CD16,CD27,CD34,CD127
healthy,-0.299976652983276,-0.184298792315752,0.304311135463114,0.292012304259069,-0.129306282431232,0.337759288340342,0.0499790309956713,0.210970975159882,-0.193194183409724,0.143439565313706,-0.10815133885397
healthy,-0.323807422559521,-0.438928879394102,0.337117581097801,0.0664547902512026,0.0610059561469399,0.160121191002099,-0.0086507283871771,0.0873970745888595,-0.149683664933209,0.0354589873121808,-0.173924117446695
healthy,-0.155913253294458,-0.445800467670638,0.50520589254096,0.193145929963462,0.0946345928854977,0.224239001994315,-0.0039032926297203,0.0837545790716121,-0.373818032847199,-0.0380218727965792,-0.0133230942770324
healthy,-0.258462462681847,-0.266932472308476,0.291351167419732,0.500293056003011,0.0186664198437246,0.480989714687747,-0.181769258001317,0.190059492905417,-0.288790550870687,0.115716321862334,-0.289446348697149
healthy,-0.437764820927429,-0.309491694611063,0.0607920075371871,0.658608076254818,0.0596511695917477,0.615850845797214,-0.411343545838137,0.0914512873704125,-0.522474273715293,0.0570625908519586,-0.084570569979481
moderate,0.0873019148946972,0.109085800658919,0.262253877901943,-0.0530185955221854,0.0902433578480576,0.0680760307330116,0.210493255935702,0.256695854753824,0.111228771685337,0.411992718206477,0.0579724780077578
moderate,0.0278457458216499,-0.135040811903826,0.187483464121365,0.344076018947517,0.11616898592224,0.207260886814165,0.02071941985931,0.189311359639102,-0.10068142519128,0.24449235840262,-0.105308040279651
moderate,-0.180446586732768,-0.288882131765137,0.473723873581805,0.304963570365456,0.0155363432416897,0.34700101648331,0.092017701684842,0.251249468785751,-0.232301852392305,0.230598637190124,0.0417292560680413
severe,-0.318205080059978,-0.034531764016711,0.0846015786108783,0.407647624652512,-0.132115434317965,0.614476410404968,-0.262247361251339,0.186646164658556,-0.425421372405358,0.0644663345691292,-0.0534091812344897
severe,-0.223665725466865,-0.0561549974923876,-0.0442244463752052,-0.0095480445986125,0.0376106687711478,0.18445603632616,-0.0792827823224612,-0.0797542312891411,-0.217599912220567,-0.0082471913183446,0.409431792809535
severe,-0.10622203613821,-0.431415007001634,-0.312167015692943,-0.437200914772865,-0.562872635642772,-0.222793926878185,-0.164509864274121,-0.428819670432837,-0.136276473893606,-0.123206065919931,-0.192788905434173
severe,-0.127042980269237,-0.333456898432533,0.0676821118067408,-0.349464680707778,-0.058419324579533,-0.269546464124987,0.150600955265537,-0.0552084634750512,0.0534029489079578,0.0206679956225208,0.0127730503510141
