"features_all","pvalues","adj_pvalues"
"Podoplanin","0.000100770928551216","0.000641269545325922"
"CD366","0.000111650876344066","0.000651296778673716"
"CD38","0.000138784518441282","0.000747301253145365"
"CD279","0.00020959785153062","0.0010479892576531"
"CD95","0.000231149112635042","0.00107869585896353"
"CD82","0.000247790007464162","0.00108408128265571"
"CD195","0.000438659612966187","0.00172877292922271"
"CD41","0.000444541610371553","0.00172877292922271"
"CD269","0.000563738286941129","0.00196508581083092"
"CD307d","0.000586266235019222","0.00196508581083092"
"CD254","0.000593958516682749","0.00196508581083092"
"CD319","0.000617598397689716","0.00196508581083092"
"CD54","0.000711909438933182","0.00216668090110099"
"CD94","0.000840410374770931","0.00245119692641522"
"CD223","0.00110738433286295","0.00310067613201626"
"CD70","0.00119262589039649","0.00321091585875978"
"TIGIT","0.00139828445918194","0.00362518193121245"
"CD58","0.00146779413005298","0.00366948532513246"
"CD257","0.0019096720491944","0.00458989084381893"
"CX3CR1","0.00202562964988334","0.00458989084381893"
"CD138","0.00209823581431722","0.00458989084381893"
"CD88","0.00209823581431722","0.00458989084381893"
"CD57","0.00227691620819054","0.0047979657501127"
"Mac","0.0023304405071976","0.0047979657501127"
"KLRG1","0.00246927040580908","0.00493854081161816"
"CD326","0.00366960158551376","0.00713533641627676"
"CD4","0.00409767167497023","0.00775235181751125"
"CD336","0.00466997240788273","0.00860258075136293"
"CD197","0.00498203592311986","0.0089421157594459"
"CD244","0.0056027091101907","0.00980474094283372"
"CD154","0.0080584177051046","0.0137582741306664"
"CD107a","0.00891510487082306","0.0148585081180384"
"ITGB7","0.0124525667567662","0.0202716203017125"
"CD47","0.0146382271514443","0.023288088650025"
"CD96","0.0177870106488459","0.0275663152285852"
"CD49d","0.0181150071502131","0.0275663152285852"
"CD226","0.01930389190563","0.0287504773062575"
"CD81","0.0198333572012731","0.0289236459185233"
"CD11a","0.0283929594133438","0.0405613705904911"
"CD278","0.0355612719791922","0.0497857807708691"
"TCR","0.0373408680150759","0.0512521717853983"
"CD45","0.0382575775869332","0.0513494259611616"
"CD2","0.0388788510848795","0.0513494259611616"
"CD305","0.0404680339203606","0.0519172367953939"
"CD49f","0.0407921146249524","0.0519172367953939"
"HLA","0.0503669275236218","0.0628060542089461"
"CD3","0.051142072712999","0.0628060542089461"
"CD52","0.055576443784727","0.0670750183608774"
"CD127","0.0663020321294404","0.0786634279501835"
"CD99","0.0894358378207482","0.103321766949606"
"CD101","0.0900375397703707","0.103321766949606"
"Ig","0.124074747264414","0.140084392072726"
"CD28","0.127917825517549","0.142130917241721"
"CD30","0.217752493876215","0.23816679017711"
"CD5","0.270035764268471","0.290807746135277"
"CD8","0.426352511071218","0.452192057196746"
"CD62L","0.485189230404303","0.506914121317929"
"CD7","0.5","0.514705882352941"
"CD45RO","0.564893506844982","0.573080369263025"
"CD45RA","0.689303555490656","0.689303555490656"
"CD1c","1.20280641693618e-06","4.20982245927662e-05"
"CD11b","1.3801767022039e-05","0.000193224738308546"
"CD11c","1.87935240120421e-05","0.000219257780140492"
"CD66b","2.6290072747834e-05","0.00026290072747834"
"CLEC12A","4.10279445065883e-06","9.57318705153728e-05"
"CD224","5.62549761449169e-05","0.000492231041268023"
"CD16","5.95652515490258e-07","4.1695676084318e-05"
"B7","7.2707995607662e-05","0.000524421527117134"
"NLRP2","7.49173610167334e-05","0.000524421527117134"
"CD35","8.97664317193628e-06","0.000157091255508885"
